"label","region","view","x","y","group","subgroup"
"lh_AVI","AVI","lateral",162.031169821875,36.5468355,1,1
"lh_AVI","AVI","lateral",162.242621165625,36.67948025,1,1
"lh_AVI","AVI","lateral",162.462622415625,36.83686175,1,1
"lh_AVI","AVI","lateral",162.610354103125,37.0025851875,1,1
"lh_AVI","AVI","lateral",162.685816228125,37.1766505625,1,1
"lh_AVI","AVI","lateral",162.689008790625,37.359057875,1,1
"lh_AVI","AVI","lateral",162.619931790625,37.549807125,1,1
"lh_AVI","AVI","lateral",162.549752228125,37.7422454375,1,1
"lh_AVI","AVI","lateral",162.478470103125,37.9363728125,1,1
"lh_AVI","AVI","lateral",162.406085415625,38.13218925,1,1
"lh_AVI","AVI","lateral",162.332598165625,38.32969475,1,1
"lh_AVI","AVI","lateral",162.355543353125,38.5204716875,1,1
"lh_AVI","AVI","lateral",162.474920978125,38.7045200625,1,1
"lh_AVI","AVI","lateral",162.690731040625,38.881839875,1,1
"lh_AVI","AVI","lateral",163.002973540625,39.052431125,1,1
"lh_AVI","AVI","lateral",163.309619165625,39.216792875,1,1
"lh_AVI","AVI","lateral",163.610667915625,39.374925125,1,1
"lh_AVI","AVI","lateral",163.906119790625,39.526827875,1,1
"lh_AVI","AVI","lateral",164.195974790625,39.672501125,1,1
"lh_AVI","AVI","lateral",164.417586290625,39.836250375,1,1
"lh_AVI","AVI","lateral",164.570954290625,40.018075625,1,1
"lh_AVI","AVI","lateral",164.656078790625,40.217976875,1,1
"lh_AVI","AVI","lateral",164.672959790625,40.435954125,1,1
"lh_AVI","AVI","lateral",164.676557290625,40.6517935,1,1
"lh_AVI","AVI","lateral",164.666871290625,40.865495,1,1
"lh_AVI","AVI","lateral",164.643901790625,41.077058625,1,1
"lh_AVI","AVI","lateral",164.607648790625,41.286484375,1,1
"lh_AVI","AVI","lateral",164.577318103125,41.49814278125,1,1
"lh_AVI","AVI","lateral",164.552909728125,41.71203384375,1,1
"lh_AVI","AVI","lateral",164.534423665625,41.9281575625,1,1
"lh_AVI","AVI","lateral",164.521859915625,42.1465139375,1,1
"lh_AVI","AVI","lateral",164.519492603125,42.36813740625,1,1
"lh_AVI","AVI","lateral",164.527321728125,42.59302796875,1,1
"lh_AVI","AVI","lateral",164.545347290625,42.821185625,1,1
"lh_AVI","AVI","lateral",164.573569290625,43.052610375,1,1
"lh_AVI","AVI","lateral",164.685403290625,43.26194078125,1,1
"lh_AVI","AVI","lateral",164.880849290625,43.44917684375,1,1
"lh_AVI","AVI","lateral",165.159907290625,43.6143185625,1,1
"lh_AVI","AVI","lateral",165.522577290625,43.7573659375,1,1
"lh_AVI","AVI","lateral",165.888116415625,43.8982785625,1,1
"lh_AVI","AVI","lateral",166.256524665625,44.0370564375,1,1
"lh_AVI","AVI","lateral",166.627802040625,44.1736995625,1,1
"lh_AVI","AVI","lateral",167.001948540625,44.3082079375,1,1
