set	gene
SCZ_locus_pool	RN7SL309P
SCZ_locus_pool	RNA5SP272
SCZ_locus_pool	RNA5SP30
SCZ_locus_pool	RNA5SP67
SCZ_locus_pool	RNASEH2C
SCZ_locus_pool	RNF122
SCZ_locus_pool	RNF38
SCZ_locus_pool	RNU6-1001P
SCZ_locus_pool	RNU6-1029P
SCZ_locus_pool	RNU6-849P
SCZ_locus_pool	RNU6-939P
SCZ_locus_pool	RNU7-131P
SCZ_locus_pool	RNU7-147P
SCZ_locus_pool	RNU7-160P
SCZ_locus_pool	RNY4P29
SCZ_locus_pool	RP1-149C7.1
SCZ_locus_pool	RP1-273G13.1
SCZ_locus_pool	RP1-273G13.2
SCZ_locus_pool	RP1-273G13.3
SCZ_locus_pool	RP1-84O15.2
SCZ_locus_pool	RP11-104N10.1
SCZ_locus_pool	RP11-105N13.4
SCZ_locus_pool	RP11-10L12.4
SCZ_locus_pool	RP11-115D19.1
SCZ_locus_pool	RP11-115H18.1
SCZ_locus_pool	RP11-148E17.1
SCZ_locus_pool	RP11-14I17.2
SCZ_locus_pool	RP11-154H12.2
SCZ_locus_pool	RP11-154H12.3
SCZ_locus_pool	RP11-160H22.5
SCZ_locus_pool	RP11-165J3.5
SCZ_locus_pool	RP11-165J3.6
SCZ_locus_pool	RP11-168O16.1
SCZ_locus_pool	RP11-168O16.2
SCZ_locus_pool	RP11-173P15.7
SCZ_locus_pool	RP11-182J1.13
SCZ_locus_pool	RP11-182J1.14
SCZ_locus_pool	RP11-182J1.16
SCZ_locus_pool	RP11-209D14.2
SCZ_locus_pool	RP11-216N14.5
SCZ_locus_pool	RP11-22P4.1
SCZ_locus_pool	RP11-22P4.2
SCZ_locus_pool	RP11-238I10.1
SCZ_locus_pool	RP11-242F24.1
SCZ_locus_pool	RP11-258J10.1
SCZ_locus_pool	RP11-259G18.1
SCZ_locus_pool	RP11-259G18.2
SCZ_locus_pool	RP11-259G18.3
SCZ_locus_pool	RP11-259P6.3
SCZ_locus_pool	RP11-262M14.2
SCZ_locus_pool	RP11-272L13.3
SCZ_locus_pool	RP11-275H4.1
SCZ_locus_pool	RP11-284M14.1
SCZ_locus_pool	RP11-293E1.1
SCZ_locus_pool	RP11-293E1.2
SCZ_locus_pool	RP11-2H8.3
SCZ_locus_pool	RP11-300M24.1
SCZ_locus_pool	RP11-317N12.1
SCZ_locus_pool	RP11-325F22.2
SCZ_locus_pool	RP11-328J6.1
SCZ_locus_pool	RP11-357F12.1
SCZ_locus_pool	RP11-384F7.1
SCZ_locus_pool	RP11-384F7.2
SCZ_locus_pool	RP11-399D6.2
SCZ_locus_pool	RP11-406D1.2
SCZ_locus_pool	RP11-431M3.1
SCZ_locus_pool	RP11-442N24__B.1
SCZ_locus_pool	RP11-444A22.1
SCZ_locus_pool	RP11-458I7.1
SCZ_locus_pool	RP11-458N5.1
SCZ_locus_pool	RP11-45P15.2
SCZ_locus_pool	RP11-45P15.4
SCZ_locus_pool	RP11-461O14.3
SCZ_locus_pool	RP11-469A15.2
SCZ_locus_pool	RP11-469N6.2
SCZ_locus_pool	RP11-47P18.1
SCZ_locus_pool	RP11-47P18.2
SCZ_locus_pool	RP11-481N16.1
SCZ_locus_pool	RP11-490G2.2
SCZ_locus_pool	RP11-507B12.2
SCZ_locus_pool	RP11-515C16.7
SCZ_locus_pool	RP11-53O19.3
SCZ_locus_pool	RP11-548L20.1
SCZ_locus_pool	RP11-554L12.1
SCZ_locus_pool	RP11-554L12.2
SCZ_locus_pool	RP11-586K2.1
SCZ_locus_pool	RP11-600F24.1
SCZ_locus_pool	RP11-61A14.3
SCZ_locus_pool	RP11-669E14.4
SCZ_locus_pool	RP11-677M14.7
SCZ_locus_pool	RP11-67M1.1
SCZ_locus_pool	RP11-69I13.1
SCZ_locus_pool	RP11-6B4.1
SCZ_locus_pool	RP11-707O23.5
SCZ_locus_pool	RP11-713P17.3
SCZ_locus_pool	RP11-713P17.4
SCZ_locus_pool	RP11-713P17.5
SCZ_locus_pool	RP11-724N1.1
SCZ_locus_pool	RP11-734K2.4
SCZ_locus_pool	RP11-73M18.2
SCZ_locus_pool	RP11-770G2.2
SCZ_locus_pool	RP11-798G7.7
SCZ_locus_pool	RP11-79E3.2
SCZ_locus_pool	RP11-79E3.3
SCZ_locus_pool	RP11-7M10.2
SCZ_locus_pool	RP11-894P9.2
SCZ_locus_pool	RP11-960H2.2
SCZ_locus_pool	RP11-995C19.2
SCZ_locus_pool	RP4-598G3.1
SCZ_locus_pool	RP4-660H19.1
SCZ_locus_pool	RP6-114E22.1
SCZ_locus_pool	RPL13
SCZ_locus_pool	RPL30P1
SCZ_locus_pool	RPL7AP25
SCZ_locus_pool	RPL7P9
SCZ_locus_pool	RPS19BP1
SCZ_locus_pool	RPS26P8
SCZ_locus_pool	SCAF1
SCZ_locus_pool	SCAND2P
SCZ_locus_pool	SCARA3
SCZ_locus_pool	SCRIB
SCZ_locus_pool	SDCCAG8
SCZ_locus_pool	SDHAF1
SCZ_locus_pool	SEC11A
SCZ_locus_pool	SERF2
SCZ_locus_pool	SERINC4
SCZ_locus_pool	SERPINC1
SCZ_locus_pool	SETD6
SCZ_locus_pool	SF3B1
SCZ_locus_pool	SFXN2
SCZ_locus_pool	SFXN5
SCZ_locus_pool	SGCD
SCZ_locus_pool	SHANK3
SCZ_locus_pool	SIKE1
SCZ_locus_pool	SIPA1
SCZ_locus_pool	SLC39A1
SCZ_locus_pool	SLC39A8
SCZ_locus_pool	SLC45A1
SCZ_locus_pool	SLC4A10
SCZ_locus_pool	SLC6A9
SCZ_locus_pool	SLC9B1
SCZ_locus_pool	SLC9B2
SCZ_locus_pool	SLC9C2
SCZ_locus_pool	SMARCD1
SCZ_locus_pool	SMG6
SCZ_locus_pool	SNAP91
SCZ_locus_pool	SNCA
SCZ_locus_pool	SND1
SCZ_locus_pool	SNHG3
SCZ_locus_pool	SNORA70
SCZ_locus_pool	SOX2-OT
SCZ_locus_pool	SP4
SCZ_locus_pool	SPATA2L
SCZ_locus_pool	SPATA33
SCZ_locus_pool	SPECC1
SCZ_locus_pool	SPG7
SCZ_locus_pool	SPIRE2
SCZ_locus_pool	SPPL2C
SCZ_locus_pool	SPPL3
SCZ_locus_pool	SRPK2
SCZ_locus_pool	SRR
SCZ_locus_pool	ST3GAL3
SCZ_locus_pool	STAG1
SCZ_locus_pool	STH
SCZ_locus_pool	STON1-GTF2A1L
SCZ_locus_pool	STRC
SCZ_locus_pool	STRN
SCZ_locus_pool	SUCLA2P2
SCZ_locus_pool	SUFU
SCZ_locus_pool	SYCP1
SCZ_locus_pool	SZT2
SCZ_locus_pool	TAF12
SCZ_locus_pool	TAOK2
SCZ_locus_pool	TBC1D15
SCZ_locus_pool	TBC1D5
SCZ_locus_pool	TBL1XR1
SCZ_locus_pool	TCF25
SCZ_locus_pool	TCTN1
SCZ_locus_pool	TDRD9
SCZ_locus_pool	THAP3
SCZ_locus_pool	THAP8
SCZ_locus_pool	THOC7
SCZ_locus_pool	TIE1
SCZ_locus_pool	TMEM110
SCZ_locus_pool	TMEM131
SCZ_locus_pool	TMEM161B
SCZ_locus_pool	TMEM161B-AS1
SCZ_locus_pool	TMEM219
SCZ_locus_pool	TMTC1
SCZ_locus_pool	TMX2
SCZ_locus_pool	TRANK1
SCZ_locus_pool	TRIM8
SCZ_locus_pool	TRMT61A
SCZ_locus_pool	TRNAU1AP
SCZ_locus_pool	TRPC4
SCZ_locus_pool	TRPM6
SCZ_locus_pool	TSNARE1
SCZ_locus_pool	TSPAN16
SCZ_locus_pool	TSPAN2
SCZ_locus_pool	TSSK6
SCZ_locus_pool	TUBB3
SCZ_locus_pool	TXNRD1
SCZ_locus_pool	UBE2D2
SCZ_locus_pool	UBE2D3
SCZ_locus_pool	VPS45
SCZ_locus_pool	VRK2
SCZ_locus_pool	VSIG2
SCZ_locus_pool	WDR62
SCZ_locus_pool	WDR73
SCZ_locus_pool	WDR76
SCZ_locus_pool	WDR82
SCZ_locus_pool	WHSC1L1
SCZ_locus_pool	WNT3
SCZ_locus_pool	WSCD2
SCZ_locus_pool	XRCC3
SCZ_locus_pool	YJEFN3
SCZ_locus_pool	YTHDF2
SCZ_locus_pool	YWHAE
SCZ_locus_pool	Y_RNA
SCZ_locus_pool	ZBTB37
SCZ_locus_pool	ZBTB48
SCZ_locus_pool	ZDHHC5
SCZ_locus_pool	ZEB2
SCZ_locus_pool	ZFYVE21
SCZ_locus_pool	ZMAT2
SCZ_locus_pool	ZNF276
SCZ_locus_pool	ZNF281
SCZ_locus_pool	ZNF365
SCZ_locus_pool	ZNF536
SCZ_locus_pool	ZNF592
SCZ_locus_pool	ZNF664
SCZ_locus_pool	ZNF804A
SCZ_locus_pool	ZNF823
SCZ_locus_pool	ZNF835
SCZ_locus_pool	ZSCAN2
SCZ_locus_pool	ZSWIM6
SCZ_locus_pool	ago-01
SCZ_locus_pool	ago-03
SCZ_locus_pool	ago-04
SCZ_locus_pool	snoU13
SCZ_pool_not_prio	ABCB9
SCZ_pool_not_prio	ABHD2
SCZ_pool_not_prio	AC003088.1
SCZ_pool_not_prio	AC004159.1
SCZ_pool_not_prio	AC005609.2
SCZ_pool_not_prio	AC007228.5
SCZ_pool_not_prio	AC007391.2
SCZ_pool_not_prio	AC008085.1
SCZ_pool_not_prio	AC009518.2
SCZ_pool_not_prio	AC009518.3
SCZ_pool_not_prio	AC009518.4
SCZ_pool_not_prio	AC010295.1
SCZ_pool_not_prio	AC011330.5
SCZ_pool_not_prio	AC012457.2
SCZ_pool_not_prio	AC013467.1
SCZ_pool_not_prio	AC018512.1
SCZ_pool_not_prio	AC073934.6
SCZ_pool_not_prio	AC074091.13
SCZ_pool_not_prio	AC078842.3
SCZ_pool_not_prio	AC079807.4
SCZ_pool_not_prio	AC083873.4
SCZ_pool_not_prio	AC091969.1
SCZ_pool_not_prio	AC092625.1
SCZ_pool_not_prio	AC103965.1
SCZ_pool_not_prio	AC104451.2
SCZ_pool_not_prio	AC104801.1
SCZ_pool_not_prio	AC105049.1
SCZ_pool_not_prio	AC108056.1
SCZ_pool_not_prio	AC156455.1
SCZ_pool_not_prio	ADGRB3
SCZ_pool_not_prio	AFG3L1P
SCZ_pool_not_prio	AGBL4
SCZ_pool_not_prio	AIG1
SCZ_pool_not_prio	AKAP6
SCZ_pool_not_prio	ALMS1
SCZ_pool_not_prio	ALPK3
SCZ_pool_not_prio	AMBRA1
SCZ_pool_not_prio	ANKRD11
SCZ_pool_not_prio	ANKRD45
SCZ_pool_not_prio	AP3B2
SCZ_pool_not_prio	AP3D1
SCZ_pool_not_prio	AP5B1
SCZ_pool_not_prio	APOPT1
SCZ_pool_not_prio	ARF5
SCZ_pool_not_prio	ARHGAP1
SCZ_pool_not_prio	ARHGAP44
SCZ_pool_not_prio	ARL17A
SCZ_pool_not_prio	ARL17B
SCZ_pool_not_prio	ARL3
SCZ_pool_not_prio	ARL5B
SCZ_pool_not_prio	ARTN
SCZ_pool_not_prio	AS3MT
SCZ_pool_not_prio	ASIC1
SCZ_pool_not_prio	ATF4
SCZ_pool_not_prio	ATXN7
SCZ_pool_not_prio	B3GAT1
SCZ_pool_not_prio	BABAM2
SCZ_pool_not_prio	BAG5
SCZ_pool_not_prio	BBX
SCZ_pool_not_prio	BCL7A
SCZ_pool_not_prio	BHLHE22
SCZ_pool_not_prio	BRD8
SCZ_pool_not_prio	BRINP2
SCZ_pool_not_prio	BTBD18
SCZ_pool_not_prio	C10orf32
SCZ_pool_not_prio	C10orf95
SCZ_pool_not_prio	C11orf31
SCZ_pool_not_prio	C14orf2
SCZ_pool_not_prio	C1orf106
SCZ_pool_not_prio	C1orf216
SCZ_pool_not_prio	C2orf82
SCZ_pool_not_prio	CA7
SCZ_pool_not_prio	CACNA1I
SCZ_pool_not_prio	CACNA1S
SCZ_pool_not_prio	CACNB2
SCZ_pool_not_prio	CAMKK2
SCZ_pool_not_prio	CATSPER2
SCZ_pool_not_prio	CATSPER2P1
SCZ_pool_not_prio	CCDC79
SCZ_pool_not_prio	CCDC92
SCZ_pool_not_prio	CDC20
SCZ_pool_not_prio	CDC25C
SCZ_pool_not_prio	CDH16
SCZ_pool_not_prio	CDIP1
SCZ_pool_not_prio	CDK10
SCZ_pool_not_prio	CEBPZOS
SCZ_pool_not_prio	CENPL
SCZ_pool_not_prio	CHMP1A
SCZ_pool_not_prio	CHRNA2
SCZ_pool_not_prio	CHRNA3
SCZ_pool_not_prio	CHRNA5
SCZ_pool_not_prio	CHRNB4
SCZ_pool_not_prio	CILP2
SCZ_pool_not_prio	CKB
SCZ_pool_not_prio	CLIC1P1
SCZ_pool_not_prio	CLSPN
SCZ_pool_not_prio	CLU
SCZ_pool_not_prio	CNKSR2
SCZ_pool_not_prio	CNNM2
SCZ_pool_not_prio	CNNM3
SCZ_pool_not_prio	CNOT1
SCZ_pool_not_prio	COQ10B
SCZ_pool_not_prio	CORO7-PAM16
SCZ_pool_not_prio	CPEB1
SCZ_pool_not_prio	CPNE7
SCZ_pool_not_prio	CREB3L1
SCZ_pool_not_prio	CRTC2
SCZ_pool_not_prio	CSDE1
SCZ_pool_not_prio	CSPG4P11
SCZ_pool_not_prio	CTAGE16P
SCZ_pool_not_prio	CTB-35F21.1
SCZ_pool_not_prio	CTC-498M16.2
SCZ_pool_not_prio	CTD-2134A5.4
SCZ_pool_not_prio	CTD-2232E5.2
SCZ_pool_not_prio	CTD-2320B12.1
SCZ_pool_not_prio	CTD-2320B12.2
SCZ_pool_not_prio	CTD-2501B8.5
SCZ_pool_not_prio	CTD-2544L4.1
SCZ_pool_not_prio	CTD-3224K15.3
SCZ_pool_not_prio	CTNND1
SCZ_pool_not_prio	CUL3
SCZ_pool_not_prio	CXXC5
SCZ_pool_not_prio	DBNDD1
SCZ_pool_not_prio	DEF8
SCZ_pool_not_prio	DENND4B
SCZ_pool_not_prio	DFNA5
SCZ_pool_not_prio	DGKI
SCZ_pool_not_prio	DGKZ
SCZ_pool_not_prio	DLX1
SCZ_pool_not_prio	DLX2
SCZ_pool_not_prio	DNAH10
SCZ_pool_not_prio	DNAJC11
SCZ_pool_not_prio	DND1P1
SCZ_pool_not_prio	DNMT3A
SCZ_pool_not_prio	DOC2A
SCZ_pool_not_prio	DOT1L
SCZ_pool_not_prio	DPEP1
SCZ_pool_not_prio	DRD2
SCZ_pool_not_prio	DTNB
SCZ_pool_not_prio	DYNC1LI2
SCZ_pool_not_prio	EFL1P1
SCZ_pool_not_prio	EFNA5
SCZ_pool_not_prio	EGLN1P1
SCZ_pool_not_prio	EGR1
SCZ_pool_not_prio	EIF5
SCZ_pool_not_prio	ELAC2
SCZ_pool_not_prio	ELAVL4
SCZ_pool_not_prio	ELL3
SCZ_pool_not_prio	ELOVL1
SCZ_pool_not_prio	ENSG00000265315
SCZ_pool_not_prio	ENSG00000265411
SCZ_pool_not_prio	ENSG00000266504
SCZ_pool_not_prio	ENSG00000278770
SCZ_pool_not_prio	EPHX2
SCZ_pool_not_prio	ESAM
SCZ_pool_not_prio	ETF1
SCZ_pool_not_prio	EXOC4
SCZ_pool_not_prio	FAHD2B
SCZ_pool_not_prio	FAM109B
SCZ_pool_not_prio	FAM120A
SCZ_pool_not_prio	FAM120AOS
SCZ_pool_not_prio	FAM178B
SCZ_pool_not_prio	FAM186A
SCZ_pool_not_prio	FAM215B
SCZ_pool_not_prio	FAM53C
SCZ_pool_not_prio	FANCA
SCZ_pool_not_prio	FANCI
SCZ_pool_not_prio	FANCL
SCZ_pool_not_prio	FGFR1
SCZ_pool_not_prio	FHIT
SCZ_pool_not_prio	FOXN2
SCZ_pool_not_prio	FOXO3
SCZ_pool_not_prio	FOXP1
SCZ_pool_not_prio	FRMD5
SCZ_pool_not_prio	FRMPD4
SCZ_pool_not_prio	FUT10
SCZ_pool_not_prio	FUT9
SCZ_pool_not_prio	GALNT10
SCZ_pool_not_prio	GATAD2B
SCZ_pool_not_prio	GFRA3
SCZ_pool_not_prio	GIGYF2
SCZ_pool_not_prio	GLB1L2
SCZ_pool_not_prio	GLT8D1
SCZ_pool_not_prio	GLYCTK
SCZ_pool_not_prio	GMEB1
SCZ_pool_not_prio	GNAI2P1
SCZ_pool_not_prio	GNL3
SCZ_pool_not_prio	GRM3
SCZ_pool_not_prio	GULOP
SCZ_pool_not_prio	HAPLN4
SCZ_pool_not_prio	HARBI1
SCZ_pool_not_prio	HARS2
SCZ_pool_not_prio	HCN1
SCZ_pool_not_prio	HEATR5B
SCZ_pool_not_prio	HMGB3P24
SCZ_pool_not_prio	HMGB3P26
SCZ_pool_not_prio	HMOX2
SCZ_pool_not_prio	HNF1A
SCZ_pool_not_prio	HNRNPA1P39
SCZ_pool_not_prio	HSPA9
SCZ_pool_not_prio	HSPD1
SCZ_pool_not_prio	HSPE1
SCZ_pool_not_prio	HSPE1-MOB4
SCZ_pool_not_prio	HYI-AS1
SCZ_pool_not_prio	IGKV2OR2-1
SCZ_pool_not_prio	IGSF9B
SCZ_pool_not_prio	IK
SCZ_pool_not_prio	IPO13
SCZ_pool_not_prio	KANSL1-AS1
SCZ_pool_not_prio	KAT5
SCZ_pool_not_prio	KCNB1
SCZ_pool_not_prio	KCNG2
SCZ_pool_not_prio	KDM3B
SCZ_pool_not_prio	KDM4A
SCZ_pool_not_prio	KIF18A
SCZ_pool_not_prio	KIF21B
SCZ_pool_not_prio	KLC1
SCZ_pool_not_prio	KLF10
SCZ_pool_not_prio	KLHL20
SCZ_pool_not_prio	KLHL21
SCZ_pool_not_prio	KMT2E
SCZ_pool_not_prio	KRT18P50
SCZ_pool_not_prio	KRT8P21
SCZ_pool_not_prio	KRT8P26
SCZ_pool_not_prio	LETM2
SCZ_pool_not_prio	LIMA1
SCZ_pool_not_prio	LINC00374
SCZ_pool_not_prio	LINC00461
SCZ_pool_not_prio	LINC00634
SCZ_pool_not_prio	LINC00637
SCZ_pool_not_prio	LINC00933
SCZ_pool_not_prio	LINC00966
SCZ_pool_not_prio	LINC01004
SCZ_pool_not_prio	LINC02210
SCZ_pool_not_prio	LPCAT4
SCZ_pool_not_prio	LRRC37A
SCZ_pool_not_prio	LRRC37A2
SCZ_pool_not_prio	LRRC37A4P
SCZ_pool_not_prio	LRRC4
SCZ_pool_not_prio	MAK16
SCZ_pool_not_prio	MANBA
SCZ_pool_not_prio	MAP3K11
SCZ_pool_not_prio	MAPT-AS1
SCZ_pool_not_prio	MARK3
SCZ_pool_not_prio	MAU2
SCZ_pool_not_prio	MC1R
SCZ_pool_not_prio	MDK
SCZ_pool_not_prio	MED18
SCZ_pool_not_prio	MED19
SCZ_pool_not_prio	MED27
SCZ_pool_not_prio	MED8
SCZ_pool_not_prio	MEF2C
SCZ_pool_not_prio	MEF2C-AS1
SCZ_pool_not_prio	METTL15
SCZ_pool_not_prio	MFAP1
SCZ_pool_not_prio	MFAP3
SCZ_pool_not_prio	MGAT3
SCZ_pool_not_prio	MIEF1
SCZ_pool_not_prio	MIR137HG
SCZ_pool_not_prio	MIR4697
SCZ_pool_not_prio	MIR9-3
SCZ_pool_not_prio	MIR9-3HG
SCZ_pool_not_prio	MMP16
SCZ_pool_not_prio	MPL
SCZ_pool_not_prio	MPP6
SCZ_pool_not_prio	MROH3P
SCZ_pool_not_prio	MRPL33
SCZ_pool_not_prio	MSANTD2
SCZ_pool_not_prio	MTND5P15
SCZ_pool_not_prio	MYT1L
SCZ_pool_not_prio	NAE1
SCZ_pool_not_prio	NAGA
SCZ_pool_not_prio	NDFIP2-AS1
SCZ_pool_not_prio	NDRG4
SCZ_pool_not_prio	NDUFA2
SCZ_pool_not_prio	NDUFAF7
SCZ_pool_not_prio	NEK1
SCZ_pool_not_prio	NEK4
SCZ_pool_not_prio	NFU1P2
SCZ_pool_not_prio	NGEF
SCZ_pool_not_prio	NMB
SCZ_pool_not_prio	NME5
SCZ_pool_not_prio	NMRAL1
SCZ_pool_not_prio	NPM1P46
SCZ_pool_not_prio	NR1H5P
SCZ_pool_not_prio	NRBP2
SCZ_pool_not_prio	NRGN
SCZ_pool_not_prio	NSF
SCZ_pool_not_prio	NSFP1
SCZ_pool_not_prio	NSUN6
SCZ_pool_not_prio	NT5C2
SCZ_pool_not_prio	OASL
SCZ_pool_not_prio	OGFOD2
SCZ_pool_not_prio	OLA1
SCZ_pool_not_prio	OPRD1
SCZ_pool_not_prio	PABPC1P7
SCZ_pool_not_prio	PACSIN3
SCZ_pool_not_prio	PAX4
SCZ_pool_not_prio	PCDH17
SCZ_pool_not_prio	PCDHA1
SCZ_pool_not_prio	PCDHA11
SCZ_pool_not_prio	PCDHA12
SCZ_pool_not_prio	PCDHA13
SCZ_pool_not_prio	PCDHA3
SCZ_pool_not_prio	PCDHA4
SCZ_pool_not_prio	PCDHA5
SCZ_pool_not_prio	PCDHA6
SCZ_pool_not_prio	PCDHA7
SCZ_pool_not_prio	PCDHAC1
SCZ_pool_not_prio	PCDHAC2
SCZ_pool_not_prio	PHACTR4
SCZ_pool_not_prio	PHF13
SCZ_pool_not_prio	PHF2
SCZ_pool_not_prio	PLCL2
SCZ_pool_not_prio	PLEKHM1
SCZ_pool_not_prio	PLEKHO1
SCZ_pool_not_prio	PLK2
SCZ_pool_not_prio	POC1B
SCZ_pool_not_prio	POLG
SCZ_pool_not_prio	PPAPDC1B
SCZ_pool_not_prio	PPIP5K1
SCZ_pool_not_prio	PPP1R13B
SCZ_pool_not_prio	PPP1R16B
SCZ_pool_not_prio	PPP1R21
SCZ_pool_not_prio	PPP1R26
SCZ_pool_not_prio	PQLC1
SCZ_pool_not_prio	PRKD3
SCZ_pool_not_prio	PTBP2
SCZ_pool_not_prio	PTGIS
SCZ_pool_not_prio	PTK2B
SCZ_pool_not_prio	PTPRF
SCZ_pool_not_prio	PTPRK
SCZ_pool_not_prio	PUF60
SCZ_pool_not_prio	QPCT
SCZ_pool_not_prio	RAB42
SCZ_pool_not_prio	RALGPS1
SCZ_pool_not_prio	RAP2CP1
SCZ_pool_not_prio	RBKS
SCZ_pool_not_prio	RBM26
SCZ_pool_not_prio	RBM26-AS1
SCZ_pool_not_prio	RBMS3
SCZ_pool_not_prio	RC3H1
SCZ_pool_not_prio	RD3L
SCZ_pool_not_prio	REEP2
SCZ_pool_not_prio	RELA
SCZ_pool_not_prio	RFTN2
SCZ_pool_not_prio	RGS6
SCZ_pool_not_prio	RLBP1
SCZ_pool_not_prio	RN7SKP270
SCZ_pool_not_prio	RN7SL167P
SCZ_pool_not_prio	RN7SL309P
SCZ_pool_not_prio	RNA5SP272
SCZ_pool_not_prio	RNA5SP30
SCZ_pool_not_prio	RNA5SP67
SCZ_pool_not_prio	RNF122
SCZ_pool_not_prio	RNF38
SCZ_pool_not_prio	RNU6-1001P
SCZ_pool_not_prio	RNU6-1029P
SCZ_pool_not_prio	RNU6-849P
SCZ_pool_not_prio	RNU6-939P
SCZ_pool_not_prio	RNU7-131P
SCZ_pool_not_prio	RNU7-147P
SCZ_pool_not_prio	RNU7-160P
SCZ_pool_not_prio	RNY4P29
SCZ_pool_not_prio	RP1-149C7.1
SCZ_pool_not_prio	RP1-273G13.1
SCZ_pool_not_prio	RP1-273G13.2
SCZ_pool_not_prio	RP1-273G13.3
SCZ_pool_not_prio	RP1-84O15.2
SCZ_pool_not_prio	RP11-104N10.1
SCZ_pool_not_prio	RP11-105N13.4
SCZ_pool_not_prio	RP11-115D19.1
SCZ_pool_not_prio	RP11-115H18.1
SCZ_pool_not_prio	RP11-148E17.1
SCZ_pool_not_prio	RP11-14I17.2
SCZ_pool_not_prio	RP11-154H12.2
SCZ_pool_not_prio	RP11-154H12.3
SCZ_pool_not_prio	RP11-160H22.5
SCZ_pool_not_prio	RP11-165J3.5
SCZ_pool_not_prio	RP11-168O16.1
SCZ_pool_not_prio	RP11-168O16.2
SCZ_pool_not_prio	RP11-173P15.7
SCZ_pool_not_prio	RP11-182J1.13
SCZ_pool_not_prio	RP11-182J1.14
SCZ_pool_not_prio	RP11-182J1.16
SCZ_pool_not_prio	RP11-209D14.2
SCZ_pool_not_prio	RP11-216N14.5
SCZ_pool_not_prio	RP11-22P4.1
SCZ_pool_not_prio	RP11-22P4.2
SCZ_pool_not_prio	RP11-238I10.1
SCZ_pool_not_prio	RP11-242F24.1
SCZ_pool_not_prio	RP11-258J10.1
SCZ_pool_not_prio	RP11-259G18.1
SCZ_pool_not_prio	RP11-259G18.2
SCZ_pool_not_prio	RP11-259G18.3
SCZ_pool_not_prio	RP11-259P6.3
SCZ_pool_not_prio	RP11-262M14.2
SCZ_pool_not_prio	RP11-272L13.3
SCZ_pool_not_prio	RP11-275H4.1
SCZ_pool_not_prio	RP11-284M14.1
SCZ_pool_not_prio	RP11-293E1.1
SCZ_pool_not_prio	RP11-293E1.2
SCZ_pool_not_prio	RP11-2H8.3
SCZ_pool_not_prio	RP11-300M24.1
SCZ_pool_not_prio	RP11-317N12.1
SCZ_pool_not_prio	RP11-325F22.2
SCZ_pool_not_prio	RP11-328J6.1
SCZ_pool_not_prio	RP11-357F12.1
SCZ_pool_not_prio	RP11-384F7.1
SCZ_pool_not_prio	RP11-384F7.2
SCZ_pool_not_prio	RP11-406D1.2
SCZ_pool_not_prio	RP11-431M3.1
SCZ_pool_not_prio	RP11-442N24__B.1
SCZ_pool_not_prio	RP11-444A22.1
SCZ_pool_not_prio	RP11-458I7.1
SCZ_pool_not_prio	RP11-458N5.1
SCZ_pool_not_prio	RP11-45P15.2
SCZ_pool_not_prio	RP11-45P15.4
SCZ_pool_not_prio	RP11-461O14.3
SCZ_pool_not_prio	RP11-469A15.2
SCZ_pool_not_prio	RP11-469N6.2
SCZ_pool_not_prio	RP11-47P18.1
SCZ_pool_not_prio	RP11-47P18.2
SCZ_pool_not_prio	RP11-481N16.1
SCZ_pool_not_prio	RP11-515C16.7
SCZ_pool_not_prio	RP11-548L20.1
SCZ_pool_not_prio	RP11-554L12.1
SCZ_pool_not_prio	RP11-554L12.2
SCZ_pool_not_prio	RP11-600F24.1
SCZ_pool_not_prio	RP11-61A14.3
SCZ_pool_not_prio	RP11-669E14.4
SCZ_pool_not_prio	RP11-677M14.7
SCZ_pool_not_prio	RP11-67M1.1
SCZ_pool_not_prio	RP11-69I13.1
SCZ_pool_not_prio	RP11-6B4.1
SCZ_pool_not_prio	RP11-707O23.5
SCZ_pool_not_prio	RP11-713P17.3
SCZ_pool_not_prio	RP11-713P17.4
SCZ_pool_not_prio	RP11-713P17.5
SCZ_pool_not_prio	RP11-724N1.1
SCZ_pool_not_prio	RP11-734K2.4
SCZ_pool_not_prio	RP11-770G2.2
SCZ_pool_not_prio	RP11-798G7.7
SCZ_pool_not_prio	RP11-79E3.2
SCZ_pool_not_prio	RP11-79E3.3
SCZ_pool_not_prio	RP11-7M10.2
SCZ_pool_not_prio	RP11-894P9.2
SCZ_pool_not_prio	RP11-960H2.2
SCZ_pool_not_prio	RP11-995C19.2
SCZ_pool_not_prio	RP4-598G3.1
SCZ_pool_not_prio	RP4-660H19.1
SCZ_pool_not_prio	RP6-114E22.1
SCZ_pool_not_prio	RPL13
SCZ_pool_not_prio	RPL30P1
SCZ_pool_not_prio	RPL7AP25
SCZ_pool_not_prio	RPL7P9
SCZ_pool_not_prio	RPS19BP1
SCZ_pool_not_prio	RPS26P8
SCZ_pool_not_prio	SCAF1
SCZ_pool_not_prio	SCAND2P
SCZ_pool_not_prio	SCARA3
SCZ_pool_not_prio	SCRIB
SCZ_pool_not_prio	SDCCAG8
SCZ_pool_not_prio	SDHAF1
SCZ_pool_not_prio	SEC11A
SCZ_pool_not_prio	SERF2
SCZ_pool_not_prio	SERINC4
SCZ_pool_not_prio	SERPINC1
SCZ_pool_not_prio	SFXN2
SCZ_pool_not_prio	SFXN5
