set	gene
MDD_pool	SDCCAG8
MDD_pool	SDF2L1
MDD_pool	SDHAF2
MDD_pool	SDHCP3
MDD_pool	SDHCP4
MDD_pool	SDHDP2
MDD_pool	SDK1
MDD_pool	SDK1-AS1
MDD_pool	SEC16A
MDD_pool	SEC24D
MDD_pool	SELENOF
MDD_pool	SELENOH
MDD_pool	SELENOO
MDD_pool	SELENOO-AS1
MDD_pool	SEMA3B
MDD_pool	SEMA3B-AS1
MDD_pool	SEMA3F
MDD_pool	SEMA3F-AS1
MDD_pool	SEMA3G
MDD_pool	SEMA4D
MDD_pool	SEMA6D
MDD_pool	SENP6
MDD_pool	SENP7
MDD_pool	SEPTIN7P11
MDD_pool	SERBP1P3
MDD_pool	SERHL
MDD_pool	SERHL2
MDD_pool	SERPINC1
MDD_pool	SERPING1
MDD_pool	SERPINI2
MDD_pool	SERTM1
MDD_pool	SETBP1
MDD_pool	SETBP1-DT
MDD_pool	SETD1B
MDD_pool	SEZ6
MDD_pool	SF3A3
MDD_pool	SF3B1
MDD_pool	SFMBT1
MDD_pool	SFMBT2
MDD_pool	SFSWAP
MDD_pool	SFTA2
MDD_pool	SFXN2
MDD_pool	SGCD
MDD_pool	SGCZ
MDD_pool	SGIP1
MDD_pool	SGO1-AS1
MDD_pool	SH3GLB1
MDD_pool	SH3RF3
MDD_pool	SHANK2
MDD_pool	SHANK2-AS2
MDD_pool	SHANK2-AS3
MDD_pool	SHANK3
MDD_pool	SHISA5
MDD_pool	SHISA6
MDD_pool	SHISA9
MDD_pool	SHOX2
MDD_pool	SIDT1
MDD_pool	SIDT1-AS1
MDD_pool	SIGLEC24P
MDD_pool	SIGLECL1
MDD_pool	SIM1
MDD_pool	SIM1-AS1
MDD_pool	SKA2
MDD_pool	SKIC2
MDD_pool	SKIDA1
MDD_pool	SLC12A5
MDD_pool	SLC12A5-AS1
MDD_pool	SLC17A1
MDD_pool	SLC17A2
MDD_pool	SLC17A3
MDD_pool	SLC23A4P
MDD_pool	SLC25A1
MDD_pool	SLC25A12
MDD_pool	SLC25A13
MDD_pool	SLC25A17
MDD_pool	SLC25A20
MDD_pool	SLC25A51P1
MDD_pool	SLC25A5P5
MDD_pool	SLC25A5P8
MDD_pool	SLC25A6P2
MDD_pool	SLC25A6P3
MDD_pool	SLC26A10P
MDD_pool	SLC26A6
MDD_pool	SLC26A7
MDD_pool	SLC2A10
MDD_pool	SLC2A13
MDD_pool	SLC30A9
MDD_pool	SLC34A3
MDD_pool	SLC35A4
MDD_pool	SLC35C1
MDD_pool	SLC35C2
MDD_pool	SLC35D1
MDD_pool	SLC35D2
MDD_pool	SLC38A3
MDD_pool	SLC39A13
MDD_pool	SLC39A7
MDD_pool	SLC39A8
MDD_pool	SLC3A1
MDD_pool	SLC3A2
MDD_pool	SLC43A1
MDD_pool	SLC44A5
MDD_pool	SLC45A1
MDD_pool	SLC4A10
MDD_pool	SLC4A1AP
MDD_pool	SLC4A9
MDD_pool	SLC66A1L
MDD_pool	SLC6A2
MDD_pool	SLC7A11
MDD_pool	SLC7A5
MDD_pool	SLC8A2
MDD_pool	SLC9A9
MDD_pool	SLIT1
MDD_pool	SLIT2
MDD_pool	SLIT2-IT1
MDD_pool	SLX9
MDD_pool	SMG1P7
MDD_pool	SMG8
MDD_pool	SMIM15-AS1
MDD_pool	SMIM15P2
MDD_pool	SMIM23
MDD_pool	SMIM4
MDD_pool	SMO
MDD_pool	SMYD2
MDD_pool	SMYD3
MDD_pool	SMYD3-AS1
MDD_pool	SNAP23P1
MDD_pool	SNAPC4
MDD_pool	SNCA
MDD_pool	SNHG8
MDD_pool	SNORA14A
MDD_pool	SNORA15
MDD_pool	SNORA28
MDD_pool	SNORA38
MDD_pool	SNORA4
MDD_pool	SNORA70
MDD_pool	SNORA70J
MDD_pool	SNORA73
MDD_pool	SNORC
MDD_pool	SNORD117
MDD_pool	SNORD118
MDD_pool	SNORD12
MDD_pool	SNORD125
MDD_pool	SNORD12B
MDD_pool	SNORD12C
MDD_pool	SNORD19
MDD_pool	SNORD19B
MDD_pool	SNORD19C
MDD_pool	SNORD32B
MDD_pool	SNORD48
MDD_pool	SNORD63
MDD_pool	SNORD63B
MDD_pool	SNORD66
MDD_pool	SNORD67
MDD_pool	SNORD69
MDD_pool	SNORD71
MDD_pool	SNORD84
MDD_pool	SNORD90
MDD_pool	SNRK
MDD_pool	SNRK-AS1
MDD_pool	SNRNP35
MDD_pool	SNRPGP2
MDD_pool	SNRPGP9
MDD_pool	SNX2
MDD_pool	SNX24
MDD_pool	SNX29
MDD_pool	SNX8
MDD_pool	SOCS5P3
MDD_pool	SOGA1
MDD_pool	SORCS3
MDD_pool	SORCS3-AS1
MDD_pool	SOX11
MDD_pool	SOX2-OT
MDD_pool	SOX5
MDD_pool	SOX5-AS1
MDD_pool	SOX6
MDD_pool	SP1
MDD_pool	SP3
MDD_pool	SP4
MDD_pool	SP7
MDD_pool	SP9
MDD_pool	SPAG16
MDD_pool	SPATA19
MDD_pool	SPATA6
MDD_pool	SPCS1
MDD_pool	SPDYE20P
MDD_pool	SPDYE5
MDD_pool	SPEN
MDD_pool	SPEN-AS1
MDD_pool	SPI1
MDD_pool	SPICE1
MDD_pool	SPINDOC
MDD_pool	SPINK8
MDD_pool	SPPL3
MDD_pool	SPRED1
MDD_pool	SPRY2
MDD_pool	SPTB
MDD_pool	SRA1
MDD_pool	SRC
MDD_pool	SRD5A3-AS1
MDD_pool	SREBF2
MDD_pool	SREBF2-AS1
MDD_pool	SRGNP1
MDD_pool	SRPK2
MDD_pool	SRRM3
MDD_pool	SRRM4
MDD_pool	SSBL5P
MDD_pool	SSR4P1
MDD_pool	SSRP1
MDD_pool	ST13
MDD_pool	ST18
MDD_pool	ST8SIA1
MDD_pool	STAB1
MDD_pool	STAM2
MDD_pool	STAT1
MDD_pool	STAU1
MDD_pool	STIL
MDD_pool	STIMATE
MDD_pool	STIMATE-MUSTN1
MDD_pool	STK10
MDD_pool	STK19
MDD_pool	STK24
MDD_pool	STK24-AS1
MDD_pool	STK38L
MDD_pool	STON1-GTF2A1L
MDD_pool	STPG2
MDD_pool	STPG2-AS1
MDD_pool	STRBP
MDD_pool	STRC
MDD_pool	STRCP1
MDD_pool	STX17-DT
MDD_pool	STXBP5
MDD_pool	STYXL1
MDD_pool	SUB1P2
MDD_pool	SUCLA2P1
MDD_pool	SUDS3
MDD_pool	SUFU
MDD_pool	SUMO1P2
MDD_pool	SUMO2P1
MDD_pool	SUMO2P15
MDD_pool	SUN1
MDD_pool	SUPT20H
MDD_pool	SUSD1
MDD_pool	SVOP
MDD_pool	SYCP2
MDD_pool	SYN2
MDD_pool	SYNE2
MDD_pool	SYNGAP1
MDD_pool	SYNPO2
MDD_pool	SYT10
MDD_pool	SYT13
MDD_pool	SYT7
MDD_pool	TAF7
MDD_pool	TAFA1
MDD_pool	TAFA2
MDD_pool	TAFA5
MDD_pool	TAL1
MDD_pool	TANK
MDD_pool	TANK-AS1
MDD_pool	TAOK1
MDD_pool	TAOK3
MDD_pool	TAPBP
MDD_pool	TAPT1-AS1
MDD_pool	TARDBPP4
MDD_pool	TAS2R2P
MDD_pool	TASOR2
MDD_pool	TBC1D21
MDD_pool	TBCA
MDD_pool	TBL1XR1
MDD_pool	TBR1
MDD_pool	TCAIM
MDD_pool	TCERG1P2
MDD_pool	TCF19
MDD_pool	TCF20
MDD_pool	TCF4
MDD_pool	TCF4-AS1
MDD_pool	TCF4-AS2
MDD_pool	TCF7L2
MDD_pool	TCHP
MDD_pool	TCTA
MDD_pool	TDRD10
MDD_pool	TDRD9
MDD_pool	TEF
MDD_pool	TEK
MDD_pool	TENM2
MDD_pool	TENM3
MDD_pool	TERF1
MDD_pool	TERF2
MDD_pool	TESMIN
MDD_pool	TET2
MDD_pool	TET2-AS1
MDD_pool	TEX14
MDD_pool	TEX21P
MDD_pool	TEX41
MDD_pool	TFAMP1
MDD_pool	TFAP2B
MDD_pool	TFAP2D
MDD_pool	TGFBR1
MDD_pool	TGM4
MDD_pool	THAP5
MDD_pool	THEM7P
MDD_pool	THRA
MDD_pool	THRAP3P3
MDD_pool	THSD7A
MDD_pool	THSD7B
MDD_pool	TIMM10
MDD_pool	TIMM9P2
MDD_pool	TKFC
MDD_pool	TKT
MDD_pool	TLE4
MDD_pool	TLL2
MDD_pool	TLR4
MDD_pool	TLR9
MDD_pool	TLX3
MDD_pool	TM9SF4
MDD_pool	TMA7
MDD_pool	TMCO5A
MDD_pool	TMCO6
MDD_pool	TMED2
MDD_pool	TMEM106B
MDD_pool	TMEM107
MDD_pool	TMEM108
MDD_pool	TMEM115
MDD_pool	TMEM116
MDD_pool	TMEM120A
MDD_pool	TMEM138
MDD_pool	TMEM161B
MDD_pool	TMEM161B-DT
MDD_pool	TMEM183AP1
MDD_pool	TMEM200C
MDD_pool	TMEM216
MDD_pool	TMEM256P2
MDD_pool	TMEM258
MDD_pool	TMEM33
MDD_pool	TMEM42
MDD_pool	TMEM67
MDD_pool	TMEM89
MDD_pool	TMPOP1
MDD_pool	TMPRSS5
MDD_pool	TMX2
MDD_pool	TNF
MDD_pool	TNNC1
MDD_pool	TNNI3K
MDD_pool	TOB2
MDD_pool	TOB2P1
MDD_pool	TOMM5
MDD_pool	TOP1
MDD_pool	TOPAZ1
MDD_pool	TOR1A
MDD_pool	TOX
MDD_pool	TOX-DT
MDD_pool	TOX3
MDD_pool	TP53BP1
MDD_pool	TPD52L2
MDD_pool	TPK1
MDD_pool	TPT1P2
MDD_pool	TPTE2P2
MDD_pool	TPTE2P3
MDD_pool	TPX2
MDD_pool	TRABD
MDD_pool	TRABD-AS1
MDD_pool	TRAF3
MDD_pool	TRAIP
MDD_pool	TRAPPC3L
MDD_pool	TREX1
MDD_pool	TRIM10
MDD_pool	TRIM15
MDD_pool	TRIM26
MDD_pool	TRIM26BP
MDD_pool	TRIM27
MDD_pool	TRIM31
MDD_pool	TRIM31-AS1
MDD_pool	TRIM38
MDD_pool	TRIM39
MDD_pool	TRIM39-RPP21
MDD_pool	TRIM40
MDD_pool	TRIM64B
MDD_pool	TRIM64EP
MDD_pool	TRIM73
MDD_pool	TRIM77
MDD_pool	TRIM77BP
MDD_pool	TRIM8
MDD_pool	TRIM8-DT
MDD_pool	TRMT1
MDD_pool	TRMT61A
MDD_pool	TRMT61A-DT
MDD_pool	TRMT61B
MDD_pool	TRNAI6
MDD_pool	TRPM2
MDD_pool	TRPS1-AS1
MDD_pool	TRPV4
MDD_pool	TSC22D1-AS1
MDD_pool	TSEN15P2
MDD_pool	TSFM
MDD_pool	TSHZ2
MDD_pool	TSHZ3
MDD_pool	TSHZ3-AS1
MDD_pool	TSNARE1
MDD_pool	TSPAN13
MDD_pool	TSPAN18
MDD_pool	TSPAN31
MDD_pool	TSPAN5
MDD_pool	TSPO2
MDD_pool	TSPY26P
MDD_pool	TSSK1A
MDD_pool	TSSK2
MDD_pool	TSTD3
MDD_pool	TTC12
MDD_pool	TTC12-DT
MDD_pool	TTC39C-AS1
MDD_pool	TTL
MDD_pool	TTLL7
MDD_pool	TTYH3
MDD_pool	TUBAP12
MDD_pool	TUBB
MDD_pool	TUBB8P5
MDD_pool	TUBBP8
MDD_pool	TUBBP9
MDD_pool	TUBGCP4
MDD_pool	TUBGCP6
MDD_pool	TUSC2
MDD_pool	TWF2
MDD_pool	TWF2-DT
MDD_pool	TXNDC9
MDD_pool	TYR
MDD_pool	TYW1B
MDD_pool	U2SURP
MDD_pool	U3
MDD_pool	U73166.2
MDD_pool	U73169.1
MDD_pool	U8
MDD_pool	U91319.1
MDD_pool	U91328.21
MDD_pool	U95743.1
MDD_pool	UBA7
MDD_pool	UBAP2L
MDD_pool	UBD
MDD_pool	UBDP1
MDD_pool	UBE2D2
MDD_pool	UBE2E1
MDD_pool	UBE2E2-DT
MDD_pool	UBE2L3
MDD_pool	UBE2L6
MDD_pool	UBE2Q1
MDD_pool	UBE2Q1-AS1
MDD_pool	UBE2Q2P10
MDD_pool	UBE2V1P15
MDD_pool	UBE2WP1
MDD_pool	UBE3B
MDD_pool	UBE3C
MDD_pool	UBQLN1P1
MDD_pool	UBTFL2
MDD_pool	UBTFL7
MDD_pool	UBXN2A
MDD_pool	UCN2
MDD_pool	UGCG
MDD_pool	UGGT2
MDD_pool	UGP2
MDD_pool	UGT8
MDD_pool	UNC119B
MDD_pool	UNC45A
MDD_pool	UNC50
MDD_pool	UNK
MDD_pool	UQCC2
MDD_pool	UQCRC1
MDD_pool	UQCRHL
MDD_pool	UQCRHP1
MDD_pool	USH2A
MDD_pool	USH2A-AS2
MDD_pool	USP15
MDD_pool	USP18
MDD_pool	USP19
MDD_pool	USP28
MDD_pool	USP3
MDD_pool	USP3-AS1
MDD_pool	USP31
MDD_pool	USP4
MDD_pool	USP8P1
MDD_pool	VAC14
MDD_pool	VAMP2
MDD_pool	VARS2
MDD_pool	VAX1
MDD_pool	VCL
MDD_pool	VDAC2
MDD_pool	VEPH1
MDD_pool	VINAC1P
MDD_pool	VN1R10P
MDD_pool	VN1R11P
MDD_pool	VN1R12P
MDD_pool	VN1R13P
MDD_pool	VN1R18P
MDD_pool	VPS33B-DT
MDD_pool	VPS37B
MDD_pool	VPS52
MDD_pool	VPS54
MDD_pool	VRK2
MDD_pool	VSIG10
MDD_pool	VSIG10L
MDD_pool	VSIG10L-AS1
MDD_pool	VSX2
MDD_pool	VTRNA1-1
MDD_pool	VTRNA1-2
MDD_pool	VTRNA1-3
MDD_pool	VWA3A
MDD_pool	VWC2L
MDD_pool	VWC2L-IT1
MDD_pool	VWCE
MDD_pool	VWDE
MDD_pool	WBP1L
MDD_pool	WDCP
MDD_pool	WDPCP
MDD_pool	WDR38
MDD_pool	WDR5
MDD_pool	WDR5-DT
MDD_pool	WDR55
MDD_pool	WDR6
MDD_pool	WDR64
MDD_pool	WDR82
MDD_pool	WDR89
MDD_pool	WIPF3
MDD_pool	WSB2
MDD_pool	WT1
MDD_pool	WWP1
MDD_pool	WWP2
MDD_pool	XPNPEP3
MDD_pool	XPO7
MDD_pool	XRCC3
MDD_pool	XRCC6
MDD_pool	XXbac-BCX196D17.5
MDD_pool	XXbac-BPG16N22.5
MDD_pool	XXbac-BPG170G13.31
MDD_pool	XXbac-BPG181B23.6
MDD_pool	XXbac-BPG181B23.7
MDD_pool	XXbac-BPG248L24.10
MDD_pool	XXbac-BPG248L24.12
MDD_pool	XXbac-BPG252P9.9
MDD_pool	XXbac-BPG308K3.5
MDD_pool	XXbac-BPG32J3.20
MDD_pool	XXbac-BPGBPG24O18.1
MDD_pool	XXcos-LUCA11.4
MDD_pool	XXcos-LUCA11.5
MDD_pool	XYLT1
MDD_pool	YBX1P3
MDD_pool	YDJC
MDD_pool	YLPM1
MDD_pool	YPEL1
MDD_pool	YPEL4
MDD_pool	YPEL5P2
MDD_pool	YTHDF3
MDD_pool	YWHAG
MDD_pool	YWHAZP5
MDD_pool	Y_RNA
MDD_pool	Z83001.1
MDD_pool	ZAP70
MDD_pool	ZBBX
MDD_pool	ZBED9
MDD_pool	ZBED9-AS1
MDD_pool	ZBTB1
MDD_pool	ZBTB16
MDD_pool	ZBTB17
MDD_pool	ZBTB18
MDD_pool	ZBTB20
MDD_pool	ZBTB20-AS3
MDD_pool	ZBTB20-AS4
MDD_pool	ZBTB25
MDD_pool	ZBTB26
MDD_pool	ZBTB34
MDD_pool	ZBTB37
MDD_pool	ZBTB46
MDD_pool	ZBTB46-AS1
MDD_pool	ZBTB5
MDD_pool	ZBTB6
MDD_pool	ZBTB7A
MDD_pool	ZC2HC1C
MDD_pool	ZC3H11C
MDD_pool	ZC3H12A-DT
MDD_pool	ZC3H7B
MDD_pool	ZC3H8
MDD_pool	ZCCHC2
MDD_pool	ZCCHC7
MDD_pool	ZCCHC8
MDD_pool	ZDHHC20P1
MDD_pool	ZDHHC20P2
MDD_pool	ZDHHC20P4
MDD_pool	ZDHHC21
MDD_pool	ZDHHC3
MDD_pool	ZDHHC5
MDD_pool	ZFAS1
MDD_pool	ZFHX3
MDD_pool	ZFHX4
MDD_pool	ZFP57
MDD_pool	ZFTA
MDD_pool	ZFYVE1
MDD_pool	ZFYVE21
MDD_pool	ZGRF1
MDD_pool	ZHX3
MDD_pool	ZKSCAN3
MDD_pool	ZKSCAN4
MDD_pool	ZKSCAN7
MDD_pool	ZKSCAN7-AS1
MDD_pool	ZKSCAN8
MDD_pool	ZKSCAN8P1
MDD_pool	ZKSCAN8P2
MDD_pool	ZMAT2
MDD_pool	ZMIZ1
MDD_pool	ZMYM4
MDD_pool	ZMYND10
MDD_pool	ZMYND10-AS1
MDD_pool	ZMYND8
MDD_pool	ZNF12
MDD_pool	ZNF165
MDD_pool	ZNF169
MDD_pool	ZNF184
MDD_pool	ZNF197
MDD_pool	ZNF197-AS1
MDD_pool	ZNF204P
MDD_pool	ZNF236
MDD_pool	ZNF277-AS1
MDD_pool	ZNF311
MDD_pool	ZNF316
MDD_pool	ZNF317P1
MDD_pool	ZNF322
MDD_pool	ZNF335
MDD_pool	ZNF35
MDD_pool	ZNF385A
MDD_pool	ZNF385D
MDD_pool	ZNF391
MDD_pool	ZNF408
MDD_pool	ZNF423
MDD_pool	ZNF445
MDD_pool	ZNF462
MDD_pool	ZNF484
MDD_pool	ZNF501
MDD_pool	ZNF502
MDD_pool	ZNF512B
MDD_pool	ZNF536
MDD_pool	ZNF589
MDD_pool	ZNF602P
MDD_pool	ZNF603P
MDD_pool	ZNF608
MDD_pool	ZNF638
MDD_pool	ZNF646P1
MDD_pool	ZNF660
MDD_pool	ZNF662
MDD_pool	ZNF70P1
MDD_pool	ZNF804A
MDD_pool	ZNF827
MDD_pool	ZNF840P
MDD_pool	ZNF852
MDD_pool	ZNF859P
MDD_pool	ZNF90P1
MDD_pool	ZNF90P2
MDD_pool	ZNFX1
MDD_pool	ZNRF2P1
MDD_pool	ZRANB2
MDD_pool	ZRANB2-AS1
MDD_pool	ZRANB2-DT
MDD_pool	ZSCAN12
MDD_pool	ZSCAN12P1
MDD_pool	ZSCAN16
MDD_pool	ZSCAN16-AS1
MDD_pool	ZSCAN23
MDD_pool	ZSCAN26
MDD_pool	ZSCAN29
MDD_pool	ZSCAN31
MDD_pool	ZSCAN9
MDD_pool	ZSWIM6
MDD_pool	ZSWIM8-AS1
MDD_pool	ZW10
MDD_pool	snoZ13_snr52
MDD_pool	snosnR66
MDD_pool_not_hc	ABCA12
MDD_pool_not_hc	ABCB9
MDD_pool_not_hc	ABCC6P1
MDD_pool_not_hc	ABCC8
MDD_pool_not_hc	ABCC9
MDD_pool_not_hc	ABCF1
MDD_pool_not_hc	ABCG5
MDD_pool_not_hc	ABCG8
MDD_pool_not_hc	ABHD11
MDD_pool_not_hc	ABHD14B
MDD_pool_not_hc	ABHD16B
MDD_pool_not_hc	ABHD5
MDD_pool_not_hc	ABT1
MDD_pool_not_hc	AC000041.8
MDD_pool_not_hc	AC000362.1
MDD_pool_not_hc	AC000367.1
MDD_pool_not_hc	AC002059.10
MDD_pool_not_hc	AC003084.2
MDD_pool_not_hc	AC003088.1
MDD_pool_not_hc	AC003989.3
MDD_pool_not_hc	AC003989.4
MDD_pool_not_hc	AC004014.3
MDD_pool_not_hc	AC004471.10
MDD_pool_not_hc	AC004471.9
MDD_pool_not_hc	AC005019.2
MDD_pool_not_hc	AC005019.3
MDD_pool_not_hc	AC005077.14
MDD_pool_not_hc	AC005077.5
MDD_pool_not_hc	AC005077.8
MDD_pool_not_hc	AC005094.2
MDD_pool_not_hc	AC005253.2
MDD_pool_not_hc	AC005253.4
MDD_pool_not_hc	AC005281.1
MDD_pool_not_hc	AC005387.2
MDD_pool_not_hc	AC005387.3
MDD_pool_not_hc	AC005487.2
MDD_pool_not_hc	AC005540.3
MDD_pool_not_hc	AC005609.1
MDD_pool_not_hc	AC005609.2
MDD_pool_not_hc	AC006028.11
MDD_pool_not_hc	AC006080.1
MDD_pool_not_hc	AC006460.2
MDD_pool_not_hc	AC006534.2
MDD_pool_not_hc	AC007016.3
MDD_pool_not_hc	AC007098.1
MDD_pool_not_hc	AC007131.2
MDD_pool_not_hc	AC007237.2
MDD_pool_not_hc	AC007238.1
MDD_pool_not_hc	AC007463.2
MDD_pool_not_hc	AC007560.1
MDD_pool_not_hc	AC007568.1
MDD_pool_not_hc	AC007682.1
MDD_pool_not_hc	AC007879.1
MDD_pool_not_hc	AC007879.2
MDD_pool_not_hc	AC007879.3
MDD_pool_not_hc	AC007879.4
MDD_pool_not_hc	AC007879.5
MDD_pool_not_hc	AC007950.1
MDD_pool_not_hc	AC008277.1
MDD_pool_not_hc	AC008992.1
MDD_pool_not_hc	AC009166.5
MDD_pool_not_hc	AC009227.2
MDD_pool_not_hc	AC009227.3
MDD_pool_not_hc	AC009299.4
MDD_pool_not_hc	AC009313.2
MDD_pool_not_hc	AC009487.4
MDD_pool_not_hc	AC009487.5
MDD_pool_not_hc	AC009518.8
MDD_pool_not_hc	AC009961.3
MDD_pool_not_hc	AC009961.5
MDD_pool_not_hc	AC010729.1
MDD_pool_not_hc	AC010729.2
MDD_pool_not_hc	AC011284.3
MDD_pool_not_hc	AC011897.2
MDD_pool_not_hc	AC011997.1
MDD_pool_not_hc	AC012307.2
MDD_pool_not_hc	AC012362.1
MDD_pool_not_hc	AC012368.1
MDD_pool_not_hc	AC012506.2
MDD_pool_not_hc	AC012506.3
MDD_pool_not_hc	AC013402.4
MDD_pool_not_hc	AC013402.5
MDD_pool_not_hc	AC013410.2
MDD_pool_not_hc	AC013470.8
MDD_pool_not_hc	AC013727.1
MDD_pool_not_hc	AC013727.2
MDD_pool_not_hc	AC016751.2
MDD_pool_not_hc	AC016751.3
MDD_pool_not_hc	AC016768.1
MDD_pool_not_hc	AC018641.7
MDD_pool_not_hc	AC018880.1
MDD_pool_not_hc	AC020550.7
MDD_pool_not_hc	AC024908.1
MDD_pool_not_hc	AC025165.8
MDD_pool_not_hc	AC062022.1
MDD_pool_not_hc	AC062031.1
MDD_pool_not_hc	AC064852.4
MDD_pool_not_hc	AC068044.1
MDD_pool_not_hc	AC068490.2
MDD_pool_not_hc	AC068535.2
MDD_pool_not_hc	AC068570.1
MDD_pool_not_hc	AC068831.15
MDD_pool_not_hc	AC069277.2
MDD_pool_not_hc	AC072062.3
MDD_pool_not_hc	AC073071.1
MDD_pool_not_hc	AC073215.1
MDD_pool_not_hc	AC073254.1
MDD_pool_not_hc	AC073343.1
MDD_pool_not_hc	AC073343.13
MDD_pool_not_hc	AC073626.2
MDD_pool_not_hc	AC073987.1
MDD_pool_not_hc	AC073987.2
MDD_pool_not_hc	AC074183.4
MDD_pool_not_hc	AC079790.2
MDD_pool_not_hc	AC079807.2
MDD_pool_not_hc	AC079807.4
MDD_pool_not_hc	AC090349.1
MDD_pool_not_hc	AC091770.3
MDD_pool_not_hc	AC091801.1
MDD_pool_not_hc	AC092573.2
MDD_pool_not_hc	AC092687.4
MDD_pool_not_hc	AC093159.1
MDD_pool_not_hc	AC093304.1
MDD_pool_not_hc	AC093716.1
MDD_pool_not_hc	AC096664.3
MDD_pool_not_hc	AC098848.1
MDD_pool_not_hc	AC099668.5
MDD_pool_not_hc	AC099799.1
MDD_pool_not_hc	AC104434.1
MDD_pool_not_hc	AC104978.1
MDD_pool_not_hc	AC108025.2
MDD_pool_not_hc	AC108721.1
MDD_pool_not_hc	AC109589.1
MDD_pool_not_hc	AC132803.1
MDD_pool_not_hc	AC133680.1
MDD_pool_not_hc	ACA59
MDD_pool_not_hc	ACADS
MDD_pool_not_hc	ACAP1
MDD_pool_not_hc	ACO1
MDD_pool_not_hc	ACO2
MDD_pool_not_hc	ACOT8
MDD_pool_not_hc	ACP2
MDD_pool_not_hc	ACTBP15
MDD_pool_not_hc	ACTBP2
MDD_pool_not_hc	ACTG1P12
MDD_pool_not_hc	ACTL11P
MDD_pool_not_hc	ACTL8
MDD_pool_not_hc	ACTN1-DT
MDD_pool_not_hc	ACTR1A
MDD_pool_not_hc	ACYP1
MDD_pool_not_hc	ADAD1
MDD_pool_not_hc	ADAL
MDD_pool_not_hc	ADAM17
MDD_pool_not_hc	ADAM1A
MDD_pool_not_hc	ADAM1B
MDD_pool_not_hc	ADAMTS18
MDD_pool_not_hc	ADAMTS9
MDD_pool_not_hc	ADAR
MDD_pool_not_hc	ADARB1
MDD_pool_not_hc	ADARB2
MDD_pool_not_hc	ADAT2
MDD_pool_not_hc	ADCK2
MDD_pool_not_hc	ADCY2
MDD_pool_not_hc	ADGRA1
MDD_pool_not_hc	ADGRA3
MDD_pool_not_hc	ADGRB1
MDD_pool_not_hc	ADGRB2
MDD_pool_not_hc	ADGRD1
MDD_pool_not_hc	ADGRD1-AS1
MDD_pool_not_hc	ADGRL3
MDD_pool_not_hc	ADH5P4
MDD_pool_not_hc	ADI1P1
MDD_pool_not_hc	ADK
MDD_pool_not_hc	ADRA2B
MDD_pool_not_hc	ADSL
MDD_pool_not_hc	AFAP1L1
MDD_pool_not_hc	AFF3
MDD_pool_not_hc	AGAP2
MDD_pool_not_hc	AGAP2-AS1
MDD_pool_not_hc	AGBL2
MDD_pool_not_hc	AGBL4
MDD_pool_not_hc	AGBL4-AS1
MDD_pool_not_hc	AGBL4-IT1
MDD_pool_not_hc	AGK-DT
MDD_pool_not_hc	AGXT
MDD_pool_not_hc	AHCTF1P1
MDD_pool_not_hc	AHCYP3
MDD_pool_not_hc	AIF1
MDD_pool_not_hc	AIG1
MDD_pool_not_hc	AIMP2
MDD_pool_not_hc	AIRE
MDD_pool_not_hc	AK6P2
MDD_pool_not_hc	AKAP5
MDD_pool_not_hc	AKAP7
MDD_pool_not_hc	AKAP8P1
MDD_pool_not_hc	AL021917.1
MDD_pool_not_hc	AL049840.1
MDD_pool_not_hc	AL050316.1
MDD_pool_not_hc	AL158155.1
MDD_pool_not_hc	AL162151.4
MDD_pool_not_hc	AL162381.1
MDD_pool_not_hc	AL356270.1
MDD_pool_not_hc	AL359987.1
MDD_pool_not_hc	AL445675.1
MDD_pool_not_hc	AL589947.1
MDD_pool_not_hc	AL645730.2
MDD_pool_not_hc	AL662890.3
MDD_pool_not_hc	AL731568.1
MDD_pool_not_hc	ALAS1
MDD_pool_not_hc	ALDH7A1P2
MDD_pool_not_hc	ALDOAP1
MDD_pool_not_hc	ALG10B
MDD_pool_not_hc	ALG12
MDD_pool_not_hc	ALOX15P2
MDD_pool_not_hc	ALOXE3
MDD_pool_not_hc	AMBRA1
MDD_pool_not_hc	AMFR
MDD_pool_not_hc	AMIGO3
MDD_pool_not_hc	AMMECR1LP1
MDD_pool_not_hc	AMN
MDD_pool_not_hc	AMT
MDD_pool_not_hc	ANAPC5
MDD_pool_not_hc	ANGPTL2
MDD_pool_not_hc	ANKHD1
MDD_pool_not_hc	ANKHD1-DT
MDD_pool_not_hc	ANKHD1-EIF4EBP3
MDD_pool_not_hc	ANKK1
MDD_pool_not_hc	ANKMY1
MDD_pool_not_hc	ANKRD16
MDD_pool_not_hc	ANKRD44
MDD_pool_not_hc	ANKRD44-DT
MDD_pool_not_hc	ANKRD44-IT1
MDD_pool_not_hc	ANKRD7
MDD_pool_not_hc	ANP32B
MDD_pool_not_hc	AP000362.1
MDD_pool_not_hc	AP000721.4
MDD_pool_not_hc	AP000860.2
MDD_pool_not_hc	AP001062.9
MDD_pool_not_hc	AP001271.3
MDD_pool_not_hc	AP1B1
MDD_pool_not_hc	AP1G1
MDD_pool_not_hc	AP3M1
MDD_pool_not_hc	APBA2
MDD_pool_not_hc	APBB3
MDD_pool_not_hc	APEH
MDD_pool_not_hc	APH1B
MDD_pool_not_hc	APTX
MDD_pool_not_hc	ARAP1
MDD_pool_not_hc	AREL1
MDD_pool_not_hc	ARF1P2
