readout	phenotype	arm	method	estimate	se	p	n	legacy_estimate	legacy_se	legacy_p	legacy_n	legacy_note
PRS between-family beta_B MDD_pooled	slope_PC2	full	CT	0.032454	0.018066	0.072473	1449	0.042321	0.018725	0.023847	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC2	full	PRSCS	0.0218	0.020832	0.29539	1449	0.039324	0.021542	0.067973	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC2	full	SBayesR	0.028019	0.026239	0.28563	1449	0.049702	0.027169	0.067389	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC2	full	SBayesRC	0.033571	0.02092	0.1086	1449	0.046011	0.021635	0.033477	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC3	full	CT	-0.039218	0.022305	0.078739	1449	-0.040402	0.022879	0.07746	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC3	full	PRSCS	-0.02478	0.020654	0.23028	1449	-0.017701	0.02114	0.40243	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC3	full	SBayesR	-0.037692	0.026014	0.1474	1449	-0.043424	0.026659	0.10338	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B MDD_pooled	slope_PC3	full	SBayesRC	-0.019384	0.020747	0.35019	1449	-0.01506	0.021232	0.47814	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	baseline_thickness	EUR	CT	-0.020641	0.016751	0.21795	726	-0.023327	0.018744	0.21339	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	baseline_thickness	EUR	PRSCS	0.0029537	0.016917	0.8614	726	0.0054692	0.017914	0.76016	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	baseline_thickness	EUR	SBayesR	0.0087541	0.017011	0.60685	726	0.01062	0.017465	0.5432	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	baseline_thickness	EUR	SBayesRC	0.010263	0.016883	0.54331	726	0.014705	0.017368	0.39722	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	global_slope	EUR	CT	-0.035796	0.015302	0.019372	726	-0.043725	0.015814	0.0057224	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	global_slope	EUR	PRSCS	-0.024299	0.015323	0.11287	726	-0.023685	0.016399	0.14875	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	global_slope	EUR	SBayesR	-0.028757	0.015423	0.062322	726	-0.036501	0.015964	0.02229	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	global_slope	EUR	SBayesRC	-0.027886	0.01531	0.068634	726	-0.035786	0.015882	0.024305	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC1	EUR	CT	0.045821	0.015876	0.0039254	726	0.041459	0.016346	0.011245	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC1	EUR	PRSCS	0.028329	0.015902	0.074929	726	0.020111	0.016943	0.23532	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC1	EUR	SBayesR	0.036082	0.016006	0.024237	726	0.029914	0.016495	0.069848	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC1	EUR	SBayesRC	0.030457	0.015893	0.055394	726	0.024576	0.016414	0.1344	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC2	EUR	CT	0.045222	0.016388	0.0058188	726	0.042271	0.016787	0.011844	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC2	EUR	PRSCS	0.015902	0.016426	0.33307	726	0.011062	0.017414	0.52532	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC2	EUR	SBayesR	0.0087266	0.016537	0.59774	726	0.0090992	0.01696	0.59164	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC2	EUR	SBayesRC	0.0058826	0.016418	0.72014	726	0.0027757	0.016873	0.86934	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC3	EUR	CT	-0.02681	0.016415	0.10251	726	-0.021872	0.016691	0.19015	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC3	EUR	PRSCS	-0.011555	0.01644	0.48218	726	-0.0036325	0.017304	0.83374	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC3	EUR	SBayesR	-0.025007	0.016541	0.13066	726	-0.014904	0.016851	0.3765	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_eur	slope_PC3	EUR	SBayesRC	-0.016408	0.016422	0.3178	726	-0.0075326	0.016764	0.65322	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	baseline_thickness	full	CT	0.018722	0.015542	0.2284	1449	0.019722	0.015844	0.21325	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	baseline_thickness	full	PRSCS	-0.015968	0.018542	0.38917	1449	-0.016793	0.019222	0.38235	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	baseline_thickness	full	SBayesR	-0.0082111	0.024829	0.74087	1449	-0.01231	0.025663	0.63148	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	baseline_thickness	full	SBayesRC	-0.013688	0.018261	0.45353	1449	-0.016712	0.018867	0.37577	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	global_slope	full	CT	-0.047766	0.014521	0.0010084	1449	-0.04471	0.01491	0.0027224	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	global_slope	full	PRSCS	-0.041266	0.017395	0.017703	1449	-0.024191	0.018167	0.18303	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	global_slope	full	SBayesR	-0.080066	0.023369	0.00061562	1449	-0.079732	0.024329	0.0010536	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	global_slope	full	SBayesRC	-0.049405	0.017143	0.0039652	1449	-0.04269	0.017837	0.016722	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC1	full	CT	0.040576	0.013791	0.0032702	1449	0.043028	0.015386	0.0051784	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC1	full	PRSCS	0.053253	0.017946	0.0030133	1449	0.044512	0.018739	0.017559	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC1	full	SBayesR	0.085033	0.024125	0.00042674	1449	0.088376	0.025103	0.00043355	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC1	full	SBayesRC	0.061249	0.017689	0.00053811	1449	0.055798	0.018399	0.0024334	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC2	full	CT	0.026286	0.015384	0.087555	1449	0.030922	0.015735	0.049435	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC2	full	PRSCS	0.02163	0.018426	0.24049	1449	0.021858	0.019167	0.25417	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC2	full	SBayesR	0.028403	0.024776	0.25167	1449	0.034458	0.025679	0.17968	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC2	full	SBayesRC	0.018822	0.018167	0.30021	1449	0.018434	0.018824	0.32748	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC3	full	CT	-0.034588	0.015256	0.023408	1449	-0.037676	0.015437	0.014685	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC3	full	PRSCS	-0.032259	0.018272	0.077524	1449	-0.034966	0.0188	0.06295	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC3	full	SBayesR	-0.045487	0.02456	0.064056	1449	-0.05924	0.025187	0.018701	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS between-family beta_B SCZ_pooled	slope_PC3	full	SBayesRC	-0.036316	0.018011	0.0438	1449	-0.042098	0.018461	0.02262	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	baseline_thickness	EUR	CT	0.017275	0.040077	0.66656	726	0.041504	0.04074	0.30868	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	baseline_thickness	EUR	PRSCS	0.08281	0.040171	0.039607	726	0.10204	0.040768	0.012542	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	baseline_thickness	EUR	SBayesR	0.096359	0.040965	0.01892	726	0.11874	0.041641	0.0044798	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	baseline_thickness	EUR	SBayesRC	0.096322	0.041667	0.021064	726	0.11233	0.042326	0.0081388	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	global_slope	EUR	CT	0.025691	0.049222	0.60185	726	-0.043383	0.050493	0.39048	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	global_slope	EUR	PRSCS	-0.032398	0.049182	0.51026	726	-0.00055495	0.052766	0.99161	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	global_slope	EUR	SBayesR	-0.010619	0.050224	0.83261	726	0.019262	0.054004	0.72143	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	global_slope	EUR	SBayesRC	0.031831	0.051033	0.53298	726	0.047529	0.054796	0.38598	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC1	EUR	CT	-0.034566	0.052906	0.51373	726	-0.024846	0.056348	0.65938	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC1	EUR	PRSCS	-0.017436	0.053162	0.74302	726	-0.025604	0.056543	0.65081	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC1	EUR	SBayesR	-0.063609	0.054217	0.24107	726	-0.080243	0.057805	0.16548	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC1	EUR	SBayesRC	-0.064902	0.055133	0.23949	726	-0.061698	0.05874	0.29388	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC2	EUR	CT	-0.036665	0.053358	0.49217	726	-0.046517	0.054431	0.39302	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC2	EUR	PRSCS	0.031115	0.053652	0.5621	726	0.039046	0.055091	0.47868	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC2	EUR	SBayesR	-0.013707	0.054762	0.80241	726	-0.016212	0.056385	0.77379	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC2	EUR	SBayesRC	-0.018533	0.05568	0.73933	726	0.0017347	0.057265	0.97584	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC3	EUR	CT	0.055707	0.050341	0.2689	726	0.075759	0.052731	0.15128	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC3	EUR	PRSCS	0.037848	0.050626	0.45498	726	0.069477	0.052968	0.19008	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC3	EUR	SBayesR	0.065573	0.051628	0.20451	726	0.095483	0.054131	0.078214	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ	slope_PC3	EUR	SBayesRC	0.044537	0.052534	0.39689	726	0.07257	0.055031	0.18773	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	baseline_thickness	EUR	CT	0.028467	0.040727	0.48478	726	0.064664	0.041602	0.12055	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	baseline_thickness	EUR	PRSCS	0.071219	0.041397	0.085774	726	0.09069	0.04235	0.032582	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	baseline_thickness	EUR	SBayesR	0.091285	0.041151	0.026835	726	0.1216	0.041906	0.0038275	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	baseline_thickness	EUR	SBayesRC	0.071429	0.041619	0.086534	726	0.08829	0.042602	0.038592	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	global_slope	EUR	CT	0.01493	0.052401	0.77578	726	0.00032776	0.05586	0.99532	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	global_slope	EUR	PRSCS	-0.0067212	0.050634	0.89443	726	0.0088587	0.054738	0.87147	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	global_slope	EUR	SBayesR	0.022323	0.05043	0.65813	726	0.036927	0.054366	0.49718	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	global_slope	EUR	SBayesRC	0.024623	0.050907	0.62875	726	0.037562	0.055054	0.49526	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC1	EUR	CT	-0.021666	0.053758	0.68704	726	-0.019995	0.057543	0.72833	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC1	EUR	PRSCS	-0.043189	0.0547	0.43003	726	-0.067427	0.058588	0.25014	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC1	EUR	SBayesR	-0.076703	0.054429	0.15917	726	-0.086028	0.058202	0.13979	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC1	EUR	SBayesRC	-0.066474	0.054969	0.22692	726	-0.067549	0.058977	0.25242	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC2	EUR	CT	0.049048	0.052822	0.35338	726	0.0229	0.056039	0.68291	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC2	EUR	PRSCS	-0.022163	0.05521	0.68821	726	-0.022007	0.057109	0.70008	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC2	EUR	SBayesR	-0.0075972	0.055002	0.89017	726	-0.003983	0.056769	0.94408	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC2	EUR	SBayesRC	-0.033225	0.055525	0.54974	726	-0.010254	0.057509	0.85853	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC3	EUR	CT	0.073444	0.051138	0.15144	726	0.076967	0.053879	0.15362	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC3	EUR	PRSCS	0.0084324	0.05215	0.8716	726	0.040755	0.055028	0.45919	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC3	EUR	SBayesR	0.068134	0.051843	0.18925	726	0.090921	0.054518	0.095855	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP	slope_PC3	EUR	SBayesRC	0.038047	0.052392	0.46799	726	0.05017	0.055305	0.36466	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	baseline_thickness	EUR	CT	0.016992	0.038779	0.66138	726	0.022275	0.039604	0.574	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	baseline_thickness	EUR	PRSCS	0.041947	0.041594	0.31355	726	0.041415	0.042569	0.33094	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	baseline_thickness	EUR	SBayesR	0.041739	0.039127	0.28643	726	0.045755	0.039769	0.25033	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	baseline_thickness	EUR	SBayesRC	0.05537	0.03901	0.15621	726	0.051461	0.03962	0.19441	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	global_slope	EUR	CT	0.0043578	0.052386	0.93372	726	-0.0094466	0.055749	0.86549	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	global_slope	EUR	PRSCS	0.023954	0.050781	0.63726	726	0.010052	0.054828	0.85457	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	global_slope	EUR	SBayesR	0.022991	0.047783	0.63053	726	0.034732	0.051284	0.49844	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	global_slope	EUR	SBayesRC	0.045675	0.04767	0.33828	726	0.051351	0.051103	0.31526	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC1	EUR	CT	-0.020194	0.056477	0.72078	726	-0.095739	0.05453	0.079531	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC1	EUR	PRSCS	0.00083929	0.054912	0.98781	726	-0.027889	0.058745	0.6351	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC1	EUR	SBayesR	-0.030769	0.05164	0.55147	726	-0.078081	0.054857	0.15503	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC1	EUR	SBayesRC	-0.05478	0.051455	0.28738	726	-0.088079	0.054607	0.10716	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC2	EUR	CT	-0.052769	0.051537	0.30616	726	-0.068469	0.053164	0.19815	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC2	EUR	PRSCS	0.021011	0.055398	0.70457	726	-4.5952e-05	0.05723	0.99936	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC2	EUR	SBayesR	0.0020916	0.052135	0.96801	726	-0.0096405	0.053511	0.85707	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC2	EUR	SBayesRC	-0.0025771	0.051986	0.96047	726	-0.013837	0.053302	0.79524	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC3	EUR	CT	0.046739	0.048682	0.33738	726	0.094283	0.051148	0.065731	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC3	EUR	PRSCS	-0.023791	0.05234	0.64959	726	-0.0015475	0.055198	0.97764	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC3	EUR	SBayesR	0.021159	0.049218	0.66741	726	0.063005	0.051519	0.22179	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC3	EUR	SBayesRC	0.047205	0.049044	0.33617	726	0.075147	0.051278	0.14327	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	baseline_thickness	EUR	CT	-0.0092423	0.037588	0.80584	726	-0.007815	0.038219	0.83804	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	baseline_thickness	EUR	PRSCS	0.072284	0.037367	0.053438	726	0.069467	0.038082	0.068561	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	baseline_thickness	EUR	SBayesR	0.064955	0.038177	0.089278	726	0.057063	0.038812	0.14194	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	baseline_thickness	EUR	SBayesRC	0.080667	0.038279	0.035419	726	0.078168	0.038982	0.045324	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	global_slope	EUR	CT	-0.051526	0.046337	0.26649	726	-0.066441	0.049626	0.18099	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	global_slope	EUR	PRSCS	-0.047974	0.045745	0.29462	726	-0.033327	0.049198	0.49834	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	global_slope	EUR	SBayesR	-0.036187	0.046687	0.4385	726	-0.0062016	0.050085	0.90149	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	global_slope	EUR	SBayesRC	0.015899	0.04687	0.73454	726	0.036005	0.050363	0.47487	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC1	EUR	CT	0.047262	0.051041	0.35477	726	0.031431	0.053203	0.55484	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC1	EUR	PRSCS	0.0045222	0.04943	0.92713	726	-0.025481	0.052666	0.62865	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC1	EUR	SBayesR	-0.011366	0.05045	0.82181	726	-0.055977	0.053578	0.29645	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC1	EUR	SBayesRC	-0.056996	0.050582	0.26018	726	-0.090754	0.053814	0.092115	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC2	EUR	CT	-0.041663	0.049975	0.40469	726	-0.052671	0.052351	0.31466	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC2	EUR	PRSCS	0.041018	0.049863	0.41095	726	0.028438	0.051303	0.57951	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC2	EUR	SBayesR	0.0026272	0.050915	0.95886	726	-0.012342	0.052237	0.81329	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC2	EUR	SBayesRC	-0.024155	0.051081	0.63642	726	-0.032628	0.052507	0.53451	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC3	EUR	CT	-0.039981	0.0472	0.39728	726	0.02909	0.049928	0.56034	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC3	EUR	PRSCS	0.011893	0.047109	0.80078	726	0.057443	0.049397	0.2453	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC3	EUR	SBayesR	0.018219	0.048084	0.70489	726	0.069458	0.050265	0.16749	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ALZ_noAPOE	slope_PC3	EUR	SBayesRC	0.024937	0.048244	0.60541	726	0.083749	0.050505	0.097751	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	baseline_thickness	EUR	CT	-0.019663	0.037664	0.60177	726	-0.028595	0.038855	0.46199	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	baseline_thickness	EUR	PRSCS	-0.04862	0.039118	0.21429	726	-0.066734	0.039379	0.090583	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	baseline_thickness	EUR	SBayesR	-0.013175	0.037849	0.72787	726	-0.039081	0.038288	0.30774	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	baseline_thickness	EUR	SBayesRC	-0.0054146	0.037934	0.88654	726	-0.023886	0.038408	0.5342	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	global_slope	EUR	CT	-0.020081	0.046014	0.66266	726	-0.041665	0.049617	0.40129	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	global_slope	EUR	PRSCS	0.070275	0.047794	0.14185	726	0.016064	0.050852	0.75216	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	global_slope	EUR	SBayesR	0.077401	0.04619	0.094191	726	0.020798	0.049403	0.67388	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	global_slope	EUR	SBayesRC	0.047444	0.046344	0.30628	726	-0.011468	0.049519	0.81691	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC1	EUR	CT	0.064267	0.048956	0.18967	726	0.034317	0.052645	0.51468	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC1	EUR	PRSCS	-0.024433	0.051656	0.63635	726	-0.0019978	0.054418	0.97072	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC1	EUR	SBayesR	-0.027089	0.049929	0.5876	726	-0.0048785	0.052864	0.9265	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC1	EUR	SBayesRC	-0.025132	0.050043	0.61567	726	0.0028559	0.052986	0.95703	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC2	EUR	CT	0.013344	0.055061	0.80857	726	0.034335	0.05351	0.52127	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC2	EUR	PRSCS	-0.095848	0.052022	0.065744	726	-0.062505	0.052963	0.23828	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC2	EUR	SBayesR	-0.059105	0.050353	0.24079	726	-0.040887	0.051469	0.4272	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC2	EUR	SBayesRC	-0.046569	0.050441	0.35613	726	-0.024165	0.051581	0.63957	686	6.0-vintage DK (n 8,082 / EUR 4,116)
