outcome	map	label	r	t	p	n
depress	absolute_ct	lh_FOP4	0.019576	1.768	0.077094	8181
depress	absolute_ct	lh_FOP5	0.030304	2.7377	0.0061998	8181
depress	absolute_ct	lh_FST	0.0093304	0.84257	0.39949	8181
depress	absolute_ct	lh_IFJa	0.031868	2.8792	0.0039976	8181
depress	absolute_ct	lh_IFJp	0.010621	0.95915	0.33751	8181
depress	absolute_ct	lh_IFSa	0.015946	1.4401	0.14988	8181
depress	absolute_ct	lh_IFSp	0.036798	3.3251	0.00088776	8181
depress	absolute_ct	lh_IP0	-0.0026496	-0.23926	0.81091	8181
depress	absolute_ct	lh_IP1	0.0029731	0.26847	0.78834	8181
depress	absolute_ct	lh_IP2	0.01206	1.0891	0.27613	8181
depress	absolute_ct	lh_IPS1	0.015564	1.4056	0.15987	8181
depress	absolute_ct	lh_Ig	0.012345	1.1148	0.26495	8181
depress	absolute_ct	lh_LBelt	0.010645	0.96133	0.33642	8181
depress	absolute_ct	lh_LIPd	0.0092589	0.83611	0.40312	8181
depress	absolute_ct	lh_LIPv	-0.0068499	-0.61856	0.53622	8181
depress	absolute_ct	lh_LO1	0.014915	1.347	0.17803	8181
depress	absolute_ct	lh_LO2	0.0066938	0.60446	0.54555	8181
depress	absolute_ct	lh_LO3	0.03644	3.2927	0.00099638	8181
depress	absolute_ct	lh_MBelt	0.02447	2.2103	0.027111	8181
depress	absolute_ct	lh_MI	0.026007	2.3492	0.018838	8181
depress	absolute_ct	lh_MIP	0.0096663	0.8729	0.38274	8181
depress	absolute_ct	lh_MST	0.026385	2.3834	0.017175	8181
depress	absolute_ct	lh_MT	0.018008	1.6264	0.10391	8181
depress	absolute_ct	lh_OFC	-0.016175	-1.4608	0.14412	8181
depress	absolute_ct	lh_OP1	-0.0046339	-0.41844	0.67564	8181
depress	absolute_ct	lh_OP2-3	0.01899	1.7151	0.086371	8181
depress	absolute_ct	lh_OP4	0.020815	1.88	0.060141	8181
depress	absolute_ct	lh_PBelt	0.021157	1.9109	0.056049	8181
depress	absolute_ct	lh_PCV	0.0088935	0.80311	0.42194	8181
depress	absolute_ct	lh_PEF	0.0058975	0.53255	0.59436	8181
depress	absolute_ct	lh_PF	0.028973	2.6173	0.008879	8181
depress	absolute_ct	lh_PFcm	0.036767	3.3223	0.0008967	8181
depress	absolute_ct	lh_PFm	0.014249	1.2868	0.19819	8181
depress	absolute_ct	lh_PFop	0.01534	1.3854	0.16598	8181
depress	absolute_ct	lh_PFt	0.010288	0.92903	0.3529	8181
depress	absolute_ct	lh_PGi	0.01503	1.3574	0.1747	8181
depress	absolute_ct	lh_PGp	0.023028	2.0799	0.037562	8181
depress	absolute_ct	lh_PGs	0.015661	1.4144	0.15729	8181
depress	absolute_ct	lh_PH	0.033459	3.0231	0.0025101	8181
depress	absolute_ct	lh_PHA1	0.0085469	0.77181	0.44025	8181
depress	absolute_ct	lh_PHA2	0.028681	2.5909	0.0095891	8181
depress	absolute_ct	lh_PHA3	0.026478	2.3918	0.016787	8181
depress	absolute_ct	lh_PHT	0.0098047	0.8854	0.37597	8181
depress	absolute_ct	lh_PI	0.025348	2.2896	0.022067	8181
depress	absolute_ct	lh_PIT	0.012027	1.0861	0.27745	8181
depress	absolute_ct	lh_POS1	0.0096065	0.8675	0.38569	8181
depress	absolute_ct	lh_POS2	0.027403	2.4754	0.013329	8181
depress	absolute_ct	lh_PSL	0.027362	2.4717	0.013467	8181
depress	absolute_ct	lh_PeEc	0.01611	1.4549	0.14573	8181
depress	absolute_ct	lh_Pir	-0.0031489	-0.28434	0.77615	8181
depress	absolute_ct	lh_PoI1	0.027771	2.5087	0.012138	8181
depress	absolute_ct	lh_PoI2	0.00025145	0.022706	0.98189	8181
depress	absolute_ct	lh_PreS	0.032336	2.9215	0.0034933	8181
depress	absolute_ct	lh_ProS	0.014192	1.2817	0.2	8181
depress	absolute_ct	lh_RI	0.016974	1.5329	0.12533	8181
depress	absolute_ct	lh_RSC	-0.0090354	-0.81592	0.41457	8181
depress	absolute_ct	lh_SCEF	0.010362	0.93574	0.34944	8181
depress	absolute_ct	lh_SFL	-0.00034383	-0.031048	0.97523	8181
depress	absolute_ct	lh_STGa	0.040278	3.6401	0.00027424	8181
depress	absolute_ct	lh_STSda	0.026432	2.3877	0.016978	8181
depress	absolute_ct	lh_STSdp	0.027432	2.478	0.013232	8181
depress	absolute_ct	lh_STSva	0.016032	1.4478	0.1477	8181
depress	absolute_ct	lh_STSvp	0.0076327	0.68925	0.49069	8181
depress	absolute_ct	lh_STV	0.013059	1.1793	0.23831	8181
depress	absolute_ct	lh_TA2	0.027571	2.4906	0.012772	8181
depress	absolute_ct	lh_TE1a	0.019311	1.7441	0.081183	8181
depress	absolute_ct	lh_TE1m	-0.00074838	-0.067578	0.94612	8181
depress	absolute_ct	lh_TE1p	0.0061627	0.5565	0.57789	8181
depress	absolute_ct	lh_TE2a	0.011339	1.024	0.30588	8181
depress	absolute_ct	lh_TE2p	0.0149	1.3456	0.17846	8181
depress	absolute_ct	lh_TF	0.024922	2.2511	0.024405	8181
depress	absolute_ct	lh_TGd	0.018638	1.6833	0.092353	8181
depress	absolute_ct	lh_TGv	0.014927	1.348	0.17769	8181
depress	absolute_ct	lh_TPOJ1	0.01762	1.5913	0.11158	8181
depress	absolute_ct	lh_TPOJ2	0.02446	2.2094	0.027173	8181
depress	absolute_ct	lh_TPOJ3	0.025446	2.2986	0.021556	8181
depress	absolute_ct	lh_V1	-0.0020194	-0.18235	0.85531	8181
depress	absolute_ct	lh_V2	-6.7633e-05	-0.0061073	0.99513	8181
depress	absolute_ct	lh_V3	0.023923	2.1609	0.030733	8181
depress	absolute_ct	lh_V3A	0.014523	1.3115	0.18971	8181
depress	absolute_ct	lh_V3B	0.0041389	0.37375	0.7086	8181
depress	absolute_ct	lh_V3CD	0.017009	1.5361	0.12454	8181
depress	absolute_ct	lh_V4	0.010807	0.97593	0.32913	8181
depress	absolute_ct	lh_V4t	0.0098633	0.89069	0.37312	8181
depress	absolute_ct	lh_V6	0.035524	3.2098	0.0013335	8181
depress	absolute_ct	lh_V6A	0.0067254	0.60732	0.54366	8181
depress	absolute_ct	lh_V7	0.018125	1.637	0.10168	8181
depress	absolute_ct	lh_V8	0.015009	1.3555	0.17531	8181
depress	absolute_ct	lh_VIP	-0.008069	-0.72865	0.46624	8181
depress	absolute_ct	lh_VMV1	0.015742	1.4217	0.15516	8181
depress	absolute_ct	lh_VMV2	0.026631	2.4057	0.016166	8181
depress	absolute_ct	lh_VMV3	0.026219	2.3683	0.017891	8181
depress	absolute_ct	lh_VVC	0.040947	3.7006	0.0002165	8181
depress	absolute_ct	lh_a10p	0.00039453	0.035626	0.97158	8181
depress	absolute_ct	lh_a24	0.024327	2.1973	0.028025	8181
depress	absolute_ct	lh_a24pr	0.010644	0.96124	0.33646	8181
depress	absolute_ct	lh_a32pr	0.026865	2.4268	0.015256	8181
depress	absolute_ct	lh_a47r	0.00077038	0.069565	0.94454	8181
depress	absolute_ct	lh_a9-46v	0.017773	1.6051	0.10851	8181
depress	absolute_ct	lh_d23ab	-0.0024774	-0.22371	0.82299	8181
depress	absolute_ct	lh_d32	0.017848	1.6119	0.10702	8181
depress	absolute_ct	lh_i6-8	0.014092	1.2726	0.20319	8181
depress	absolute_ct	lh_p10p	0.0067395	0.60859	0.54281	8181
depress	absolute_ct	lh_p24	0.012095	1.0923	0.27474	8181
depress	absolute_ct	lh_p24pr	0.031095	2.8092	0.0049782	8181
depress	absolute_ct	lh_p32	-0.003185	-0.2876	0.77366	8181
depress	absolute_ct	lh_p32pr	0.021824	1.9712	0.048736	8181
depress	absolute_ct	lh_p47r	0.0068953	0.62266	0.53353	8181
depress	absolute_ct	lh_p9-46v	0.016479	1.4882	0.13673	8181
depress	absolute_ct	lh_pOFC	-0.017401	-1.5715	0.1161	8181
depress	absolute_ct	lh_s32	0.015546	1.404	0.16037	8181
depress	absolute_ct	lh_s6-8	-0.012053	-1.0885	0.27642	8181
depress	absolute_ct	lh_v23ab	0.002059	0.18592	0.85251	8181
depress	relative_ct	lh_1	-0.019705	-1.7796	0.075176	8181
depress	relative_ct	lh_10d	0.0075743	0.68394	0.49403	8181
depress	relative_ct	lh_10pp	-0.013963	-1.2609	0.20739	8181
depress	relative_ct	lh_10r	-0.0085359	-0.77077	0.44087	8181
depress	relative_ct	lh_10v	0.0013865	0.12519	0.90038	8181
depress	relative_ct	lh_11l	-0.014692	-1.3267	0.18464	8181
depress	relative_ct	lh_13l	0.0059303	0.53548	0.59233	8181
depress	relative_ct	lh_2	0.017233	1.5563	0.11968	8181
depress	relative_ct	lh_23c	-0.0099252	-0.89623	0.37016	8181
depress	relative_ct	lh_23d	-0.016721	-1.51	0.13108	8181
depress	relative_ct	lh_24dd	0.024059	2.173	0.02981	8181
depress	relative_ct	lh_24dv	0.040154	3.6286	0.00028667	8181
depress	relative_ct	lh_25	-0.0092802	-0.83798	0.40207	8181
depress	relative_ct	lh_31a	-0.0065014	-0.58705	0.55719	8181
depress	relative_ct	lh_31pd	-0.0098205	-0.88677	0.37523	8181
depress	relative_ct	lh_31pv	-0.004783	-0.43188	0.66584	8181
depress	relative_ct	lh_33pr	0.0043609	0.39377	0.69376	8181
depress	relative_ct	lh_3a	0.0080425	0.72621	0.46773	8181
depress	relative_ct	lh_3b	-0.017153	-1.5491	0.12141	8181
depress	relative_ct	lh_4	-0.0044987	-0.40621	0.6846	8181
depress	relative_ct	lh_43	0.0081636	0.73714	0.46106	8181
depress	relative_ct	lh_44	0.005145	0.46457	0.64225	8181
depress	relative_ct	lh_45	0.037245	3.3653	0.00076805	8181
depress	relative_ct	lh_46	-0.0033547	-0.30292	0.76196	8181
depress	relative_ct	lh_47l	-0.014258	-1.2875	0.19794	8181
depress	relative_ct	lh_47m	0.0042972	0.38801	0.69802	8181
depress	relative_ct	lh_47s	-0.0033273	-0.30043	0.76385	8181
depress	relative_ct	lh_52	0.0324	2.927	0.0034316	8181
depress	relative_ct	lh_55b	0.0088415	0.79836	0.42468	8181
depress	relative_ct	lh_5L	-0.021239	-1.9182	0.055118	8181
depress	relative_ct	lh_5m	0.0089944	0.81218	0.41671	8181
depress	relative_ct	lh_5mv	0.015281	1.3799	0.16765	8181
depress	relative_ct	lh_6a	-0.0079969	-0.72209	0.47026	8181
depress	relative_ct	lh_6d	-0.010557	-0.95328	0.34047	8181
depress	relative_ct	lh_6ma	-0.018508	-1.6714	0.094678	8181
depress	relative_ct	lh_6mp	-0.0012246	-0.11057	0.91196	8181
depress	relative_ct	lh_6r	0.016523	1.4921	0.1357	8181
depress	relative_ct	lh_6v	0.0064894	0.58597	0.55791	8181
depress	relative_ct	lh_7AL	-0.0080985	-0.73127	0.46464	8181
depress	relative_ct	lh_7Am	-0.010171	-0.91841	0.35843	8181
depress	relative_ct	lh_7PC	-0.010104	-0.91237	0.3616	8181
depress	relative_ct	lh_7PL	-0.0090561	-0.81774	0.41353	8181
depress	relative_ct	lh_7Pm	-0.0025953	-0.23434	0.81473	8181
depress	relative_ct	lh_7m	0.0071242	0.64329	0.52006	8181
depress	relative_ct	lh_8Ad	-0.012436	-1.123	0.26146	8181
depress	relative_ct	lh_8Av	-0.021773	-1.9665	0.04928	8181
depress	relative_ct	lh_8BL	-0.0014399	-0.13002	0.89656	8181
depress	relative_ct	lh_8BM	0.0077734	0.70191	0.48276	8181
depress	relative_ct	lh_8C	0.017139	1.5478	0.12171	8181
depress	relative_ct	lh_9-46d	-0.0091024	-0.82192	0.41114	8181
depress	relative_ct	lh_9a	-0.013315	-1.2024	0.22925	8181
depress	relative_ct	lh_9m	0.0034869	0.31485	0.75289	8181
depress	relative_ct	lh_9p	-0.0071875	-0.64901	0.51635	8181
depress	relative_ct	lh_A1	0.0038299	0.34582	0.72949	8181
depress	relative_ct	lh_A4	-0.0040286	-0.36376	0.71605	8181
depress	relative_ct	lh_A5	0.0087387	0.78908	0.43009	8181
depress	relative_ct	lh_AAIC	-0.020241	-1.828	0.067583	8181
depress	relative_ct	lh_AIP	-0.017102	-1.5445	0.12252	8181
depress	relative_ct	lh_AVI	0.011662	1.053	0.29235	8181
depress	relative_ct	lh_DVT	0.019134	1.728	0.084028	8181
depress	relative_ct	lh_EC	-0.0014946	-0.13495	0.89265	8181
depress	relative_ct	lh_FEF	0.012714	1.1481	0.25096	8181
depress	relative_ct	lh_FFC	0.012609	1.1386	0.25491	8181
depress	relative_ct	lh_FOP1	0.010311	0.93108	0.35184	8181
depress	relative_ct	lh_FOP2	0.025097	2.2669	0.023425	8181
depress	relative_ct	lh_FOP3	0.017801	1.6075	0.10797	8181
depress	relative_ct	lh_FOP4	0.013867	1.2522	0.21053	8181
depress	relative_ct	lh_FOP5	0.023433	2.1164	0.034341	8181
depress	relative_ct	lh_FST	-0.0019215	-0.1735	0.86226	8181
depress	relative_ct	lh_IFJa	0.022565	2.038	0.041586	8181
depress	relative_ct	lh_IFJp	0.0035579	0.32126	0.74802	8181
depress	relative_ct	lh_IFSa	0.0057892	0.52274	0.60117	8181
depress	relative_ct	lh_IFSp	0.026121	2.3594	0.018329	8181
depress	relative_ct	lh_IP0	-0.012864	-1.1616	0.24541	8181
depress	relative_ct	lh_IP1	-0.0080745	-0.7291	0.46596	8181
depress	relative_ct	lh_IP2	0.002496	0.22537	0.82169	8181
depress	relative_ct	lh_IPS1	0.0034152	0.30837	0.75781	8181
depress	relative_ct	lh_Ig	0.0065249	0.58917	0.55576	8181
depress	relative_ct	lh_LBelt	0.0023066	0.20827	0.83502	8181
depress	relative_ct	lh_LIPd	-0.00082877	-0.074833	0.94035	8181
depress	relative_ct	lh_LIPv	-0.018621	-1.6817	0.092672	8181
depress	relative_ct	lh_LO1	0.0039614	0.35769	0.72059	8181
depress	relative_ct	lh_LO2	-0.0021795	-0.1968	0.84399	8181
depress	relative_ct	lh_LO3	0.026282	2.3739	0.017624	8181
depress	relative_ct	lh_MBelt	0.017032	1.5381	0.12406	8181
depress	relative_ct	lh_MI	0.020861	1.884	0.059602	8181
depress	relative_ct	lh_MIP	-0.002861	-0.25833	0.79616	8181
depress	relative_ct	lh_MST	0.017633	1.5924	0.11133	8181
depress	relative_ct	lh_MT	0.0068133	0.61521	0.53843	8181
depress	relative_ct	lh_OFC	-0.02114	-1.9092	0.056266	8181
depress	relative_ct	lh_OP1	-0.010066	-0.90895	0.3634	8181
depress	relative_ct	lh_OP2-3	0.011951	1.0792	0.28052	8181
depress	relative_ct	lh_OP4	0.012888	1.1638	0.24454	8181
depress	relative_ct	lh_PBelt	0.011041	0.99701	0.31879	8181
depress	relative_ct	lh_PCV	-0.0014348	-0.12955	0.89692	8181
depress	relative_ct	lh_PEF	-0.0017488	-0.1579	0.87454	8181
depress	relative_ct	lh_PF	0.021725	1.9621	0.049786	8181
depress	relative_ct	lh_PFcm	0.029049	2.6241	0.0087051	8181
depress	relative_ct	lh_PFm	0.0032384	0.29241	0.76998	8181
depress	relative_ct	lh_PFop	0.0079073	0.714	0.47525	8181
depress	relative_ct	lh_PFt	0.000981	0.088578	0.92942	8181
depress	relative_ct	lh_PGi	-0.00012351	-0.011152	0.9911	8181
depress	relative_ct	lh_PGp	0.014612	1.3196	0.18702	8181
depress	relative_ct	lh_PGs	0.003428	0.30953	0.75693	8181
depress	relative_ct	lh_PH	0.025279	2.2832	0.022443	8181
depress	relative_ct	lh_PHA1	0.0037017	0.33424	0.73821	8181
depress	relative_ct	lh_PHA2	0.022885	2.0669	0.038777	8181
depress	relative_ct	lh_PHA3	0.018717	1.6903	0.091004	8181
depress	relative_ct	lh_PHT	-0.0025367	-0.22905	0.81884	8181
depress	relative_ct	lh_PI	0.018774	1.6955	0.090025	8181
depress	relative_ct	lh_PIT	0.0022215	0.20059	0.84103	8181
depress	relative_ct	lh_POS1	0.00079343	0.071642	0.94289	8181
depress	relative_ct	lh_POS2	0.016706	1.5086	0.13143	8181
depress	relative_ct	lh_PSL	0.019733	1.7821	0.074766	8181
depress	relative_ct	lh_PeEc	0.0113	1.0204	0.30758	8181
depress	relative_ct	lh_Pir	-0.0040266	-0.36358	0.71618	8181
depress	relative_ct	lh_PoI1	0.024835	2.2432	0.024912	8181
depress	relative_ct	lh_PoI2	0.00012803	0.01156	0.99078	8181
depress	relative_ct	lh_PreS	0.032157	2.9051	0.0036813	8181
depress	relative_ct	lh_ProS	0.0095525	0.86257	0.3884	8181
depress	relative_ct	lh_RI	0.0061729	0.55739	0.57728	8181
depress	relative_ct	lh_RSC	-0.012828	-1.1584	0.24674	8181
depress	relative_ct	lh_SCEF	-0.00089648	-0.080947	0.93549	8181
depress	relative_ct	lh_SFL	-0.0062126	-0.56097	0.57483	8181
depress	relative_ct	lh_STGa	0.033887	3.0616	0.0022088	8181
depress	relative_ct	lh_STSda	0.014903	1.3458	0.17841	8181
depress	relative_ct	lh_STSdp	0.015795	1.4263	0.15381	8181
depress	relative_ct	lh_STSva	0.0076091	0.68707	0.49206	8181
depress	relative_ct	lh_STSvp	-0.0040246	-0.3634	0.71631	8181
depress	relative_ct	lh_STV	0.002641	0.23847	0.81152	8181
depress	relative_ct	lh_TA2	0.022085	1.9946	0.046118	8181
depress	relative_ct	lh_TE1a	0.013987	1.2631	0.20659	8181
depress	relative_ct	lh_TE1m	-0.0079985	-0.72224	0.47017	8181
depress	relative_ct	lh_TE1p	-0.0043729	-0.39485	0.69297	8181
depress	relative_ct	lh_TE2a	-0.00064011	-0.057798	0.95391	8181
depress	relative_ct	lh_TE2p	0.0060761	0.54865	0.58326	8181
depress	relative_ct	lh_TF	0.015132	1.3665	0.17183	8181
depress	relative_ct	lh_TGd	0.011555	1.0434	0.2968	8181
depress	relative_ct	lh_TGv	0.0091861	0.82948	0.40686	8181
depress	relative_ct	lh_TPOJ1	0.0042501	0.38376	0.70116	8181
depress	relative_ct	lh_TPOJ2	0.011648	1.0518	0.2929	8181
depress	relative_ct	lh_TPOJ3	0.015222	1.3746	0.16928	8181
depress	relative_ct	lh_V1	-0.0057344	-0.51779	0.60462	8181
depress	relative_ct	lh_V2	-0.010687	-0.96502	0.33456	8181
depress	relative_ct	lh_V3	0.014032	1.2672	0.20514	8181
depress	relative_ct	lh_V3A	0.0020105	0.18153	0.85595	8181
depress	relative_ct	lh_V3B	-0.0053692	-0.48481	0.62782	8181
depress	relative_ct	lh_V3CD	0.0092253	0.83303	0.40485	8181
depress	relative_ct	lh_V4	0.0015186	0.13712	0.89094	8181
depress	relative_ct	lh_V4t	-0.0013036	-0.11771	0.9063	8181
depress	relative_ct	lh_V6	0.027428	2.4775	0.013252	8181
depress	relative_ct	lh_V6A	-0.0027786	-0.2509	0.8019	8181
depress	relative_ct	lh_V7	0.0095154	0.85923	0.39024	8181
depress	relative_ct	lh_V8	0.001656	0.14953	0.88114	8181
depress	relative_ct	lh_VIP	-0.019224	-1.7362	0.082571	8181
depress	relative_ct	lh_VMV1	0.010913	0.98546	0.32443	8181
depress	relative_ct	lh_VMV2	0.016873	1.5238	0.12761	8181
depress	relative_ct	lh_VMV3	0.018899	1.7068	0.087901	8181
depress	relative_ct	lh_VVC	0.035185	3.1789	0.0014838	8181
depress	relative_ct	lh_a10p	-0.0056876	-0.51357	0.60757	8181
depress	relative_ct	lh_a24	0.020079	1.8133	0.069816	8181
depress	relative_ct	lh_a24pr	0.0041274	0.37268	0.7094	8181
depress	relative_ct	lh_a32pr	0.018406	1.6623	0.096497	8181
depress	relative_ct	lh_a47r	-0.010738	-0.96968	0.33224	8181
depress	relative_ct	lh_a9-46v	0.0086391	0.78009	0.43536	8181
depress	relative_ct	lh_d23ab	-0.0081224	-0.73343	0.46332	8181
depress	relative_ct	lh_d32	0.0083785	0.75656	0.44934	8181
depress	relative_ct	lh_i6-8	0.0062674	0.56592	0.57147	8181
depress	relative_ct	lh_p10p	-0.0019455	-0.17567	0.86056	8181
depress	relative_ct	lh_p24	0.0060844	0.5494	0.58275	8181
depress	relative_ct	lh_p24pr	0.025552	2.3079	0.021029	8181
depress	relative_ct	lh_p32	-0.012424	-1.1219	0.26195	8181
depress	relative_ct	lh_p32pr	0.011852	1.0702	0.28455	8181
depress	relative_ct	lh_p47r	-0.0011659	-0.10527	0.91616	8181
depress	relative_ct	lh_p9-46v	0.0059444	0.53676	0.59145	8181
depress	relative_ct	lh_pOFC	-0.018621	-1.6816	0.092675	8181
depress	relative_ct	lh_s32	0.010267	0.92712	0.35389	8181
depress	relative_ct	lh_s6-8	-0.020328	-1.8359	0.066408	8181
depress	relative_ct	lh_v23ab	-0.0031842	-0.28751	0.77373	8181
anxdisord	absolute	lh_1	0.0097953	0.88482	0.37628	8185
anxdisord	absolute	lh_10d	-0.0071329	-0.64431	0.51939	8185
anxdisord	absolute	lh_10pp	-0.0078976	-0.71339	0.47563	8185
anxdisord	absolute	lh_10r	0.0084792	0.76593	0.44374	8185
anxdisord	absolute	lh_10v	0.0067226	0.60725	0.5437	8185
anxdisord	absolute	lh_11l	-0.013646	-1.2328	0.2177	8185
anxdisord	absolute	lh_13l	-0.0067075	-0.60588	0.54461	8185
anxdisord	absolute	lh_2	0.018071	1.6326	0.10259	8185
anxdisord	absolute	lh_23c	0.01207	1.0903	0.27562	8185
anxdisord	absolute	lh_23d	-0.0040164	-0.36279	0.71677	8185
anxdisord	absolute	lh_24dd	0.017816	1.6095	0.10755	8185
anxdisord	absolute	lh_24dv	0.02632	2.3782	0.01742	8185
anxdisord	absolute	lh_25	-0.010482	-0.94683	0.34376	8185
anxdisord	absolute	lh_31a	0.0032018	0.28921	0.77243	8185
anxdisord	absolute	lh_31pd	0.0053026	0.47898	0.63197	8185
anxdisord	absolute	lh_31pv	0.0047221	0.42654	0.66973	8185
anxdisord	absolute	lh_33pr	-0.011919	-1.0767	0.28164	8185
anxdisord	absolute	lh_3a	-0.0045114	-0.40751	0.68365	8185
anxdisord	absolute	lh_3b	0.01284	1.1599	0.24613	8185
anxdisord	absolute	lh_4	0.010485	0.9471	0.34361	8185
anxdisord	absolute	lh_43	-0.0029632	-0.26766	0.78897	8185
anxdisord	absolute	lh_44	0.0060412	0.5457	0.58529	8185
anxdisord	absolute	lh_45	0.022172	2.0033	0.045183	8185
anxdisord	absolute	lh_46	0.01019	0.9205	0.35734	8185
anxdisord	absolute	lh_47l	0.0034684	0.31329	0.75407	8185
anxdisord	absolute	lh_47m	0.0025661	0.23179	0.8167	8185
anxdisord	absolute	lh_47s	0.013437	1.2138	0.22485	8185
anxdisord	absolute	lh_52	0.01929	1.7427	0.081424	8185
anxdisord	absolute	lh_55b	0.023961	2.1649	0.030421	8185
anxdisord	absolute	lh_5L	0.0070571	0.63747	0.52384	8185
anxdisord	absolute	lh_5m	0.0294	2.6568	0.007905	8185
anxdisord	absolute	lh_5mv	0.020342	1.8378	0.066123	8185
anxdisord	absolute	lh_6a	0.011941	1.0787	0.28076	8185
anxdisord	absolute	lh_6d	0.012881	1.1636	0.24462	8185
anxdisord	absolute	lh_6ma	0.0031349	0.28317	0.77706	8185
anxdisord	absolute	lh_6mp	0.019388	1.7516	0.079874	8185
anxdisord	absolute	lh_6r	0.0068686	0.62044	0.53499	8185
anxdisord	absolute	lh_6v	0.014536	1.3131	0.18919	8185
anxdisord	absolute	lh_7AL	0.0029715	0.26841	0.78839	8185
anxdisord	absolute	lh_7Am	-0.0065083	-0.58789	0.55662	8185
anxdisord	absolute	lh_7PC	-0.01151	-1.0397	0.29851	8185
anxdisord	absolute	lh_7PL	-0.0017076	-0.15424	0.87743	8185
anxdisord	absolute	lh_7Pm	0.009667	0.87323	0.38256	8185
anxdisord	absolute	lh_7m	0.035511	3.2096	0.0013343	8185
anxdisord	absolute	lh_8Ad	0.010272	0.92785	0.35351	8185
anxdisord	absolute	lh_8Av	-3.7889e-05	-0.0034224	0.99727	8185
anxdisord	absolute	lh_8BL	0.010079	0.91049	0.36259	8185
anxdisord	absolute	lh_8BM	0.010612	0.95856	0.33781	8185
anxdisord	absolute	lh_8C	0.020704	1.8706	0.061443	8185
anxdisord	absolute	lh_9-46d	-0.0043342	-0.3915	0.69544	8185
anxdisord	absolute	lh_9a	-0.0068109	-0.61522	0.53842	8185
anxdisord	absolute	lh_9m	0.015934	1.4395	0.15005	8185
anxdisord	absolute	lh_9p	0.00079616	0.071915	0.94267	8185
anxdisord	absolute	lh_A1	0.029688	2.6828	0.0073156	8185
anxdisord	absolute	lh_A4	0.031018	2.8031	0.0050728	8185
anxdisord	absolute	lh_A5	0.023111	2.0881	0.036818	8185
anxdisord	absolute	lh_AAIC	-0.0086612	-0.78237	0.43402	8185
anxdisord	absolute	lh_AIP	0.0054006	0.48783	0.62568	8185
anxdisord	absolute	lh_AVI	0.011206	1.0123	0.31144	8185
anxdisord	absolute	lh_DVT	0.02898	2.6188	0.0088404	8185
anxdisord	absolute	lh_EC	0.0080737	0.7293	0.46584	8185
anxdisord	absolute	lh_FEF	0.037808	3.4176	0.00063493	8185
anxdisord	absolute	lh_FFC	0.010172	0.91886	0.3582	8185
anxdisord	absolute	lh_FOP1	0.0054719	0.49427	0.62113	8185
anxdisord	absolute	lh_FOP2	0.010433	0.94245	0.34599	8185
anxdisord	absolute	lh_FOP3	0.011354	1.0257	0.30508	8185
anxdisord	absolute	lh_FOP4	0.010534	0.95156	0.34135	8185
anxdisord	absolute	lh_FOP5	0.022124	1.9989	0.045649	8185
anxdisord	absolute	lh_FST	0.011279	1.0189	0.30829	8185
anxdisord	absolute	lh_IFJa	0.016208	1.4642	0.14317	8185
anxdisord	absolute	lh_IFJp	0.012026	1.0864	0.27734	8185
anxdisord	absolute	lh_IFSa	0.0075542	0.68237	0.49502	8185
anxdisord	absolute	lh_IFSp	0.01003	0.90603	0.36495	8185
anxdisord	absolute	lh_IP0	-0.00045356	-0.040969	0.96732	8185
anxdisord	absolute	lh_IP1	0.0077307	0.69831	0.485	8185
anxdisord	absolute	lh_IP2	0.01142	1.0316	0.30228	8185
anxdisord	absolute	lh_IPS1	0.0066818	0.60356	0.54615	8185
anxdisord	absolute	lh_Ig	-0.0034098	-0.308	0.75809	8185
anxdisord	absolute	lh_LBelt	0.025746	2.3263	0.020027	8185
anxdisord	absolute	lh_LIPd	0.020166	1.8219	0.068509	8185
anxdisord	absolute	lh_LIPv	0.0005494	0.049626	0.96042	8185
