outcome	map	label	r	t	p	n
rulebreak	absolute	lh_7Pm	0.013833	1.2494	0.21157	8182
rulebreak	absolute	lh_7m	0.029782	2.6908	0.0071419	8182
rulebreak	absolute	lh_8Ad	0.021847	1.9734	0.048478	8182
rulebreak	absolute	lh_8Av	-0.0066383	-0.59952	0.54884	8182
rulebreak	absolute	lh_8BL	0.012117	1.0944	0.27381	8182
rulebreak	absolute	lh_8BM	0.0075325	0.68028	0.49635	8182
rulebreak	absolute	lh_8C	0.026601	2.4032	0.016273	8182
rulebreak	absolute	lh_9-46d	0.014082	1.2719	0.20344	8182
rulebreak	absolute	lh_9a	-1.1027e-05	-0.00099585	0.99921	8182
rulebreak	absolute	lh_9m	0.011562	1.0442	0.29641	8182
rulebreak	absolute	lh_9p	0.011911	1.0758	0.28207	8182
rulebreak	absolute	lh_A1	0.021145	1.91	0.056168	8182
rulebreak	absolute	lh_A4	0.0080344	0.72562	0.46809	8182
rulebreak	absolute	lh_A5	0.022863	2.0653	0.038926	8182
rulebreak	absolute	lh_AAIC	-0.023325	-2.1071	0.03514	8182
rulebreak	absolute	lh_AIP	0.012698	1.1469	0.25146	8182
rulebreak	absolute	lh_AVI	0.037221	3.3638	0.00077235	8182
rulebreak	absolute	lh_DVT	0.019679	1.7776	0.075507	8182
rulebreak	absolute	lh_EC	-0.0031406	-0.28363	0.7767	8182
rulebreak	absolute	lh_FEF	0.0075581	0.68259	0.49488	8182
rulebreak	absolute	lh_FFC	0.030075	2.7173	0.0065954	8182
rulebreak	absolute	lh_FOP1	0.013304	1.2016	0.22957	8182
rulebreak	absolute	lh_FOP2	0.034585	3.1252	0.0017828	8182
rulebreak	absolute	lh_FOP3	0.028288	2.5557	0.010615	8182
rulebreak	absolute	lh_FOP4	0.015029	1.3574	0.1747	8182
rulebreak	absolute	lh_FOP5	0.035838	3.2386	0.001206	8182
rulebreak	absolute	lh_FST	0.0077375	0.69879	0.4847	8182
rulebreak	absolute	lh_IFJa	0.028716	2.5944	0.0094919	8182
rulebreak	absolute	lh_IFJp	0.00053876	0.048656	0.96119	8182
rulebreak	absolute	lh_IFSa	0.034128	3.0839	0.0020497	8182
rulebreak	absolute	lh_IFSp	0.026159	2.3632	0.018139	8182
rulebreak	absolute	lh_IP0	0.025425	2.2969	0.02165	8182
rulebreak	absolute	lh_IP1	0.0080248	0.72475	0.46863	8182
rulebreak	absolute	lh_IP2	0.011773	1.0633	0.28767	8182
rulebreak	absolute	lh_IPS1	0.023142	2.0906	0.036599	8182
rulebreak	absolute	lh_Ig	0.016331	1.475	0.14025	8182
rulebreak	absolute	lh_LBelt	0.017623	1.5918	0.11146	8182
rulebreak	absolute	lh_LIPd	0.00029542	0.02668	0.97872	8182
rulebreak	absolute	lh_LIPv	-0.016357	-1.4774	0.13961	8182
rulebreak	absolute	lh_LO1	0.012888	1.164	0.24444	8182
rulebreak	absolute	lh_LO2	0.0031843	0.28758	0.77368	8182
rulebreak	absolute	lh_LO3	0.014575	1.3164	0.18806	8182
rulebreak	absolute	lh_MBelt	0.026876	2.4281	0.015202	8182
rulebreak	absolute	lh_MI	0.0081949	0.74011	0.45926	8182
rulebreak	absolute	lh_MIP	0.01473	1.3304	0.18343	8182
rulebreak	absolute	lh_MST	0.024144	2.1811	0.029208	8182
rulebreak	absolute	lh_MT	0.025249	2.281	0.022576	8182
rulebreak	absolute	lh_OFC	-0.0033939	-0.30651	0.75923	8182
rulebreak	absolute	lh_OP1	-0.012697	-1.1467	0.25153	8182
rulebreak	absolute	lh_OP2-3	0.018533	1.674	0.094173	8182
rulebreak	absolute	lh_OP4	0.019371	1.7497	0.080201	8182
rulebreak	absolute	lh_PBelt	0.025678	2.3198	0.020377	8182
rulebreak	absolute	lh_PCV	0.020924	1.89	0.058787	8182
rulebreak	absolute	lh_PEF	0.0069453	0.62725	0.53051	8182
rulebreak	absolute	lh_PF	0.0081313	0.73437	0.46275	8182
rulebreak	absolute	lh_PFcm	0.015854	1.4319	0.15221	8182
rulebreak	absolute	lh_PFm	0.004992	0.45084	0.65212	8182
rulebreak	absolute	lh_PFop	0.015271	1.3793	0.16784	8182
rulebreak	absolute	lh_PFt	0.011848	1.0701	0.28462	8182
rulebreak	absolute	lh_PGi	0.026665	2.409	0.01602	8182
rulebreak	absolute	lh_PGp	0.019818	1.7901	0.073469	8182
rulebreak	absolute	lh_PGs	0.016753	1.5132	0.13027	8182
rulebreak	absolute	lh_PH	0.027886	2.5194	0.011774	8182
rulebreak	absolute	lh_PHA1	0.0059252	0.53512	0.59258	8182
rulebreak	absolute	lh_PHA2	0.010714	0.96764	0.33325	8182
rulebreak	absolute	lh_PHA3	0.019175	1.732	0.083303	8182
rulebreak	absolute	lh_PHT	0.011137	1.0059	0.31451	8182
rulebreak	absolute	lh_PI	0.0141	1.2735	0.20286	8182
rulebreak	absolute	lh_PIT	0.0083599	0.75501	0.45026	8182
rulebreak	absolute	lh_POS1	0.023872	2.1565	0.031072	8182
rulebreak	absolute	lh_POS2	0.0037603	0.33959	0.73417	8182
rulebreak	absolute	lh_PSL	0.0096876	0.87493	0.38164	8182
rulebreak	absolute	lh_PeEc	0.020409	1.8435	0.065287	8182
rulebreak	absolute	lh_Pir	-0.019338	-1.7468	0.080717	8182
rulebreak	absolute	lh_PoI1	-0.0082297	-0.74325	0.45735	8182
rulebreak	absolute	lh_PoI2	-0.025666	-2.3187	0.020438	8182
rulebreak	absolute	lh_PreS	-0.0002045	-0.018468	0.98527	8182
rulebreak	absolute	lh_ProS	0.020059	1.8119	0.070042	8182
rulebreak	absolute	lh_RI	0.017361	1.5681	0.11689	8182
rulebreak	absolute	lh_RSC	-0.0059988	-0.54176	0.588	8182
rulebreak	absolute	lh_SCEF	0.025689	2.3207	0.020326	8182
rulebreak	absolute	lh_SFL	0.015081	1.3621	0.1732	8182
rulebreak	absolute	lh_STGa	0.022899	2.0686	0.038614	8182
rulebreak	absolute	lh_STSda	0.035264	3.1867	0.0014443	8182
rulebreak	absolute	lh_STSdp	0.030634	2.7678	0.0056558	8182
rulebreak	absolute	lh_STSva	0.027808	2.5123	0.012012	8182
rulebreak	absolute	lh_STSvp	0.02262	2.0434	0.041047	8182
rulebreak	absolute	lh_STV	0.0092595	0.83626	0.40303	8182
rulebreak	absolute	lh_TA2	0.026167	2.364	0.018102	8182
rulebreak	absolute	lh_TE1a	0.01037	0.93657	0.34901	8182
rulebreak	absolute	lh_TE1m	0.014946	1.3499	0.17707	8182
rulebreak	absolute	lh_TE1p	0.011468	1.0357	0.30035	8182
rulebreak	absolute	lh_TE2a	0.018988	1.7152	0.086356	8182
rulebreak	absolute	lh_TE2p	0.02536	2.291	0.021991	8182
rulebreak	absolute	lh_TF	0.032039	2.895	0.003802	8182
rulebreak	absolute	lh_TGd	0.027059	2.4446	0.014521	8182
rulebreak	absolute	lh_TGv	0.01627	1.4695	0.14173	8182
rulebreak	absolute	lh_TPOJ1	0.024387	2.2031	0.027619	8182
rulebreak	absolute	lh_TPOJ2	0.02154	1.9457	0.051724	8182
rulebreak	absolute	lh_TPOJ3	0.021171	1.9124	0.055858	8182
rulebreak	absolute	lh_V1	0.0036304	0.32786	0.74302	8182
rulebreak	absolute	lh_V2	0.0010771	0.097272	0.92251	8182
rulebreak	absolute	lh_V3	0.021116	1.9074	0.056499	8182
rulebreak	absolute	lh_V3A	0.0086627	0.78236	0.43402	8182
rulebreak	absolute	lh_V3B	0.0025409	0.22947	0.81851	8182
rulebreak	absolute	lh_V3CD	0.041364	3.7388	0.00018615	8182
rulebreak	absolute	lh_V4	0.02112	1.9078	0.056457	8182
rulebreak	absolute	lh_V4t	0.0065867	0.59486	0.55195	8182
rulebreak	absolute	lh_V6	0.0033436	0.30196	0.76269	8182
rulebreak	absolute	lh_V6A	0.0149	1.3458	0.1784	8182
rulebreak	absolute	lh_V7	0.027168	2.4545	0.014129	8182
rulebreak	absolute	lh_V8	0.0063327	0.57192	0.56739	8182
rulebreak	absolute	lh_VIP	-0.0072834	-0.65779	0.51069	8182
rulebreak	absolute	lh_VMV1	0.018797	1.6979	0.089573	8182
rulebreak	absolute	lh_VMV2	0.02162	1.953	0.050858	8182
rulebreak	absolute	lh_VMV3	0.039938	3.6097	0.0003084	8182
rulebreak	absolute	lh_VVC	0.021719	1.9619	0.049806	8182
rulebreak	absolute	lh_a10p	0.025939	2.3434	0.019134	8182
rulebreak	absolute	lh_a24	0.018667	1.6861	0.091815	8182
rulebreak	absolute	lh_a24pr	0.004258	0.38455	0.70058	8182
rulebreak	absolute	lh_a32pr	0.010427	0.94172	0.34636	8182
rulebreak	absolute	lh_a47r	0.031655	2.8602	0.0042442	8182
rulebreak	absolute	lh_a9-46v	0.028479	2.573	0.010101	8182
rulebreak	absolute	lh_d23ab	0.014268	1.2887	0.19753	8182
rulebreak	absolute	lh_d32	0.012738	1.1505	0.24999	8182
rulebreak	absolute	lh_i6-8	0.0023576	0.21292	0.8314	8182
rulebreak	absolute	lh_p10p	0.043243	3.909	9.3437e-05	8182
rulebreak	absolute	lh_p24	0.0047114	0.42549	0.67049	8182
rulebreak	absolute	lh_p24pr	0.023998	2.1679	0.030196	8182
rulebreak	absolute	lh_p32	0.023948	2.1634	0.030543	8182
rulebreak	absolute	lh_p32pr	0.015723	1.4201	0.15561	8182
rulebreak	absolute	lh_p47r	0.026928	2.4328	0.015004	8182
rulebreak	absolute	lh_p9-46v	0.012111	1.0938	0.27406	8182
rulebreak	absolute	lh_pOFC	-0.0071847	-0.64887	0.51644	8182
rulebreak	absolute	lh_s32	0.016771	1.5149	0.12985	8182
rulebreak	absolute	lh_s6-8	0.001774	0.16021	0.87272	8182
rulebreak	absolute	lh_v23ab	0.020563	1.8575	0.063282	8182
rulebreak	relative	lh_1	-0.007516	-0.67875	0.49732	8182
rulebreak	relative	lh_10d	-0.0034337	-0.31008	0.75651	8182
rulebreak	relative	lh_10pp	-0.0039284	-0.35475	0.72278	8182
rulebreak	relative	lh_10r	-0.007167	-0.64723	0.5175	8182
rulebreak	relative	lh_10v	-0.0067656	-0.61098	0.54123	8182
rulebreak	relative	lh_11l	-0.0040791	-0.36837	0.71261	8182
rulebreak	relative	lh_13l	0.010284	0.92876	0.35304	8182
rulebreak	relative	lh_2	-0.010312	-0.93131	0.35172	8182
rulebreak	relative	lh_23c	-0.012496	-1.1285	0.25912	8182
rulebreak	relative	lh_23d	0.010167	0.91814	0.35857	8182
rulebreak	relative	lh_24dd	0.026611	2.4039	0.016242	8182
rulebreak	relative	lh_24dv	0.014733	1.3306	0.18337	8182
rulebreak	relative	lh_25	-0.011653	-1.0524	0.29265	8182
rulebreak	relative	lh_31a	-0.026107	-2.3584	0.018375	8182
rulebreak	relative	lh_31pd	-0.0023549	-0.21266	0.8316	8182
rulebreak	relative	lh_31pv	-0.0010357	-0.093532	0.92548	8182
rulebreak	relative	lh_33pr	-0.0059446	-0.53683	0.5914	8182
rulebreak	relative	lh_3a	0.0065287	0.58958	0.55549	8182
rulebreak	relative	lh_3b	-0.0020307	-0.18338	0.8545	8182
rulebreak	relative	lh_4	0.028705	2.5933	0.0095241	8182
rulebreak	relative	lh_43	-0.0079605	-0.7189	0.47222	8182
rulebreak	relative	lh_44	0.0072086	0.65099	0.51507	8182
rulebreak	relative	lh_45	0.019568	1.7674	0.077193	8182
rulebreak	relative	lh_46	-0.003336	-0.30126	0.76322	8182
rulebreak	relative	lh_47l	-0.006163	-0.55656	0.57784	8182
rulebreak	relative	lh_47m	0.012699	1.1469	0.25147	8182
rulebreak	relative	lh_47s	-0.0040175	-0.3628	0.71676	8182
rulebreak	relative	lh_52	0.028046	2.5337	0.011305	8182
rulebreak	relative	lh_55b	0.0060464	0.54603	0.58506	8182
rulebreak	relative	lh_5L	-0.021999	-1.9871	0.04694	8182
rulebreak	relative	lh_5m	-0.0062169	-0.56142	0.57452	8182
rulebreak	relative	lh_5mv	0.010977	0.99133	0.32155	8182
rulebreak	relative	lh_6a	0.0056765	0.51263	0.60823	8182
rulebreak	relative	lh_6d	-0.0059741	-0.5395	0.58956	8182
rulebreak	relative	lh_6ma	-0.014554	-1.3144	0.18873	8182
rulebreak	relative	lh_6mp	-0.00092615	-0.083636	0.93335	8182
rulebreak	relative	lh_6r	0.0087337	0.78873	0.43029	8182
rulebreak	relative	lh_6v	0.0094724	0.85544	0.39233	8182
rulebreak	relative	lh_7AL	-0.016951	-1.531	0.12581	8182
rulebreak	relative	lh_7Am	-0.014341	-1.2952	0.19529	8182
rulebreak	relative	lh_7PC	-0.021967	-1.9842	0.04727	8182
rulebreak	relative	lh_7PL	0.023283	2.1032	0.035483	8182
rulebreak	relative	lh_7Pm	0.00098962	0.089368	0.92879	8182
rulebreak	relative	lh_7m	0.01536	1.3873	0.1654	8182
rulebreak	relative	lh_8Ad	0.0054021	0.48784	0.62568	8182
rulebreak	relative	lh_8Av	-0.018655	-1.685	0.092032	8182
rulebreak	relative	lh_8BL	-0.0020675	-0.18671	0.85189	8182
rulebreak	relative	lh_8BM	-0.0085932	-0.77604	0.43775	8182
rulebreak	relative	lh_8C	0.010691	0.9655	0.33432	8182
rulebreak	relative	lh_9-46d	-0.0029153	-0.26327	0.79235	8182
rulebreak	relative	lh_9a	-0.015329	-1.3844	0.16627	8182
rulebreak	relative	lh_9m	-0.0048249	-0.43572	0.66305	8182
rulebreak	relative	lh_9p	-0.0037367	-0.33744	0.73579	8182
rulebreak	relative	lh_A1	0.0085096	0.76848	0.44222	8182
rulebreak	relative	lh_A4	-0.011315	-1.0219	0.30688	8182
rulebreak	relative	lh_A5	0.007115	0.64254	0.52054	8182
rulebreak	relative	lh_AAIC	-0.026802	-2.4212	0.01549	8182
rulebreak	relative	lh_AIP	-0.0058073	-0.52443	0.59999	8182
rulebreak	relative	lh_AVI	0.027845	2.5155	0.011906	8182
rulebreak	relative	lh_DVT	0.0032219	0.29096	0.77109	8182
rulebreak	relative	lh_EC	-0.0066665	-0.60203	0.54717	8182
rulebreak	relative	lh_FEF	-0.0073037	-0.65958	0.50954	8182
rulebreak	relative	lh_FFC	0.015463	1.3966	0.16259	8182
rulebreak	relative	lh_FOP1	0.0027956	0.25246	0.80069	8182
rulebreak	relative	lh_FOP2	0.02579	2.3298	0.019842	8182
rulebreak	relative	lh_FOP3	0.019984	1.805	0.071113	8182
rulebreak	relative	lh_FOP4	0.0030209	0.2728	0.78501	8182
rulebreak	relative	lh_FOP5	0.02537	2.2918	0.021944	8182
rulebreak	relative	lh_FST	-0.0087625	-0.79133	0.42878	8182
rulebreak	relative	lh_IFJa	0.016959	1.5317	0.12564	8182
rulebreak	relative	lh_IFJp	-0.010802	-0.97555	0.32932	8182
rulebreak	relative	lh_IFSa	0.020401	1.8427	0.065407	8182
rulebreak	relative	lh_IFSp	0.012247	1.106	0.26876	8182
rulebreak	relative	lh_IP0	0.010696	0.96592	0.33411	8182
rulebreak	relative	lh_IP1	-0.011762	-1.0623	0.28815	8182
rulebreak	relative	lh_IP2	-0.0054313	-0.49048	0.62381	8182
rulebreak	relative	lh_IPS1	0.0083121	0.75065	0.45289	8182
rulebreak	relative	lh_Ig	0.0058036	0.5241	0.60022	8182
rulebreak	relative	lh_LBelt	0.0048941	0.44197	0.65852	8182
rulebreak	relative	lh_LIPd	-0.016243	-1.467	0.14241	8182
rulebreak	relative	lh_LIPv	-0.034242	-3.0941	0.0019811	8182
rulebreak	relative	lh_LO1	-0.0017276	-0.15601	0.87603	8182
rulebreak	relative	lh_LO2	-0.012024	-1.0859	0.27757	8182
rulebreak	relative	lh_LO3	-0.00046443	-0.04194	0.96655	8182
rulebreak	relative	lh_MBelt	0.014458	1.3058	0.19166	8182
rulebreak	relative	lh_MI	-0.0023737	-0.21436	0.83027	8182
rulebreak	relative	lh_MIP	-0.001722	-0.1555	0.87643	8182
rulebreak	relative	lh_MST	0.010349	0.93458	0.35003	8182
rulebreak	relative	lh_MT	0.011133	1.0054	0.31474	8182
rulebreak	relative	lh_OFC	-0.012103	-1.093	0.27443	8182
rulebreak	relative	lh_OP1	-0.024969	-2.2555	0.024126	8182
rulebreak	relative	lh_OP2-3	0.0084003	0.75862	0.4481	8182
rulebreak	relative	lh_OP4	0.0043303	0.39105	0.69577	8182
rulebreak	relative	lh_PBelt	0.011759	1.062	0.28826	8182
rulebreak	relative	lh_PCV	0.0047975	0.43325	0.66485	8182
rulebreak	relative	lh_PEF	-0.0042591	-0.38462	0.70053	8182
rulebreak	relative	lh_PF	-0.0098224	-0.88706	0.37507	8182
rulebreak	relative	lh_PFcm	0.00065974	0.059578	0.95249	8182
rulebreak	relative	lh_PFm	-0.017487	-1.5794	0.11428	8182
rulebreak	relative	lh_PFop	0.0022627	0.20434	0.83809	8182
rulebreak	relative	lh_PFt	-0.0030319	-0.2738	0.78424	8182
rulebreak	relative	lh_PGi	0.0085144	0.76892	0.44196	8182
rulebreak	relative	lh_PGp	0.0044828	0.40483	0.68562	8182
rulebreak	relative	lh_PGs	-0.0011471	-0.10359	0.9175	8182
rulebreak	relative	lh_PH	0.012787	1.1549	0.24819	8182
rulebreak	relative	lh_PHA1	-6.7764e-05	-0.0061194	0.99512	8182
rulebreak	relative	lh_PHA2	0.0008609	0.077743	0.93803	8182
rulebreak	relative	lh_PHA3	0.0083851	0.75725	0.44892	8182
rulebreak	relative	lh_PHT	-0.0058259	-0.52612	0.59882	8182
rulebreak	relative	lh_PI	0.0040721	0.36773	0.71308	8182
rulebreak	relative	lh_PIT	-0.0059386	-0.5363	0.59177	8182
rulebreak	relative	lh_POS1	0.010152	0.9168	0.35927	8182
rulebreak	relative	lh_POS2	-0.018257	-1.649	0.099195	8182
rulebreak	relative	lh_PSL	-0.0050628	-0.45721	0.64754	8182
rulebreak	relative	lh_PeEc	0.011625	1.0499	0.2938	8182
rulebreak	relative	lh_Pir	-0.02379	-2.1489	0.03167	8182
rulebreak	relative	lh_PoI1	-0.01511	-1.3646	0.17241	8182
rulebreak	relative	lh_PoI2	-0.032506	-2.937	0.0033228	8182
rulebreak	relative	lh_PreS	-0.0023952	-0.2163	0.82876	8182
rulebreak	relative	lh_ProS	0.012419	1.1216	0.26206	8182
rulebreak	relative	lh_RI	0.0032549	0.29394	0.76881	8182
rulebreak	relative	lh_RSC	-0.011082	-1.0008	0.31694	8182
rulebreak	relative	lh_SCEF	0.01172	1.0584	0.2899	8182
rulebreak	relative	lh_SFL	0.0035887	0.32408	0.74589	8182
rulebreak	relative	lh_STGa	0.011897	1.0745	0.28265	8182
rulebreak	relative	lh_STSda	0.022375	2.0211	0.043299	8182
rulebreak	relative	lh_STSdp	0.016411	1.4822	0.13833	8182
rulebreak	relative	lh_STSva	0.015415	1.3922	0.16389	8182
rulebreak	relative	lh_STSvp	0.0081445	0.73551	0.46205	8182
rulebreak	relative	lh_STV	-0.006987	-0.63097	0.52808	8182
rulebreak	relative	lh_TA2	0.016408	1.4819	0.1384	8182
rulebreak	relative	lh_TE1a	-0.0037096	-0.33499	0.73764	8182
rulebreak	relative	lh_TE1m	0.0024701	0.22306	0.82349	8182
rulebreak	relative	lh_TE1p	-0.0034607	-0.31252	0.75465	8182
rulebreak	relative	lh_TE2a	0.0037455	0.33824	0.73519	8182
rulebreak	relative	lh_TE2p	0.013072	1.1806	0.2378	8182
rulebreak	relative	lh_TF	0.021334	1.927	0.054012	8182
rulebreak	relative	lh_TGd	0.016961	1.5319	0.12559	8182
rulebreak	relative	lh_TGv	0.0050544	0.45645	0.64808	8182
rulebreak	relative	lh_TPOJ1	0.0072657	0.65615	0.51175	8182
rulebreak	relative	lh_TPOJ2	0.0047456	0.42856	0.66826	8182
rulebreak	relative	lh_TPOJ3	0.0059147	0.53414	0.59326	8182
rulebreak	relative	lh_V1	-0.0057884	-0.52273	0.60118	8182
rulebreak	relative	lh_V2	-0.017414	-1.5728	0.11581	8182
rulebreak	relative	lh_V3	0.006498	0.58682	0.55734	8182
rulebreak	relative	lh_V3A	-0.0098589	-0.89035	0.3733	8182
rulebreak	relative	lh_V3B	-0.013219	-1.1939	0.23256	8182
rulebreak	relative	lh_V3CD	0.029621	2.6761	0.0074642	8182
rulebreak	relative	lh_V4	0.0023832	0.21521	0.82961	8182
rulebreak	relative	lh_V4t	-0.0082512	-0.74515	0.4562	8182
rulebreak	relative	lh_V6	-0.015507	-1.4006	0.16139	8182
rulebreak	relative	lh_V6A	0.0017003	0.15355	0.87797	8182
rulebreak	relative	lh_V7	0.013457	1.2154	0.22426	8182
rulebreak	relative	lh_V8	-0.0097093	-0.87684	0.3806	8182
rulebreak	relative	lh_VIP	-0.023867	-2.156	0.031116	8182
rulebreak	relative	lh_VMV1	0.0094145	0.85022	0.39523	8182
rulebreak	relative	lh_VMV2	0.010816	0.97681	0.32869	8182
rulebreak	relative	lh_VMV3	0.029334	2.6501	0.0080618	8182
rulebreak	relative	lh_VVC	0.010856	0.98041	0.32691	8182
rulebreak	relative	lh_a10p	0.014934	1.3488	0.17745	8182
rulebreak	relative	lh_a24	0.0094613	0.85444	0.39289	8182
rulebreak	relative	lh_a24pr	-0.0069597	-0.62851	0.52969	8182
rulebreak	relative	lh_a32pr	-0.0025217	-0.22772	0.81987	8182
rulebreak	relative	lh_a47r	0.017648	1.5939	0.111	8182
rulebreak	relative	lh_a9-46v	0.014785	1.3353	0.18181	8182
rulebreak	relative	lh_d23ab	0.0022864	0.20648	0.83642	8182
rulebreak	relative	lh_d32	-0.0018166	-0.16405	0.8697	8182
rulebreak	relative	lh_i6-8	-0.013063	-1.1797	0.23815	8182
rulebreak	relative	lh_p10p	0.032583	2.944	0.003249	8182
rulebreak	relative	lh_p24	-0.0047202	-0.42626	0.66993	8182
rulebreak	relative	lh_p24pr	0.013577	1.2262	0.22015	8182
rulebreak	relative	lh_p32	0.012625	1.1402	0.25424	8182
rulebreak	relative	lh_p32pr	0.0018652	0.16844	0.86625	8182
rulebreak	relative	lh_p47r	0.014373	1.2981	0.19429	8182
rulebreak	relative	lh_p9-46v	-0.0052891	-0.47764	0.63292	8182
rulebreak	relative	lh_pOFC	-0.012012	-1.0848	0.27804	8182
rulebreak	relative	lh_s32	0.0088477	0.79902	0.4243	8182
rulebreak	relative	lh_s6-8	-0.012249	-1.1062	0.26866	8182
rulebreak	relative	lh_v23ab	0.0091556	0.82683	0.40836	8182
rulebreak	absolute_ct	lh_1	0.0059227	0.53486	0.59276	8182
rulebreak	absolute_ct	lh_10d	0.029117	2.6305	0.0085408	8182
rulebreak	absolute_ct	lh_10pp	0.0049479	0.44683	0.65501	8182
rulebreak	absolute_ct	lh_10r	0.025641	2.3163	0.020569	8182
rulebreak	absolute_ct	lh_10v	0.034269	3.0965	0.001965	8182
rulebreak	absolute_ct	lh_11l	0.017678	1.5967	0.11037	8182
rulebreak	absolute_ct	lh_13l	0.028965	2.6168	0.0088931	8182
rulebreak	absolute_ct	lh_2	0.016742	1.5121	0.13055	8182
rulebreak	absolute_ct	lh_23c	0.023423	2.1158	0.034396	8182
rulebreak	absolute_ct	lh_23d	0.022021	1.9891	0.046726	8182
rulebreak	absolute_ct	lh_24dd	0.040768	3.6847	0.00023049	8182
rulebreak	absolute_ct	lh_24dv	0.040749	3.6829	0.0002321	8182
rulebreak	absolute_ct	lh_25	-0.0068302	-0.61681	0.53738	8182
rulebreak	absolute_ct	lh_31a	0.0096893	0.87503	0.38158	8182
rulebreak	absolute_ct	lh_31pd	0.01361	1.2291	0.21906	8182
rulebreak	absolute_ct	lh_31pv	0.020974	1.8944	0.058202	8182
rulebreak	absolute_ct	lh_33pr	0.020294	1.833	0.066841	8182
rulebreak	absolute_ct	lh_3a	0.027465	2.4812	0.013115	8182
rulebreak	absolute_ct	lh_3b	0.0015213	0.13738	0.89073	8182
rulebreak	absolute_ct	lh_4	0.02816	2.544	0.010977	8182
rulebreak	absolute_ct	lh_43	0.028598	2.5836	0.0097956	8182
rulebreak	absolute_ct	lh_44	0.025541	2.3072	0.021068	8182
rulebreak	absolute_ct	lh_45	0.038236	3.4554	0.00055231	8182
rulebreak	absolute_ct	lh_46	0.018739	1.6925	0.090589	8182
rulebreak	absolute_ct	lh_47l	0.018117	1.6364	0.1018	8182
rulebreak	absolute_ct	lh_47m	0.017981	1.624	0.10441	8182
rulebreak	absolute_ct	lh_47s	0.011232	1.0144	0.31043	8182
rulebreak	absolute_ct	lh_52	0.035889	3.243	0.0011875	8182
rulebreak	absolute_ct	lh_55b	0.024569	2.2194	0.026486	8182
rulebreak	absolute_ct	lh_5L	-0.0047858	-0.43219	0.66562	8182
rulebreak	absolute_ct	lh_5m	0.011015	0.99479	0.31987	8182
rulebreak	absolute_ct	lh_5mv	0.027436	2.4786	0.013212	8182
rulebreak	absolute_ct	lh_6a	0.028332	2.5595	0.0105	8182
rulebreak	absolute_ct	lh_6d	0.0052833	0.47712	0.63329	8182
rulebreak	absolute_ct	lh_6ma	0.0061202	0.55269	0.58049	8182
rulebreak	absolute_ct	lh_6mp	0.016705	1.5088	0.1314	8182
rulebreak	absolute_ct	lh_6r	0.03191	2.8831	0.0039484	8182
rulebreak	absolute_ct	lh_6v	0.022059	1.9925	0.046351	8182
rulebreak	absolute_ct	lh_7AL	-0.012313	-1.112	0.26618	8182
rulebreak	absolute_ct	lh_7Am	0.01224	1.1054	0.26902	8182
rulebreak	absolute_ct	lh_7PC	-0.0021187	-0.19133	0.84827	8182
rulebreak	absolute_ct	lh_7PL	0.024589	2.2212	0.026365	8182
rulebreak	absolute_ct	lh_7Pm	0.017808	1.6084	0.10779	8182
rulebreak	absolute_ct	lh_7m	0.024217	2.1876	0.02873	8182
rulebreak	absolute_ct	lh_8Ad	0.022481	2.0306	0.042324	8182
rulebreak	absolute_ct	lh_8Av	-0.032983	-2.9801	0.0028896	8182
rulebreak	absolute_ct	lh_8BL	0.026813	2.4222	0.015449	8182
rulebreak	absolute_ct	lh_8BM	0.029405	2.6565	0.0079101	8182
rulebreak	absolute_ct	lh_8C	0.027647	2.4976	0.012523	8182
rulebreak	absolute_ct	lh_9-46d	0.015483	1.3984	0.16204	8182
rulebreak	absolute_ct	lh_9a	0.0067816	0.61242	0.54027	8182
rulebreak	absolute_ct	lh_9m	0.029107	2.6296	0.0085649	8182
rulebreak	absolute_ct	lh_9p	0.023249	2.1001	0.035755	8182
rulebreak	absolute_ct	lh_A1	0.008973	0.81034	0.41777	8182
rulebreak	absolute_ct	lh_A4	0.011664	1.0534	0.2922	8182
rulebreak	absolute_ct	lh_A5	0.024272	2.1925	0.028369	8182
rulebreak	absolute_ct	lh_AAIC	-0.021694	-1.9596	0.050081	8182
rulebreak	absolute_ct	lh_AIP	0.020218	1.8262	0.067863	8182
rulebreak	absolute_ct	lh_AVI	0.035634	3.22	0.0012871	8182
rulebreak	absolute_ct	lh_DVT	0.031756	2.8692	0.0041259	8182
rulebreak	absolute_ct	lh_EC	-0.01315	-1.1876	0.23501	8182
rulebreak	absolute_ct	lh_FEF	0.015276	1.3796	0.16774	8182
rulebreak	absolute_ct	lh_FFC	0.039492	3.5692	0.0003602	8182
rulebreak	absolute_ct	lh_FOP1	0.029216	2.6395	0.0083189	8182
rulebreak	absolute_ct	lh_FOP2	0.051634	4.669	3.0751e-06	8182
rulebreak	absolute_ct	lh_FOP3	0.033208	3.0005	0.0027031	8182
rulebreak	absolute_ct	lh_FOP4	0.021867	1.9752	0.048278	8182
rulebreak	absolute_ct	lh_FOP5	0.036846	3.3296	0.00087353	8182
rulebreak	absolute_ct	lh_FST	0.016338	1.4756	0.14009	8182
rulebreak	absolute_ct	lh_IFJa	0.03792	3.4268	0.00061372	8182
rulebreak	absolute_ct	lh_IFJp	0.024828	2.2428	0.024936	8182
rulebreak	absolute_ct	lh_IFSa	0.03765	3.4024	0.00067125	8182
