gene	dk_thinning_Z	hcp_thinning_Z
THOC1	0.977667	1.25262
THOC2	-0.602081	1.26322
THOC5	1.05483	
THOC6	0.592059	
THOP1	4.32694	
THRA	-1.19221	-0.348471
THRB	0.277783	2.45419
THSD1	-1.47982	
THSD4	0.832316	1.62692
THSD7A	-0.0794261	0.568967
THTPA	-3.00865	-2.18418
THUMPD2	3.1755	
THY1	3.06181	0.86847
TIA1	2.98365	4.32677
TIAM1	-0.725684	0.587845
TIAM2	2.59325	1.69845
TICAM1	5.2357	4.01699
TIE1	1.62456	0.642799
TIFA	0.325554	-1.31581
TIGAR	0.913754	-1.38538
TIGD1	0.855858	
TIGD2	2.46026	
TIGD3	3.85511	2.53744
TIGD5	4.44229	
TIGD6	-0.186035	
TIMELESS	-1.39459	
TIMM10	-0.889006	-0.47616
TIMM10B	0.301471	
TIMM13	-0.562525	-0.102326
TIMM17A	0.409982	
TIMM17B	-0.810945	-0.52171
TIMM21	0.125652	-1.31315
TIMM23	-0.527293	
TIMM23B	0.721057	-0.126455
TIMM44	2.23727	
TIMM50	1.91321	
TIMM8A	2.40392	2.34575
TIMM8B	-2.01176	-2.65075
TIMMDC1	-0.817179	
TIMP1	-3.29041	-1.96423
TIMP2	-3.06047	-2.45735
TIMP3	-3.65137	-0.307861
TIMP4	-2.38417	-3.67104
TINCR	-1.9694	-0.38978
TIPARP	-1.66014	0.769062
TIPIN	-2.46669	
TIRAP	1.87604	
TJP2	-0.466331	
TK1	0.160568	-1.22096
TK2	-1.99731	-0.243564
TKFC	-2.10692	-2.1578
TKT	-0.507707	
TKTL1	-1.10593	
TLCD1	-2.93518	
TLCD2	-2.5269	-2.67193
TLDC1	-1.40372	-2.64109
TLE1	-2.14854	-0.461987
TLE2	1.01168	0.166114
TLE3	2.83807	
TLE4	0.170258	-0.542497
TLE6	-0.619989	
TLK1	-0.553298	-3.03135
TLK2	-1.24957	
TLL1	-0.357714	0.0153484
TLL2		-3.90068
TLN2	0.424369	1.5014
TLR1	-3.96194	-4.20535
TLR2	-3.39514	-3.81179
TLR3	-1.38049	0.26597
TLR4	-2.4768	-0.264755
TLR5	-1.48222	
TLR6	-2.52954	-4.26073
TLR7	-1.48107	-2.05892
TLX2	0.846629	-2.11512
TM2D1	-1.93385	
TM2D3	1.07094	0.86685
TM4SF18	-0.338611	-2.23055
TM6SF1	3.80872	4.00792
TM7SF2	1.49269	1.37141
TM7SF3	1.82093	
TM9SF2	1.59287	
TM9SF4	2.08295	
TMA16	4.90912	3.56478
TMA7	-1.57947	
TMBIM4	-3.96015	
TMBIM6	-3.29024	
TMC4	-0.495417	
TMC6		-2.88584
TMC7		-1.27148
TMC8	-3.32493	-2.78878
TMCC1	-0.0579562	-0.40471
TMCC2	0.0613512	-0.471764
TMCC3	-1.80833	
TMCO3	0.472772	
TMCO6	0.116805	-1.32943
TMED1	-2.61752	
TMED10	-0.731892	0.410197
TMED10P1	-3.48378	
TMED3	0.939371	-0.358944
TMED4	-0.39097	
TMED5	0.567823	
TMED8	3.51512	
TMED9	-0.231686	
TMEFF2	-1.19826	-2.4157
TMEM100	-4.13281	-1.63317
TMEM101	-0.330306	
TMEM106A	-3.73089	-3.37113
TMEM106C	0.132452	1.58064
TMEM107	-0.258675	1.14365
TMEM108	-0.236911	1.69455
TMEM109	1.61789	2.43648
TMEM11	1.98401	
TMEM115	2.37094	
TMEM117	1.48584	0.780502
TMEM120A	-1.45171	-4.05223
TMEM120B	-0.614784	
TMEM121	3.63979	1.0818
TMEM121B	3.58282	
TMEM125	0.604329	-2.16876
TMEM126A	-0.961105	
TMEM127	1.59851	0.25314
TMEM128	-1.27047	0.0166042
TMEM129	-2.77067	
TMEM130	0.558786	0.438387
TMEM131	-1.04026	
TMEM132A	-0.150406	1.35742
TMEM132B	3.58067	
TMEM132C	-0.144878	-0.283657
TMEM132D	1.23323	1.20896
TMEM132E	1.28662	2.3936
TMEM136	-2.80747	-2.97786
TMEM140	0.944613	-0.300027
TMEM141	0.347416	-0.977525
TMEM143	1.2485	
TMEM145	1.11053	0.769956
TMEM14A	1.82907	
TMEM14B	-1.32999	
TMEM14C	-0.266664	-1.38686
TMEM150A	0.651266	
TMEM150B	-1.69586	
TMEM150C	1.01998	1.51804
TMEM151A	1.42569	-1.51606
TMEM151B	-0.897277	
TMEM155	3.71256	2.48208
TMEM158	-1.26014	-0.570674
TMEM159	-1.02368	-0.989237
TMEM160	3.07308	
TMEM161B	1.21919	
TMEM161B-AS1	0.353172	0.687317
TMEM164	-0.990818	1.07086
TMEM165	0.349464	-1.54649
TMEM167A	-4.21811	
TMEM167B	-0.056662	
TMEM168	0.50453	
TMEM169	1.6613	-0.891988
TMEM17	-2.14837	-2.83366
TMEM170A	-2.47664	0.499198
TMEM170B	2.46496	4.10585
TMEM171	0.731804	
TMEM173	-1.09226	-2.5374
TMEM176A	-2.70893	-1.01994
TMEM176B	-2.06266	-0.759895
TMEM177	0.227633	
TMEM178A	-0.197868	-0.159099
TMEM178B	4.67857	
TMEM179	1.6762	
TMEM179B	-4.45913	-2.45786
TMEM18	-1.58845	-2.80267
TMEM181	0.843614	0.970866
TMEM182	-0.735661	-3.83901
TMEM184A	-0.0709436	
TMEM184B	1.56729	1.14478
TMEM184C	2.12478	0.678301
TMEM185B	-1.32115	
TMEM186	0.708356	
TMEM187	-0.115768	-1.13565
TMEM189	-0.929997	-4.13328
TMEM19	-0.0847211	
TMEM191A	0.798301	-0.624794
TMEM192	-0.0086266	
TMEM196	3.33608	1.99471
TMEM198	2.39887	
TMEM200A	-2.93759	-2.8595
TMEM200B	2.15263	
TMEM200C	2.50275	6.93451
TMEM201	0.921319	-1.52845
TMEM204	1.30811	0.64025
TMEM205	0.456596	0.380444
TMEM206	-1.29432	-3.95684
TMEM208	-1.01109	-0.908538
TMEM209	-1.20014	-0.619642
TMEM215	-0.560559	-1.66605
TMEM216	-0.736112	
TMEM217	1.90624	
TMEM218	-3.13487	-1.69128
TMEM219	-1.33153	-0.211486
TMEM220	-3.68311	
TMEM223	1.855	1.45211
TMEM229A	0.585063	-0.542359
TMEM229B	-0.233132	-2.12028
TMEM230	-1.69903	
TMEM232	3.4948	5.32644
TMEM233	-1.97106	-1.04555
TMEM234	0.344007	0.134988
TMEM237	3.47796	2.34078
TMEM238	-1.53608	0.111153
TMEM240	4.37098	
TMEM241	2.62986	2.82249
TMEM242	0.205389	0.108404
TMEM243	1.54337	0.295079
TMEM244	-4.32804	-4.94552
TMEM246	1.83205	
TMEM248	0.357991	
TMEM249	-1.7161	-0.443275
TMEM25	3.4963	
TMEM250	0.128014	
TMEM254	-0.832714	
TMEM255B	-0.111857	-1.53507
TMEM256	-1.00871	-0.799481
TMEM258	-1.71485	
TMEM259	0.239985	
TMEM263	-1.01142	-0.27255
TMEM265	1.23193	2.78848
TMEM266	0.288556	
TMEM267	2.78991	
TMEM268	3.04997	1.66153
TMEM30B	-1.94608	
TMEM33	3.5766	
TMEM35A	0.962035	-0.285878
TMEM35B	-3.8795	-1.41766
TMEM38A	2.32264	0.575672
TMEM39A	1.17382	2.05785
TMEM39B	2.80735	1.93614
TMEM41B	0.104195	
TMEM42	-1.50317	-3.6529
TMEM43	-2.88029	-1.964
TMEM44	1.62926	-1.00476
TMEM45B	-1.03401	-3.12985
TMEM47	-1.46613	1.48455
TMEM50A	2.80663	
TMEM51	-2.89565	-1.33959
TMEM52	-0.848076	0.408017
TMEM53	0.672342	0.932006
TMEM54	-0.125903	2.60607
TMEM56	3.29311	5.45214
TMEM59	2.06382	-0.0608568
TMEM59L	0.618073	0.371808
TMEM60	1.8035	
TMEM61	-4.4047	-6.01493
TMEM63A	0.30315	-2.3908
TMEM63C	2.64287	
TMEM64	0.513537	
TMEM65	0.534751	-0.389737
TMEM67	2.56432	3.22401
TMEM68	-1.24794	-0.790707
TMEM69	2.87901	
TMEM70	0.618151	-1.55545
TMEM74	-0.863596	
TMEM74B	2.42998	5.26162
TMEM81	3.03124	1.46404
TMEM86A	0.249348	2.6862
TMEM86B	2.2349	1.66584
TMEM87A	1.21478	0.0686425
TMEM87B	1.90262	
TMEM88	0.459006	0.277967
TMEM8A	-0.290371	
TMEM8B	-1.36758	-0.189503
TMEM9	-1.57575	-0.607181
TMEM91	-0.370533	1.55811
TMEM94	-1.37875	0.554398
TMEM97	0.487495	-1.00441
TMEM98	-0.716266	-2.64651
TMEM9B	-0.557617	
TMF1	0.535574	1.0885
TMIE	-0.126224	
TMIGD3	-2.12875	-1.40062
TMLHE	1.21085	
TMOD1	1.61237	4.46197
TMOD3	-1.79425	-0.165644
TMPO	5.82845	4.73948
TMPRSS5	-1.41732	1.08625
TMSB10	-0.950536	-0.924141
TMSB15A	-2.33173	0.149172
TMSB15B	-0.461832	-0.0516045
TMSB4X	-1.96081	-2.74046
TMSB4Y	-1.11744	-0.927767
TMTC1	-1.90404	-5.77813
TMTC2	0.977738	0.0630336
TMTC3	3.32583	
TMTC4	1.88388	0.905358
TMUB1	2.41726	
TMX1	-1.65346	-0.339589
TMX2	1.60209	-0.12223
TMX3	3.81723	
TMX4	2.06637	0.086018
TNC	0.701203	0.274107
TNF	-0.989457	-1.21849
TNFAIP1	4.78137	3.08585
TNFAIP2	-2.667	-2.93237
TNFAIP8	-1.05444	
TNFAIP8L1	1.1368	0.648985
TNFAIP8L2	-2.00988	-2.47523
TNFAIP8L3	-3.8806	-1.94855
TNFRSF10B	-4.71744	-4.45715
TNFRSF11A	0.552466	1.01303
TNFRSF12A	-2.87246	-6.32822
TNFRSF13C	-1.91315	
TNFRSF14	1.70457	2.94195
TNFRSF1A	-0.93408	
TNFRSF21	0.540703	-2.8783
TNFRSF25	4.06798	6.51298
TNFRSF4	3.79286	3.94564
TNFSF12	-0.139408	2.46212
TNFSF13B	3.0854	4.96689
TNFSF4	1.83913	
TNIK	-1.57827	0.5417
TNIP1	0.390206	-1.43237
TNIP2	-0.265793	-1.40297
TNIP3	-2.71371	
TNKS	0.967125	0.479072
TNKS1BP1	-1.10892	
TNKS2	-0.13386	-0.33736
TNNC2	5.27335	4.65908
TNNI3	-0.528184	-1.09962
TNNT1	-1.53506	-1.09574
TNNT2	4.05587	4.17669
TNNT3	1.08005	
TNPO1	-1.47522	
TNR	-2.40993	-0.356777
TNRC18	0.257733	
TNRC6A	1.64335	3.68783
TNRC6B	0.983193	2.47887
TNRC6C	2.10024	3.86162
TNS1	-0.400889	-3.34031
TNS2	-4.8376	
TNS3	-1.45811	1.31673
TNXB	1.71527	0.229159
TOB1	0.871348	1.42828
TOB1-AS1	1.00576	0.410926
TOB2	-1.12725	
TOE1	2.07181	0.948612
TOLLIP	0.819893	-0.220539
TOM1L1	-0.262184	1.39462
TOMM20	2.0303	
TOMM22	-1.76969	
TOMM34	-1.58324	-4.92949
TOMM40	1.02912	-0.260382
TOMM40L	4.01459	
TOMM5	-0.975215	
TOMM6	-0.682997	0.325396
TOP1	0.487087	
TOP1MT	-3.43878	-1.41328
TOP1P2	1.93862	2.64574
TOP2B	3.20898	
TOP3A	1.60215	
TOP3B	1.00286	
TOR1A	-0.14444	
TOR1AIP2	0.301161	-1.56448
TOR1B	-0.136535	
TOR2A	2.33138	
TOX	5.09299	5.70793
TOX2	3.63587	1.79
TOX3	-1.7634	-1.5135
TOX4	0.403204	0.136235
TP53AIP1	-0.57539	2.0776
TP53BP1	0.774393	1.80679
TP53BP2	-1.45123	1.16343
TP53I11	-1.63568	-0.427248
TP53I13	0.353395	
TP53I3	-2.74687	-1.1169
TP53INP2		-3.01318
TP53RK	0.26225	
TP53TG1	-2.46227	-4.18914
TP53TG3D	2.9845	1.17776
TP53TG3HP	3.40993	
TPBG	3.05696	1.31777
TPCN1	-2.28846	-0.119617
TPD52	3.82796	2.63063
TPD52L1	-3.76949	-0.840617
TPGS2	0.375517	-0.9387
TPI1	0.806787	-0.519659
TPI1P2	0.0903483	
TPK1	5.13707	9.3801
TPM1	-4.06598	-1.30073
TPM2	-3.31454	
TPM3	-1.46228	-1.30402
TPM3P9	-2.71912	-0.266389
TPMT	0.953264	
TPO	-1.39859	-2.58965
TPP1	-2.50057	-0.823837
TPP2	0.829636	0.624593
TPPP3	-1.33325	-0.988105
TPR	-1.28187	
TPRG1L	-1.26091	
TPRKB	-0.643916	-0.915608
TPRXL	2.13663	
TPST1	1.66924	2.00699
TPST2	3.57232	3.19757
TPT1	-3.36504	
TPT1-AS1	-0.350548	
TPTE	-2.40503	
TPTE2P1	0.320199	1.13691
TPTE2P3	-2.26778	
TPTE2P5	2.23108	-1.19447
TPTE2P6	1.64579	0.488255
TPTEP1	-0.87403	
TPX2	1.16156	0.176876
TRABD	1.42848	1.92246
TRABD2A	4.39361	3.22296
TRADD	-1.87367	-5.84561
TRAF2	3.15899	
TRAF3	2.07179	1.67871
TRAF3IP1	3.69953	4.17238
TRAF3IP2	-2.2921	0.0681469
TRAF3IP3	-3.22684	-4.82047
TRAF5	0.0168627	-3.24184
TRAF6	2.51064	
TRAF7	0.830326	
TRAIP	-0.79114	-0.371441
TRAK2	-0.784922	-2.53805
TRAM1		-0.48632
TRAM1L1	-1.68825	
TRAM2	5.66173	3.55372
TRAM2-AS1	2.17075	1.27965
TRANK1	0.911709	1.45765
TRAPPC1	1.51752	
TRAPPC11	-0.187309	
TRAPPC13	1.44694	
TRAPPC2	-0.267874	
TRAPPC2L	-1.12043	-1.71478
TRAPPC5	1.73722	0.476661
TRAPPC6A	-1.07376	-0.51934
TRAPPC6B	0.299913	-1.09854
TRAPPC9	3.38176	
TRDMT1	-0.662513	
TREM2	-2.68352	-4.02802
TRERF1	1.87076	1.50076
TRH	0.812733	1.52535
TRHDE	2.04374	
TRIAP1	1.05514	-0.791019
TRIB1	-2.69151	-1.03248
TRIB3	0.312707	1.46508
TRIL	-2.20135	-0.0177858
TRIM11	2.11763	2.9427
TRIM13	2.76096	3.85457
TRIM14	-0.124051	-0.183803
TRIM16L	0.185649	
TRIM17	2.55467	1.07014
TRIM2	0.713232	-0.796168
TRIM22	-1.2883	0.219609
TRIM24	0.347649	0.983155
TRIM26	1.71163	0.547874
TRIM27	0.447529	0.287326
TRIM3	3.20613	
TRIM32	4.29409	4.19841
TRIM33	0.0609263	-0.13776
TRIM35	2.71704	0.481473
TRIM36	-1.09186	-1.02949
TRIM37	1.90067	-0.520545
TRIM39	0.177653	
TRIM4	1.74897	
TRIM41	-1.49511	
TRIM44	0.847767	0.148633
TRIM45	1.98674	2.09367
TRIM47	0.270964	0.731567
TRIM49	1.5265	
TRIM49B	-3.26218	
TRIM5	-0.932248	
TRIM52	2.34284	3.6725
TRIM53AP	4.61054	
TRIM54	2.5226	3.172
TRIM58	-0.452778	-3.04894
TRIM61	-2.32768	-2.14254
TRIM62	-1.64457	-0.958621
TRIM65	1.69521	
TRIM66	5.36988	
TRIM67	-3.12245	-1.66948
TRIM68	-0.266002	0.417691
TRIM7	3.00396	5.84759
TRIM71	-0.988351	0.560972
TRIM9	3.87906	7.2317
TRIML2	1.72056	1.62398
TRIO	0.0710104	2.00624
TRIP11	1.24871	1.61331
TRIP12	-0.614438	-1.83359
TRIP4	-1.33333	0.245595
TRIP6	-3.81633	-1.22935
TRIQK	-0.55186	
TRIR	0.149845	
TRIT1	2.50751	3.12809
TRMO	0.589067	
TRMT1	2.57958	
TRMT10A	1.42052	-1.22036
TRMT10C	2.50849	
TRMT11	1.51046	3.02145
TRMT112	-1.15008	-0.108063
TRMT12	-0.438777	0.832126
TRMT13	-2.52103	
TRMT1L	0.536438	
TRMT2B	-0.199038	-0.892951
TRMT44	1.83125	
TRMT5	-1.89838	
TRMT61A	0.127494	
TRMT61B	2.1113	0.0923579
TRMT9B	1.94197	2.3127
TRMU	2.22602	0.135798
TRNP1	-0.208126	-0.632728
TRO	-0.679228	
TROVE2	-1.25154	
TRPC1	-0.713783	-0.100645
TRPC3	0.670865	0.108352
TRPC4	-3.53365	-3.95688
TRPC5	3.38107	3.12112
TRPC6	-1.23812	-2.75205
TRPM2	1.99143	0.160002
TRPM3	0.251394	0.174011
TRPM4	1.33265	
TRPM7	2.8473	2.82259
TRPS1	-2.68567	0.2481
TRPT1	0.643576	-1.17426
TRPV2	0.700629	-0.421859
TRPV5	0.465831	-1.88923
TRPV6	-3.04396	
TRRAP	1.15567	1.98431
TRUB1	0.929777	
TSACC	-5.36312	
TSC1	1.88827	
TSC22D1	1.44186	2.69173
TSC22D3	1.838	
TSEN15	2.13257	1.52355
TSEN2	2.72857	4.71757
TSEN34	-1.09936	0.536076
TSEN54	0.0342957	-0.589449
TSG101	-0.773553	
TSHZ1	1.62307	3.2942
TSHZ2	4.11427	5.67645
TSHZ3	2.74172	7.09558
TSKU	-3.41061	-1.32018
TSN	-0.178597	1.04051
TSNARE1	-0.63955	0.0230102
TSNAXIP1	5.37294	
TSPAN1	0.246625	-0.72907
TSPAN11	-2.18734	-0.0254648
TSPAN12	-1.39328	
TSPAN13	3.16306	4.10915
TSPAN14	-0.418758	0.43742
TSPAN17	-0.834615	
TSPAN18	-1.4115	-0.698529
TSPAN19	1.98454	
TSPAN2	-1.33379	-3.14149
TSPAN3	-2.74473	
TSPAN31	-0.0841811	
TSPAN33	2.75969	4.69896
TSPAN4	-3.75916	-2.20276
TSPAN5	3.91446	2.5745
TSPAN6	-2.37353	-1.58298
TSPAN8	-0.642344	-3.73852
TSPAN9	1.49088	0.0800689
TSPO	-3.94435	
TSPOAP1	-0.71085	0.997316
TSPOAP1-AS1	1.69168	
TSPYL1	4.51144	1.92956
TSPYL2	3.01466	3.00385
TSPYL4	6.04024	4.83717
TSPYL5	1.99874	
TSR1	-0.704884	
TSR2	-0.0621188	
TSR3	-1.16661	
TSSC4	3.15087	
TSTA3	2.35222	
TSTD1	-1.18032	0.391646
TSTD2	2.07825	3.6114
TSTD3	-3.42514	
TTBK2	1.13357	0.325211
TTC1	-1.9503	-3.46293
TTC12	0.669649	1.31739
TTC13	0.488683	
TTC14	-0.252033	
TTC16	-1.30507	
TTC17	-0.629301	
TTC21A	2.95299	3.50093
TTC21B	1.44498	0.501867
TTC23	-2.48335	
TTC23L	-1.05812	0.148909
TTC25	0.458264	
TTC26	4.03576	
TTC28	-0.0220991	
TTC3	-0.872826	-0.669343
TTC30B	-0.181486	0.355666
TTC31	0.923162	
TTC33	5.71367	
TTC37	0.313792	
TTC38	-3.06252	
TTC39A	0.00889108	-1.61982
TTC39B	1.65179	2.12285
TTC39C	2.12483	2.41238
TTC3P1	-1.56021	-0.906331
TTC7B	-1.66544	0.523131
TTC8	-0.174361	1.31522
TTC9	2.65859	0.00601922
TTC9B	-2.1948	-0.932079
TTC9C	-0.0784417	-0.0955934
TTF2	0.972592	0.249489
TTI1	3.51058	
TTI2	2.4234	
TTL	-1.45414	
TTLL1	-0.990128	-0.879052
TTLL11	1.68103	0.153076
TTLL12	4.22155	4.07824
TTLL5	1.4452	
TTN	0.315202	-1.10167
TTPA	-3.22993	
TTPAL	0.761063	0.371009
TTR	-2.2001	-3.72985
TTTY14	-0.342995	
TTTY15	3.55563	2.46102
TTYH1	-1.50155	0.74251
TTYH3	-1.15783	-0.207602
TUB	-1.48978	
TUBA1A	-0.999281	-1.47989
TUBA1B	0.537168	1.28703
TUBA1C	-0.543436	
TUBA3D	-1.13706	-3.07393
TUBA3FP	-0.0776197	
TUBA4A	0.364115	-0.7524
TUBA4B	3.02816	1.8726
TUBA8	2.64742	1.80682
TUBB	-0.826255	-0.867364
TUBB2A	-0.476019	-1.11764
TUBB2B	-2.36277	-1.1339
TUBB3	-0.0483803	-0.576764
TUBB4A	1.21124	
TUBB4B	0.651318	0.912879
TUBB6	-0.283939	-0.448932
TUBB8	-0.689404	0.346921
TUBB8P12	-0.961815	-1.28919
TUBD1	2.46944	2.38125
TUBE1	1.40091	2.11581
TUBG1	2.98576	
TUBGCP3	2.11253	
TUBGCP4	3.1882	1.01371
TUBGCP5	2.12224	-0.0432013
TUFM	-0.26515	-1.38177
TUG1	-0.498304	
TULP3	-1.30284	
TULP4	2.47178	
TUNAR	-0.578244	-1.61488
TUSC1	-1.76851	-1.8317
TUSC2	-0.847885	-2.00568
TUSC3	-0.458035	0.410948
TVP23A	0.511629	-0.758251
TWIST1	-0.361258	-3.32013
TWIST2	0.285996	-0.0768347
TWISTNB	5.34947	
TWNK	1.06706	-0.420544
TWSG1	1.47799	
TXLNB	-0.518763	1.64705
TXLNG	0.40638	1.27155
TXLNGY	-1.40186	-0.469798
TXN	-1.403	-1.2082
TXN2	-1.38094	
TXNDC11	0.454322	1.33254
TXNDC15	-1.91518	
TXNDC16	2.26937	
TXNDC17	-2.24051	
TXNDC9	-0.28783	
TXNL1	-1.06913	
TXNL4A	-2.47176	-4.14014
TXNRD1	0.126595	
TXNRD2	-0.1398	
TXNRD3	-0.509254	1.01115
TYMP	-1.05878	-2.10413
TYRO3	0.579157	0.702905
TYROBP	-2.77286	-3.52462
TYRP1	3.45328	3.15568
TYSND1	1.53727	
TYW1B	-1.55252	
TYW3	2.59437	
TYW5	-0.792985	-0.579888
U2SURP	3.9204	
UACA	-2.74052	
UBA1	1.62225	
UBA2	0.264486	
UBA3	-0.155848	-0.230173
UBA5	-0.142948	0.954282
UBA52	-1.21821	-1.79021
UBA6	1.02642	
UBA7	-2.66943	
UBAC1	-2.3118	
UBALD1	3.54752	
UBAP1	0.641864	0.838745
UBAP1L	2.3593	2.44783
UBAP2L	1.17823	
UBC	0.905156	
UBE2A	-2.96197	-3.74306
UBE2B	0.0270173	-0.342548
UBE2D1	-0.0881088	-1.65138
UBE2D2	-1.15121	-1.37683
UBE2D3	2.32495	
UBE2D4	2.6029	2.10691
UBE2E2	2.22635	
UBE2F	-2.31614	-2.61789
UBE2G1	-1.05615	-3.76346
UBE2G2	0.17521	
UBE2H	-0.297705	
UBE2I	-0.904862	-0.364753
UBE2J1	-3.10417	
UBE2K	3.25417	
UBE2L3	-5.97861	
UBE2L5	-2.51745	-2.84119
UBE2L6	-1.26789	-0.25068
UBE2M	-0.0587765	1.22431
UBE2MP1	0.526008	1.83767
UBE2N	-1.47974	
UBE2O	0.553224	2.55978
UBE2Q1	0.30006	
UBE2Q2	0.37653	
UBE2Q2L	0.155391	
UBE2Q2P1	-1.45123	-0.215336
UBE2QL1	3.40347	2.68215
UBE2R2	-1.60423	
UBE2S	-0.910719	-1.19908
UBE2V2	0.885479	
UBE2W	1.6447	
UBE2Z	0.225268	1.38256
UBE3A	-0.536841	-1.03858
UBE3D	0.161864	-0.103044
UBE4A	1.34866	-0.354557
UBE4B	0.926012	-0.659549
UBFD1	1.74347	0.261682
UBL3	-0.00355412	-1.00348
UBL4A	1.37175	
UBL5	-1.61134	-1.68964
UBL7-AS1	-2.98806	
UBLCP1	2.67354	0.0310326
UBN1	-0.564871	-0.653789
UBN2	2.99989	5.65925
UBP1	3.50889	4.67729
UBQLN1	2.17027	
UBQLN2	0.693195	1.52859
UBQLN4	2.47067	
UBQLNL		1.71731
UBR1	4.1963	
UBR2	1.89861	2.03721
UBR3	1.38328	
UBR4	1.47067	
UBR5	0.695609	
UBR7	0.215542	
UBTD1	-1.49001	
UBXN10	5.29127	7.13396
UBXN2A	-0.545717	
UBXN2B	-0.294393	
UBXN6	1.24171	1.05308
UBXN8	-1.9641	-5.38682
UCHL1	0.332786	-1.09256
UCHL3	-1.83186	-1.05947
UCHL5	1.51928	1.76925
UCK2	-1.12557	
UCN	3.30231	
UCP3	2.28179	3.12558
UFC1	-1.86027	-1.36967
UFD1	-2.88129	-4.25937
UFL1	-2.14415	-1.20462
UFM1	-3.92384	-3.09849
UG0898H09	-1.42359	0.201125
UGCG	2.56673	1.49789
UGGT2	1.16694	
UGP2	0.559775	0.353287
UGT8	-0.107103	-3.29139
UHMK1	-0.956329	-2.62033
UHRF1BP1	0.902792	
UHRF1BP1L	0.298532	-1.4163
UHRF2	1.72751	3.60202
UIMC1	1.2252	1.09349
ULK1	0.216662	-0.240301
ULK2	1.57295	
ULK3	0.721084	-0.057474
ULK4	1.07372	
UMAD1	0.862137	
UMODL1-AS1	5.2078	6.60088
UMPS	-2.0278	-1.3959
UNC119B	-0.639895	
UNC13A	1.44927	1.6069
UNC13B	-0.544959	0.614562
UNC13C	-0.669921	-0.0849591
UNC45A	1.31831	
UNC50	1.27106	
UNC5B	0.149992	
UNC5B-AS1	-1.61491	-0.940792
UNC5C	1.07122	-0.0105735
UNC5D	3.17343	2.9147
UNC79	3.09029	
UNC93B1	-2.76674	-3.41383
UNK	-0.28807	1.76965
UNKL	-0.852065	
UPF2	2.18182	
UPF3A	1.3196	1.89351
UPK1A-AS1	-0.583703	
UPK3A	1.21824	
UPK3B	-1.4217	
UPP1	1.14362	1.63336
UPP2	-0.256094	0.456714
UQCC1	0.287316	
UQCC2	-2.37255	-2.01975
UQCC3	0.317518	0.0159551
UQCR11	-2.67094	-3.44434
UQCRBP1	-1.98069	
UQCRC1	1.41427	-0.562671
UQCRC2	1.27621	
UQCRFS1	-1.32203	-3.11212
URB1-AS1	-1.1089	
URB2	2.0073	
URGCP	4.86311	
URI1	-0.434264	
URM1	1.45858	2.2011
UROS	-1.88808	-1.85055
USB1	1.17963	0.309672
USE1	-1.73822	
USF1	0.374608	
USF2	0.088641	1.83676
USF3	0.445119	1.71408
USH1C	-0.536676	-2.89433
USHBP1	1.54284	0.992317
USO1	0.133548	-1.50183
USP1	2.76046	4.50785
USP10	1.12334	
USP11	2.34705	2.28856
USP12	-0.427646	-0.25309
USP13	1.73862	0.930257
USP14	-1.35241	-3.13131
USP15	-0.632824	
USP16	0.233159	0.285483
USP18	-1.18823	-0.864101
USP2	0.251635	0.768647
USP20	3.5108	
USP22	-0.732613	
USP25	-1.21624	1.24113
USP27X	1.41375	
USP28	2.78611	4.57047
USP3	-4.15443	-2.45476
USP30	3.75225	
USP31	1.92126	0.0984923
USP32	2.77521	
USP32P1	0.779196	1.69696
USP32P2	2.32548	2.32266
USP33	1.78195	1.52768
USP35	0.266193	-0.54036
USP36	2.08954	1.36195
USP37	-0.673239	0.665707
USP38	0.416824	
USP4	1.11914	
USP42	0.213289	1.86641
USP43	4.18508	
USP45	1.53486	1.43736
USP46	-0.522017	
USP46-AS1	-0.921033	
USP47	1.28515	
USP48	-0.57325	
USP49	1.13253	3.04072
USP5	0.550894	
USP51	0.3266	2.45694
USP53	-1.38592	
USP54	-1.39439	-0.471503
USP6NL	-2.24396	-1.71231
USP8	-0.799241	
USP9X	-0.612903	-0.0221005
USP9Y	2.66302	
USPL1	1.80874	0.566111
UST	1.99133	3.58034
UTP11	-0.801838	
UTP14A	-0.0338641	
UTP15	2.02633	
UTP23	-0.042402	
UTP3	-1.16387	
UTP4	4.28686	
UTP6	2.36017	
UTRN	-1.78673	-1.38528
UTY	0.576091	
UVRAG	0.956945	-0.895411
UXS1	-0.36727	-3.17099
UXT	-3.24451	
VAC14	0.377677	
VAMP1	1.06416	-0.0802095
VAMP2	-0.914882	0.966045
VAMP7	-1.07271	-2.86161
VAMP8	-3.9592	-5.4221
VANGL1	-4.35872	-3.99623
VANGL2	-2.89447	-0.225229
VAPA	5.15086	5.74966
VAPB	-0.302131	-1.76069
VARS	2.07207	
VARS2	0.734338	0.751801
VASH1	-0.895605	
VASH2	1.05201	-0.200046
VASN	0.405304	3.44412
VASP	-3.69897	
VAT1	0.298235	-0.51971
VAT1L	-1.46145	-2.53663
VAV1	-1.55373	-1.62399
VAV2	-2.8186	-3.1744
VAV3	-0.659995	-2.50945
VAX1	1.79148	2.26761
VBP1	-1.84998	-3.19584
VCAN	-4.59619	
VCL	0.979835	-0.518633
VCP	-0.433738	
VCPIP1	1.49128	
VCPKMT	1.76213	-0.0703841
VCX	0.120017	0.243163
VCX2	0.545056	0.916678
