gene	dk_thinning_Z	hcp_thinning_Z
SLC38A5	-0.624536	-1.44057
SLC38A6	2.08324	
SLC38A8	0.0607272	
SLC38A9	1.73154	
SLC39A10	2.994	1.06303
SLC39A11	-0.0619042	-1.29332
SLC39A12	-0.901403	2.58409
SLC39A13	1.98108	1.4298
SLC39A14	1.22859	-0.220744
SLC39A3	1.87796	
SLC39A4	-0.309316	0.153507
SLC39A6	-1.05166	-1.27744
SLC39A7	-1.62832	-3.16843
SLC39A8	0.63499	0.425741
SLC3A1	1.47428	
SLC3A2	-4.60357	
SLC40A1	-2.6246	-0.515507
SLC41A1	-1.55949	
SLC41A2	4.08064	
SLC43A1	1.12487	
SLC43A2	1.75931	
SLC44A2	-2.38088	
SLC44A3	-1.78224	0.728802
SLC44A5	1.49482	3.0227
SLC45A1	2.54087	4.2972
SLC45A3	0.401619	-2.59739
SLC45A4	2.20621	1.48108
SLC46A1	-2.41952	-2.2377
SLC46A3	0.595466	-1.50391
SLC47A1	0.889611	-0.941893
SLC49A3	1.9591	-0.533605
SLC4A10	2.17469	3.00298
SLC4A11	-4.05991	-2.51237
SLC4A2	-1.4703	-2.20144
SLC4A3	-2.14546	-1.91208
SLC4A4	-1.61689	1.64521
SLC4A7	-1.88728	-0.818897
SLC4A8	2.42859	1.74683
SLC4A9	0.0597639	-0.459155
SLC50A1	-1.04174	
SLC52A2	-1.17464	-2.05587
SLC5A11	0.734142	-1.90102
SLC5A12	-1.43812	
SLC5A2	-2.55726	
SLC5A4	1.32344	1.97976
SLC5A6	1.13336	0.560647
SLC6A10P	-2.71004	
SLC6A12	-0.15855	0.515138
SLC6A13	2.98067	1.47587
SLC6A15	-0.987327	-1.31935
SLC6A16	-2.13514	0.486083
SLC6A17	3.23919	5.03947
SLC6A19	-1.82306	
SLC6A20	3.04033	0.848478
SLC6A6	1.1244	-0.46404
SLC6A7	3.68283	
SLC6A8	-1.30603	-1.11873
SLC7A1	-0.697171	-2.83925
SLC7A11	-2.11739	0.4525
SLC7A14	0.0850205	-2.507
SLC7A2	0.919452	
SLC7A4	0.168389	-0.0348645
SLC7A5	0.926181	
SLC7A5P2	1.30089	-0.128716
SLC7A6	0.0814126	
SLC7A6OS	-1.02484	-1.80424
SLC7A7	-4.71807	-4.06481
SLC7A8	2.44853	1.19139
SLC8A1	1.0957	-0.268037
SLC8A2	0.746316	0.882039
SLC8A3	-0.651943	0.921528
SLC8B1	-2.54414	-3.12756
SLC9A1	1.67695	-0.0533458
SLC9A3R2	-0.164513	0.327703
SLC9A5	1.3194	-0.325621
SLC9A6	3.43251	3.01342
SLC9A7	-0.342839	-2.91009
SLCO1C1	-1.34228	1.62813
SLCO2A1	3.09195	1.87937
SLCO3A1	-0.44083	-2.99244
SLCO4A1	2.36004	1.77071
SLCO4C1	2.41402	4.06643
SLF1	2.79077	4.52458
SLFN11	-2.86516	-1.86613
SLFN5	0.166178	-0.688216
SLFNL1	0.175814	
SLIRP	-1.328	-1.29371
SLIT1	-0.712008	-1.04538
SLIT2	0.98723	-1.07972
SLIT3	-1.90191	-1.54937
SLITRK1	2.9485	0.613104
SLITRK2	0.405413	
SLITRK3	2.4977	3.18311
SLITRK4	2.81931	
SLITRK5	4.75683	
SLITRK6	-3.00332	-1.89635
SLK	1.31074	
SLMAP	0.238675	
SLN	0.481478	0.325927
SLTM	0.949692	-0.562966
SLU7	4.19587	3.09389
SLX4	1.2885	
SMAD1	0.0909748	1.34931
SMAD2	-1.74872	-0.514702
SMAD3	-0.271784	-0.26934
SMAD4	-1.04269	
SMAD5	-4.50649	
SMAD6	-0.538752	-0.526629
SMAD7	0.0570615	-1.29297
SMAD9	-2.27169	-2.54234
SMAP1	-2.18699	-4.00688
SMAP2	1.46437	
SMARCA1	-0.59429	1.583
SMARCA5	4.12115	4.00061
SMARCAD1	0.251081	
SMARCAL1	3.64739	
SMARCC1	-1.43896	
SMARCC2	0.877344	2.21867
SMARCD1	-0.210427	
SMARCD2	0.747606	0.299398
SMARCD3	-1.92563	-1.21025
SMARCE1	-1.64992	0.375318
SMC1A	5.84456	4.74004
SMC2	1.15934	0.892225
SMC4	-3.44093	
SMC5	2.62421	
SMC6	-1.83223	
SMCHD1	-0.497539	0.0410093
SMCO2	3.77126	4.5224
SMCO4	0.178317	-0.0362877
SMG7	3.90139	
SMG8	0.900277	
SMG9	0.167273	-0.0321028
SMIM1	-0.595384	
SMIM10	-2.49009	-4.85586
SMIM10L1	-0.305969	-3.12744
SMIM10L2A	-0.995287	-0.336355
SMIM10L2B	-0.665081	-0.100788
SMIM12	2.77629	1.23806
SMIM13	2.16534	1.56604
SMIM14	-2.24385	-1.39469
SMIM19	-0.266152	1.15118
SMIM2-AS1	-0.114576	
SMIM20	-1.97063	
SMIM24	3.69624	5.37189
SMIM27	-1.70972	-1.39144
SMIM29	-0.579381	-0.79866
SMIM3	-0.0130064	-0.42658
SMIM30	-4.24968	-2.24861
SMIM32	-0.559512	-3.23884
SMIM37	0.265779	-1.60302
SMIM4	-2.05047	-3.04698
SMIM6	0.166973	-2.72332
SMIM7	-1.78768	
SMIM8	2.03655	
SMKR1	0.801926	0.268031
SMO	-2.22954	0.677873
SMOC1	-5.15114	-6.26921
SMOC2	-0.439107	0.192205
SMOX	-4.8372	
SMPD1	0.714181	
SMPD2	1.2894	-0.468683
SMPD3	-1.40259	-1.13016
SMPDL3B		-0.923223
SMPX	3.58604	3.45931
SMS	-0.153301	
SMTN	-1.17652	-0.710589
SMU1	2.28479	
SMUG1	0.902118	-0.16653
SMYD2	0.121412	-2.45719
SMYD3	0.456116	-0.971976
SMYD4	2.83248	
SNAI1	2.70444	
SNAI2	-0.840105	-0.794218
SNAI3-AS1	-0.571479	-0.0632673
SNAP25	-1.02783	-0.120564
SNAP29	-2.37665	
SNAP91	1.35343	-0.042226
SNAPC2	4.89682	
SNAPC4	2.0456	
SNAPC5	-0.6083	-0.136291
SNAPIN	-1.60168	
SNCA	0.0842013	0.544765
SNCAIP	-0.36304	
SNCB	2.50818	2.21841
SNCG	-1.9766	-2.9368
SND1	1.85532	3.17654
SND1-IT1	2.34843	4.79435
SNED1	-1.95538	
SNHG1	-0.0139442	-1.56677
SNHG10	1.97865	3.92054
SNHG14	1.67046	2.07002
SNHG16	-1.73529	
SNHG17	-2.04784	-1.96294
SNHG18	-1.00872	-5.21873
SNHG19	-0.435589	1.92958
SNHG20	0.800448	
SNHG21	0.166703	2.36341
SNHG5	-3.89482	
SNHG7	1.63355	1.6333
SNHG8	-0.498657	0.711144
SNN	-0.173037	-2.62812
SNORC	2.2055	2.47854
SNPH	-1.96377	
SNRK	-0.389308	
SNRNP25	-0.0560973	-1.69349
SNRNP27	-0.893087	-0.133373
SNRNP35	2.54233	1.88869
SNRNP40	0.759028	
SNRNP48	-1.64333	-1.92016
SNRPA1	-0.176643	
SNRPB2	-2.57599	-3.21919
SNRPC	-2.32921	
SNRPD3	-2.74163	-2.66063
SNRPG	-2.0784	
SNTA1	-1.51773	0.534262
SNTB1	-2.33777	-0.445275
SNTB2	3.31583	0.976356
SNTG1	3.28181	2.79267
SNTG2	-0.600041	-1.33856
SNUPN	0.238988	0.124899
SNW1	-0.824664	
SNX1	-1.43251	-3.83468
SNX10	1.55598	1.2496
SNX12	1.97732	
SNX13	0.11094	0.488574
SNX16	4.50547	2.96948
SNX2	-1.1995	-1.13919
SNX20	-0.613355	
SNX21	1.72118	-0.34719
SNX24	-0.604185	-3.21087
SNX25	1.05569	1.41119
SNX27	1.22033	-0.30223
SNX29	0.0451385	
SNX29P2	0.768098	
SNX3	-0.687574	-0.195028
SNX30	2.73472	
SNX32	1.01882	
SNX33	0.45356	
SNX4	1.14658	
SNX6		-2.03972
SNX7	-0.965382	0.261223
SNX8	-0.177217	2.76656
SNX9	1.3681	1.2677
SOAT1	1.35779	0.164453
SOBP	-1.13308	0.94525
SOCS2	-1.82036	-4.43768
SOCS4	0.646858	
SOCS5	4.14847	4.77473
SOCS7	-0.101712	0.91926
SOD1	-1.1001	-1.90016
SOD2	0.787001	-1.25469
SOD3	-3.25261	-1.11376
SOGA1	-1.82712	0.0479063
SOGA3	0.893548	-0.442059
SOHLH1	2.32541	1.64843
SON	1.01173	
SORBS1	0.0494418	0.251876
SORBS2	-1.84383	-1.04068
SORBS3	0.0910034	0.884686
SORCS1	1.15588	0.164751
SORCS2	-0.335429	0.0740133
SORCS3	0.894222	0.979361
SORL1	2.0895	0.921457
SORT1	0.781568	-1.50248
SOS1	-1.85276	
SOST	1.66555	0.664001
SOSTDC1	0.800706	-1.81845
SOWAHA	-1.22944	-0.226061
SOWAHB	5.68799	6.58476
SOWAHC	-5.02874	-3.07045
SOWAHD	-1.91082	-2.59878
SOX11	-1.75693	-0.917916
SOX12	3.35891	
SOX15	-0.258369	3.82936
SOX17	-0.203213	-0.889269
SOX2	-1.97738	
SOX2-OT		-3.29982
SOX21	-2.15411	
SOX3	-2.48968	-1.21343
SOX4	-0.726368	0.520909
SOX5	-1.97029	-4.10473
SOX6	-1.14699	
SOX7	-0.904746	
SOX9	-1.55134	
SOX9-AS1	-1.37721	0.170484
SP1	-0.78505	
SP100	-1.11912	
SP110	-4.67886	
SP3	3.57184	3.71126
SP5	-1.19291	-1.24332
SP6	-0.223364	
SP9	1.23145	-0.405699
SPA17	-4.69214	-3.7786
SPACA3	-3.04353	
SPACA6	1.37512	1.13509
SPACA9	1.15202	1.54158
SPAG16	-0.978562	-0.54805
SPAG4	1.925	1.66
SPAG5	1.81117	1.06547
SPAG9	1.86587	0.560679
SPARC	-4.58844	-5.11568
SPARCL1	0.00602476	0.831948
SPART	0.582161	-0.0497381
SPAST	-2.87257	
SPATA1	-1.68142	-1.08346
SPATA13	-1.87785	-3.37341
SPATA18	-1.72917	-5.12156
SPATA2	5.10381	
SPATA20	0.0119515	0.236159
SPATA22	1.16268	0.391831
SPATA24	-0.442319	
SPATA33	-2.02081	-1.4434
SPATA4	-1.39613	0.980609
SPATA5	-0.179264	
SPATA5L1		0.80681
SPATA6	-1.04456	-0.921429
SPATA7	-3.16754	-1.18037
SPATC1L	-0.275682	1.29925
SPATS2	2.31087	
SPATS2L	1.49747	3.77201
SPCS2	-0.918796	-1.85562
SPCS3	2.55705	-0.177741
SPDEF	2.20238	2.51004
SPDL1	-0.520663	0.917652
SPDYE5	2.41654	3.91439
SPECC1	1.29511	-0.0862721
SPECC1L	1.5223	0.509272
SPEF2	-1.16559	-1.309
SPEG	0.536313	1.19365
SPEM1	-1.47464	
SPEN	1.20194	
SPHK1	-0.0446461	-2.49008
SPHK2	1.32222	-0.327351
SPHKAP	-2.76332	-3.86
SPIB	1.27621	-0.219655
SPICE1	1.55026	3.02581
SPIDR	-1.12456	-0.188643
SPIN3	2.19809	4.29465
SPIN4	-1.29791	-0.569439
SPINK2	-0.36067	0.212865
SPINK8	-1.27151	-4.47004
SPINT2	1.26111	1.83897
SPIRE1	0.656038	
SPIRE2	0.906977	
SPNS2	0.128172	-0.121269
SPNS3	-2.80877	
SPOCD1	2.03356	1.4015
SPOCK1	1.35447	
SPOCK2	0.10715	
SPOCK3	-0.194779	-0.658382
SPON1	-2.42155	
SPON2	1.61796	1.70511
SPOP	0.176767	
SPOPL	0.821614	0.327272
SPP1	-0.696771	-3.97086
SPPL3	0.112915	0.824033
SPR	0.806009	-0.434035
SPRED1	-1.13985	-0.107439
SPRN	3.07044	2.82814
SPRR2E	-1.10126	
SPRR2G	-0.602052	-0.93379
SPRTN	1.36288	2.6497
SPRY1	-0.339736	-0.700844
SPRY3	0.372654	
SPRY4	2.28725	2.70632
SPRYD3	1.94138	
SPRYD4	-1.68484	
SPRYD7	0.358783	
SPSB1	1.3507	0.190604
SPSB2	0.421196	
SPSB3	3.51972	4.71364
SPSB4	-2.93814	
SPTB	-0.747755	-0.496863
SPTBN4	2.50288	3.25616
SPTBN5	1.55058	0.60917
SPTLC1	-1.38191	
SPTSSA	-3.37934	-1.80108
SPTSSB	2.37501	2.21162
SPTY2D1	-1.61543	
SPX	-1.88657	
SQLE	-0.566723	-2.48108
SQOR	-3.14592	-5.23289
SRA1	2.75513	1.66068
SRARP	1.16031	0.172878
SRD5A1	-1.37304	-4.01627
SRD5A3	-0.927097	-3.08764
SREBF1	-3.34895	-0.443412
SREBF2	-1.39111	
SREK1	2.24373	3.52817
SREK1IP1	-0.737602	0.489451
SRF	1.22355	
SRFBP1	0.174188	0.206773
SRGAP1	-1.87849	-0.417357
SRGAP2	-0.00317599	-0.925054
SRGAP2B	-0.583276	
SRGAP3	-0.044281	
SRGN	-4.65036	-5.5091
SRI	-1.19782	0.381446
SRM	-1.2546	-0.750937
SRP14-AS1	-0.991496	-0.825527
SRP19	-0.0225632	
SRP9	-1.92509	-1.99805
SRPK1	3.74545	2.43391
SRPK3	2.27666	
SRPRA	2.02669	0.425153
SRPRB	2.23502	
SRPX	-1.43675	-1.06179
SRR	-1.13996	-0.138542
SRRD	-0.958118	-0.804595
SRRM1		0.677453
SRRM3	-1.103	-0.465503
SRRM4	2.49557	2.53779
SRSF1	2.06235	3.58372
SRSF11	0.240395	-0.0569085
SRSF12	0.557839	1.25238
SRSF5	0.142132	
SRSF6	-0.915205	
SRSF7	-0.505343	
SRSF8	2.56915	0.593425
SRXN1	2.12029	0.307681
SS18L1	1.3852	
SSBP1	-1.42774	-2.14514
SSBP2	-1.10405	-0.780243
SSBP3	0.286425	0.6806
SSBP4	-3.12197	-1.1091
SSC4D	-1.36636	-1.99245
SSC5D	-2.7552	-1.64153
SSH2	-0.0728764	
SSH3	2.27238	3.55356
SSNA1	0.253523	
SSPN	-3.09788	
SSR1	1.76609	
SSR3	-2.21244	
SSR4	-0.850479	-0.537741
SSR4P1	-0.68428	-2.37096
SSRP1	2.46885	
SSSCA1	-1.37337	-1.00229
SST	-1.11854	0.25005
SSTR1	-0.781988	-0.585243
SSTR2	-0.195688	-1.54549
SSUH2	-2.64676	
SSX2IP	2.27063	2.01146
ST18		-2.10306
ST20	-1.73683	-0.517556
ST3GAL1	-0.371858	-3.48103
ST3GAL2	-1.42958	-2.40426
ST3GAL3	4.51642	3.15245
ST3GAL4	1.18292	
ST3GAL5	1.09328	0.250772
ST3GAL6	0.500603	-0.900541
ST3GAL6-AS1	0.375164	-1.8449
ST5	-1.49642	0.406814
ST6GAL1	-1.18699	-0.668291
ST6GAL2	-0.841956	1.64447
ST6GALNAC1	1.30604	-0.267813
ST6GALNAC3	-0.147921	-2.39244
ST6GALNAC5	0.610675	2.40516
ST6GALNAC6	-1.91574	-0.993092
ST7-AS1	1.74867	3.60405
ST7L	0.604391	2.54554
ST8SIA1	2.53708	1.4414
ST8SIA3	4.36045	3.67085
ST8SIA4	-0.779979	0.251299
ST8SIA5	3.71445	1.86944
STAB1	-3.43616	-3.22135
STAC2	1.63544	0.9599
STAG1	1.25492	2.02607
STAG2	-2.34122	
STAG3	-3.59309	-2.15011
STAG3L2	1.14783	1.83276
STAG3L4	1.16089	1.46867
STAG3L5P	0.0456753	
STAM	0.997525	
STAM2	0.372278	
STAMBP	-0.287927	-2.60786
STAMBPL1	5.49949	7.89838
STAP2	1.69951	
STAR	2.08874	0.758039
STARD10	0.478895	-1.20859
STARD13	1.56247	
STARD3NL	-2.35347	-3.11349
STARD4	1.9915	-0.794442
STARD5	2.06639	2.23855
STARD7	-0.419942	
STARD7-AS1	0.381221	
STARD9	0.967888	-0.483002
STAT1	-0.540619	-0.270496
STAT4	6.27139	4.725
STAT6	3.27299	2.85945
STAU1	-0.784654	
STAU2	2.41956	1.41084
STBD1	2.6032	3.15958
STC2	1.01691	
STEAP1	2.89429	5.45866
STEAP1B	2.34516	
STEAP2	3.89573	3.45293
STH	1.23161	
STIM1	-1.22568	-1.75101
STIM2	0.909824	-0.9989
STK10	-5.06098	-3.96953
STK11	3.03697	
STK11IP	1.38989	1.3833
STK16	-0.73727	
STK17A	0.0279161	0.123847
STK17B	-1.81037	1.54449
STK24	0.631593	
STK25	-0.904395	-0.0226747
STK26	0.638923	-1.97244
STK31	-2.96947	-1.01771
STK32C	0.155782	-0.386811
STK33	-3.0745	-0.774091
STK35	0.231161	
STK36	0.424583	3.55655
STK38	-0.879231	
STK38L	2.49201	3.77976
STK39	0.281454	-2.80869
STK4-AS1	-0.38259	
STK40	1.55984	1.83803
STMN1	1.08323	1.67605
STMN2	1.19761	0.00981418
STMN3	-0.935566	
STN1	2.8279	0.491475
STOM	-4.64625	-1.48926
STOML1	0.00358106	-0.0690624
STON1	-2.34576	-0.414014
STON2	-1.63083	0.56019
STOX1	-1.86788	
STOX2	0.545124	0.0209151
STPG1	2.60749	1.82392
STRADA	2.02251	1.10252
STRADB	-2.84395	
STRAP	-0.264865	-0.527874
STRBP	1.01281	1.48579
STRIP1	1.29785	0.840395
STRIP2	-2.721	-0.642836
STRN	1.54224	0.80821
STRN3	-0.120931	
STRN4	-2.30939	
STS	2.04675	1.42084
STT3B	-3.29153	-2.88624
STUB1	2.21038	
STUM	-1.24536	-1.27427
STX12	-0.201216	0.568059
STX16	0.0796562	0.163938
STX17-AS1	-1.05611	0.515285
STX18-AS1	0.994719	
STX19	3.7198	3.87193
STX1A	1.88015	2.48971
STX1B	1.31741	0.966627
STX2	-3.19051	-2.0309
STX4	-0.508825	
STX6	-1.11655	
STX7	-1.34221	0.115717
STX8	0.952048	0.926839
STXBP1	2.07864	2.993
STXBP3	-2.63489	-1.8575
STXBP4	-2.51749	-1.95227
STXBP5	2.79083	0.969514
STXBP5L	4.60156	4.09138
STXBP6	1.59529	2.88064
STYK1	0.300686	0.687009
STYXL1	-1.64702	-1.512
SUB1	-1.56909	-1.15706
SUCLA2	0.834782	
SUCLG2	-0.847079	
SUCO	-1.54391	0.107729
SUDS3	0.183787	
SUFU	-1.80783	
SUGCT	-1.74575	
SUGP2	1.24582	2.27958
SUGT1	-5.96448	
SUGT1P1	-0.108031	
SUGT1P3	-0.889585	-0.67389
SULF1	0.0159926	-0.668666
SULF2	-1.57745	-2.9831
SULT1A2	-1.03588	
SULT1C4	-2.18569	1.03781
SULT2B1	2.59727	
SULT4A1	1.70642	
SUMF1	-1.46351	-2.22267
SUMF2	0.296199	-2.06485
SUMO2	-0.762859	0.0873766
SUMO3	-1.73661	-1.45563
SUN1	1.63614	2.93559
SUPT16H	2.20386	3.43303
SUPT20H	0.68698	1.39101
SUPT3H	-1.96405	
SUPT4H1	-1.36317	
SUPT5H	3.4921	
SUPT7L	1.32486	0.664974
SUPV3L1	1.28314	
SURF1	-2.15351	
SURF2		-1.4124
SURF4	2.26038	0.383742
SURF6	0.452605	
SUSD1	-0.799317	-0.457467
SUSD2	-0.0895604	
SUSD3	-2.57652	-3.98886
SUSD4	0.880919	0.0882391
SUSD5	4.68455	3.30116
SUSD6	-1.26226	1.96874
SUV39H1	3.23131	2.54079
SUZ12	2.50201	3.22819
SV2A	0.940854	1.34391
SV2B	4.41635	3.00377
SV2C	0.938478	-0.786896
SVIP	-1.3383	-3.64119
SVOP	0.408584	-0.17154
SWAP70	-1.93778	
SWI5	-1.74161	-2.01435
SWSAP1	-1.22763	-0.287499
SWT1	5.29021	
SYAP1	-0.580188	
SYBU	2.9019	4.23613
SYCE1	4.46088	5.74631
SYCE3	-1.59411	
SYCN	-0.824421	
SYCP2	1.46152	0.853467
SYCP2L	1.37082	2.67849
SYDE2	2.81719	2.07718
SYF2	-1.67127	-0.804948
SYK	-3.4605	-5.35145
SYN1	1.71697	
SYN2	-0.112224	0.203275
SYN3	0.9914	0.518109
SYNCRIP	-1.11049	
SYNDIG1	1.89825	-0.940871
SYNDIG1L	-1.02807	
SYNE1	2.26523	2.907
SYNE2	1.02994	
SYNE4	0.416644	-1.10044
SYNGR1	3.85914	
SYNGR2		-1.99928
SYNGR3	1.70923	1.8939
SYNGR4	-0.994194	
SYNJ1	1.60837	-0.689608
SYNJ2	-0.16468	-3.9726
SYNJ2BP	-4.34003	
SYNM	3.17597	2.8387
SYNPO	-3.102	-3.78736
SYNPO2	5.09669	4.51116
SYNPR	-0.131643	1.27717
SYNRG	-0.942525	
SYP	4.47159	
SYPL1	0.259725	-1.44128
SYPL2	-1.90452	
SYT1	2.20688	1.31654
SYT10	1.72764	3.74141
SYT11	2.35224	
SYT12	2.19748	0.822975
SYT13	4.66136	5.47115
SYT14	5.5641	5.21811
SYT15	0.859697	-1.18364
SYT16	3.41728	2.00597
SYT17	-1.21484	-1.28834
SYT2	0.421544	-1.53241
SYT3	1.29291	-1.31034
SYT4	2.66858	1.46829
SYT5	2.1653	1.96137
SYT6	-2.37926	-5.80666
SYT9	0.150265	0.255426
SYTL1	-2.53252	-1.51972
SYTL2	-1.53309	0.235902
SYTL3	-2.02475	-5.64313
SYTL4	-1.37235	1.41925
SYTL5	-0.925433	-0.56977
SZRD1	-3.70591	-1.44392
SZT2	1.20457	2.11343
TAB2	0.167594	2.89225
TAB3	2.2784	1.26755
TAC1	-1.21648	-1.38501
TAC3	0.528834	2.61312
TACC1	0.448227	-1.06331
TACC2	-1.38106	
TACC3	0.348783	-1.41677
TACR2	-0.889528	-0.488934
TADA1	0.362224	1.84624
TADA2A	3.37776	3.32154
TADA2B	-0.11805	0.796715
TAF10	-2.26816	-1.48468
TAF11	0.0908274	
TAF12	-0.844047	-0.376158
TAF13	0.902393	-1.84951
TAF1A	0.880742	1.64532
TAF1B	-2.13847	
TAF1C	2.18841	2.30836
TAF1D	1.80129	2.81895
TAF2	0.392978	
TAF3	-0.0321346	-0.674874
TAF4B	1.87245	2.13346
TAF5	1.99455	
TAF5L	0.38327	0.103566
TAF6	-0.715055	
TAF7L	-1.85525	
TAF8	0.235685	
TAF9B	-1.28707	-0.0708969
TAGLN2	-3.38875	-2.54231
TAGLN3	-1.14682	-0.927208
TALDO1	-3.57925	-3.85745
TAMM41	-0.31515	-0.134893
TANC1	-0.520768	-2.01998
TANC2	-0.463916	
TANGO2	-0.909494	-0.893712
TANGO6	0.634937	0.802593
TANK	-0.530845	
TAOK1	0.833751	0.739908
TAOK2	3.1245	
TAP1	-2.12744	-1.25928
TAP2	-1.82525	
TAPBP	2.21829	
TAPT1	2.27157	1.55044
TARBP1	3.16442	3.45147
TARBP2	1.5453	
TARDBP	1.89941	1.6561
TARS	-0.193743	
TARSL2	-0.119654	-2.79432
TAS2R10	2.80323	4.21805
TAS2R13	0.947237	0.925818
TAS2R14	1.81314	3.31061
TAS2R19	0.944844	
TAS2R20	2.69787	
TAS2R30	1.45217	2.61227
TAS2R31	1.54451	2.63936
TAS2R4	3.30911	
TAS2R43	1.74428	3.21133
TAS2R45	1.53113	3.19518
TAS2R5	1.90697	3.75044
TAS2R50	2.31596	3.13462
TASP1	4.58894	5.86229
TATDN1	-1.32834	-2.65831
TATDN2	0.512068	
TATDN3	-1.5333	
TAX1BP1	1.42099	-0.175126
TAZ	1.85097	1.55172
TBC1D1	4.48504	2.56135
TBC1D10A	-0.886146	-0.141757
TBC1D10C	-2.65039	-3.23697
TBC1D12	-0.566096	-1.65524
TBC1D13	-0.905677	0.600473
TBC1D14	-1.46388	-0.70496
TBC1D15	2.78007	1.65461
TBC1D16	0.129008	-0.8492
TBC1D17	-1.64876	
TBC1D19	1.16173	0.377929
TBC1D2	0.191243	
TBC1D22A	0.68231	1.14724
TBC1D24	0.801748	2.62
TBC1D26	-1.2458	-0.171624
TBC1D2B	-0.923728	
TBC1D30	0.778244	-0.0522248
TBC1D31	-3.80431	-2.67219
TBC1D3P2	-1.50181	
TBC1D3P5	-1.58499	
TBC1D4	1.23553	-0.202914
TBC1D8	0.570983	-1.6439
TBC1D8B	0.464848	-1.57823
TBC1D9	2.33658	0.517676
TBC1D9B	-1.65187	-2.57488
TBCA	-1.84853	-1.63114
TBCB	0.408301	0.420498
TBCC	0.775907	
TBCD	-1.70076	
TBCE	1.22548	-0.150781
TBCEL	1.71885	1.86313
TBL1X	-4.13162	-2.58463
TBL1Y	-3.63988	-2.29062
TBL2	0.938949	0.610487
TBPL1	-0.807219	
TBR1	1.70236	1.71364
TBRG1	1.67398	-0.75188
TBRG4	3.21848	
TBX1	0.576279	
TBX19	-4.55382	-3.70492
TBX2	0.717878	-0.0521561
TBX2-AS1	-0.910445	-0.77664
TBX3	1.11247	-0.509056
TBXA2R	-1.42558	0.500243
TBXAS1	-3.00203	
TC2N	2.04453	1.29474
TCAF1	1.70436	
TCAIM	-0.0424872	
TCAM1P	2.42442	
TCAP	0.89355	1.19014
TCEA2	2.23738	
TCEA3	-0.829226	0.27736
TCEAL1	0.802621	
TCEAL2	-1.08112	
TCEAL7	0.912098	
TCEAL9	-0.598095	1.87077
TCERG1	1.42565	1.59636
TCERG1L	4.27204	3.83222
TCF20	-0.0818297	
TCF4	0.0481806	
TCF7L1	-2.07637	0.238245
TCF7L2	4.10477	6.43675
TCFL5	-0.946975	-0.560069
TCHH	1.34818	-0.834357
TCHP	0.716237	0.500083
TCIM	3.41128	4.13795
TCN2	-0.396968	
TCOF1	3.41813	1.78105
TCP1	-0.9357	
TCTA	-0.832502	-2.11264
TCTE1	-2.19797	-0.941719
TCTEX1D1	1.83689	-0.00701484
TCTEX1D2	-1.98514	
TCTN1	-0.904892	1.68002
TCTN2	2.84736	4.81558
TDG	3.06049	3.47491
TDO2	0.90498	
TDP2	0.233382	0.978751
TDRD1	3.15478	3.87719
TDRD10		-1.12966
TDRD3	0.140347	-0.40271
TDRD6	0.393431	-0.396543
TDRD7	3.22787	3.7619
TDRD9	-1.08089	-1.24535
TDRKH	1.3944	1.16481
TEAD1	-2.62511	
TEAD3	-3.81854	
TEAD4	1.76685	
TECPR2	-0.491103	0.478275
TECR	-0.354004	
TECTA	-0.0615853	-1.34458
TEDC1	0.281617	
TEDC2	3.95299	2.55487
TEF	-1.35975	
TEFM	-2.03532	
TEK	-1.42436	0.142539
TEKT2	-0.377955	0.103036
TEKT4	-0.437003	-2.44126
TEKT5	-2.3136	
TENM1	-3.90732	-2.47405
TENM2	0.353502	2.19561
TENM3	-0.192663	1.14339
TENM4	-0.641099	-3.39811
TEPSIN	0.944521	0.297246
TERF1	-1.14692	0.454018
TERF2	2.93318	
TERF2IP	1.46163	1.3714
TES	-0.172172	-1.72875
TESC	0.247975	-1.92724
TESPA1	3.55486	1.82462
TET1	1.8815	
TET2	-2.27133	
TET3	2.35056	
TEX26	0.641618	0.0283098
TEX261	-0.0261141	
TEX264	1.12795	
TEX29	4.08782	3.3346
TEX30	3.65512	4.69209
TEX47	2.54929	2.29446
TEX9	-1.64984	0.435532
TF	-0.065785	-2.55188
TFAM	1.88767	1.30897
TFAP2C	-0.649195	
TFAP2E	3.00579	
TFB1M	1.23847	
TFB2M	2.08928	1.3094
TFDP1	0.0441211	
TFDP2	-1.08439	-3.66085
TFEB	0.292911	-1.02475
TFEC	-2.21324	-1.98806
TFIP11	1.23685	
TFPT	-0.369587	1.2277
TFRC	-0.16555	-0.929743
TG	-2.64171	-6.52665
TGFB1	-2.56905	
TGFBI	-0.462253	-0.377394
TGFBR1	-0.266848	-2.25513
TGFBR3L	1.35668	1.28526
TGFBRAP1	4.82547	3.95125
TGM1	2.11731	1.19609
TGM2	0.94389	0.888854
TGOLN2	1.92286	1.18737
THAP1	0.295633	
THAP10	1.8892	0.818389
THAP12	-0.139915	
THAP2	1.00666	
THAP3	2.18012	
THAP6	-1.17625	
THAP7	4.26255	
THAP8	0.648283	0.568599
THBD	0.534539	0.438096
THBS3	2.15388	2.92668
THBS4	-4.33976	-8.21957
THEM4	1.85538	0.175732
THEM5	0.960942	0.855583
THEM6	2.28636	0.182802
THEMIS	1.6019	-0.537514
THEMIS2	0.574019	-1.36939
THG1L	-0.443073	-0.221318
THNSL1	0.774334	
THNSL2	-0.792229	0.170175
