gene	dCT + CT|DK	dCT alone|DK	CT + dCT + T1T2 + dT1T2|DK	dCT + CT|HCP	dCT alone|HCP
SNX1	-1.96966	-1.43251	-1.84602	-4.53644	-3.83468
SNX10	3.70937	1.55598	3.88834	2.23879	1.2496
SNX12	1.99166	1.97732	1.45834		
SNX13	2.39732	0.11094	2.70487	0.813253	0.488574
SNX16	3.87138	4.50547	6.12538	2.7133	2.96948
SNX2	1.19867	-1.1995	-0.451705	-0.224248	-1.13919
SNX20	-3.38609	-0.613355	-1.38407		
SNX21	1.03889	1.72118	2.12218	-0.810429	-0.34719
SNX24	-0.998843	-0.604185	-2.08327	-4.37336	-3.21087
SNX25	0.597795	1.05569	2.65356	0.666421	1.41119
SNX27	0.440735	1.22033	0.279041	-0.874533	-0.30223
SNX29	-1.95265	0.0451385	-0.784115		
SNX29P2	-0.388232	0.768098	-1.24231		
SNX3	2.06215	-0.687574	0.0824122	0.932779	-0.195028
SNX30	2.48833	2.73472	3.44361		
SNX32	4.09137	1.01882	3.1264		
SNX33	1.35195	0.45356	1.10837		
SNX4	1.79983	1.14658	1.07214		
SNX6				-1.77502	-2.03972
SNX7	1.18675	-0.965382	0.45445	2.3716	0.261223
SNX8	-0.53329	-0.177217	-0.396083	2.04121	2.76656
SNX9	-0.0594748	1.3681	0.323378	0.889532	1.2677
SOAT1	-0.0265112	1.35779	1.14082	-0.920105	0.164453
SOBP	-0.0480666	-1.13308	-0.285216	1.96847	0.94525
SOCS2	-3.14004	-1.82036	-1.97178	-3.41993	-4.43768
SOCS4	-1.37101	0.646858	0.145481		
SOCS5	3.54456	4.14847	3.03922	4.22228	4.77473
SOCS7	1.39018	-0.101712	2.12975	2.02835	0.91926
SOD1	0.394252	-1.1001	-0.941159	-1.12195	-1.90016
SOD2	-0.14339	0.787001	0.595147	-1.74069	-1.25469
SOD3	-1.95901	-3.25261	-1.65965	-0.584034	-1.11376
SOGA1	-1.10302	-1.82712	-1.22995	0.250277	0.0479063
SOGA3	-0.914502	0.893548	-0.0826346	-1.25561	-0.442059
SOHLH1	1.41385	2.32541	4.12597	1.23479	1.64843
SON	-0.390194	1.01173	-0.149287		
SORBS1	-4.3592	0.0494418	-1.82402	-0.956743	0.251876
SORBS2	-0.477546	-1.84383	-2.27123	-0.538553	-1.04068
SORBS3	-4.34589	0.0910034	-2.36407	-0.415017	0.884686
SORCS1	-0.17211	1.15588	-0.370938	-0.567494	0.164751
SORCS2	1.23456	-0.335429	2.73022	0.909574	0.0740133
SORCS3	1.48892	0.894222	1.98703	1.02981	0.979361
SORL1	1.21765	2.0895	2.66616	0.338551	0.921457
SORT1	-0.529837	0.781568	-0.414724	-2.88176	-1.50248
SOS1	-1.81979	-1.85276	-0.467959		
SOST	0.271558	1.66555	-0.260158	-0.11159	0.664001
SOSTDC1	-0.0242042	0.800706	-0.127863	-1.57932	-1.81845
SOWAHA	0.208078	-1.22944	-1.47832	0.592859	-0.226061
SOWAHB	7.43307	5.68799	6.81448	6.78393	6.58476
SOWAHC	-4.10114	-5.02874	-4.35571	-2.57551	-3.07045
SOWAHD	-0.976646	-1.91082	-1.91534	-2.02047	-2.59878
SOX11	-0.64793	-1.75693	-0.73893	-0.114772	-0.917916
SOX12	2.49206	3.35891	3.30116		
SOX15	-0.912605	-0.258369	-0.482764	3.11429	3.82936
SOX17	-1.72678	-0.203213	-1.72048	-1.52864	-0.889269
SOX2	-1.29696	-1.97738	-1.02519		
SOX2-OT				-4.00604	-3.29982
SOX21	-1.64954	-2.15411	-1.51435		
SOX3	-1.52702	-2.48968	-0.313702	-0.77394	-1.21343
SOX4	0.263954	-0.726368	-0.255053	1.64868	0.520909
SOX5	-0.165463	-1.97029	-1.38273	-2.60845	-4.10473
SOX6	-0.902798	-1.14699	-0.80083		
SOX7	-4.43407	-0.904746	-2.79891		
SOX9	-0.591915	-1.55134	-0.802383		
SOX9-AS1	0.214544	-1.37721	0.149008	1.16203	0.170484
SP1	-2.41238	-0.78505	-1.41294		
SP100	-0.0432274	-1.11912	-0.866832		
SP110	-4.85894	-4.67886	-3.98702		
SP3	2.94911	3.57184	3.87206	3.01633	3.71126
SP5	1.4496	-1.19291	0.465107	-0.359492	-1.24332
SP6	-0.712396	-0.223364	-0.373859		
SP9	-0.524215	1.23145	-2.03556	-0.956799	-0.405699
SPA17	-4.25409	-4.69214	-6.23554	-3.3652	-3.7786
SPACA3	-2.62988	-3.04353	-2.34219		
SPACA6	-0.767058	1.37512	0.00389205	0.327374	1.13509
SPACA9	4.47235	1.15202	3.66479	3.64003	1.54158
SPAG16	-3.40085	-0.978562	-2.63982	-2.23476	-0.54805
SPAG4	0.43644	1.925	1.49185	1.05293	1.66
SPAG5	0.957258	1.81117	0.569071	0.591678	1.06547
SPAG9	0.867788	1.86587	0.187729	0.218532	0.560679
SPARC	-3.72712	-4.58844	-2.69023	-4.55199	-5.11568
SPARCL1	-0.797957	0.00602476	-0.632132	0.487152	0.831948
SPART	-1.86027	0.582161	-2.50826	-1.14585	-0.0497381
SPAST	-1.97385	-2.87257	-1.40159		
SPATA1	-0.362283	-1.68142	0.00708404	-0.758714	-1.08346
SPATA13	-1.67362	-1.87785	-1.05072	-3.12389	-3.37341
SPATA18	-0.217801	-1.72917	-0.766127	-3.68659	-5.12156
SPATA2	4.51298	5.10381	3.19438		
SPATA20	2.32607	0.0119515	2.55423	1.23403	0.236159
SPATA22	0.288506	1.16268	-0.749589	-0.06459	0.391831
SPATA24	1.00551	-0.442319	0.163011		
SPATA33	-0.778325	-2.02081	-1.56143	-0.838185	-1.4434
SPATA4	-0.0204965	-1.39613	-1.34851	2.20991	0.980609
SPATA5	-1.21963	-0.179264	-0.88874		
SPATA5L1				0.941821	0.80681
SPATA6	-2.11918	-1.04456	-1.73344	-1.39871	-0.921429
SPATA7	-4.43308	-3.16754	-4.54361	-1.62597	-1.18037
SPATC1L	2.53799	-0.275682	1.73458	4.44136	1.29925
SPATS2	3.17211	2.31087	2.07208		
SPATS2L	2.42087	1.49747	3.5795	4.55727	3.77201
SPCS2	-0.182394	-0.918796	-0.692422	-1.45272	-1.85562
SPCS3	3.92218	2.55705	2.67451	0.381231	-0.177741
SPDEF	2.20424	2.20238	2.31872	2.28374	2.51004
SPDL1	0.189249	-0.520663	0.509568	1.44973	0.917652
SPDYE5	1.35953	2.41654	2.27389	2.7744	3.91439
SPECC1	-0.731912	1.29511	-0.102932	-1.71208	-0.0862721
SPECC1L	0.466982	1.5223	1.80375	-0.0813083	0.509272
SPEF2	-4.37665	-1.16559	-3.50026	-2.86116	-1.309
SPEG	0.0809951	0.536313	-0.505579	1.14318	1.19365
SPEM1	-1.56612	-1.47464	-1.10963		
SPEN	-0.236783	1.20194	-0.288437		
SPHK1	-1.22413	-0.0446461	-1.89882	-4.10859	-2.49008
SPHK2	0.311978	1.32222	1.93526	-0.917803	-0.327351
SPHKAP	-1.28975	-2.76332	-0.443497	-2.93896	-3.86
SPIB	-0.752663	1.27621	-0.617212	-1.00776	-0.219655
SPICE1	6.14747	1.55026	6.04604	5.08847	3.02581
SPIDR	-1.70451	-1.12456	-2.857	-0.719288	-0.188643
SPIN3	0.904907	2.19809	1.40139	3.61862	4.29465
SPIN4	-0.370265	-1.29791	1.11368	-0.176705	-0.569439
SPINK2	-1.29288	-0.36067	-1.80022	-0.246839	0.212865
SPINK8	-4.36114	-1.27151	-4.76808	-6.24929	-4.47004
SPINT2	5.23252	1.26111	4.56554	6.19561	1.83897
SPIRE1	-2.37596	0.656038	-1.16533		
SPIRE2	-1.16405	0.906977	-0.250933		
SPNS2	-3.43049	0.128172	-2.33315	-1.68729	-0.121269
SPNS3	-1.82113	-2.80877	-2.43474		
SPOCD1	0.848456	2.03356	-0.121925	0.774878	1.4015
SPOCK1	0.948283	1.35447	1.28969		
SPOCK2	-1.70864	0.10715	-1.96797		
SPOCK3	-0.218795	-0.194779	0.260765	-0.99212	-0.658382
SPON1	-1.84835	-2.42155	-1.10063		
SPON2	5.21482	1.61796	6.31478	2.81444	1.70511
SPOP	-0.306704	0.176767	-0.700419		
SPOPL	-1.21661	0.821614	-0.983552	-0.404507	0.327272
SPP1	-1.99955	-0.696771	-1.95483	-6.19994	-3.97086
SPPL3	4.86428	0.112915	4.53829	4.23633	0.824033
SPR	0.908312	0.806009	2.01531	-0.169822	-0.434035
SPRED1	0.391489	-1.13985	0.49608	0.815283	-0.107439
SPRN	7.73883	3.07044	6.76626	5.81321	2.82814
SPRR2E	-1.66563	-1.10126	-1.31481		
SPRR2G	1.8992	-0.602052	0.988021	0.0217207	-0.93379
SPRTN	0.114862	1.36288	0.913651	2.10517	2.6497
SPRY1	1.66145	-0.339736	2.07042	0.174026	-0.700844
SPRY3	-3.23937	0.372654	-1.77906		
SPRY4	2.6001	2.28725	4.69924	2.53571	2.70632
SPRYD3	3.06224	1.94138	2.97358		
SPRYD4	-0.27847	-1.68484	-1.52944		
SPRYD7	2.33197	0.358783	1.84238		
SPSB1	0.0690203	1.3507	1.98626	-0.474702	0.190604
SPSB2	0.517642	0.421196	1.30564		
SPSB3	2.84914	3.51972	4.21751	3.81899	4.71364
SPSB4	-2.07023	-2.93814	-1.67438		
SPTB	-3.65319	-0.747755	-3.74582	-1.30896	-0.496863
SPTBN4	1.65879	2.50288	2.0313	2.47464	3.25616
SPTBN5	0.397723	1.55058	1.12911	-0.0858542	0.60917
SPTLC1	0.39534	-1.38191	-0.0712416		
SPTSSA	-2.48234	-3.37934	-3.59354	-1.3766	-1.80108
SPTSSB	1.2993	2.37501	2.71264	2.29683	2.21162
SPTY2D1	-0.604611	-1.61543	-0.927823		
SPX	-1.13336	-1.88657	-1.36616		
SQLE	1.7042	-0.566723	1.20244	-1.72827	-2.48108
SQOR	-2.65116	-3.14592	-4.24338	-4.4655	-5.23289
SRA1	1.97116	2.75513	3.06628	1.10603	1.66068
SRARP	0.208797	1.16031	-0.110211	-0.478985	0.172878
SRD5A1	-0.147086	-1.37304	0.060063	-3.25053	-4.01627
SRD5A3	0.867362	-0.927097	-0.10004	-2.62758	-3.08764
SREBF1	-2.45897	-3.34895	-3.24001	-0.306511	-0.443412
SREBF2	-0.225345	-1.39111	-0.363487		
SREK1	1.10928	2.24373	3.30156	2.66127	3.52817
SREK1IP1	0.481686	-0.737602	-0.0627711	1.00382	0.489451
SRF	1.00947	1.22355	0.903789		
SRFBP1	-3.67841	0.174188	-3.20583	-1.18329	0.206773
SRGAP1	-1.02059	-1.87849	-0.084464	0.0712715	-0.417357
SRGAP2	-1.13268	-0.00317599	-0.842302	-1.45288	-0.925054
SRGAP2B	-1.74905	-0.583276	-0.575569		
SRGAP3	-1.26735	-0.044281	-1.41411		
SRGN	-4.99069	-4.65036	-5.61232	-5.68437	-5.5091
SRI	0.331211	-1.19782	-0.131394	1.15208	0.381446
SRM	0.801413	-1.2546	0.925418	0.236601	-0.750937
SRP14-AS1	-1.06385	-0.991496	-1.15123	-1.13189	-0.825527
SRP19	3.29966	-0.0225632	1.57141		
SRP9	-0.779113	-1.92509	-1.63087	-1.5061	-1.99805
SRPK1	2.62723	3.74545	1.96212	1.6234	2.43391
SRPK3	1.39167	2.27666	2.19054		
SRPRA	1.66922	2.02669	3.66989	0.251983	0.425153
SRPRB	2.33661	2.23502	2.31679		
SRPX	-2.61158	-1.43675	-1.11119	-1.04447	-1.06179
SRR	0.704153	-1.13996	0.0584678	0.981956	-0.138542
SRRD	1.76339	-0.958118	-0.753073	0.291943	-0.804595
SRRM1				0.172419	0.677453
SRRM3	-4.33447	-1.103	-3.97441	-1.07817	-0.465503
SRRM4	1.3973	2.49557	2.78064	1.79391	2.53779
SRSF1	0.269524	2.06235	1.77533	3.86829	3.58372
SRSF11	-2.27881	0.240395	-2.86445	-0.747802	-0.0569085
SRSF12	4.56725	0.557839	5.40071	3.41041	1.25238
SRSF5	-1.12194	0.142132	-0.603031		
SRSF6	-2.01744	-0.915205	-1.32227		
SRSF7	-1.40539	-0.505343	-1.92914		
SRSF8	0.844538	2.56915	0.000518161	-0.592367	0.593425
SRXN1	1.10698	2.12029	2.36557	-0.231872	0.307681
SS18L1	0.180941	1.3852	0.924754		
SSBP1	0.176354	-1.42774	-0.710185	-1.40476	-2.14514
SSBP2	-1.45117	-1.10405	-1.53441	-0.58277	-0.780243
SSBP3	-1.95678	0.286425	-1.47357	-0.0551273	0.6806
SSBP4	-2.18933	-3.12197	-2.74636	-0.706135	-1.1091
SSC4D	0.165019	-1.36636	0.280969	-1.10543	-1.99245
SSC5D	-1.69116	-2.7552	-1.61333	-1.01786	-1.64153
SSH2	0.977657	-0.0728764	0.649664		
SSH3	0.80036	2.27238	3.8383	3.47334	3.55356
SSNA1	-0.397841	0.253523	-1.48445		
SSPN	-2.59674	-3.09788	-2.58153		
SSR1	1.52893	1.76609	2.70229		
SSR3	-0.973324	-2.21244	-1.26664		
SSR4	2.21599	-0.850479	0.258951	0.380724	-0.537741
SSR4P1	0.87473	-0.68428	0.647514	-1.65548	-2.37096
SSRP1	2.56441	2.46885	2.8374		
SSSCA1	0.984066	-1.37337	-0.0885468	0.112391	-1.00229
SST	1.38365	-1.11854	1.33199	2.20812	0.25005
SSTR1	3.82392	-0.781988	4.19811	2.14149	-0.585243
SSTR2	2.59429	-0.195688	2.09223	-0.367377	-1.54549
SSUH2	-1.56863	-2.64676	-2.10996		
SSX2IP	1.18567	2.27063	2.01565	1.25002	2.01146
ST18				-2.60237	-2.10306
ST20	-0.620876	-1.73683	-0.87302	0.657526	-0.517556
ST3GAL1	-0.0106958	-0.371858	0.271886	-3.03123	-3.48103
ST3GAL2	-3.91643	-1.42958	-3.161	-3.391	-2.40426
ST3GAL3	3.06006	4.51642	2.8941	2.46315	3.15245
ST3GAL4	0.436314	1.18292	-0.102789		
ST3GAL5	-0.736199	1.09328	0.218445	-1.12501	0.250772
ST3GAL6	-3.93517	0.500603	-5.48239	-3.30807	-0.900541
ST3GAL6-AS1	-3.44473	0.375164	-6.30098	-5.10957	-1.8449
ST5	0.634349	-1.49642	1.19654	1.85847	0.406814
ST6GAL1	0.169129	-1.18699	-0.609374	0.00284343	-0.668291
ST6GAL2	-1.07126	-0.841956	-2.24632	1.7523	1.64447
ST6GALNAC1	-0.142167	1.30604	0.266337	-1.24954	-0.267813
ST6GALNAC3	-0.232531	-0.147921	0.315301	-2.87418	-2.39244
ST6GALNAC5	6.18251	0.610675	5.5441	6.32738	2.40516
ST6GALNAC6	-0.838262	-1.91574	-1.3217	-0.152022	-0.993092
ST7-AS1	2.17903	1.74867	2.50439	3.42525	3.60405
ST7L	-1.112	0.604391	-1.98334	1.61386	2.54554
ST8SIA1	0.767775	2.53708	1.95762	0.741488	1.4414
ST8SIA3	5.5166	4.36045	4.55517	4.00175	3.67085
ST8SIA4	-0.80283	-0.779979	-0.934138	0.600815	0.251299
ST8SIA5	2.84797	3.71445	6.66617	1.54444	1.86944
STAB1	-3.68717	-3.43616	-4.1332	-2.77296	-3.22135
STAC2	0.361627	1.63544	3.05215	0.313493	0.9599
STAG1	-0.563602	1.25492	-0.298164	0.856535	2.02607
STAG2	-3.47206	-2.34122	-3.53247		
STAG3	-3.1162	-3.59309	-4.26002	-1.7872	-2.15011
STAG3L2	0.330821	1.14783	1.92794	1.49137	1.83276
STAG3L4	-1.56745	1.16089	-1.77013	0.798934	1.46867
STAG3L5P	-0.826838	0.0456753	-0.480836		
STAM	-0.529569	0.997525	0.691101		
STAM2	-2.01759	0.372278	-0.97357		
STAMBP	-2.33902	-0.287927	-1.62577	-4.02513	-2.60786
STAMBPL1	4.35865	5.49949	4.53811	7.4253	7.89838
STAP2	2.21202	1.69951	1.12278		
STAR	1.74006	2.08874	4.0515	0.542876	0.758039
STARD10	-2.61811	0.478895	-3.11411	-3.31124	-1.20859
STARD13	1.04821	1.56247	2.00158		
STARD3NL	-0.888859	-2.35347	-1.52887	-2.16545	-3.11349
STARD4	2.1236	1.9915	2.21859	-0.426936	-0.794442
STARD5	0.70454	2.06639	1.86508	2.13581	2.23855
STARD7	2.41502	-0.419942	1.08604		
STARD7-AS1	1.25994	0.381221	0.275887		
STARD9	-1.80412	0.967888	-0.623933	-2.45537	-0.483002
STAT1	-1.8414	-0.540619	-1.40761	-0.933746	-0.270496
STAT4	4.91975	6.27139	4.06865	3.83201	4.725
STAT6	4.65651	3.27299	6.42414	3.25763	2.85945
STAU1	1.20648	-0.784654	0.163272		
STAU2	1.08054	2.41956	2.28252	0.743656	1.41084
STBD1	4.28377	2.6032	7.45997	3.59987	3.15958
STC2	0.457671	1.01691	0.685712		
STEAP1	7.08142	2.89429	6.54755	6.08897	5.45866
STEAP1B	2.08379	2.34516	3.19783		
STEAP2	3.21013	3.89573	6.48976	3.09607	3.45293
STH	-0.170241	1.23161	0.23724		
STIM1	1.82342	-1.22568	-0.755327	-0.750742	-1.75101
STIM2	-1.9783	0.909824	-1.74122	-2.40721	-0.9989
STK10	-4.72469	-5.06098	-5.50296	-3.58666	-3.96953
STK11	1.89502	3.03697	1.34415		
STK11IP	0.375008	1.38989	0.682871	0.915166	1.3833
STK16	1.72582	-0.73727	0.143175		
STK17A	2.90125	0.0279161	5.3092	1.16016	0.123847
STK17B	-0.83936	-1.81037	-0.304354	1.98266	1.54449
STK24	0.838238	0.631593	0.867382		
STK25	2.33249	-0.904395	1.59136	1.66502	-0.0226747
STK26	-0.948212	0.638923	-1.70343	-3.35415	-1.97244
STK31	-3.02996	-2.96947	-4.08593	-0.898956	-1.01771
STK32C	5.38247	0.155782	3.92358	1.10052	-0.386811
STK33	-3.76166	-3.0745	-2.7685	-1.29715	-0.774091
STK35	-0.873654	0.231161	-0.944279		
STK36	-0.845533	0.424583	-0.571858	2.55478	3.55655
STK38	-1.16933	-0.879231	-0.710035		
STK38L	1.81327	2.49201	3.53145	4.06739	3.77976
STK39	0.477937	0.281454	1.27213	-2.53529	-2.80869
STK4-AS1	-1.16302	-0.38259	-1.83608		
STK40	-0.352692	1.55984	0.267072	1.2843	1.83803
STMN1	2.97581	1.08323	3.40155	2.80791	1.67605
STMN2	1.97469	1.19761	3.27606	0.556117	0.00981418
STMN3	0.359123	-0.935566	-0.0281539		
STN1	1.87329	2.8279	3.58104	-0.0530943	0.491475
STOM	-3.99573	-4.64625	-4.06924	-0.825615	-1.48926
STOML1	4.61403	0.00358106	3.29356	2.28687	-0.0690624
STON1	-4.69055	-2.34576	-4.57282	-0.724264	-0.414014
STON2	-0.581615	-1.63083	-0.742269	1.73378	0.56019
STOX1	-0.779736	-1.86788	-1.32903		
STOX2	-0.843512	0.545124	-3.83712	-0.368595	0.0209151
STPG1	1.80968	2.60749	1.83919	1.30926	1.82392
STRADA	0.986601	2.02251	2.67786	0.491908	1.10252
STRADB	-1.65665	-2.84395	-1.78393		
STRAP	2.13882	-0.264865	0.73509	0.309562	-0.527874
STRBP	-0.972381	1.01281	-2.46971	0.86386	1.48579
STRIP1	3.8368	1.29785	3.78167	2.03498	0.840395
STRIP2	-2.54335	-2.721	-6.15617	-0.651777	-0.642836
STRN	-0.371924	1.54224	0.534731	-0.491056	0.80821
STRN3	1.79662	-0.120931	1.77166		
STRN4	-1.93799	-2.30939	-2.38598		
STS	0.658351	2.04675	-0.341886	0.394375	1.42084
STT3B	-1.81627	-3.29153	-1.78718	-2.24856	-2.88624
STUB1	4.64958	2.21038	6.40416		
STUM	2.05941	-1.24536	1.28542	-0.0813852	-1.27427
STX12	4.46514	-0.201216	4.6566	2.633	0.568059
STX16	-1.40832	0.0796562	-1.13389	-0.544244	0.163938
STX17-AS1	0.360269	-1.05611	1.90031	1.86403	0.515285
STX18-AS1	-0.795932	0.994719	-0.294467		
STX19	3.03879	3.7198	2.68268	3.4284	3.87193
STX1A	5.2793	1.88015	5.16788	6.97929	2.48971
STX1B	-0.883601	1.31741	-0.788309	0.0328676	0.966627
STX2	-1.9043	-3.19051	-4.38087	-1.63654	-2.0309
STX4	1.81864	-0.508825	1.43045		
STX6	-4.75195	-1.11655	-4.26865		
STX7	0.0117402	-1.34221	0.331476	0.627073	0.115717
STX8	-0.444858	0.952048	-0.70075	0.180936	0.926839
STXBP1	1.47356	2.07864	1.2905	2.58348	2.993
STXBP3	-1.95016	-2.63489	-0.876801	-1.49999	-1.8575
STXBP4	-1.90242	-2.51749	-1.79346	-1.58748	-1.95227
STXBP5	2.87879	2.79083	4.52412	1.19254	0.969514
STXBP5L	3.67625	4.60156	3.74778	3.87248	4.09138
STXBP6	3.606	1.59529	2.52182	3.43636	2.88064
STYK1	4.85527	0.300686	3.48841	3.47431	0.687009
STYXL1	-0.178238	-1.64702	-0.521309	-0.866042	-1.512
SUB1	1.7234	-1.56909	0.652454	-0.0287372	-1.15706
SUCLA2	-1.56787	0.834782	0.357237		
SUCLG2	-0.168618	-0.847079	-0.0755947		
SUCO	-0.237401	-1.54391	0.378072	0.410274	0.107729
SUDS3	-0.0448679	0.183787	-0.508418		
SUFU	-0.763267	-1.80783	-1.39653		
SUGCT	-1.11123	-1.74575	-0.794038		
SUGP2	-1.62372	1.24582	-1.03252	1.73118	2.27958
SUGT1	-5.93319	-5.96448	-5.3243		
SUGT1P1	-1.49948	-0.108031	-1.49945		
SUGT1P3	-0.0424739	-0.889585	-0.41928	-0.0606139	-0.67389
SULF1	0.0331094	0.0159926	1.62945	-0.286916	-0.668666
SULF2	0.859588	-1.57745	1.38312	-2.91867	-2.9831
SULT1A2	-1.6044	-1.03588	-2.5504		
SULT1C4	-1.52234	-2.18569	-0.607514	1.07269	1.03781
SULT2B1	2.38226	2.59727	1.81388		
SULT4A1	0.985577	1.70642	1.12494		
SUMF1	1.37293	-1.46351	0.488323	-1.54103	-2.22267
SUMF2	-1.74959	0.296199	-0.988377	-3.00083	-2.06485
SUMO2	0.427061	-0.762859	-0.0524015	1.07296	0.0873766
SUMO3	0.600286	-1.73661	-1.07348	-0.391973	-1.45563
SUN1	0.263246	1.63614	0.880013	1.94695	2.93559
SUPT16H	1.10897	2.20386	1.12929	3.03782	3.43303
SUPT20H	-1.1169	0.68698	-0.480336	0.498861	1.39101
SUPT3H	-1.86673	-1.96405	-0.885501		
SUPT4H1	0.412788	-1.36317	-0.969544		
SUPT5H	4.08384	3.4921	6.00164		
SUPT7L	-1.01378	1.32486	-0.413632	-0.195294	0.664974
SUPV3L1	0.311564	1.28314	0.387662		
SURF1	-1.09624	-2.15351	-1.82566		
SURF2				-0.812492	-1.4124
SURF4	2.84054	2.26038	3.23885	0.576415	0.383742
SURF6	2.1243	0.452605	1.10145		
SUSD1	1.74071	-0.799317	0.804347	1.10715	-0.457467
SUSD2	0.500943	-0.0895604	0.318538		
SUSD3	-2.15819	-2.57652	-2.84706	-3.94918	-3.98886
SUSD4	1.53857	0.880919	3.48871	0.547781	0.0882391
SUSD5	4.26045	4.68455	5.55774	2.86068	3.30116
SUSD6	-6.95784	-1.26226	-5.26419	1.85004	1.96874
SUV39H1	6.82964	3.23131	5.10711	4.0856	2.54079
SUZ12	1.50621	2.50201	1.62656	2.87173	3.22819
SV2A	-1.3239	0.940854	-0.0173004	0.156663	1.34391
SV2B	6.87805	4.41635	8.26582	3.56392	3.00377
SV2C	-0.133591	0.938478	-0.540081	-1.96361	-0.786896
SVIP	-4.36134	-1.3383	-3.79169	-5.72524	-3.64119
SVOP	5.41569	0.408584	3.85755	2.23802	-0.17154
SWAP70	-1.06976	-1.93778	-1.67011		
SWI5	-0.138381	-1.74161	-1.66447	-1.19839	-2.01435
SWSAP1	-0.390254	-1.22763	-0.521467	0.166736	-0.287499
SWT1	4.37781	5.29021	4.65322		
SYAP1	-0.0573928	-0.580188	-0.587575		
SYBU	1.79	2.9019	4.04022	3.50868	4.23613
SYCE1	7.92666	4.46088	6.51772	6.26192	5.74631
SYCE3	-0.797821	-1.59411	-0.922534		
SYCN	0.110429	-0.824421	-0.602344		
SYCP2	-1.77283	1.46152	-2.46227	-1.11925	0.853467
SYCP2L	0.758553	1.37082	0.104852	2.2944	2.67849
SYDE2	1.84062	2.81719	3.90361	1.64134	2.07718
SYF2	-0.823941	-1.67127	-1.27751	-0.462777	-0.804948
SYK	-3.08421	-3.4605	-4.11763	-5.22366	-5.35145
SYN1	2.84923	1.71697	2.3244		
SYN2	2.61761	-0.112224	2.57084	1.52467	0.203275
SYN3	-0.661079	0.9914	-2.38298	-0.239957	0.518109
SYNCRIP	-0.761233	-1.11049	-1.86647		
SYNDIG1	1.13656	1.89825	1.94913	-1.46668	-0.940871
SYNDIG1L	-0.243222	-1.02807	-0.282221		
SYNE1	1.44703	2.26523	1.61853	2.37902	2.907
SYNE2	-0.468416	1.02994	-1.1801		
SYNE4	-4.65586	0.416644	-5.62189	-4.21786	-1.10044
SYNGR1	4.13492	3.85914	6.67046		
SYNGR2				-2.60399	-1.99928
SYNGR3	5.11502	1.70923	4.43586	4.19056	1.8939
SYNGR4	0.124137	-0.994194	-0.781318		
SYNJ1	0.824827	1.60837	1.42428	-1.099	-0.689608
SYNJ2	-0.944079	-0.16468	-0.861779	-5.98587	-3.9726
SYNJ2BP	-4.41961	-4.34003	-6.03498		
SYNM	4.5072	3.17597	5.64102	3.16558	2.8387
SYNPO	-2.36445	-3.102	-3.31206	-3.23517	-3.78736
SYNPO2	3.55801	5.09669	4.47792	4.34421	4.51116
SYNPR	2.77763	-0.131643	1.76976	3.9221	1.27717
SYNRG	0.397249	-0.942525	0.604439		
SYP	6.88656	4.47159	5.73067		
SYPL1	-0.897118	0.259725	0.0947652	-2.56723	-1.44128
SYPL2	-0.836793	-1.90452	-1.21928		
SYT1	2.82942	2.20688	1.96441	1.71147	1.31654
SYT10	3.78982	1.72764	3.74236	6.646	3.74141
SYT11	3.95525	2.35224	3.44952		
SYT12	1.17242	2.19748	4.3914	0.0826809	0.822975
SYT13	8.14146	4.66136	8.50192	6.42886	5.47115
SYT14	5.35784	5.5641	6.48711	4.66129	5.21811
SYT15	-0.811613	0.859697	-0.0277938	-2.53233	-1.18364
SYT16	5.63448	3.41728	4.95121	3.11738	2.00597
SYT17	3.12422	-1.21484	2.0423	0.188871	-1.28834
SYT2	-1.30314	0.421544	-3.34852	-3.74346	-1.53241
SYT3	0.272726	1.29291	-0.788975	-2.19792	-1.31034
SYT4	4.284	2.66858	4.3967	2.63076	1.46829
SYT5	5.63201	2.1653	4.73704	3.37337	1.96137
SYT6	-5.84578	-2.37926	-3.87883	-5.48273	-5.80666
SYT9	2.67614	0.150265	3.30517	1.02048	0.255426
SYTL1	-1.55566	-2.53252	-4.11769	-1.01883	-1.51972
SYTL2	0.13101	-1.53309	-1.77229	1.73109	0.235902
SYTL3	-1.40586	-2.02475	-1.01923	-5.06903	-5.64313
SYTL4	-0.402212	-1.37235	0.0351324	2.20819	1.41925
SYTL5	1.27125	-0.925433	0.719407	0.300335	-0.56977
SZRD1	-3.29509	-3.70591	-2.79872	-1.15256	-1.44392
SZT2	-1.21485	1.20457	-0.0705358	1.4905	2.11343
TAB2	2.25116	0.167594	3.5887	4.54966	2.89225
TAB3	1.70467	2.2784	2.63632	0.915152	1.26755
TAC1	1.01986	-1.21648	1.39418	-0.342387	-1.38501
TAC3	2.11358	0.528834	1.87954	3.52826	2.61312
TACC1	-1.95293	0.448227	-1.67782	-2.24063	-1.06331
TACC2	-4.14227	-1.38106	-3.71929		
TACC3	-1.48502	0.348783	-2.82402	-2.26085	-1.41677
TACR2	1.25145	-0.889528	0.223936	0.418219	-0.488934
TADA1	0.514114	0.362224	1.24276	2.28317	1.84624
TADA2A	2.00021	3.37776	1.85368	2.14973	3.32154
TADA2B	-3.46954	-0.11805	-3.96184	-0.181148	0.796715
TAF10	-1.42096	-2.26816	-2.39121	-0.840464	-1.48468
TAF11	-2.0341	0.0908274	-0.859064		
