gene	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	U_ds25_thinning	rank_ds25	decile_ds25
HLA-DPB1	-6.7063	-6.5029	-6.2964	-0.023644	11947	1
FAM193A	-6.8216	-6.5353		-0.018819	11948	1
PAWR	-7.0021	-6.5482	-6.0812	-0.022485	11949	1
TBL1Y	-6.8221	-6.5589	-6.127	-0.023562	11950	1
B2M	-6.8777	-6.5794	-6.3461	-0.023533	11951	1
PROSER2	-6.6668	-6.5796	-6.4074	-0.021191	11952	1
NCKAP5	-6.7391	-6.5878		-0.018961	11953	1
IFITM2	-6.8533	-6.5883		-0.024404	11954	1
SNHG1	-6.3947	-6.6057	-7.1013	-0.0097279	11955	1
NSMCE4A	-6.818	-6.6127		-0.022089	11956	1
RPGR	-7.1958	-6.6388	-5.6595	-0.0097902	11957	1
CALN1	-6.6816	-6.6698	-6.5477	-0.020045	11958	1
LPAR6	-6.4917	-6.7247	-6.6878	-0.012864	11959	1
HLA-H	-7.1149	-6.725	-6.4469	-0.0203	11960	1
C4orf3	-6.7959	-6.7283	-6.5692	-0.016467	11961	1
VANGL1	-7.0043	-6.7668		-0.024681	11962	1
HLA-A	-7.1402	-6.7826		-0.019041	11963	1
INTS12	-7.0479	-6.8104		-0.024005	11964	1
SMAD5	-7.0223	-6.8111		-0.023955	11965	1
NMB	-6.9914	-6.8849		-0.022338	11966	1
ATP10D	-7.2472	-6.9051	-6.4595	-0.022515	11967	1
FCGR2A	-7.391	-6.9067	-6.5221	-0.016723	11968	1
IFITM4P	-7.5066	-6.9559		-0.023089	11969	1
SUSD6	-7.1375	-6.9578		-0.01616	11970	1
LINC01105	-7.1222	-6.9586		-0.02225	11971	1
LAMA4	-7.1131	-6.9657	-6.705	-0.019159	11972	1
KIF5B	-7.0494	-6.9749	-6.7266	-0.020677	11973	1
LMO2	-7.1107	-6.9751	-6.7637	-0.023646	11974	1
CTSS	-7.232	-6.9852		-0.024687	11975	1
UBE2L3	-7.3891	-6.99		-0.021373	11976	1
ORAI2	-7.0992	-7.054	-6.9853	-0.02367	11977	1
VEGFC	-7.158	-7.0553	-6.8651	-0.021768	11978	1
SLC6A10P	-7.2979	-7.1186		-0.021662	11979	1
YBX1	-7.6586	-7.2254		-0.021521	11980	1
ACBD5	-7.2937	-7.2312		-0.01999	11981	1
COPZ2	-7.727	-7.2966	-6.9705	-0.026273	11982	1
CAPN2	-7.6752	-7.3178		-0.019453	11983	1
PHACTR2	-7.4801	-7.3309	-7.0689	-0.021804	11984	1
ITGAV	-7.6693	-7.339		-0.025369	11985	1
HLA-B	-7.7014	-7.429		-0.024143	11986	1
BRD2	-7.8326	-7.4817	-6.9347	-0.019231	11987	1
HLA-C	-7.7758	-7.5164	-7.2872	-0.02355	11988	1
RPS6KA2	-7.6319	-7.5588	-7.4265	-0.020565	11989	1
KCNE5	-7.8099	-7.5955	-7.3946	-0.025425	11990	1
CA12	-7.6959	-7.6983	-7.5747	-0.024258	11991	1
HLA-G	-8.2162	-7.7287	-7.3952	-0.023734	11992	1
GIT2	-7.8749	-7.7364	-7.3992	-0.010955	11993	1
EML4	-8.126	-7.7546	-7.4113	-0.024541	11994	1
PMM2	-8.0425	-7.8249	-7.6761	-0.014642	11995	1
GFRA1	-7.9079	-7.8422	-7.768	-0.021676	11996	1
LGR6	-8.3923	-7.9462	-7.7296	-0.022816	11997	1
PDE9A	-8.1954	-7.9765	-7.7205	-0.025906	11998	1
NACC2	-8.3021	-8.1975		-0.022252	11999	1
CCZ1B	-8.4664	-8.2396		-0.025067	12000	1
HDAC1	-8.8985	-8.311		-0.025134	12001	1
MCM3	-8.541	-8.3178	-7.9524	-0.022929	12002	1
RASSF8-AS1	-8.4133	-8.4155	-8.2442	-0.023571	12003	1
ZFAND6	-9.0526	-8.5867		-0.027269	12004	1
HLA-E	-9.4165	-9.0238		-0.025018	12005	1
HLA-J	-10.352	-9.4609	-8.9101	-0.02635	12006	1
ANP32AP1	-10.621	-10.432		-0.025672	12007	1
A2M	-8.2948					
A2ML1	-1.6513					
A3GALT2	-1.4698					
A4GALT	0.32581					
AADACL3	-4.2612					
AADAT	0.32559					
AAMP	0.70695					
AANAT	-2.1605					
AATK	0.34531					
ABAT	0.74791					
ABCA10	1.3481					
ABCA11P	-1.6721					
ABCA3	1.7323					
ABCA8	0.38317					
ABCC10	0.72827					
ABCD3	-1.9096					
ABCD4	-1.3065					
ABCE1	-0.37378					
ABCF1	1.8398					
ABCF3	1.8173					
ABCG8	-2.3839					
ABHD14B	1.5575					
ABHD16A	1.6979					
ABHD16B	-3.4538					
ABHD18	-1.8787					
ABL1	-3.6565					
ABLIM1	-2.984					
ABRAXAS1	-0.051886					
ABT1	0.79357					
ACACB	-2.2307					
ACAD10	-1.2882					
ACAD11	0.82976					
ACAD8	-0.029296					
ACAD9	3.0398					
ACAT1	1.2779					
ACBD3	0.93765					
ACBD4	-2.0426					
ACBD6	-0.88901					
ACER2	2.746					
ACIN1	-4.1316					
ACKR2	-2.2464					
ACLY	-1.5974					
ACOT11	-1.0232					
ACOT4	3.855					
ACOT9	-2.2176					
ACOX1	2.357					
ACP2	-0.27544					
ACP5	-0.82172					
ACP6	-4.2494					
ACRBP	-4.7143					
ACSM1	-1.8527					
ACSM2A	-4.2888					
ACSS1	-2.9232					
ACTBL2	-2.6435					
ACTG2	0.44935					
ACTL10	0.14645					
ACTL9	-0.18569					
ACTR2	0.64959					
ACTR3BP2	0.98831					
ACTR8	1.9079					
ACTRT3	2.5082					
ACVR1B	-2.1244					
ACYP1	0.54527					
ADA	0.511					
ADA2	-6.1543					
ADAM10	-0.073427					
ADAM29	-2.5189					
ADAM7	-1.3257					
ADAMTS1	0.64621					
ADAMTS10	1.4755					
ADAMTS14	0.082176					
ADAMTS7	0.089076					
ADAMTSL5	-2.8797					
ADARB2	1.8243					
ADAT1	0.63383					
ADAT3	-1.0703					
ADCK1	0.83873					
ADCK5	0.014728					
ADCY10P1	-2.184					
ADCY5	-3.0641					
ADCY6	-4.7962					
ADD2	2.6092					
ADGRB1	1.4432					
ADGRL1	1.2126					
ADH1C	-1.8864					
ADIPOR2	-4.0202					
ADPGK	0.83192					
ADPRM	-0.81284					
ADRM1	1.32					
ADSS	0.5628					
AFAP1	1.4619					
AFF3	-3.8172					
AFMID	1.0232					
AGAP2-AS1	-0.03386					
AGBL2	-1.9012					
AGFG1	-0.13812					
AGGF1	0.15889					
AGPAT4	1.3124					
AGPAT4-IT1	-0.88707					
AGRN	0.36781					
AGT	-2.7986					
AGTRAP	-2.6017					
AGXT	-1.5374					
AHCTF1	-1.8535					
AHCYL2	-0.89872					
AHDC1	0.51775					
AHSA2P	-1.8487					
AIDA	-0.74729					
AIF1L	-3.8556					
AIFM1	0.088783					
AIMP1	-1.1119					
AIMP2	0.80927					
AJM1	-5.077					
AKAP8L	-1.7976					
AKIP1	0.21832					
AKR1A1	0.35462					
AKR1E2	0.95954					
AKT2	-2.962					
ALAD	-1.0904					
ALAS2	-1.2687					
ALDH16A1	-0.85199					
ALDH18A1	-3.2032					
ALDH3B1	-3.657					
ALG11	-1.1341					
ALG12	-0.98701					
ALG14	-0.93312					
ALG1L9P	1.2538					
ALG6	1.0043					
ALKAL1	-1.5855					
ALKBH4	-0.73185					
ALKBH6	1.7107					
ALOX12P2	-5.4452					
ALOXE3	-0.92837					
ALPP	-0.8956					
ALPPL2	-2.9923					
AMBRA1	1.9871					
AMDHD2	-4.6782					
AMER2	0.65799					
AMFR	-0.61954					
AMIGO3	-1.961					
AMN	-1.8325					
AMOTL2	1.3217					
AMPD2	1.4604					
ANAPC16	-1.7529					
ANAPC2	1.95					
ANAPC5	-1.2026					
ANGPT4	-3.8784					
ANHX	-1.838					
ANK2	-1.2869					
ANKAR	-1.2894					
ANKIB1	-1.6824					
ANKK1	0.055985					
ANKRD11	-2.404					
ANKRD13B	2.7742					
ANKRD13D	0.2434					
ANKRD17	-0.84502					
ANKRD31	1.6639					
ANKRD33	-1.1853					
ANKRD34A	3.3046					
ANKRD35	-0.92078					
ANKRD39	-0.10887					
ANKRD40	-2.296					
ANKRD46	1.8056					
ANKRD52	0.35432					
ANKRD53	-0.69515					
ANKRD7	0.32266					
ANO4	-0.69439					
ANP32B	-6.7141					
ANP32C	-3.3865					
ANXA2R	-1.2804					
ANXA7	0.23177					
AOC3	-1.5822					
AOX1	-2.6636					
AP1B1	-0.18121					
AP1G1	1.3468					
AP2A1	2.6795					
AP3D1	-0.46495					
AP4M1	2.2949					
AP4S1	2.4405					
AP5Z1	0.89548					
APBB1	2.6491					
APC	-3.8684					
APC2	-1.4143					
APCDD1L	-3.4401					
APCS	-2.4487					
APEX1	0.47773					
APLP1	0.52136					
APOA1	-2.8955					
APOD	-4.1037					
APOL3	-1.4054					
APOL5	-1.4123					
APOL6	-3.2639					
APOO	-0.062418					
APP	-0.56727					
APPL1	-1.2673					
APTX	0.59647					
AQP2	-2.8569					
AQP6	-2.4587					
AQP7	0.027764					
AQP7P1	-2.37					
ARAF	-0.99824					
ARCN1	1.65					
AREL1	0.28454					
ARF1	0.14136					
ARF5	3.4842					
ARF6	0.68564					
ARFGAP2	0.45371					
ARG1	3.0587					
ARHGAP1	2.3821					
ARHGAP17	-3.1081					
ARHGAP19	-0.25392					
ARHGAP21	-0.98229					
ARHGAP24	-3.0892					
ARHGAP27P1-BPTFP1-KPNA2P3	-0.68191					
ARHGAP35	0.059263					
ARHGAP5	-1.1257					
ARHGEF1	-2.4394					
ARHGEF15	-1.3039					
ARHGEF19	-1.4846					
ARHGEF37	-2.7693					
ARHGEF9	1.4371					
ARID4A	0.8272					
ARIH2OS	-0.51829					
ARL1	-0.16074					
ARL6IP6	-4.8594					
ARL8A	0.19173					
ARMC5	1.2176					
ARMC6	0.99302					
ARMCX5	3.3333					
ARPC1A	2.4396					
ARRDC1	1.0799					
ARRDC2	-0.12383					
ARSA	0.17688					
ARSB	0.15699					
ARSD	-0.23854					
ARSE	1.0719					
ARSK	4.0169					
ART5	-0.057632					
ARTN	-1.5215					
ASB10	-0.39154					
ASB16	-2.048					
ASB16-AS1	-2.5325					
ASB18	-3.9962					
ASB4	-4.2212					
ASCC1	-1.7798					
ASCC2	0.26174					
ASCL1	-2.381					
ASCL5	-1.6215					
ASF1A	-1.8742					
ASNA1	-0.85659					
ASPA	-0.29483					
ASRGL1	-3.7699					
ASTL	-2.5127					
ASXL1	1.9446					
ATAD3B	2.8448					
ATAD3C	-1.7832					
ATAT1	4.2611					
ATF3	0.31951					
ATF6	1.9916					
ATF7	-1.2753					
ATF7IP	-2.7596					
ATG10	-0.14505					
ATG13	-0.19298					
ATG16L2	-1.5983					
ATG2B	-1.0072					
ATG3	-2.333					
ATG4C	0.53489					
ATL3	-0.2687					
ATOH8	-0.88662					
ATP10B	-0.64011					
ATP11C	-2.4949					
ATP13A1	2.6722					
ATP13A2	0.44126					
ATP13A4	-1.456					
ATP1A2	-3.5027					
ATP1B2	-1.0461					
ATP23	2.3849					
ATP2B2-IT2	-1.0483					
ATP5MC2	0.34507					
ATP5MD	-1.761					
ATP5MG	-0.059741					
ATP5PD	-2.797					
ATP5PO	0.29033					
ATP6V1B1	2.2069					
ATP6V1F	0.30975					
ATP6V1G2	3.5294					
ATP8B5P	-3.4457					
ATRIP	-0.8147					
ATRN	-0.26154					
ATXN1L	-0.043768					
ATXN2	-0.37164					
AUP1	0.41394					
AURKC	-3.2106					
AVPR2	-0.66358					
B3GAT3	-0.78451					
B3GNT6	-3.6543					
B9D2	3.7908					
BACE1	-1.7858					
BACH1	-0.49232					
BAG6	-0.3342					
BAHD1	1.6109					
BAIAP2-AS1	1.9255					
BANP	1.9821					
BAP1	0.1222					
BARX1	-0.33997					
BATF2	-1.63					
BAX	-1.1666					
BAZ1A	-0.2634					
BAZ2A	-0.12422					
BBS2	-1.8213					
BCAM	0.80286					
BCAP29	0.5022					
BCAT2	0.75831					
BCCIP	-1.8599					
BCL2L1	0.44928					
BCL9L	0.25644					
BCORL1	1.6267					
BCORP1	-3.189					
BCS1L	-2.5493					
BDNF-AS	-2.9848					
BEST1	-2.5968					
BEST2	-6.6673					
BEST3	0.66269					
BET1	1.1801					
BFAR	0.87983					
BGN	0.057199					
BHLHE23	-0.5657					
BICRA	0.94462					
BIN3-IT1	-1.5152					
BIRC2	-1.3252					
BIRC5	1.0139					
BLOC1S3	0.48064					
BLZF1	-2.6959					
BMF	-2.5725					
BMP10	-3.1714					
BMPR1A	-1.4367					
BMPR2	0.79404					
BMT2	0.24864					
BNIP1	-3.1409					
BNIP3L	2.1701					
BNIPL	2.8965					
BOD1L2	0.089401					
BOK	-1.0882					
BORCS6	1.3522					
BORCS8	2.6325					
BORCS8-MEF2B	-2.6025					
BPTF	-5.2441					
BRCC3	5.1357					
BRD3OS	0.80447					
BRD4	0.50219					
BRD7P3	-2.7949					
BRD9	-0.0051405					
BRI3	0.030315					
BSCL2	-3.1396					
BSG	0.64338					
BSND	-2.668					
BST2	-1.0962					
BTBD16	0.080917					
BTBD17	-5.0299					
BTBD18	-2.9528					
BTBD2	-1.8714					
BTBD6	-3.7519					
BTG2	-5.0605					
BUD31	-0.90376					
C10orf90	-1.5852					
C10orf95	-0.34463					
C10orf99	0.016105					
C11orf16	-2.006					
C11orf21	-0.62797					
C11orf42	-1.6343					
C11orf49	1.3675					
C11orf72	-1.9166					
C11orf94	-3.9576					
C12orf66	-0.43557					
C14orf93	-2.4022					
C15orf62	-1.9039					
C16orf90	-2.2247					
C16orf92	0.41067					
C18orf12	-0.54285					
C19orf18	-1.2639					
C19orf24	0.46834					
C19orf33	-1.3885					
C1GALT1C1	-1.0531					
C1QBP	-3.4104					
C1QTNF6	-0.53503					
C1QTNF7	1.6961					
C1orf112	-1.357					
C1orf158	-1.2347					
C1orf159	1.1548					
C1orf189	-1.1713					
C1orf210	-0.023567					
C1orf229	-2.9886					
C1orf35	-2.2155					
C1orf43	1.5854					
C20orf141	-2.9836					
C20orf144	-2.2888					
C20orf204	-2.439					
C21orf33	-0.48949					
C21orf62-AS1	-4.3979					
C22orf24	0.84708					
C22orf46	-2.3774					
C2CD4A	-0.97457					
C2CD4B	-0.61773					
C2CD6	-2.702					
C2orf76	-1.186					
C2orf92	3.521					
C3orf22	-2.4687					
C3orf33	1.0045					
C3orf67	-1.5384					
C4BPB	-2.5531					
C4orf19	-0.15646					
C4orf36	3.3177					
C5AR2	-2.0436					
C5orf15	1.222					
C5orf51	0.8445					
C6orf15	-1.5075					
C6orf201	-1.1279					
C6orf89	1.8079					
C6orf99	0.06177					
C7orf25	-1.6991					
C7orf26	-1.8696					
C7orf43	-1.5186					
C7orf61	-2.6184					
C8orf37	-1.6749					
C8orf48	-2.1145					
C8orf58	-1.1027					
C8orf74	-1.1944					
C8orf76	-1.11					
C9orf106	-2.7546					
C9orf131	1.3899					
C9orf139	-0.70254					
C9orf147	-1.6726					
C9orf163	-0.97138					
C9orf62	-3.2085					
C9orf85	-1.4696					
CA2	-3.3282					
CA5BP1	0.73255					
CABIN1	0.9817					
CABP2	-0.090716					
CABP4	-1.0613					
CABP5	-2.7076					
CACFD1	-6.1738					
CALCA	-3.5035					
CALCOCO2	0.26754					
CALY	3.34					
CAMSAP2	0.99343					
CAMSAP3	0.36329					
CAND1	0.065311					
CAPN13	0.69545					
CAPN5	3.1067					
CAPS	-3.1335					
CAPZA1	2.5702					
CAPZA2	0.25468					
CARD10	-4.2257					
CARD6	-3.4392					
CARF	-0.46927					
CARM1	-0.73066					
CARMN	-1.0178					
CARS2	0.023827					
CASC3	-1.9364					
CASKIN1	-2.179					
CASP4	-5.0061					
CASP7	-2.0624					
CASP8	-3.124					
CASP9	-0.018103					
CASZ1	-0.94351					
CAT	-3.4376					
CATSPER2P1	-2.3742					
CATSPERE	-0.75515					
CAV1	-3.8833					
CBL	1.0163					
CBR1	-2.8165					
CBR3-AS1	-0.71387					
CBR4	-1.4024					
CBX3	-0.87866					
CBX4	-0.06801					
CBY1	-0.62855					
CC2D1B	-0.19446					
CCAR2	4.1845					
CCDC106	1.3529					
CCDC113	-1.6409					
CCDC114	-2.3729					
CCDC117	2.7405					
CCDC121	-1.8613					
CCDC137	-1.638					
CCDC141	-1.3038					
CCDC15	-1.2525					
CCDC157	-1.5853					
CCDC166	0.19569					
CCDC170	-0.60251					
CCDC18-AS1	-3.1001					
CCDC185	0.3399					
CCDC28B	-1.9931					
CCDC30	-0.3084					
CCDC34	0.71251					
CCDC40	-4.3015					
CCDC43	-1.3743					
CCDC61	-7.4669					
CCDC69	-3.0773					
CCDC70	-3.7057					
CCDC71	-2.4017					
CCDC87	0.61843					
CCDC9B	-3.4221					
CCL17	-2.4719					
CCL21	-2.7957					
CCL22	-2.5257					
CCL24	-1.7974					
CCL25	-2.0659					
CCM2L	-2.8143					
CCNC	0.48649					
CCND2	-1.9363					
CCNF	1.885					
CCNG1	-0.68549					
CCNK	0.0044957					
CCP110	-1.0416					
CCR3	1.8525					
CCR7	-1.4802					
CCR9	-2.2098					
CCT3	-1.1682					
CCT4	1.2877					
CCT6P1	-0.40005					
CCT6P3	-3.4603					
CCT8	0.55869					
CCT8L2	-3.9489					
CD109	-1.7832					
CD19	-1.4785					
CD1B	-1.6613					
CD209	-2.9055					
CD22	0.34064					
CD27-AS1	-1.3738					
CD276	-2.0038					
CD300LB	-1.0281					
CD300LD	-0.31926					
CD37	-3.1695					
CD3D	-3.6254					
CD3E	-2.0198					
CD4	-5.5031					
CD40	-2.3854					
CD55	-1.0528					
CD79A	-1.9362					
CD82	-6.1436					
CD9	-1.1145					
CDAN1	-1.1752					
CDC14C	-3.8617					
CDC20	-2.2046					
CDC23	3.4176					
CDC25A	-0.54762					
CDC26	-1.3839					
CDC37L1	2.8159					
CDC42EP2	2.0595					
CDC42EP5	0.15452					
CDC73	2.4254					
CDCA3	-1.5499					
CDH16	-0.55115					
CDH19	1.1373					
CDH23	-2.0067					
CDH24	-1.6571					
CDH26	-4.6004					
CDHR2	2.4787					
CDIP1	3.4122					
CDIPT-AS1	-1.0608					
CDK10	-0.77233					
CDK15	-3.0929					
CDK2AP2	0.012756					
CDK4	1.9191					
CDK5R2	1.2586					
CDK5RAP1	0.66256					
CDK6	-2.7438					
CDK7	-1.6826					
CDPF1	-3.3792					
CDS2	2.9961					
CDSN	-1.0038					
CEACAM1	-1.5243					
CEACAM21	-2.9757					
CEBPE	2.8308					
CEBPZ	-3.5955					
CEBPZOS	-1.9374					
CELA1	-0.31228					
CELA2B	0.45063					
CENPK	-3.1466					
CENPM	-2.6202					
CENPQ	-1.9116					
CENPT	-3.807					
CENPU	-2.7548					
CENPV	0.73166					
CENPX	3.0367					
CEP164	-1.1731					
CEP170P1	0.18307					
CEP57L1	1.9191					
CEP85	-3.2516					
CEPT1	0.46568					
CERCAM	-0.89065					
CES1	-5.7337					
CFAP161	-1.7994					
CFAP20	1.7225					
CFAP74	-0.40897					
CFAP97D1	-3.9926					
CFB	-1.8001					
CFDP1	-0.10835					
CFH	-3.9947					
CFHR3	-5.2348					
CH17-340M24.3	-0.7585					
CHAD	-1.6175					
CHAMP1	-0.89055					
CHAT	-3.6535					
CHCHD1	-0.15658					
CHD2	0.21208					
CHD4	-3.4875					
CHERP	-0.42534					
CHIC2	1.4014					
CHKA	-0.93776					
CHMP5	0.060776					
CHPF2	2.0797					
CHRAC1	-0.53834					
CHRM5	0.50789					
CHRNB2	-2.8706					
CHRNE	0.619					
CHST13	0.84462					
CHST3	-3.9617					
CHST5	-0.67568					
CHST6	-1.1039					
CHSY1	0.60408					
CHTF8	1.0297					
CHTOP	-0.26305					
CHURC1	-2.578					
CIART	0.36587					
CIB3	-2.4101					
CILP	-2.6048					
CILP2	0.57644					
CIR1	-4.0134					
CISD1	2.3062					
CITED1	0.63204					
CKAP4	1.8123					
CKAP5	-0.43175					
CLASP1	-1.2318					
CLCA4	-0.56915					
CLCF1	-0.68725					
CLCN1	-2.8332					
CLCN7	-0.020042					
CLCNKA	-1.415					
CLDN11	-1.0857					
CLDN14	-0.61916					
CLDN15	-2.8078					
CLDN19	-2.7712					
CLDN3	-1.6197					
CLEC12A	-4.0759					
CLEC14A	0.20844					
CLHC1	-0.011493					
CLIC1	-6.6415					
CLIC3	0.68024					
CLIC4	-2.1951					
CLIP2	-0.002952					
CLN3	0.64684					
CLN5	-0.70777					
CLN8	-4.0376					
CLPTM1	-0.49815					
CLSTN3	5.0777					
CLTA	4.9564					
CLTB	-4.5297					
CLUH	-1.6797					
CMC1	-0.67266					
CMTM5	-0.9683					
CMTR1	1.1742					
CNIH4	-0.42864					
CNN2	0.173					
CNNM3	-0.53483					
CNOT3	2.29					
CNP	-1.1968					
CNPPD1	0.051427					
CNPY1	0.11761					
CNPY4	0.12135					
CNR2	-2.6502					
CNTFR	-0.96658					
COA5	1.9388					
COA7	1.2084					
COBL	0.21823					
COG4	1.7053					
COG8	5.8308					
COL14A1	-1.9964					
COL22A1	-1.2917					
COL25A1	1.0243					
COL4A5	0.064381					
COL6A6	-3.8599					
COL8A1	-1.2154					
COLCA2	-0.1197					
COLEC10	2.0168					
COLEC11	0.9607					
COLGALT1	3.9463					
COLGALT2	-0.023616					
COLQ	2.5983					
COMMD1	0.054637					
COMMD2	-1.2034					
COMMD3	-2.1835					
COMMD8	-1.5418					
COPB1	-0.8848					
COPG2	4.007					
COPS2	-3.572					
COPS7A	0.42366					
COPS7B	-2.7597					
COPS8	-0.20489					
COQ4	-2.3463					
COQ5	-0.67003					
COQ6	1.2626					
COQ8A	2.4965					
COQ8B	0.26655					
COX15	0.64415					
COX18	0.30603					
COX19	-2.987					
COX6B1	-0.41086					
COX6B2	0.63443					
COX6C	-2.6896					
COX7A2	-3.6279					
COX7B	-1.2725					
COX7C	-2.1126					
COX8A	0.53139					
CPD	0.85498					
CPEB1	1.5387					
CPM	-0.75837					
CPNE1	0.80329					
CPO	6.0223					
CPOX	-1.1047					
CPQ	-2.6403					
CPSF2	0.98572					
CPT2	-4.8084					
CRAMP1	1.8524					
CRB3	-2.3498					
CRCP	-0.91105					
CRCT1	-0.34007					
CREB1	0.32495					
CREB3L1	-1.7674					
CREB3L4	-5.3598					
CREB5	0.21421					
CRK	-2.145					
CRLF2	-2.5195					
CROCC	-0.82907					
CRTC1	1.1677					
CRY1	-1.2574					
CRYBB2	0.43555					
CRYBB3	-0.53999					
CSAG4	-0.24592					
CSE1L-AS1	1.3511					
CSF1	-0.21863					
CSF3R	-1.2813					
CSGALNACT2	-1.0555					
CSK	-0.56533					
CSKMT	-4.6338					
CSNK1A1	1.4928					
CSNK1A1L	-1.7151					
CSNK1A1P1	-1.5644					
CSNK1D	-2.544					
CSNK1G1	-1.0207					
CSNK2A2	1.8144					
CSNK2B	0.37448					
CSPG4P1Y	3.1177					
CSRNP1	0.75308					
CSRP1	-0.96381					
CST3	-0.28226					
CST5	-1.2244					
CTAGE1	0.70515					
CTAGE11P	0.42261					
CTAGE7P	2.1921					
CTAGE9	0.30794					
CTDNEP1	0.89149					
CTDP1	0.82104					
CTDSP2	-1.3382					
CTF1	-0.58719					
CTNNA3	-2.2132					
CTNS	1.112					
CTPS1	3.1106					
CTRB1	-2.461					
CTRB2	-4.6445					
CTRC	-1.815					
CTSF	1.2162					
CTTN	-2.0593					
CTTNBP2NL	-2.6662					
CTU2	1.4889					
CTXN2	4.1385					
CUEDC2	-0.46018					
CUL7	-0.75937					
CUL9	6.3727					
CUTA	0.27289					
CWC15	-5.2171					
CWC27	1.3647					
CXCL14	5.4634					
CXCL6	-3.2076					
CXCR3	-0.6905					
CXXC1	1.8806					
CYB561D2	-1.9934					
CYB5D1	0.5315					
CYB5R2	-2.2029					
CYP11A1	-1.2514					
CYP11B1	-3.9867					
CYP17A1	-1.2976					
CYP26C1	0.052364					
CYP2A13	-0.0757					
CYP2B6	-1.8277					
CYP2C8	2.1705					
CYP2U1	0.56047					
CYP2W1	-2.9706					
CYP3A43	-3.3732					
CYP3A5	-0.8343					
CYP4A11	-3.506					
CYP4B1	-3.2998					
CYP4F11	-0.36239					
CYP4F35P	0.69905					
CYP4F8	-4.9162					
CYSLTR1	-3.7529					
CYSRT1	0.20263					
CYTH2	2.1684					
CZ1P-ASNS	1.2771					
D2HGDH	-0.1609					
DAAM2	-4.5078					
DAB2IP	-4.5879					
DAG1	-1.7694					
DALRD3	0.25033					
DAPK1	2.6805					
DAPK2	-0.07982					
DARS2	-3.6917					
DAZAP2	-4.1139					
DBET	-0.082202					
DBF4B	-2.2785					
DBIL5P	4.7801					
DBR1	-2.151					
DBX1	-1.0077					
DCAF12	-0.65012					
DCAF12L2	-3.185					
DCAF13	0.077371					
DCAF17	-1.4071					
DCDC1	-1.1603					
DCDC2B	0.43733					
DCK	0.90523					
DCST2	-3.4522					
DCT	-1.4355					
DCTN1	-6.336					
DCTN5	0.40537					
DDIT4	-2.4886					
DDOST	0.81133					
DDR1	-4.1163					
DDT	-0.39346					
DDX11L2	-3.1545					
DDX17	0.54901					
DDX19A	-0.78629					
DDX21	-0.69871					
DDX42	4.5491					
DDX47	-3.7593					
DDX50	2.9817					
DDX51	3.4696					
DDX56	-0.28695					
DDX6	1.0204					
DDX60	-1.8321					
DDX60L	-4.1515					
DECR1	-2.4495					
DEDD	2.9278					
DEDD2	5.7809					
DEF8	0.10088					
DEFB118	-2.8541					
DEFB123	-1.8164					
DEFB132	-2.6919					
DEFB135	-2.5266					
DEGS2	-0.5531					
DENND5A	0.43364					
DEPDC4	0.73693					
DEPDC7	-2.2135					
DESI1	-1.5331					
DGKQ	-5.4326					
DGKZ	0.13312					
DGLUCY	-3.1189					
DHFR2	-2.249					
DHH	-1.3008					
DHRS13	-2.262					
DHRS4L1	1.664					
DHTKD1	-2.9725					
DHX30	2.1651					
DHX34	-4.1563					
DHX37	0.55789					
DHX38	1.2537					
DICER1	-0.37356					
DIMT1	-4.6211					
DIRC1	-1.8326					
DKC1	-2.1004					
DKFZP434K028	-3.0104					
DKK4	-0.78613					
DKKL1	-1.3468					
DLL1	0.37718					
DLX1	3.0309					
DLX2	3.4863					
DLX4	-4.7535					
DMPK	-1.5209					
DMRTA1	-2.3783					
DMRTA2	-0.39515					
DMTF1	-0.27642					
DMTN	2.2449					
DMXL1	-1.3508					
DMXL2	1.525					
DNAJA3	-0.29943					
DNAJB11	-0.21949					
DNAJB12	-0.67962					
DNAJB13	-5.9443					
DNAJB4	0.15081					
DNAJB5	-1.0235					
DNAJB7	-3.8521					
DNAJC15	-4.3144					
DNAJC3	-4.1372					
DNAJC9-AS1	0.23688					
DNASE1	-0.44702					
DNASE2	-2.3653					
DNM1P35	1.3222					
DNM1P46	-2.5255					
DNM1P50	2.6667					
DNM2	-6.4901					
DNMT1	0.071108					
DNTTIP1	1.3549					
DNTTIP2	0.80512					
DOCK1	-3.1786					
DOCK10	0.17324					
DOCK11	-1.2936					
DOK2	0.18771					
DPAGT1	1.5735					
DPEP1	-1.6315					
DPEP3	-3.7834					
DPF2	-2.4785					
DPF3	1.0457					
DPM1	0.58764					
DPRX	-0.068939					
DRAM2	-1.4709					
DRD4	2.8138					
DRG1	1.6023					
DSE	-0.026832					
DSN1	2.5979					
DTD2	-2.0867					
DUS2	3.3779					
DUSP10	0.64489					
DUSP12	1.7529					
DUSP15	-0.48223					
DUSP16	0.62128					
DUX4	-0.58037					
DVL3	1.7607					
DYNC1I2	-1.3659					
DYNC1LI2	-1.5585					
DYNLRB1	-0.90988					
DYRK1A	0.99094					
DYRK1B	-0.37401					
DYSF	1.8972					
DYTN	-1.5234					
EAPP	0.38857					
EBLN2	0.6799					
EBLN3P	0.72511					
EBPL	2.0724					
ECM2	-1.2339					
EDC4	-0.16674					
EDRF1	-1.1722					
