gene	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	U_ds25_thinning	rank_ds25	decile_ds25
PMEPA1	-0.63495	-0.51765	-0.39453	-0.0020136	7408	4
LOC101928111	-0.31685	-0.51772	-0.74129	-0.0013175	7409	4
TMEM35A	-0.64378	-0.51818	-0.38916	-0.0020953	7410	4
VPS37C	-0.32637	-0.51821	-0.75126	-0.0015622	7411	4
FANCE	-0.54071	-0.5184		-0.0037117	7412	4
HIST1H4C	-0.53758	-0.51854		-0.0039189	7413	4
LMLN	-0.67812	-0.51909	-0.34517	-0.0015392	7414	4
GOLGA6L10	-0.68327	-0.52017	-0.34995	-0.0020707	7415	4
DMRT2	-0.56583	-0.52077		-0.0032064	7416	4
RRP15	-0.39944	-0.52165		-0.0021947	7417	4
JAKMIP1	-0.36117	-0.52198	-0.71534	-0.0017631	7418	4
C19orf53	-0.42845	-0.52219	-0.61957	-0.0021448	7419	4
INPP5A	-0.61825	-0.52225	-0.42266	-0.0024088	7420	4
TFAP2C	-0.52533	-0.52258		-0.0038581	7421	4
FDX1	-0.61702	-0.52259	-0.42719	-0.0020882	7422	4
FXYD1	-0.38277	-0.52265	-0.67298	-0.0017792	7423	4
FERMT1	-0.44607	-0.52269	-0.59564	-0.0022325	7424	4
ASPSCR1	-0.69187	-0.52286	-0.33693	-0.0015917	7425	4
RNF5	-0.27819	-0.52294	-0.76107	-0.0012891	7426	4
TMEM230	-0.43308	-0.52303		-0.0029443	7427	4
ANKHD1	-0.61615	-0.52325		-0.0022163	7428	4
LINC00937	-0.35005	-0.52338	-0.72625	-0.0014034	7429	4
LOC148709	-0.39607	-0.52388	-0.64876	-0.0018666	7430	4
SP9	-0.65416	-0.52421	-0.3806	-0.001788	7431	4
NDUFA12	-0.51843	-0.5248	-0.53187	-0.0037847	7432	4
IGLL3P	-0.83108	-0.52548	-0.12036	-0.00075902	7433	4
OSBPL11	-0.50819	-0.52575	-0.54587	-0.0034513	7434	4
EWSR1	-0.64212	-0.52642	-0.41274	-0.0027814	7435	4
NSMF	-0.43679	-0.52798	-0.63088	-0.0024656	7436	4
PDZD7	-0.58099	-0.52934	-0.47947	-0.0032281	7437	4
C7orf50	-0.402	-0.52942		-0.0022195	7438	4
STAM	-0.67429	-0.52957		-0.0025843	7439	4
SORT1	-0.64669	-0.52984	-0.41225	-0.0022711	7440	4
P3H1	-0.67624	-0.53176	-0.37349	-0.0019027	7441	4
ZNF670	-0.75262	-0.53235	-0.28738	-0.0013031	7442	4
PRPS1	-0.32042	-0.53273	-0.76207	-0.0013382	7443	4
SEC24C	-0.67667	-0.53309		-0.002565	7444	4
SNX8	-0.56995	-0.53329	-0.49652	-0.0039347	7445	4
TP53I11	-0.441	-0.53348	-0.64235	-0.0026447	7446	4
BRINP1	-0.69502	-0.534	-0.36143	-0.001506	7447	4
SIAH2	-0.67437	-0.53456	-0.38217	-0.0019116	7448	4
PTCHD4	-0.66277	-0.53475	-0.39825	-0.0023609	7449	4
TRRAP	-0.68138	-0.53513	-0.38329	-0.0021171	7450	4
TNS3	-0.41764	-0.5352	-0.66595	-0.0021596	7451	4
MYH15	-0.3555	-0.53535	-0.71816	-0.0016061	7452	4
NAPG	-0.58722	-0.53553	-0.48705	-0.0034966	7453	4
CD8B	-0.54067	-0.53558	-0.53229	-0.0035228	7454	4
NPL	-0.46487	-0.53565		-0.0030199	7455	4
PPIL4	-0.46295	-0.53587		-0.0023258	7456	4
SCRT1	-0.68718	-0.53589	-0.36776	-0.0014918	7457	4
TUBE1	-0.77487	-0.53706	-0.30229	-0.0016229	7458	4
GCDH	-0.47088	-0.53826		-0.0026972	7459	4
SLC47A1	-0.63985	-0.53901	-0.43659	-0.0025505	7460	4
CARD17	-0.29818	-0.53911	-0.79234	-0.0013649	7461	4
GSTM1	-0.40086	-0.54113	-0.70298	-0.0020467	7462	4
SAP30	-0.52927	-0.54195	-0.55495	-0.0033803	7463	4
ULK4	-0.70298	-0.54389		-0.0025109	7464	4
FZD4	-0.67083	-0.54542	-0.4074	-0.0017612	7465	4
LOC101927752	-0.29041	-0.54596	-0.8097	-0.0012474	7466	4
GRID2	-0.40939	-0.54651	-0.70311	-0.0017882	7467	4
SNHG16	-0.39981	-0.54661		-0.0020045	7468	4
SLC6A12	-0.57286	-0.54698		-0.0035636	7469	4
DPH3	-0.58486	-0.54744	-0.51223	-0.0030851	7470	4
ITIH5	-0.59881	-0.54826	-0.5009	-0.002917	7471	4
ZNF268	-0.74705	-0.54886	-0.32269	-0.0013969	7472	4
TMEM201	-0.656	-0.54926	-0.44419	-0.0026471	7473	4
ENDOU	-0.38223	-0.54983	-0.72799	-0.0017351	7474	4
CLEC11A	-0.59525	-0.54984	-0.50671	-0.0041104	7475	4
MYL12B	-0.20653	-0.54987	-0.86376	-0.00095472	7476	4
RBM28	-0.69741	-0.55025		-0.0022368	7477	4
RAE1	-0.47706	-0.55187	-0.63617	-0.0023276	7478	4
MAGI2	-0.58437	-0.55224		-0.0035154	7479	4
TCF4	-0.60661	-0.55254	-0.49645	-0.0038681	7480	4
PDZD11	-0.47039	-0.55348		-0.0026355	7481	4
TMEM150B	-0.49053	-0.55356		-0.0024878	7482	4
GPR19	-0.64471	-0.5536	-0.45665	-0.0031514	7483	4
ANKDD1A	-0.48038	-0.55385	-0.63608	-0.0025254	7484	4
NUP205	-0.71141	-0.55392		-0.0021692	7485	4
MEX3A	-0.37758	-0.55417	-0.73789	-0.0016721	7486	4
PPIA	-0.54962	-0.5544		-0.0035212	7487	4
KRT8	-0.6824	-0.55466	-0.41655	-0.0022673	7488	4
KLHL3	-0.711	-0.55507	-0.39293	-0.0021697	7489	4
FBXL19	-0.5101	-0.5557		-0.0028512	7490	4
GALR1	-0.75282	-0.55609	-0.34775	-0.0016484	7491	4
NUDT15	-0.63378	-0.55778	-0.48281	-0.0023843	7492	4
HNRNPU	-0.67284	-0.55857	-0.4367	-0.0030107	7493	4
CEP78	-0.62307	-0.55917		-0.0035944	7494	4
PIF1	-0.69218	-0.56021	-0.41697	-0.0017259	7495	4
TIMM8B	-0.045442	-0.56027	-1.08	-0.00063992	7496	4
ZMYM5	-0.80236	-0.56236	-0.32414	-0.0016066	7497	4
N4BP2L2	-0.75791	-0.56256	-0.35392	-0.0016783	7498	4
RPL37A	-0.45809	-0.56262	-0.67988	-0.0027608	7499	4
PYDC1	-0.37478	-0.56293	-0.80097	-0.0017757	7500	4
STAG1	-0.71855	-0.5636	-0.39865	-0.0021012	7501	4
PCCB	-0.5153	-0.56403		-0.0034657	7502	4
YBX3	-0.56981	-0.56417		-0.0026549	7503	4
SLC1A4	-0.38328	-0.56423	-0.77709	-0.0016567	7504	4
NDUFS2	-0.60663	-0.56453		-0.004017	7505	4
CHIC1	-0.78435	-0.56562	-0.33272	-0.0014048	7506	4
TEF	-0.49651	-0.56581		-0.0029603	7507	4
PALB2	-0.76525	-0.56686	-0.37425	-0.0020539	7508	4
ADGRG1	-0.3687	-0.56725	-0.7933	-0.0015253	7509	4
SLC52A2	-0.53644	-0.56788	-0.60357	-0.0029134	7510	4
HSPA6	-0.50632	-0.56794		-0.0027322	7511	4
DHFR	-0.6014	-0.56808		-0.0031579	7512	4
RHBDL3	-0.74891	-0.56861	-0.36878	-0.0014482	7513	4
ZDHHC15	-0.41381	-0.5689		-0.0020463	7514	4
RAMP3	-0.65918	-0.56917	-0.48046	-0.0030333	7515	4
MIR4453HG	-0.66809	-0.57104		-0.0029052	7516	4
TBCC	-0.66554	-0.57314		-0.00231	7517	4
RPL7L1	-0.4593	-0.57388		-0.0024836	7518	4
CYP4F12	-0.53391	-0.57403	-0.62008	-0.0027888	7519	4
PRSS8	-0.55876	-0.57416		-0.0036408	7520	4
PRR7	-0.48689	-0.5742	-0.67049	-0.002805	7521	4
NPB	-0.54458	-0.57461	-0.61017	-0.0032255	7522	4
PEPD	-0.65786	-0.57464	-0.49191	-0.0027397	7523	4
XCR1	-0.57827	-0.57513		-0.0036532	7524	4
ACOX2	-0.4137	-0.57535	-0.75205	-0.001888	7525	4
MORC4	-0.52745	-0.57708		-0.0036408	7526	4
DIRAS3	-0.44051	-0.57772	-0.74523	-0.0022194	7527	4
DAPL1	-0.29631	-0.57797	-0.92629	-0.0011342	7528	4
MRPL47	-0.61629	-0.57862	-0.5434	-0.0035662	7529	4
VKORC1L1	-0.29089	-0.57862	-0.85508	-0.0012027	7530	4
TMSB15B	-0.5932	-0.5788	-0.56555	-0.0040588	7531	4
ASH1L	-0.71354	-0.57891	-0.42857	-0.002019	7532	4
FHIT	-0.56145	-0.57919		-0.0047773	7533	4
SLFNL1	-0.64406	-0.57923		-0.0033668	7534	4
SLC31A2	-0.65378	-0.57996		-0.0029119	7535	4
CARS	-0.617	-0.58031		-0.0031604	7536	4
NCOR1	-0.67147	-0.5809		-0.0039722	7537	4
STON2	-0.41525	-0.58161	-0.77481	-0.0019052	7538	4
GGA2	-0.73573	-0.58195	-0.40463	-0.0018044	7539	4
ADAP1	-0.54508	-0.58288		-0.0034223	7540	4
SHPRH	-0.67362	-0.58333	-0.48519	-0.0031853	7541	4
ZNF660	-0.65566	-0.5836	-0.50562	-0.0042087	7542	4
PKNOX1	-0.52707	-0.58415	-0.65072	-0.0033735	7543	4
XKR4	-0.45374	-0.58431	-0.7446	-0.0022553	7544	4
KCNA1	-0.69074	-0.58431	-0.47473	-0.0023872	7545	4
P2RY1	-0.51265	-0.58506		-0.0028793	7546	4
CCNT1	-0.70287	-0.58518	-0.46372	-0.0020141	7547	4
ZFP91	-0.63108	-0.58611		-0.0034188	7548	4
NOC2L	-0.6636	-0.58622		-0.0025922	7549	4
DPYSL5	-0.58572	-0.58668	-0.59187	-0.0034785	7550	4
DDB2	-0.65258	-0.58822	-0.52621	-0.0037648	7551	4
NME5	-0.76271	-0.58854	-0.40008	-0.0016898	7552	4
TINCR	-0.49023	-0.58885	-0.70417	-0.0024075	7553	4
C3orf70	-0.48592	-0.58891	-0.70658	-0.0025017	7554	4
PTK7	-0.66675	-0.59061		-0.0033969	7555	4
CEBPG	-0.69849	-0.59127		-0.0025353	7556	4
IQCK	-0.43851	-0.59184	-0.77006	-0.0019605	7557	4
SOX9	-0.46807	-0.59191		-0.0023655	7558	4
TP53RK	-0.66451	-0.59289		-0.0035114	7559	4
HIST1H4B	-0.6739	-0.5929		-0.0034994	7560	4
IL13RA2	-0.39403	-0.59313	-0.8471	-0.0017893	7561	4
FANCG	-0.64007	-0.59411	-0.54283	-0.0035787	7562	4
MECP2	-0.75002	-0.59427	-0.43394	-0.0021015	7563	4
ASB5	-0.57292	-0.5946	-0.62304	-0.0038284	7564	4
FGR	-0.64502	-0.59468	-0.54663	-0.0037561	7565	4
VPS52	-0.72258	-0.59512		-0.002217	7566	4
SGCZ	-0.6429	-0.59514	-0.55198	-0.0032752	7567	4
NDUFA6	-0.54457	-0.59527	-0.64248	-0.0037525	7568	4
ZNF674	-0.5763	-0.59559	-0.61708	-0.0033346	7569	4
ZNF229	-0.45644	-0.59628	-0.75012	-0.0022052	7570	4
LINC01003	-0.62326	-0.59655		-0.0037615	7571	4
PSMD10	-0.51641	-0.59678		-0.0029458	7572	4
CNTN2	-0.69114	-0.59697		-0.0029229	7573	4
CDK9	-0.63416	-0.59754		-0.0044006	7574	4
KBTBD2	-0.82268	-0.59827	-0.38129	-0.0018965	7575	4
CASP3	-0.77749	-0.59879	-0.41168	-0.0019415	7576	4
JMJD6	-0.82225	-0.59943	-0.37457	-0.0017181	7577	4
SLC22A23	-0.71223	-0.59947	-0.48471	-0.0023277	7578	4
ARMCX6	-0.59462	-0.60017		-0.0030335	7579	4
SLC17A8	-0.42257	-0.6002	-0.74866	-0.0017504	7580	4
TIMMDC1	-0.59519	-0.6004		-0.0034973	7581	4
RPS11	-0.4845	-0.60043		-0.0026951	7582	4
ACTB	-0.4701	-0.60097	-0.74235	-0.0019984	7583	4
PON2	-0.43121	-0.60205	-0.79419	-0.0018369	7584	4
MGC2889	-0.58827	-0.6032	-0.62436	-0.0045916	7585	4
FLJ37453	-0.52557	-0.60339		-0.0024951	7586	4
LOC728715	-0.45726	-0.60362	-0.777	-0.0023552	7587	4
P3H2	-0.5207	-0.60373	-0.69852	-0.0024274	7588	4
PLAA	-0.67125	-0.60392		-0.0029741	7589	4
TRPV5	-0.68305	-0.60447	-0.52875	-0.0037131	7590	4
ACSF2	-0.42644	-0.6045	-0.8001	-0.0018013	7591	4
SPTY2D1	-0.52703	-0.60461		-0.0028335	7592	4
USP18	-0.55961	-0.60464	-0.65552	-0.0038498	7593	4
POLG2	-0.75832	-0.60474		-0.0018983	7594	4
MRPS28	-0.5532	-0.6051		-0.0037474	7595	4
DOLK	-0.49378	-0.60513		-0.002318	7596	4
NVL	-0.69603	-0.60651	-0.50796	-0.0030777	7597	4
LINC01013	-0.56765	-0.60662	-0.65012	-0.0040253	7598	4
GLDC	-0.56883	-0.60675	-0.64966	-0.002621	7599	4
LRRC4	-0.88616	-0.60709	-0.27994	-0.0011004	7600	4
CLDN9	-0.68359	-0.60775		-0.0029769	7601	4
HIST1H3B	-0.71792	-0.60882		-0.0023601	7602	4
SERPINB9	-0.72508	-0.60884	-0.489	-0.0022201	7603	4
MT1E	-0.44339	-0.60968	-0.80534	-0.0018617	7604	4
CPNE4	-0.65803	-0.60973	-0.56326	-0.0038409	7605	4
LIMK1	-0.63002	-0.61005	-0.59186	-0.004558	7606	4
FABP6	-0.551	-0.61034	-0.66549	-0.0031105	7607	4
WDR13	-0.40159	-0.61038	-0.85084	-0.0016776	7608	4
LRRC17	-0.69628	-0.61046	-0.51845	-0.002897	7609	4
FLT3LG	-0.60975	-0.61074		-0.0039001	7610	4
RNF138	-0.72922	-0.61084		-0.003498	7611	4
UGGT2	-0.81129	-0.61106		-0.0020554	7612	4
HDLBP	-0.52104	-0.61139	-0.70044	-0.0028204	7613	4
WDR78	-0.54842	-0.61143	-0.67588	-0.0026872	7614	4
RNASEH2C	-0.27039	-0.61167	-1.0065	-0.0010695	7615	4
USP47	-0.80462	-0.61177	-0.41475	-0.0019515	7616	4
RFX5	-0.74605	-0.61186	-0.4701	-0.001923	7617	4
TMEM131	-0.60128	-0.61213		-0.004254	7618	4
HIST1H3J	-0.62019	-0.61239		-0.0038108	7619	4
TMEM132E	-0.76702	-0.61331	-0.44406	-0.0020885	7620	4
IRF2BP2	-0.76316	-0.61399	-0.46318	-0.0030746	7621	4
TOB2	-0.57251	-0.61413		-0.0037212	7622	4
BUB1B	-0.65343	-0.61539	-0.57465	-0.0040426	7623	4
ERICH6-AS1	-0.27802	-0.61557	-1.0887	-0.0011185	7624	4
LOC90246	-0.71883	-0.61574	-0.50463	-0.0027644	7625	4
ZC3H15	-0.48564	-0.61578	-0.74703	-0.0026405	7626	4
FBXO45	-0.77771	-0.61581	-0.45412	-0.0021748	7627	4
PWAR6	-0.66121	-0.61625		-0.0040661	7628	4
SLC4A4	-0.4839	-0.61689	-0.76742	-0.0021811	7629	4
PRELID3B	-0.61303	-0.61693	-0.62204	-0.0049007	7630	4
RPS15	-0.46782	-0.61768		-0.0021145	7631	4
POLR3D	-0.69939	-0.61774	-0.53965	-0.0034254	7632	4
SLC35B4	-0.74105	-0.61849	-0.49929	-0.0030273	7633	4
MPV17	-0.51441	-0.61874		-0.0029249	7634	4
SGK494	-0.84555	-0.61912	-0.35922	-0.0015006	7635	4
LOC100130705	-0.57727	-0.62011		-0.0030056	7636	4
SMIM7	-0.40966	-0.62011	-0.84341	-0.0016143	7637	4
DCLK1	-0.75155	-0.62073	-0.48766	-0.0023656	7638	4
FAM76B	-0.86249	-0.62077	-0.37098	-0.0017627	7639	4
MPRIP	-0.82526	-0.62079	-0.42309	-0.0024469	7640	4
RCAN1	-0.69208	-0.62081	-0.55309	-0.0034347	7641	4
ST20	-0.47975	-0.62088	-0.78792	-0.0022128	7642	4
RPSAP9	-0.69788	-0.62096	-0.5431	-0.0032907	7643	4
CD58	-0.51951	-0.62134	-0.71407	-0.0026104	7644	4
MRPS10	-0.56699	-0.62166		-0.0030783	7645	4
LTC4S	-0.50576	-0.62174	-0.74498	-0.0025314	7646	4
GPR107	-0.38231	-0.62262	-0.86843	-0.0015023	7647	4
MRPL23	-0.43247	-0.62294	-0.80936	-0.0017445	7648	4
WWP2	-0.78958	-0.62313		-0.0024839	7649	4
ATF1	-0.68726	-0.62365		-0.0039978	7650	4
LCAT	-0.57151	-0.62386		-0.0035134	7651	4
TG	-0.49448	-0.62444	-0.73818	-0.0022617	7652	4
DNAH17	-0.69761	-0.62452	-0.55481	-0.0036095	7653	4
E2F4	-0.70482	-0.62513	-0.54223	-0.0023214	7654	4
PTPN12	-0.83224	-0.62519	-0.41997	-0.0020696	7655	4
LOC389834	-0.84025	-0.62557	-0.40199	-0.0017596	7656	4
HLCS	-0.58204	-0.62585	-0.67017	-0.0035315	7657	4
HTATIP2	-0.74345	-0.62596	-0.50696	-0.0023286	7658	4
GSTZ1	-0.64941	-0.62616		-0.0045051	7659	4
TIGD1	-0.76712	-0.62618		-0.0029547	7660	4
ZNF235	-0.68724	-0.62746		-0.004245	7661	4
CD300C	-0.64429	-0.62752		-0.0038228	7662	4
LMTK3	-0.69682	-0.6282		-0.0033108	7663	4
CXADRP2	-0.56096	-0.6287	-0.70943	-0.0030625	7664	4
UROS	-0.33431	-0.62899	-0.94766	-0.0013726	7665	4
VPS50	-0.78582	-0.62956		-0.0024751	7666	4
SFTPC	-0.65369	-0.63219		-0.0037425	7667	4
CNMD	-0.44742	-0.63253	-0.85086	-0.0017006	7668	4
ASPH	-0.54759	-0.63272	-0.72078	-0.0031434	7669	4
RPL13AP3	-0.56652	-0.63281		-0.0035966	7670	4
DFFA	-0.60807	-0.63294		-0.0047891	7671	4
C2orf15	-0.71182	-0.63335		-0.0045759	7672	4
CHDH	-0.54713	-0.63442		-0.0028637	7673	4
POLB	-0.62139	-0.63488		-0.0043884	7674	4
SHARPIN	-0.6965	-0.63529		-0.0037202	7675	4
CENPC	-0.7056	-0.6355	-0.55832	-0.0043785	7676	4
PRMT8	-0.87434	-0.63587	-0.39794	-0.001931	7677	4
CYTH1	-0.75219	-0.63659		-0.0026796	7678	4
PDK1	-0.70894	-0.63715	-0.56139	-0.0035881	7679	4
RAB18	-0.51258	-0.63852		-0.0024495	7680	4
RBMS3	-0.6656	-0.63914		-0.0037982	7681	4
TUSC1	-0.59076	-0.63942		-0.003198	7682	4
FAM209B	-0.68343	-0.64059	-0.60089	-0.0035799	7683	4
ACAP3	-0.61728	-0.64098	-0.66964	-0.0046743	7684	4
EIF4G1	-0.47163	-0.64141		-0.0021139	7685	4
AHNAK	-0.45064	-0.64144	-0.87837	-0.0018382	7686	4
ZBTB43	-0.89029	-0.64192	-0.39424	-0.0019146	7687	4
SLC1A2	-0.52209	-0.64207		-0.0026017	7688	4
VIRMA	-0.75643	-0.64275		-0.0036162	7689	4
MBD3	-0.81883	-0.64361	-0.46637	-0.0022972	7690	4
ZFP82	-0.73204	-0.64408		-0.0031592	7691	4
TTC25	-0.7161	-0.6441	-0.56862	-0.0036585	7692	4
ZNF572	-0.44979	-0.6445	-0.88238	-0.0018904	7693	4
FDXR	-0.5093	-0.64496	-0.80487	-0.002405	7694	4
SLTM	-0.77132	-0.64575		-0.0024522	7695	4
CAPSL	-0.35126	-0.64586	-0.97696	-0.0013045	7696	4
PDS5B	-0.93533	-0.64594	-0.34057	-0.0013908	7697	4
EIF1AY	-0.49236	-0.64606	-0.82936	-0.0020904	7698	4
NUP160	-0.80442	-0.64659		-0.0023704	7699	4
C1GALT1C1L	-0.70121	-0.64684	-0.59572	-0.0041012	7700	4
GPR149	-0.71059	-0.64767		-0.0033063	7701	4
SOX11	-0.48904	-0.64793	-0.8358	-0.002219	7702	4
ARRDC3	-0.77753	-0.6485		-0.0029616	7703.5	4
EYA2	-0.48502	-0.6485	-0.8272	-0.0020271	7703.5	4
ENHO	-0.52473	-0.64877		-0.0023374	7705	4
HYLS1	-0.83698	-0.64961	-0.44183	-0.001423	7706	4
ADCY1	-0.75379	-0.64971	-0.54646	-0.0034083	7707	4
IFIT2	-0.6612	-0.64999		-0.0037888	7708	4
CHAC2	-0.63916	-0.64999		-0.0044085	7709	4
METTL7A	-0.52656	-0.65069		-0.0025453	7710	4
TMEM185B	-0.6019	-0.65086		-0.0037729	7711	4
CHST2	-0.71862	-0.65177	-0.58775	-0.0031166	7712	4
AK1	-0.70036	-0.65192		-0.0039932	7713	4
CDC42	-0.39934	-0.65275	-0.93648	-0.0014627	7714	4
KIAA1191	-0.54425	-0.6532	-0.77129	-0.0029433	7715	4
MT1M	-0.49659	-0.65321	-0.83169	-0.0020487	7716	4
COX5B	-0.65221	-0.65355		-0.0041423	7717	4
MASP2	-0.84473	-0.65492	-0.43814	-0.0017711	7718	4
SMIM32	-0.67781	-0.655	-0.63984	-0.0052572	7719	4
IQCD	-0.53596	-0.6574	-0.79275	-0.0022761	7720	4
ADAM33	-0.78966	-0.65778		-0.0022805	7721	4
RPL32	-0.52306	-0.65791	-0.81286	-0.0026502	7722	4
ABCB10	-0.81305	-0.65809	-0.48656	-0.0024064	7723	4
RRH	-0.71688	-0.65834	-0.60482	-0.003798	7724	4
USE1	-0.55959	-0.65902		-0.0028911	7725	4
RPS27L	-0.57353	-0.6591		-0.0030182	7726	4
EPC1	-0.7621	-0.66	-0.5504	-0.0031788	7727	4
SYN3	-0.77448	-0.66108	-0.53314	-0.0021032	7728	4
TAS2R30	-0.9717	-0.66111	-0.35572	-0.0016976	7729	4
COPE	-0.57223	-0.66242		-0.0028452	7730	4
PAQR4	-0.7496	-0.66258		-0.0037641	7731	4
SLC4A3	-0.40563	-0.66261	-0.99851	-0.0014809	7732	4
RBKS	-0.74967	-0.66451	-0.58117	-0.0029827	7733	4
AQP4	-0.50171	-0.66578	-0.86294	-0.0020985	7734	4
ANK1	-0.83603	-0.66657	-0.47472	-0.0016065	7735	4
CLUL1	-0.62995	-0.66667		-0.0042872	7736	4
NEK8	-0.7601	-0.66669		-0.003453	7737	4
FAM212B	-0.64784	-0.66704	-0.69318	-0.0042226	7738	4
TMEM209	-0.6395	-0.66762		-0.0036073	7739	4
YY2	-0.73799	-0.66842		-0.0035067	7740	4
APBA3	-0.71808	-0.67038		-0.0037974	7741	4
NUPR2	-0.5485	-0.67084	-0.8193	-0.002904	7742	4
PFKFB3	-0.58778	-0.671	-0.7579	-0.0030354	7743	4
TIGAR	-0.7898	-0.67131	-0.55387	-0.0025581	7744	4
CTSV	-0.72003	-0.6715		-0.0034454	7745	4
INPP5J	-0.74796	-0.67163		-0.0035071	7746	4
POLE4	-0.38386	-0.67168	-0.96274	-0.0012955	7747	4
HAUS3	-0.73671	-0.67214	-0.60132	-0.0044122	7748	4
IDH3A	-0.73942	-0.67358	-0.61087	-0.0037987	7749	4
WDR35	-0.79574	-0.67454		-0.0028463	7750	4
MCCC2	-0.65127	-0.67587		-0.0046711	7751	4
PFDN5	-0.55128	-0.67735		-0.0025282	7752	4
SHANK1	-0.55724	-0.68027	-0.82549	-0.0028888	7753	4
CEACAM20	-0.67981	-0.68081		-0.0042558	7754	4
RHOA	-0.51899	-0.68088	-0.85375	-0.001935	7755	4
FNDC3A	-0.62186	-0.68266	-0.75333	-0.0032959	7756	4
KIAA1586	-0.8428	-0.68382	-0.50409	-0.0019757	7757	4
NGLY1	-0.87604	-0.6839	-0.48889	-0.0019535	7758	4
FANCI	-0.825	-0.68391	-0.54189	-0.0023031	7759	4
DBIL5P2	-0.87447	-0.68453	-0.46271	-0.0015007	7760	4
KHDRBS1	-0.65353	-0.68537		-0.0038796	7761	4
RBM48	-0.77947	-0.68537	-0.58396	-0.0032891	7762	4
GASAL1	-0.48742	-0.68649	-0.93836	-0.0021889	7763	4
CASP10	-0.72044	-0.6875		-0.0037458	7764	4
NET1	-0.76084	-0.68809	-0.61635	-0.003198	7765	4
GNA11	-0.68592	-0.68832		-0.0061006	7766	4
CPLX3	-0.52138	-0.6886	-0.8987	-0.0023434	7767	4
NEURL1B	-0.63464	-0.68916	-0.75251	-0.0042281	7768	4
SLC18B1	-0.73007	-0.6893		-0.0045758	7769	4
BEAN1	-0.7952	-0.68954	-0.58079	-0.0039093	7770	4
CTNNA2	-0.50121	-0.69174		-0.0020898	7771	4
CD320	-0.75469	-0.69207	-0.63402	-0.0041609	7772	4
NWD1	-0.56453	-0.6929	-0.84217	-0.0025413	7773	4
CD46	-0.78882	-0.69297		-0.0044026	7774	4
RSPH14	-0.55993	-0.69341	-0.81594	-0.0026068	7775	4
CROCCP3	-0.8178	-0.69383	-0.55548	-0.003002	7776	4
ARHGAP36	-0.52691	-0.69427	-0.89729	-0.0019357	7777	4
OPRD1	-0.87287	-0.69511	-0.49614	-0.001744	7778	4
RSU1	-0.47144	-0.69516	-0.90537	-0.0017757	7779	4
ANKRD18DP	-0.80071	-0.6963	-0.58967	-0.0033245	7780	4
SLC25A18	-0.55236	-0.69691	-0.85162	-0.002339	7781	4
BRCA1	-0.81374	-0.697		-0.0024967	7782	4
SMIM4	-0.37034	-0.69727	-0.98871	-0.0012805	7783	4
ZMAT1	-0.55061	-0.69854	-0.8798	-0.0025999	7784	4
KIAA0753	-0.73637	-0.69904		-0.0051434	7785	4
NAGLU	-0.68983	-0.69942		-0.0037384	7786	4
ZIC4	-0.72824	-0.69977	-0.6741	-0.0034824	7787	4
FOXS1	-0.73575	-0.70003		-0.0039886	7788	4
MPPE1	-0.76381	-0.70075		-0.0036549	7789	4
CNDP1	-0.8036	-0.70201	-0.60398	-0.0031102	7790	4
LOXL2	-0.8826	-0.70257		-0.0024847	7791	4
CCL27	-0.92856	-0.70303	-0.42833	-0.0013813	7792	4
NFYB	-0.80894	-0.70381		-0.0032854	7793	4
UBE2O	-0.79118	-0.7046	-0.61603	-0.0035509	7794	4
ATXN7	-0.82554	-0.70548	-0.5751	-0.0032185	7795	4
SCN9A	-0.49598	-0.70553	-0.98153	-0.0019664	7796	4
SLC25A1	-0.60764	-0.70576	-0.80427	-0.0030275	7797	4
FRY	-0.79239	-0.7061		-0.0041908	7798	4
FAR2	-0.8135	-0.70613	-0.60181	-0.0031432	7799	4
BRWD3	-0.83823	-0.70625	-0.56327	-0.0028782	7800	4
PRKCI	-0.72953	-0.7077	-0.68563	-0.0045104	7801	4
ABCC9	-0.70022	-0.70823	-0.7195	-0.0038793	7802	4
PIKFYVE	-0.96338	-0.70862	-0.44038	-0.001886	7803	4
GPD2	-0.54248	-0.70963	-0.9158	-0.0025753	7804	4
ARL2BP	-0.84948	-0.7108	-0.55871	-0.0020545	7805	4
G6PD	-0.75097	-0.71126		-0.0048117	7806	4
FNDC5	-1.0313	-0.71131	-0.31182	-0.00098983	7807	4
ESAM	-0.77933	-0.71141	-0.64786	-0.0039311	7808	4
IPO7	-0.96515	-0.71153		-0.0021612	7809	4
BRD7	-0.42433	-0.71195	-1.0249	-0.0014323	7810	4
ZNF816	-0.64132	-0.71196		-0.0043618	7811	4
SP6	-0.76086	-0.7124		-0.00415	7812	4
PGGHG	-0.64598	-0.71266		-0.0035524	7813	4
HIST1H2AA	-0.69843	-0.71377		-0.0046063	7814	4
DUS4L	-0.63325	-0.71426		-0.0038655	7815	4
PPP2R3C	-0.57079	-0.71448	-0.83889	-0.0022198	7816	4
KCNA3	-0.82987	-0.71449	-0.59661	-0.0026409	7817	4
GNG8	-0.57465	-0.71645	-0.86504	-0.002813	7818	4
RPL9	-0.68305	-0.71822		-0.0045093	7819	4
HSPB9	-0.84245	-0.71842	-0.59256	-0.0027724	7820	4
GJB1	-0.79532	-0.71891	-0.64745	-0.0039003	7821	4
WWC2	-0.78093	-0.72005	-0.65286	-0.0043092	7822	4
