arm	map	level	region	cortex	r	t	p	n
SBayesRC_SCZ25_META	relative	parcel	lh_v23ab		-0.0081029	-0.75063	0.4529	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	1	Primary_Visual	-0.0049159	-0.45538	0.64884	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	2	Early_Visual	0.016962	1.5715	0.11611	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	3	Dorsal_Stream_Visual	0.017499	1.6213	0.105	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	4	Ventral_Stream_Visual	0.017247	1.5979	0.1101	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	5	MT+_Complex_and_Neighboring_Visual_Areas	0.028345	2.6268	0.0086356	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	6	Somatosensory_and_Motor	0.012008	1.1124	0.266	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	7	Paracentral_Lobular_and_Mid_Cingulate	0.030095	2.7891	0.0052978	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	8	Premotor	0.022686	2.102	0.035579	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	9	Posterior_Opercular	0.0098869	0.9159	0.35974	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	10	Early_Auditory	0.032536	3.0155	0.0025729	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	11	Auditory_Association	0.025919	2.4018	0.016337	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	12	Insular_and_Frontal_Opercular	0.0045497	0.42146	0.67343	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	13	Medial_Temporal	0.013408	1.2422	0.2142	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	14	Lateral_Temporal	0.022113	2.0489	0.040498	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	15	Temporo-Parieto_Occipital_Junction	0.033526	3.1074	0.0018937	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	16	Superior_Parietal	0.019281	1.7864	0.074073	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	17	Inferior_Parietal	0.031153	2.8872	0.0038965	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	18	Posterior_Cingulate	0.030504	2.827	0.004709	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	19	Anterior_Cingulate_and_Medial_Prefrontal	0.024932	2.3103	0.020897	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	20	Orbital_and_Polar_Frontal	0.024097	2.2328	0.025586	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	21	Inferior_Frontal	0.034698	3.2161	0.0013043	8596
SBayesRC_SCZ25_META	absolute_ct	cortex	22	Dorsolateral_Prefrontal	0.029027	2.69	0.0071596	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_1		0.0099689	0.9235	0.35577	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_10d		0.019683	1.8237	0.068235	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_10pp		0.029055	2.6926	0.0071037	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_10r		0.028537	2.6445	0.0081952	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_10v		0.012926	1.1975	0.23114	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_11l		0.017559	1.6268	0.10382	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_13l		0.0076433	0.70805	0.47893	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_2		0.019136	1.7729	0.076275	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_23c		0.0028056	0.25989	0.79496	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_23d		0.0088045	0.81563	0.41474	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_24dd		0.023207	2.1503	0.031558	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_24dv		0.022639	2.0977	0.03596	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_25		0.00022513	0.020854	0.98336	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_31a		0.025132	2.3288	0.01989	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_31pd		0.037168	3.4454	0.0005729	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_31pv		0.035201	3.2628	0.0011075	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_33pr		0.0015715	0.14557	0.88426	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_3a		0.01266	1.1728	0.24089	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_3b		0.010339	0.9578	0.33819	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_4		0.013389	1.2404	0.21486	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_43		0.013507	1.2514	0.21084	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_44		0.014021	1.299	0.19399	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_45		0.025227	2.3376	0.019431	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_46		0.019602	1.8162	0.069377	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_47l		0.028235	2.6166	0.0088979	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_47m		0.0032314	0.29934	0.76469	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_47s		0.013115	1.215	0.22441	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_52		0.013327	1.2347	0.21698	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_55b		0.012578	1.1653	0.24394	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_5L		0.020164	1.8683	0.061756	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_5m		0.012373	1.1463	0.25172	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_5mv		0.031211	2.8926	0.0038307	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_6a		0.027082	2.5096	0.012105	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_6d		0.016868	1.5628	0.11813	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_6ma		0.0019698	0.18247	0.85522	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_6mp		0.020771	1.9245	0.054319	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_6r		0.0021682	0.20085	0.84082	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_6v		0.021854	2.0249	0.042904	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_7AL		0.020901	1.9366	0.052827	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_7Am		0.016804	1.5569	0.11954	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_7PC		0.00024268	0.02248	0.98207	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_7PL		0.0043917	0.40682	0.68415	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_7Pm		0.025929	2.4027	0.016294	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_7m		0.020535	1.9027	0.057116	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_8Ad		0.028544	2.6452	0.0081793	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_8Av		-0.0067684	-0.627	0.53068	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_8BL		0.013374	1.239	0.21537	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_8BM		0.018016	1.6691	0.09513	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_8C		0.032304	2.994	0.0027614	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_9-46d		0.03096	2.8694	0.0041231	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_9a		0.018509	1.7148	0.08641	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_9m		0.018686	1.7313	0.08344	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_9p		0.014134	1.3094	0.19044	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_A1		0.0082795	0.76698	0.44311	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_A4		0.02157	1.9986	0.045683	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_A5		0.026305	2.4376	0.014807	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_AAIC		0.013116	1.2151	0.22435	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_AIP		0.032367	2.9999	0.0027086	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_AVI		0.018206	1.6867	0.091692	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_DVT		0.022902	2.1221	0.033862	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_EC		0.0014748	0.13662	0.89133	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_FEF		0.015819	1.4655	0.14281	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_FFC		0.0066163	0.61291	0.53995	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_FOP1		-0.006171	-0.57166	0.56757	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_FOP2		0.01014	0.93932	0.34759	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_FOP3		0.0058569	0.54255	0.58745	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_FOP4		-2.837e-05	-0.0026281	0.9979	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_FOP5		0.011532	1.0684	0.28539	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_FST		0.023109	2.1412	0.032284	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_IFJa		0.029714	2.7538	0.005904	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_IFJp		0.013926	1.2901	0.19705	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_IFSa		0.026754	2.4792	0.013188	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_IFSp		0.031695	2.9375	0.0033171	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_IP0		0.029641	2.747	0.0060277	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_IP1		0.035498	3.2904	0.0010045	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_IP2		0.033046	3.0629	0.0021989	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_IPS1		0.015376	1.4245	0.15433	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_Ig		-0.010674	-0.98883	0.32277	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_LBelt		0.022086	2.0464	0.040744	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_LIPd		0.026818	2.4851	0.012969	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_LIPv		0.009148	0.84745	0.39677	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_LO1		0.0067823	0.62829	0.52983	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_LO2		-0.0030466	-0.28222	0.77778	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_LO3		0.020436	1.8935	0.058327	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_MBelt		0.01764	1.6343	0.10222	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_MI		0.00058083	0.053805	0.95709	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_MIP		0.029746	2.7567	0.0058516	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_MST		0.034906	3.2354	0.0012192	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_MT		0.017774	1.6467	0.099654	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_OFC		0.019465	1.8035	0.071348	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_OP1		0.0023245	0.21533	0.82952	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_OP2-3		0.012957	1.2004	0.23003	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_OP4		0.0045374	0.42032	0.67426	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PBelt		0.034169	3.167	0.0015453	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PCV		0.029085	2.6954	0.0070447	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PEF		0.0046637	0.43202	0.66574	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PF		0.0037215	0.34474	0.7303	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PFcm		0.026157	2.4239	0.015376	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PFm		0.01998	1.8512	0.06418	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PFop		0.0097017	0.89874	0.36881	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PFt		0.026582	2.4633	0.013788	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PGi		0.017678	1.6378	0.1015	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PGp		0.03366	3.1198	0.0018156	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PGs		0.0085272	0.78994	0.42959	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PH		0.015048	1.3941	0.16332	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PHA1		0.014779	1.3692	0.17097	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PHA2		0.015386	1.4254	0.15407	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PHA3		0.026064	2.4152	0.015746	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PHT		0.010636	0.9853	0.3245	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PI		0.015502	1.4362	0.15099	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PIT		0.018603	1.7236	0.084821	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_POS1		0.0013413	0.12425	0.90112	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_POS2		0.010066	0.93254	0.35108	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PSL		0.0093645	0.86751	0.38569	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PeEc		0.012297	1.1392	0.25464	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_Pir		0.002283	0.21149	0.83251	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PoI1		-0.0060779	-0.56302	0.57343	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PoI2		-0.0073454	-0.68045	0.49624	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_PreS		-0.0064684	-0.5992	0.54905	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_ProS		0.0093658	0.86762	0.38562	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_RI		0.015077	1.3968	0.16252	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_RSC		0.0028018	0.25954	0.79522	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_SCEF		0.025189	2.3341	0.019615	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_SFL		0.00043399	0.040202	0.96793	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_STGa		0.0011458	0.10614	0.91547	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_STSda		0.027586	2.5564	0.010594	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_STSdp		0.026571	2.4623	0.013826	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_STSva		0.026445	2.4505	0.014284	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_STSvp		0.015327	1.42	0.15565	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_STV		0.010701	0.99132	0.32156	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TA2		-0.00050914	-0.047164	0.96238	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TE1a		-0.004921	-0.45586	0.6485	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TE1m		0.013773	1.2759	0.20202	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TE1p		0.0030015	0.27804	0.78099	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TE2a		0.022033	2.0415	0.041229	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TE2p		0.029989	2.7793	0.0054599	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TF		0.0089805	0.83193	0.40547	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TGd		0.015505	1.4365	0.1509	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TGv		0.02173	2.0134	0.0441	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TPOJ1		0.037516	3.4777	0.00050825	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TPOJ2		0.028742	2.6636	0.0077458	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_TPOJ3		0.040821	3.7845	0.00015504	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V1		-0.0049159	-0.45538	0.64884	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V2		0.0098928	0.91645	0.35946	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V3		0.0074618	0.69123	0.48944	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V3A		0.018875	1.7487	0.08037	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V3B		0.026796	2.4831	0.013044	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V3CD		0.024257	2.2477	0.024619	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V4		0.028955	2.6833	0.0073033	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V4t		0.027729	2.5696	0.010197	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V6		0.019366	1.7943	0.0728	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V6A		-4.984e-05	-0.0046169	0.99632	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V7		0.0046589	0.43157	0.66606	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_V8		-0.0034549	-0.32004	0.74894	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_VIP		0.0017503	0.16214	0.8712	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_VMV1		0.0099622	0.92288	0.35609	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_VMV2		0.017331	1.6057	0.10838	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_VMV3		0.025662	2.3779	0.017431	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_VVC		0.0083988	0.77804	0.43657	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_a10p		0.014274	1.3224	0.18608	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_a24		0.014416	1.3355	0.18175	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_a24pr		0.011617	1.0762	0.28186	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_a32pr		0.025099	2.3257	0.020056	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_a47r		0.020109	1.8631	0.06248	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_a9-46v		0.019445	1.8016	0.071638	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_d23ab		0.030207	2.7995	0.0051295	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_d32		0.017371	1.6094	0.10757	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_i6-8		0.0088871	0.82328	0.41037	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_p10p		0.014977	1.3876	0.1653	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_p24		0.015921	1.475	0.14024	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_p24pr		0.015156	1.4041	0.16033	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_p32		0.019675	1.823	0.068345	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_p32pr		0.02692	2.4946	0.012628	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_p47r		0.018833	1.7448	0.081049	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_p9-46v		0.038263	3.5471	0.0003916	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_pOFC		-0.0011063	-0.10249	0.91837	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_s32		0.025664	2.3781	0.017422	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_s6-8		0.016228	1.5034	0.13277	8596
SBayesRC_SCZ25_META	absolute_ct	parcel	lh_v23ab		0.01204	1.1154	0.26472	8596
SBayesRC_SCZ25_META	relative_ct	cortex	1	Primary_Visual	-0.0097638	-0.90445	0.36578	8596
SBayesRC_SCZ25_META	relative_ct	cortex	2	Early_Visual	0.0035003	0.32423	0.74577	8596
SBayesRC_SCZ25_META	relative_ct	cortex	3	Dorsal_Stream_Visual	0.0067944	0.62937	0.52912	8596
SBayesRC_SCZ25_META	relative_ct	cortex	4	Ventral_Stream_Visual	-0.0013085	-0.1212	0.90353	8596
SBayesRC_SCZ25_META	relative_ct	cortex	5	MT+_Complex_and_Neighboring_Visual_Areas	0.016708	1.5478	0.1217	8596
SBayesRC_SCZ25_META	relative_ct	cortex	6	Somatosensory_and_Motor	0.0013652	0.12646	0.89937	8596
SBayesRC_SCZ25_META	relative_ct	cortex	7	Paracentral_Lobular_and_Mid_Cingulate	0.015515	1.4373	0.15068	8596
SBayesRC_SCZ25_META	relative_ct	cortex	8	Premotor	0.012219	1.1319	0.25771	8596
SBayesRC_SCZ25_META	relative_ct	cortex	9	Posterior_Opercular	-0.0011457	-0.10612	0.91549	8596
SBayesRC_SCZ25_META	relative_ct	cortex	10	Early_Auditory	0.021041	1.9495	0.051274	8596
SBayesRC_SCZ25_META	relative_ct	cortex	11	Auditory_Association	0.011569	1.0717	0.2839	8596
SBayesRC_SCZ25_META	relative_ct	cortex	12	Insular_and_Frontal_Opercular	-0.0044494	-0.41215	0.68024	8596
SBayesRC_SCZ25_META	relative_ct	cortex	13	Medial_Temporal	0.0025573	0.23688	0.81275	8596
SBayesRC_SCZ25_META	relative_ct	cortex	14	Lateral_Temporal	0.0062877	0.58243	0.56029	8596
SBayesRC_SCZ25_META	relative_ct	cortex	15	Temporo-Parieto_Occipital_Junction	0.026187	2.4265	0.015267	8596
SBayesRC_SCZ25_META	relative_ct	cortex	16	Superior_Parietal	0.0048442	0.44872	0.65365	8596
SBayesRC_SCZ25_META	relative_ct	cortex	17	Inferior_Parietal	0.0099082	0.91783	0.35874	8596
SBayesRC_SCZ25_META	relative_ct	cortex	18	Posterior_Cingulate	0.0075017	0.69489	0.48714	8596
SBayesRC_SCZ25_META	relative_ct	cortex	19	Anterior_Cingulate_and_Medial_Prefrontal	0.012815	1.1871	0.23522	8596
SBayesRC_SCZ25_META	relative_ct	cortex	20	Orbital_and_Polar_Frontal	0.0070505	0.65309	0.51372	8596
SBayesRC_SCZ25_META	relative_ct	cortex	21	Inferior_Frontal	0.016851	1.5611	0.11853	8596
SBayesRC_SCZ25_META	relative_ct	cortex	22	Dorsolateral_Prefrontal	0.015796	1.4634	0.1434	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_1		-0.0013942	-0.12914	0.89725	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_10d		0.012019	1.1133	0.26559	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_10pp		0.022539	2.0883	0.0368	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_10r		0.022494	2.0841	0.037181	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_10v		0.0055044	0.50987	0.61016	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_11l		0.007375	0.68315	0.49453	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_13l		-0.0012224	-0.11323	0.90985	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_2		0.008002	0.74124	0.45857	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_23c		-0.0096689	-0.89566	0.37046	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_23d		0.0037521	0.34755	0.72819	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_24dd		0.013752	1.2739	0.20272	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_24dv		0.012805	1.1862	0.23558	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_25		-0.0012933	-0.1198	0.90465	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_31a		0.01635	1.5147	0.12989	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_31pd		0.027991	2.5938	0.0095091	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_31pv		0.026047	2.4135	0.01582	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_33pr		-0.00079447	-0.07359	0.94134	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_3a		0.0055129	0.51066	0.6096	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_3b		0.0088362	0.81851	0.41309	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_4		0.0053832	0.49865	0.61804	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_43		0.0060481	0.56024	0.57533	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_44		0.0042974	0.39807	0.69059	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_45		0.012622	1.1692	0.24235	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_46		0.0065887	0.61032	0.54167	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_47l		0.01619	1.4998	0.1337	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_47m		-0.0054538	-0.50518	0.61344	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_47s		0.0066191	0.61313	0.5398	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_52		0.0054602	0.50578	0.61302	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_55b		0.0057462	0.53227	0.59456	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_5L		0.012396	1.1483	0.25087	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_5m		0.0016354	0.15149	0.87959	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_5mv		0.0203	1.8808	0.060038	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_6a		0.018477	1.7118	0.086966	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_6d		0.0094889	0.87898	0.37944	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_6ma		-0.0065185	-0.60381	0.54599	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_6mp		0.011671	1.0812	0.27965	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_6r		-0.008936	-0.82776	0.40783	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_6v		0.0148	1.371	0.17041	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_7AL		0.011124	1.0304	0.30284	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_7Am		0.0048315	0.44754	0.6545	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_7PC		-0.011863	-1.099	0.27182	8596
SBayesRC_SCZ25_META	relative_ct	parcel	lh_7PL		-0.0061613	-0.57072	0.56821	8596
