gene	dCT + CT|DK	dCT alone|DK	NSPN PLS2	AHBA C3	AHBA C1	snRNAseq PC1	snRNAseq PC1 (U01)	dCT + CT|HCP	dCT alone|HCP
ACVR2B	1.47998	-0.198106	-0.930734	0.212031	-0.647233	0.00153778	0.002129	1.52655	0.584254
ACVR2B-AS1						4.45989e-05	3.05681e-05		
ACVRL1	-0.0463844	0.907251	0.076784	-0.221023	0.331372	1.55804e-06	3.79716e-05	0.0746037	0.346706
ACY1			-0.884861			-6.18047e-06	3.92866e-06		
ACY3	-1.60673	-2.35081	0.112224	-0.292042	-0.495626	-2.56563e-05	1.25253e-05	-1.43925	-1.72314
ACYP1			-1.30862			-0.000318174	0.00194212		
ACYP2	-1.52932	0.166655	-1.92705	-0.167938	0.777631	-0.0162765	0.0144265	-2.56955	-1.1349
AD000671.1			2.45229						
ADA			1.79461			-0.00257907	-0.000272788		
ADA2			-6.34062						
ADAD1			-4.01439			2.11791e-05	4.35824e-05		
ADAD2	-0.878031	-1.27274	-4.96343	-0.272415	0.00395687	2.47942e-05	9.31204e-05	-2.29963	-2.47117
ADAL	-1.61034	-0.506446	-1.16668	-0.297926	0.380273			-2.38238	-1.68626
ADAM10			-0.624579			-0.00692793	0.0101295		
ADAM11	3.3586	4.04773	3.91825			0.0101928	0.00851711		
ADAM12			-2.84106			-0.00530697	0.00209125		
ADAM15	-6.48233	-2.19542	-4.91769	-0.472678	0.512135	-0.00109297	0.00130562	-3.0538	-1.61401
ADAM17	1.8443	2.14322	-1.3503	-0.176891	-0.076727	0.00296979	0.00855559	1.35501	1.63137
ADAM18			0.95465			8.36706e-05	0.000559656		
ADAM19	-3.33416	-2.68111	-1.27116			0.00888317	0.00670291		
ADAM2			-2.24011						
ADAM20	1.04095	2.376	-1.06117			-0	-0		
ADAM20P1	3.58234	4.1002		0.34942	0.451065			7.16977	7.57208
ADAM21			2.87269			5.21611e-05	0.00010598		
ADAM22	1.45928	2.30563	3.48663	0.196637	0.833377	0.0206211	0.0262347	-0.0563425	0.713361
ADAM23	0.0602008	1.39049	2.292	0.0755002	0.913926	0.0264074	0.0297582	-1.33303	-0.072155
ADAM28	-2.51774	-3.05933	-0.938667	-0.323316	-0.596368	4.7614e-05	0.000524818	-3.56713	-3.81897
ADAM29			0.622277			0.000911183	0.00101399		
ADAM30			2.57557			1.15623e-06	-0		
ADAM32	1.14472	2.06697	3.6581						
ADAM33	-0.657777	0.935141	-2.17792			0.000175078	0.000517386		
ADAM5P			1.53624						
ADAM6			-2.58675						
ADAM7			-4.10541			0.000145579	0.000280957		
ADAM8	2.18916	2.74738	-5.21865	0.138386	0.563286	0.000322939	0.000734581	1.22817	2.03656
ADAM9	-1.14211	1.28193	1.63609	-0.020966	0.57436			0.441346	1.46067
ADAMDEC1	-3.13581	-1.18568	-3.62475			4.2674e-06	3.02654e-05		
ADAMTS1			0.918111			-0.00241864	5.04535e-05		
ADAMTS10			0.70239			0.0071122	0.00479781		
ADAMTS12			0.391832			0.000378774	0.00108318		
ADAMTS13	-0.0299611	1.71816	-1.5308	0.0618925	0.735127			0.402618	1.26952
ADAMTS14			-0.554202			-0.00284102	0.000112892		
ADAMTS15			-2.88441			0.000656191	0.000635685		
ADAMTS16			-4.03005			0.003385	0.00251448		
ADAMTS17			-0.194898			-0.00122644	0.00669239		
ADAMTS18			-2.6261			-0.00966717	0.000402535		
ADAMTS19	3.9398	0.841412	0.137035	-0.0687181	-0.673827	0.00842281	0.0139285	3.77329	2.13248
ADAMTS19-AS1						6.46105e-05	1.58801e-05		
ADAMTS2	0.937357	1.28196	1.06393	-0.0467557	0.173925	0.00137023	0.00231027	1.00836	1.06866
ADAMTS20			-2.38846			0.000482377	0.00127673		
ADAMTS3	6.10632	1.46362	6.81755	0.409143	-0.734238	0.00691992	0.00675235	5.3485	2.54306
ADAMTS4	-0.333812	0.3536	1.65073	-0.398959	0.231847	-0.00588162	-0.000140294	-3.10421	-2.40349
ADAMTS5	0.0503928	1.75424	3.53291	0.142284	0.764815	0.000210989	0.000410996	-0.654841	0.495694
ADAMTS6			-0.46446			3.13144e-05	0.00248999		
ADAMTS7			0.200524			0.000295555	-0.000685723		
ADAMTS8	4.43506	0.620529	2.71441	0.427525	-0.535517	0.00328446	0.00325628	-0.0337635	-0.720139
ADAMTS9	-1.4373	-2.97793	-1.72585	-0.390413	-0.658853	-9.7739e-05	0.00270829	-1.14315	-1.94427
ADAMTS9-AS1						0.00139471	0.00144406		
ADAMTS9-AS2						0.0099181	0.00890342		
ADAMTSL1	-2.23633	-1.16817	-6.15724	-0.0930404	0.439783	0.00531345	0.0065314	-0.445102	0.135468
ADAMTSL2	1.15093	0.496809	0.13934	-0.14765	-0.43747	0.000337074	0.00118447	-0.236013	-0.937494
ADAMTSL3	-0.107833	-0.62541	0.515082	-0.451108	-0.34149			-2.90082	-3.45671
ADAMTSL4			-1.14609			-1.13087e-06	2.86298e-05		
ADAMTSL5			-1.89199			-5.73657e-05	2.47786e-05		
ADAP1	-0.582879	-1.31613	-3.34582			0.000922874	0.0030027		
ADAP2	-2.72305	-2.79936	-3.42424	-0.290196	-0.740865	-0.000890516	0.00144987	-3.90927	-3.64456
ADAR	6.63011	2.26025	-0.579646			0.00255745	0.00677758		
ADARB1	-0.30807	1.40839	-0.404866			0.0140084	0.00876035		
ADARB2			-0.212176			-0.00551446	0.00603141		
ADARB2-AS1	-0.907432	-0.570456	-1.78082	-0.48189	0.130337	0.000359788	0.000317712	-1.8723	-1.61163
ADAT1			2.93915			0.000366453	0.000235877		
ADAT2	2.20049	2.91716	-3.22504			0.00132949	0.0017717		
ADAT3			1.76914			-0	-0		
ADC			1.33566						
ADCK1			-0.04579			-0.00126939	0.00265007		
ADCK2	4.16438	2.51348	3.88365			0.000768984	0.000544465		
ADCK5			0.621778						
ADCY1	-0.649706	0.599952	1.50317	-0.0140702	0.506102	0.0341697	0.0235161	-0.689071	-0.0768564
ADCY10			1.7039			0.00190083	0.0016744		
ADCY2	4.50082	2.49252	4.31266	0.133309	-0.69	0.0253607	0.0303091	2.3488	0.870657
ADCY3	0.110041	1.49742	-3.20663	0.0473823	0.511449	0.00882374	0.00797374	0.0837198	0.846641
ADCY4	-0.333849	0.412028	1.11132	-0.253863	0.315607			-0.591347	-0.260394
ADCY5			-1.64634			-0.000248805	0.00618439		
ADCY6			-3.82488			0.00357443	0.00398885		
ADCY7	4.76602	0.893592	5.43594	0.330942	-0.63252	0.00169849	0.00144766	2.08809	0.705554
ADCY8	-4.81406	-2.99178	-6.39829	-0.488356	0.104374	0.00612075	0.0075368	-2.52386	-2.30124
ADCY9	-1.38856	0.678303	-3.34211	0.0815737	0.864683	0.0119268	0.0131826	-2.43386	-0.676507
ADCYAP1	5.90613	3.89954	5.52014	0.397807	-0.0396313	0.00134441	0.00162956	6.08753	5.34711
ADCYAP1R1	-1.56347	-2.13985	-5.79937	-0.381862	-0.622315	0.00259113	0.0023789	0.713424	0.431427
ADD1	-1.92654	0.878379	-1.00904	-0.0163958	0.71736	-0.00803936	0.00903769	-0.634152	0.385633
ADD2			-1.64519			0.0287683	0.0159044		
ADD3	-2.04527	-2.6431	-5.30277			-0.0246745	0.00408006		
ADGB						0.000103485	0.000447465		
ADGRA1	1.28364	2.50114	4.45301	0.202217	0.434396			1.85912	2.58915
ADGRA2	2.09457	2.67905	4.32926	0.178269	0.507929			1.98228	2.35153
ADGRA3	-0.869726	-1.83277	-4.79185	-0.290484	-0.676001			1.57975	0.853243
ADGRB1			0.307397						
ADGRB2	2.75265	1.89826	0.179007						
ADGRB3	3.08422	0.352363	0.749961	0.329601	-0.775613			4.2335	1.5187
ADGRD1	1.9904	2.24456	2.43584						
ADGRE5	0.681454	1.19556		-0.348011	0.0520646			-0.728994	-0.578158
ADGRF5	5.26026	3.14598	5.57904	0.191493	-0.393956			2.85314	1.982
ADGRG1	-0.567254	-1.77559	-4.99956	-0.0567319	-0.785412			2.27383	0.649315
ADGRG5	-4.4195	-3.44096	-6.288						
ADGRG6	-0.275562	-1.13701	-1.27425	-0.188797	-0.371827			0.234875	0.131125
ADGRL1			-0.384642						
ADGRL2	0.613047	1.5404	-0.670443	0.110577	0.595962			0.398539	1.12656
ADGRL3	1.86204	-1.07585	-4.01429	0.240515	-0.737807			1.32031	0.0742514
ADGRL4	-1.35758	0.289226	0.036695	-0.15676	0.508195			-0.798877	-0.200861
ADGRV1	-0.91683	-2.03522	-7.25464	-0.126697	-0.79616			1.07394	0.0944544
ADH1A						2.74673e-05	7.75056e-06		
ADH1B			-1.54425			1.70753e-05	1.6372e-05		
ADH1C			-3.12856						
ADH4			-0.438753			0.000154957	0.000338585		
ADH5	0.786264	-0.922687	-5.89102	-0.0142321	-0.721481	0.000758668	0.00116242	2.68135	1.33811
ADH6			-1.2219			0.000118871	0.000158721		
ADH7			0.220571			7.6384e-06	5.04196e-05		
ADHFE1	-1.11006	-1.93213	-4.8438			-0.0066037	0.000150027		
ADI1	-2.79213	-3.10061	-5.30567	-0.293342	-0.685683			-0.885278	-1.44424
ADIG			-2.59405			1.41741e-05	2.55083e-05		
ADIPOQ			-2.35948			2.08582e-05	0.000105545		
ADIPOQ-AS1						1.49647e-06	4.29187e-06		
ADIPOR1	-0.729052	-2.22183	-6.45322	-0.0788071	-0.737748	0.000804016	0.0022022	-1.45147	-2.01404
ADIPOR2			-1.42097						
ADIRF	-2.31471	-2.8752	-8.69821	-0.289053	-0.820681	-7.90268e-05	5.19516e-05	-0.365869	-1.08397
ADK	-1.01261	-2.3824	-2.49422	0.0146368	-0.461119	0.0127747	0.0249176	-2.08683	-3.03163
ADM	-4.72203	-1.65663	-2.80655	-0.248786	0.71602	-0.000175889	-0.0003808	-5.75496	-3.37139
ADM2			-1.18036			4.23286e-06	3.33179e-06		
ADM5	1.42098	-0.818419	2.0889	0.246115	-0.78006	0.000115818	0.000361654	0.602772	-0.371183
ADNP	3.42615	2.49921	-3.39862	0.531446	-0.298227	0.00425025	0.00883983	4.21498	3.18649
ADNP-AS1	-1.79252	-2.05993							
ADNP2	2.85999	4.06638	1.98228	0.196044	0.372812	-0.000130897	0.00329314	2.3935	3.23499
ADO	1.99746	2.77565	5.9407	0.160328	0.798408	0.000242162	0.00135728	0.230428	0.911514
ADORA1	1.12881	1.56508	3.11259			-0.00362361	0.00316062		
ADORA2A			-1.29453			4.20609e-07	9.90676e-06		
ADORA2A-AS1						0.000242478	0.000612418		
ADORA2B	-0.224735	-1.18339	-2.84143	-0.199153	-0.599693	-0.00359017	2.79927e-05	2.19629	1.45087
ADORA3			0.216269			-0.000309758	0.000765757		
ADPGK			-2.27787			-0.000911955	0.00175609		
ADPGK-AS1						-0.000452862	-0.000143729		
ADPRH			0.63368			1.79266e-07	3.00767e-05		
ADPRHL1	3.20464	4.02794	8.81564	0.207226	0.553551	0.00142981	0.00129103	2.92705	3.31106
ADPRHL2	2.62707	1.31154	2.60138	0.0477849	-0.432508			-0.37532	-0.86898
ADPRM			-1.53921			0.000276243	0.000375818		
ADRA1A	-0.0695695	0.147605	-3.288	-0.381319	-0.18281	-0.00116776	0.00288768	0.466349	0.5621
ADRA1B	2.90619	1.17427	2.61926	0.0617279	-0.749232	0.00272592	0.00282028	0.445402	-0.837716
ADRA1D	3.15918	3.05814	7.5522	0.366923	0.462747	0.00112337	0.00131581	0.832051	0.90673
ADRA2A	0.0481152	1.19732	0.851931	0.0149112	0.100507	0.00186201	0.000360133	1.08309	1.33653
ADRA2B			3.51945			-3.06019e-05	-8.0578e-06		
ADRA2C	3.09476	-0.507387	-3.33302	0.00535739	-0.740683	0.000273865	0.00023774	-0.342228	-1.51257
ADRB1	2.16346	3.31495	2.19243	0.379999	0.585474	0.000409861	0.00160224	1.85731	2.62989
ADRB2	-1.24825	-2.0806	-1.13534	-0.266261	-0.715454	-0.000289685	-4.32474e-05	-0.813428	-1.5567
ADRB3			-2.47392			5.3771e-05	3.48862e-05		
ADRM1			4.42936			6.43387e-05	0.000123866		
ADSL	0.640176	-1.54165	-0.728864			0.00119046	0.000740627		
ADSS			-2.01358						
ADSSL1	-1.03937	0.833583	-0.596241	-0.346426	0.627041			-1.97242	-0.798309
ADTRP	5.46266	1.6415	6.90963	0.290633	-0.6488	0.00177705	0.00211734	3.46267	1.70942
AEBP1	0.618424	0.372984	-1.1646	-0.313069	-0.426058	-0.000583712	-0.000576843	2.5333	2.53059
AEBP2	0.864054	2.5879	-0.829393	0.222586	0.526159	0.021855	0.0258813	2.96597	4.23393
AEN	1.82704	-0.376796	0.086054			0.000270526	0.000443479		
AES	0.850398	0.885877	-1.77096						
AF205589.2			3.16083						
AF205589.3			-3.3724						
AFAP1			1.0866			0.0110691	0.00790278		
AFAP1-AS1			0.784736			0.000175157	8.73362e-05		
AFAP1L1	2.19608	2.69	6.85114	0.147837	0.504788	0.000263903	0.000468001	0.916373	1.24394
AFAP1L2	2.7976	3.53004	4.54307	0.195606	0.100135	0.00116996	0.00158996	1.93995	2.21796
AFDN	-0.859705	-1.6949	-4.36585	-0.530356	-0.412735			-0.641106	-1.07003
AFDN-DT	-1.41279	-0.828331	-5.5164	-0.619495	-0.216931			-4.70203	-5.0903
AFF1	-2.33431	0.0601741	-3.53625	-0.381911	0.624139	-0.00983094	0.00327341	-1.92104	-0.776221
AFF2	-1.73518	-2.59439	0.967096	-0.0410934	-0.492382	0.0205929	0.000508858	-1.65519	-2.02512
AFF3			-2.96864			0.0510374	0.0377637		
AFF4	-0.236761	-0.0302042	-3.01376			0.00392642	0.0113104		
AFG1L	0.61526	1.28683	6.00829						
AFG2A						-0.00218275	0.00523206		
AFG2B						0.000953924	0.00152874		
AFG3L1P	-1.30811	0.377493	-5.4955						
AFG3L2	0.505071	1.40431	-3.05539			0.000866716	0.00368364		
AFM			0.740758			1.49507e-06	4.57446e-06		
AFMID			0.766982			-0.00841477	0.000994295		
AFP			3.46835			0.000210922	9.61985e-05		
AFTPH	1.85386	2.56814	5.14481	0.202639	0.737661	0.00277141	0.00863447	2.03731	2.5665
AGA	-0.353109	-1.73643	0.672102	-0.381225	-0.557012	-0.00125688	0.000219718	-3.2346	-3.78002
AGAP1	-0.288387	-1.29337	-5.64458	-0.0674328	-0.150597	-0.0240293	0.0182405	0.153825	0.215785
AGAP11	-1.13796	0.492812	-6.67373						
AGAP2	0.551591	-1.01319	-6.13142	0.0545471	-0.738333	0.00774369	0.00723235	2.00167	0.656977
AGAP2-AS1						-3.60074e-05	-0.000152871		
AGAP3	-1.24602	-2.23503	-5.07471	0.0999883	-0.555546	0.0091401	0.00896189	-0.460379	-1.2126
AGAP4			-0.96178			0.000353666	0.00357292		
AGAP5	-1.12402	0.618757				-0.000299504	1.6471e-05		
AGAP6						0.000449677	0.00488003		
AGBL1			2.58419			0.00582563	0.00618926		
AGBL1-AS1						1.92667e-05	2.92105e-05		
AGBL2			-4.24867						
AGBL3	2.15637	3.07709	-2.33827			0.00324551	0.00597248		
AGBL4	11.3523	5.0012	6.24949			0.0511893	0.0509726		
AGBL5	2.54266	-0.0175774	-1.64573			0.00143907	0.00357839		
AGBL5-AS1						3.6575e-05	-2.81413e-05		
AGER	-1.68176	-1.14965	-4.1324						
AGFG1			-1.37936			0.00325301	0.0115302		
AGFG2	-0.805642	-1.59657	-3.01203	-0.309244	-0.312469	0.000532945	0.00114362	-1.4944	-1.87699
AGGF1			-3.2697			0.00119381	0.00414461		
AGK	1.09639	1.5148	4.1741	0.335367	0.232386			0.166085	0.467541
AGL	-2.39869	-0.703961	-3.07261			0.000431404	0.00630195		
AGMAT	1.42238	0.836854	0.38767	0.00570623	-0.0895216	0.000238034	0.00057884	-1.1273	-1.74495
AGMO						-0.00229103	0.000500353		
AGO1	-0.0700596	2.04502	-2.07494	0.024454	0.929031	0.00434926	0.00353663	2.48686	2.23125
AGO2	-0.949699	0.558878	0.474422			-0.00281783	0.00572235		
AGO3	-2.54551	0.368724	-5.46377	-0.358382	0.467771	-0.00190797	0.0147005	-0.889209	0.123411
AGO4	0.071531	1.441	-2.55969	0.17865	0.303354	0.00449766	0.0107749	2.41132	3.52664
AGPAT1	0.647019	0.268863	-0.36183						
AGPAT2	8.05175	1.84698	7.58519	0.353191	-0.604241	0.000142767	0.000615429	5.6148	3.01577
AGPAT3	-0.0951947	1.02676	-3.10966	0.0643142	0.729551	0.00310071	0.00521511	-1.9753	-1.09569
AGPAT4			-1.90948			-0.00187719	0.0132583		
AGPAT4-IT1			-2.77582						
AGPAT5	-2.83415	-2.89909	-2.64303						
AGPAT9			3.97224						
AGPS	3.38282	3.82012	2.92587			0.0010196	0.00668942		
AGR2			0.730166			2.8762e-05	5.39866e-05		
AGR3			-3.80786			1.70137e-05	4.81854e-05		
AGRN			4.22709			0.00451933	0.000402496		
AGRP			1.59973			4.20534e-05	2.67493e-05		
AGSK1			-1.00188						
AGT			-4.99868			-0.0064605	-0.00236643		
AGTPBP1	2.1322	0.933551	0.446259			-0.00251879	0.0188166		
AGTR1			0.057346			9.42395e-06	2.52105e-05		
AGTR2			-0.624518			3.25981e-06	2.35663e-06		
AGTRAP			-3.04162			-0.000966429	-0.000146422		
AGXT			-3.76214			1.01176e-06	2.24246e-06		
AGXT2			1.43852			1.55792e-05	0.000326028		
AHCTF1			-0.24553			0.00220631	0.0084401		
AHCY	0.833836	-0.857427	-2.18023	-0.0170414	-0.621673	0.000130858	0.000556184	-3.11104	-3.41763
AHCYL1	-1.83692	-1.57107	-1.82427			-0.00390568	0.00402961		
AHCYL2			-1.88412			-0.00650181	0.01302		
AHDC1			-3.85407			0.00914596	0.00619506		
AHI1	-1.19573	1.41132	-2.0555	0.11743	0.839257	0.0159158	0.0329061	0.758718	1.80162
AHNAK	-0.641443	-1.78394	-6.2497	-0.199723	-0.839231	-0.000757898	0.000918322	0.652693	-0.203725
AHNAK2	1.97605	1.56096	3.84437	0.1262	-0.0938377	0.00260903	0.00196325	0.313283	-0.138804
AHR	1.07601	0.286892	0.584591	0.0359114	-0.488146	9.84169e-05	0.00297626	1.17275	0.731227
AHRR	3.25501	-0.130401		0.153513	-0.844312	0.0022814	0.00177009	3.91472	1.2242
AHSA1	-0.874471	-0.264444	0.77165			0.00179647	0.000615963		
AHSA2P			-2.89116						
AHSG	4.57495	3.35362	4.53205	0.352333	-0.297004	0.000117621	0.00016089	2.59671	1.95963
AHSP						4.33557e-06	-2.66263e-05		
AICDA			0.470135			2.5296e-05	3.31359e-05		
AIDA			-2.67989			0.00113658	0.00162787		
AIF1	-1.48249	-2.30291	0.412916	-0.182358	-0.717447			-3.09993	-3.19945
AIF1L			-1.3096			-0.0108514	-0.00141611		
AIFM1			-1.46015			-0.00146411	0.00137972		
AIFM2	4.86081	0.321701	0.196178	0.23537	-0.580932	0.00094605	0.00138631	4.77965	2.58249
AIFM3	-3.66962	-1.2479	-2.65569	-0.198786	0.793417	-0.000311154	3.46839e-05	-0.925157	0.165286
AIG1	4.28267	3.0137	-1.17513	-0.0397723	-0.430827	0.0135924	0.0196905	4.27439	3.48384
AIM1			4.1205						
AIM1L			2.5387						
AIM2	-3.31795	-1.93292	-4.77353	-0.278604	-0.296418	0.00112698	0.000843502	-1.95171	-2.09976
AIMP1			-2.5753			-0.000702566	0.00127922		
AIMP2			0.761527			0.000465115	0.000730042		
AIP	0.821012	2.03755	2.84778	0.0985757	0.413721	-1.81601e-05	0.000272831	0.395768	1.03649
AIPL1			-2.14176			7.52333e-05	0.00028649		
AIRE	0.906277	0.848831	-0.71474	-0.335388	0.0443398	4.22187e-05	5.689e-05	0.0715393	-0.0317293
AIRIM						0.000658069	0.000935299		
AIRN						0.000107012	7.92814e-05		
AJAP1	2.29818	2.23502	-3.58653	0.153687	-0.488595	0.0181356	0.00965911	3.89695	2.89344
AJUBA						-9.68102e-07	-3.64712e-07		
AK1	-0.651922	0.288413	-2.90614	-0.127999	0.542917	0.00177932	3.58789e-06	-0.850974	-0.420703
AK2	-1.43874	-0.296839	-1.9666	-0.303985	0.708993	0.000233874	0.00253909	-2.76042	-1.34719
AK3	-1.97622	-2.69654	-0.562426			-0.00415011	0.00302713		
AK3L1			-4.88669						
AK4	0.358265	-1.52354		-0.0869587	-0.84871	-0.000946615	0.00220525	1.75818	0.369954
AK5	3.35729	0.349927	-0.946784	0.229762	-0.602879	-0.0107054	0.0231966	0.861659	-0.173758
AK6	-0.483544	-1.58316							
AK7			2.99101			0.000316764	0.00141907		
AK8	-2.71169	-3.38648	-5.69793			0.000746449	0.00175169		
AK9	0.715317	1.92244	-1.98295	-0.104404	0.488096	0.000410761	0.00487897	1.37434	1.81337
AKAIN1	0.315202	1.48365	0.035089	-0.0150688	0.698078			-2.26454	-0.98224
AKAP1	-1.31948	0.32782	-4.03081	-0.123807	0.274563	0.00130625	0.00203409	-0.151832	0.444629
AKAP10	2.08126	2.80097	2.34286	0.379003	0.332773	-0.00170268	0.00715837	2.14583	2.84308
AKAP11	4.2003	2.47464	3.37243			0.00541168	0.013828		
AKAP12	1.31084	1.68571	-1.43154	0.0514967	0.419957	0.00367811	0.0068472	0.477425	0.641656
AKAP13	-0.249752	0.138229	-4.76345	0.219441	0.322857	3.96781e-05	0.00572017	0.863215	1.23699
AKAP14	-2.43266	-3.14625	-4.3525	-0.0358035	-0.865651	0.000293991	0.000598045	-3.42154	-3.3798
AKAP17A	-0.388733	1.04506	-4.0419	-0.214552	0.289488			0.702668	1.17869
AKAP3			3.65411			-0.000396957	0.00015572		
AKAP4			2.21194			4.20088e-07	-0		
AKAP5	0.931411	-0.847591	-0.38021	0.3096	-0.698586	0.00275544	0.00315074	0.597905	-0.289353
AKAP6	2.19961	2.6365	7.13964			-0.00129937	0.0324646		
AKAP7	-2.2122	-1.27302	-8.83919	-0.167028	0.1569	0.000906983	0.00419084	-0.0881751	0.591689
AKAP8	3.66271	1.46157	7.9237	0.325915	-0.468718	0.000943368	0.00270958	0.815352	-0.199531
AKAP8L			-0.615565			0.00614637	0.00876908		
AKAP9	2.9835	3.6765	-0.332367			0.005012	0.0149924		
AKIP1			1.81299			0.00151056	0.00153377		
AKIRIN1	-0.412573	-1.99124	-2.74398			-0.000368177	0.0040076		
AKIRIN2	3.59094	-0.448341	-0.448442	0.254235	-0.87636	0.00225644	0.000405905	0.882479	-0.529419
AKIRIN2-AS1			-4.3522						
AKNA			-3.55189			-1.93597e-05	0.000795877		
AKNAD1						0.00113256	0.000454441		
AKR1A1			1.93415			0.00050095	4.63594e-05		
AKR1B1	-0.0815586	-0.610573	-0.336587			0.000932133	-2.16457e-05		
AKR1B10			0.730296			1.49184e-07	1.76009e-05		
AKR1B15						9.26355e-06	1.21136e-05		
AKR1C1	-0.922104	-1.95579	1.43981	-0.20712	-0.210721	0.00440547	-0.000377059	-3.06788	-3.73716
AKR1C2			0.530618			0.000785414	0.000336365		
AKR1C3	-0.800062	-2.15289	-0.460657	-0.123657	-0.377122	0.000495664	3.31497e-05	-1.72113	-2.71209
AKR1C4	-1.02549	-2.02111	1.12215	-0.186256	-0.18918	-2.61256e-07	1.40949e-05	-2.68254	-3.37968
AKR1CL1			-2.1882						
AKR1D1			-1.32516			5.58138e-05	0.00030913		
AKR1E2			-2.67297			0.00367409	0.00155962		
AKR7A2	-2.53342	-3.16032	-4.98327	-0.244596	-0.692687	0.000404953	0.000358471	-1.97223	-2.44516
AKR7A2P1	-0.92166	-2.34633	-2.63597	-0.15931	-0.652679			-0.298975	-1.1025
AKR7A3	-0.72189	-2.16469	-4.39251	-0.195876	-0.694538	1.27701e-05	0.000104059	-1.68332	-2.3872
AKR7L	-2.7989	-3.40763	-4.43895	-0.209917	-0.744641			-0.779395	-1.46154
AKT1	-2.58597	-0.200025	-2.62854			0.000829344	0.0014536		
AKT1S1	-3.95325	-0.52981	2.2185	-0.331913	0.531974	-0.000244638	-0	-3.4195	-1.91353
AKT2			-3.84634			0.000163252	0.00474042		
AKT3	-0.407635	0.877566	0.6195	0.0892405	0.703083			0.232729	1.01291
AKTIP	-1.87843	-3.01716	-0.143091			0.0014094	0.00278856		
AL023882.1			-3.20976						
AL033383.1			-1.20128						
AL080274.2			-1.38928						
AL096711.2			-3.13898						
AL109758.1			-1.07811						
AL109938.1			-2.98142						
AL117209.1			-1.84138						
AL135932.1			-1.59194						
AL136139.1			0.077093						
AL136419.1			-1.24772						
AL137229.4			1.72185						
AL139377.1			-0.301669						
AL161668.2			-6.02905						
AL355922.1			1.88962						
AL355985.2			-0.856824						
AL355987.1			-2.23662						
AL358813.3			-1.70302						
AL359392.2			1.8832						
AL589182.2			-1.0444						
AL589765.4			2.84707						
ALAD			-1.84249			-0.00035488	0.00200854		
ALAS1	1.12246	1.01254	4.07147			0.000587859	0.000838707		
ALAS2			-1.27516			-5.5193e-07	1.70603e-06		
ALB	-2.69278	-2.46148	-3.99118			-1.43485e-05	4.78723e-05		
ALCAM	-0.791333	-1.9474	-2.81902	-0.327435	-0.657369	-0.0275542	0.0123348	-1.29749	-1.71128
ALDH16A1			0.913811			-7.88788e-05	0.000208004		
ALDH18A1			-3.54838			0.0017318	0.00218183		
ALDH1A1	-1.22246	0.269501	2.93141	0.0375563	0.562508	-0.00920089	-0.000141782	-0.0837825	0.469288
ALDH1A2			-2.16522			0.00299894	0.0038142		
ALDH1A3	0.390507	2.44406	3.21465	0.0597401	0.918084	-0.000288846	0.000338359	2.65626	2.91352
ALDH1B1	0.496483	1.28268	3.96585	-0.10888	0.583444	0.000115595	4.26915e-05	-2.18733	-1.37019
ALDH1L1	-0.985885	-1.91693	-3.69294	-0.108813	-0.467787	-0.00642379	-0.00158861	0.882177	0.318056
ALDH1L1-AS1						-1.23134e-06	1.49074e-05		
ALDH1L1-AS2						-0.00107635	3.65927e-05		
ALDH1L2	-0.822907	0.247708	-0.876602			0.00338705	0.00353808		
ALDH2	-0.776061	-1.88197	-6.09131	-0.155941	-0.690232	-0.000767235	0.000492835	1.22041	0.344894
ALDH3A1			3.85765			1.80994e-06	1.94075e-05		
ALDH3A2	3.85965	1.48942	-0.099638	0.401558	-0.41406	0.000801237	0.00301534	-0.236214	-0.908573
ALDH3B1			-0.841976			-0.000340449	9.57257e-05		
ALDH3B2			1.51015			7.33315e-06	7.41792e-05		
ALDH4A1	-0.830016	-1.8556	-2.53806	-0.133752	-0.475379	-0	-0	0.844713	0.222566
