gene	dCT + CT|DK	dCT alone|DK	NSPN PLS2	AHBA C3	AHBA C1	snRNAseq PC1	snRNAseq PC1 (U01)	dCT + CT|HCP	dCT alone|HCP
TPBG	3.35161	3.05696	12.6503	0.435271	0.464644			1.15459	1.31777
TPBGL						0.000116687	0.00030485		
TPCN1	-4.59923	-2.28846	-5.40189	-0.384561	0.537365	-0.0121735	0.00158185	-1.0263	-0.119617
TPCN2			-1.22868			0.000697263	0.00105899		
TPD52	8.43658	3.82796	4.06636	0.497431	-0.3069	-0.00504078	0.0059896	3.12031	2.63063
TPD52L1	-3.81332	-3.76949	-2.35437	-0.18716	0.0661263	-0.00222507	0.00107735	-0.918122	-0.840617
TPD52L2			-0.747744			0.00198583	0.00406512		
TPD52L3			-0.602292			-0	4.79584e-07		
TPGS1			3.30021			0.000561233	-9.97924e-05		
TPGS2	0.400025	0.375517	1.78477	0.090715	0.447799	0.00515894	0.00517377	-1.06979	-0.9387
TPH1			-2.54952			-2.08164e-05	0.000153135		
TPH2			0.882031			0.000291254	0.000591824		
TPI1	2.76504	0.806787	3.55749	0.327579	-0.500043	0.00309985	0.00483337	0.501502	-0.519659
TPI1P2	2.07334	0.0903483	3.15215						
TPK1	6.85146	5.13707	7.58659	0.577371	0.260521	0.00431745	0.00996934	9.0584	9.3801
TPM1	-3.5108	-4.06598	-4.94019	0.192181	-0.553997	0.0106234	0.00605536	-0.758235	-1.30073
TPM2	-1.56557	-3.31454	-2.32643			0.000744031	0.000583855		
TPM3	1.65034	-1.46228	-1.82565	0.0642812	-0.929427	0.0106351	0.00891359	0.448666	-1.30402
TPM3P9	-1.69582	-2.71912		-0.0104877	-0.745471			1.02238	-0.266389
TPM4			-1.56093			0.00091396	0.00233306		
TPMT	0.963304	0.953264	2.08955			0.000817928	0.00245373		
TPO	0.686396	-1.39859	-2.14737	0.248733	-0.630273	0.000150497	0.000565392	-1.79186	-2.58965
TPP1	-1.56013	-2.50057	-1.3221	-0.357327	-0.161492	-0.00192199	0.00100359	-0.578587	-0.823837
TPP2	-2.31872	0.829636	-2.85552	-0.196565	0.659259	0.000987488	0.00734617	-0.771148	0.624593
TPPP			-1.12553			-0.000297538	0.00586089		
TPPP2			0.12113			-5.05779e-05	-6.42448e-06		
TPPP3	0.0626328	-1.33325	-1.50216	-0.493156	-0.46016	-0.00234628	-0.000339171	-0.506296	-0.988105
TPR	-3.33565	-1.28187	-4.60645			-0.000580813	0.00512879		
TPRA1			-2.32549			0.00121357	0.00186063		
TPRG1			-4.22918			0.00225381	0.00303577		
TPRG1-AS1						-6.28825e-05	-5.51072e-06		
TPRG1-AS2						-0	-0		
TPRG1L	0.481916	-1.26091	-2.30022			0.00143615	0.00373693		
TPRKB	-2.64084	-0.643916	-1.23916	-0.0660503	0.667986			-2.31705	-0.915608
TPRN			0.877031			-0.0028281	0.000860873		
TPRX1			0.374924			3.66603e-05	0.000308939		
TPRXL	1.02879	2.13663	-0.369726						
TPSAB1			-3.63412			3.4008e-06	2.42172e-05		
TPSD1			0.502786			-1.23786e-05	-1.10866e-05		
TPSG1			-5.38565			1.48048e-06	1.18174e-06		
TPST1	7.83762	1.66924	4.57157	0.314301	-0.695728	0.0149321	0.0152262	4.76025	2.00699
TPST2	2.77028	3.57232	8.47621	0.3117	0.493258	0.00485342	0.00518589	2.76926	3.19757
TPT1	-3.41092	-3.36504	-8.21236			0.00277659	0.00202281		
TPT1-AS1	-1.49947	-0.350548							
TPTE	-3.27573	-2.40503	-5.54998			0.000197156	-0		
TPTE2			-1.47286			0.000701361	0.00106512		
TPTE2-AS1						-1.39968e-07	-0		
TPTE2P1	-1.23762	0.320199	-4.65177	0.207105	0.357908			0.476722	1.13691
TPTE2P2			0.033046						
TPTE2P3	-0.731002	-2.26778	-1.98018						
TPTE2P5	1.41045	2.23108		-0.00115443	0.382616			-1.74478	-1.19447
TPTE2P6	0.484351	1.64579	2.87189	0.060208	0.84316			-0.119971	0.488255
TPTEP1	-1.61157	-0.87403							
TPX2	2.45347	1.16156	4.00736	0.334809	-0.510209	0.000484073	0.000414687	1.10286	0.176876
TRA2A			-5.03461			-0.00348669	0.0116943		
TRA2B			-3.86853			0.00142268	0.00419753		
TRABD	-0.36367	1.42848	-3.17874	-0.248499	0.510106	0.000262839	0.00126908	1.21905	1.92246
TRABD2A	6.89563	4.39361		0.428065	-0.3744	0.00138682	0.00156496	4.3658	3.22296
TRABD2B						-0.000119526	0.0002504		
TRADD	-2.61078	-1.87367	-2.22207	-0.519709	0.234178	-0.000834723	0.000145096	-7.54479	-5.84561
TRAF1			-1.24401			-0.00109003	0.000225952		
TRAF2	2.40395	3.15899	3.00027			0.000760984	-0		
TRAF3	1.2741	2.07179	2.18294	0.0640958	0.564536	0.00792202	0.0106763	1.30877	1.67871
TRAF3IP1	3.21763	3.69953	-1.36682	0.0873396	0.68597	0.00551668	0.00667979	4.00436	4.17238
TRAF3IP2	-1.5992	-2.2921	-5.03086	-0.296621	-0.468988	-7.78957e-05	0.00125362	0.452119	0.0681469
TRAF3IP2-AS1			-5.06431			0.00303717	0.0142519		
TRAF3IP3	-2.99177	-3.22684	-0.812195	-0.28313	-0.553506	-4.47025e-06	0.00017661	-4.59328	-4.82047
TRAF4			-2.40443			-0.0026119	-0.00205816		
TRAF5	-0.273392	0.0168627	1.31114	0.168931	-0.157566	0.00361247	0.00298876	-2.4644	-3.24184
TRAF6	1.56826	2.51064	-0.030149			0.00198924	0.00271387		
TRAF7	-1.05697	0.830326	-2.77988			0.000968254	0.00126818		
TRAFD1			1.11378			-0.00104838	0.00138051		
TRAIP	0.205268	-0.79114	-4.67643	0.0404201	-0.717838	0.000847617	0.000637465	0.0389197	-0.371441
TRAK1			-1.07648			0.000561282	0.0084803		
TRAK2	-5.08598	-0.784922	-5.54846	-0.30541	0.70887	0.00358658	0.00924234	-5.15897	-2.53805
TRAM1			-3.05704	-0.466794	0.0884597	0.000254269	0.00308761	-0.741512	-0.48632
TRAM1L1	-0.440856	-1.68825	-2.18191			-0.000134107	0.000275896		
TRAM2	6.63495	5.66173	4.74883	0.338263	0.11916	0.00296561	0.00213586	3.39245	3.55372
TRAM2-AS1	0.855913	2.17075		-0.0540471	0.481525	2.26811e-05	0.000121072	0.639762	1.27965
TRANK1	-1.36534	0.911709	-1.84214	0.0911458	0.725007	0.0114084	0.00835913	0.437415	1.45765
TRAP1			-1.59662			0.00598708	0.00689507		
TRAPPC1	1.58683	1.51752	5.38769			0.00025473	0.0007938		
TRAPPC10			-0.125257			-0.00945571	0.00383437		
TRAPPC11	-0.797289	-0.187309	-2.21125			0.00304014	0.0060481		
TRAPPC12			-1.01461						
TRAPPC12-AS1						0.000232141	0.000525443		
TRAPPC13	2.28562	1.44694	3.57535			1.31832e-05	0.0071191		
TRAPPC2	2.05908	-0.267874	-3.27945			0.00250309	0.00263941		
TRAPPC2L	2.65076	-1.12043	3.77274	0.0836834	-0.878785	6.38964e-06	0.000896622	-1.02487	-1.71478
TRAPPC2P1			0.773033						
TRAPPC3			1.84047			0.00140587	0.00201543		
TRAPPC3L						3.10545e-05	4.43637e-05		
TRAPPC4			-1.11452						
TRAPPC5	4.11522	1.73722	3.92481	0.379326	-0.493706	-7.98354e-06	0.000285893	1.3841	0.476661
TRAPPC6A	1.5363	-1.07376	0.909473	-0.0830743	-0.728279	-0.00101694	0.000683861	0.378435	-0.51934
TRAPPC6B	1.56848	0.299913	-1.56713	0.055943	-0.551232	0.00274781	0.00662797	-0.655867	-1.09854
TRAPPC8			1.37694			0.00136395	0.00842775		
TRAPPC9	5.45332	3.38176	6.50195			0.00247263	0.0167056		
TRAT1			1.34135			1.49916e-05	0.00013016		
TRBV16			-2.10203						
TRDMT1	-2.90856	-0.662513	-4.15926			-0.000895818	0.00107632		
TRDN			-4.15579			4.86054e-05	0.000748864		
TREH			-3.03784			-0.000319521	5.77263e-05		
TREM1			0.5442			-8.26021e-08	6.34857e-07		
TREM2	-2.02466	-2.68352	-0.69641	-0.244482	-0.372453	-6.93118e-06	-2.59219e-05	-3.59693	-4.02802
TREML1			-4.48401			9.58842e-07	6.31486e-06		
TREML2			-0.955242			7.34527e-06	1.64998e-05		
TREML3			-0.503963						
TREML4			-1.61374			-2.39891e-07	-0		
TRERF1	0.243578	1.87076	0.686794	0.265559	0.714707	0.0167437	0.0131254	0.67127	1.50076
TRERNA1						-0	6.8498e-07		
TREX1			0.634459			-0.000554947	8.44762e-07		
TREX2			-2.89447			1.72799e-06	1.16213e-05		
TRGV5			-2.37351						
TRH	1.99468	0.812733	-0.271642	-0.135714	-0.353587	0.000264086	-0.000362972	1.54098	1.52535
TRHDE	1.19333	2.04374	3.72166			0.017639	0.0193277		
TRHR			-3.56222			0.000313122	0.000151349		
TRIAP1	-1.01394	1.05514	1.71933	0.0288699	0.547322	0.000180665	-0.000390353	-1.57177	-0.791019
TRIB1	-1.5211	-2.69151	-1.06303	-0.122676	-0.558036	-0.00114624	0.000292521	-0.208424	-1.03248
TRIB2			0.402034			0.000789931	0.00281368		
TRIB3	2.82544	0.312707	2.38608	0.288755	-0.79619	0.00103282	0.00116681	4.10996	1.46508
TRIL	-1.03208	-2.20135	-4.68099	-0.207891	-0.60252			0.741693	-0.0177858
TRIM10			-2.26506						
TRIM11	2.60896	2.11763	-0.370576	0.3114	-0.416421	0.00253979	0.00188968	3.78221	2.9427
TRIM13	0.820147	2.76096	0.750431	0.0980131	0.507702	-0.000809731	0.00221637	3.20825	3.85457
TRIM14	-0.846557	-0.124051	-1.34995	0.29681	0.148026	0.00333003	0.00261878	-0.380022	-0.183803
TRIM15			-2.71398						
TRIM16			-0.139337			0.00128221	0.00254579		
TRIM16L	-1.65095	0.185649	2.39895			-0.000538104	0.00174176		
TRIM17	4.83277	2.55467	1.59804	0.382664	-0.571343	0.00149671	0.00124882	2.10496	1.07014
TRIM2	-0.0820088	0.713232	0.093925	-0.301684	0.280519	-0.0227987	0.0137808	-1.35794	-0.796168
TRIM21			1.02823			-4.10676e-05	-4.86861e-07		
TRIM22	0.575734	-1.2883	2.68492	-0.0726364	-0.659596	0.00149907	0.00126436	1.42348	0.219609
TRIM23			-0.144405			0.00223815	0.0068202		
TRIM24	3.18198	0.347649	1.7791	0.219384	-0.755716	0.00172636	0.00628699	2.68213	0.983155
TRIM25			-3.33345			0.000396248	0.000729303		
TRIM26	-0.213472	1.71163	-2.55662	-0.164885	0.593527	0.000695629	0.00282054	-0.216615	0.547874
TRIM27	4.44093	0.447529	1.6069	0.140713	-0.881991	0.00201766	0.0023193	2.58196	0.287326
TRIM28			2.96701			0.000648823	0.000796185		
TRIM29			-0.687707			-0.000310494	5.13026e-05		
TRIM3	3.14195	3.20613	4.42754			0.0030373	0.00263931		
TRIM31			0.019162						
TRIM32	4.55839	4.29409	2.60967	0.312052	0.645176	0.0012926	0.000835134	3.46618	4.19841
TRIM33	-2.19204	0.0609263	-6.23772	0.104492	0.261036	0.00463699	0.0138517	-0.60276	-0.13776
TRIM34			-1.85519			-0	-0		
TRIM35	1.63806	2.71704	0.555619	-0.172135	0.688382	7.19015e-05	0.00126926	-0.241966	0.481473
TRIM36	2.3741	-1.09186	-0.138586	-0.0354851	-0.897954	0.00817544	0.00423852	0.298747	-1.02949
TRIM37	1.08937	1.90067	3.85678	0.0902639	0.71162	0.00689981	0.0120656	-1.00012	-0.520545
TRIM38			-0.055437			-1.83412e-05	6.70506e-05		
TRIM39	-1.73062	0.177653	0.404286						
TRIM4	0.463802	1.74897	-4.28077			-0.000503975	0.0028034		
TRIM40			1.77709						
TRIM41	-1.69253	-1.49511	-2.43966			0.000197052	0.00120582		
TRIM42			-0.110828			2.23421e-06	3.67371e-06		
TRIM43			-1.50626						
TRIM43B			-2.92433						
TRIM44	-1.19421	0.847767	-3.08364	0.0219766	0.805447	0.00395428	0.0146789	-1.31143	0.148633
TRIM45	3.66898	1.98674	-0.719147	-0.0818052	-0.355665	0.000158058	0.000394286	2.32857	2.09367
TRIM46			-0.149364			0.00468836	0.00423706		
TRIM47	-0.870555	0.270964	1.73152	-0.248275	0.469243	-0.00171689	-0.000468163	0.216761	0.731567
TRIM48			3.1056			9.29092e-06	6.65983e-06		
TRIM49	2.23122	1.5265	-1.53725			8.69053e-07	3.84082e-06		
TRIM49B	-2.65322	-3.26218				6.8313e-06	2.56726e-05		
TRIM49C						1.16827e-05	3.9977e-06		
TRIM49D1						4.65138e-05	-0		
TRIM49DP			-1.99629						
TRIM5	-0.485373	-0.932248	0.069558			0.0018666	0.00294716		
TRIM50			2.16005			1.11014e-05	8.93292e-05		
TRIM51						8.22116e-06	1.80059e-06		
TRIM51GP			4.0532						
TRIM52	1.34892	2.34284	0.877773	0.0212003	0.681134	0.000303072	0.00176213	3.68685	3.6725
TRIM53AP	7.67345	4.61054							
TRIM54	1.37882	2.5226	3.8974	0.444803	0.434161	0.00344909	0.00328894	2.65933	3.172
TRIM55			0.38545			7.602e-05	0.000127737		
TRIM56			-2.13888			-0.00149165	4.24626e-05		
TRIM58	-2.6441	-0.452778	-3.86066	-0.211673	0.619292	0.000504707	0.00129567	-4.84895	-3.04894
TRIM59			1.87021			-0.00440572	-0.000222725		
TRIM6			-2.62858			1.18913e-06	-0		
TRIM60			1.46516			-0.000147663	0.00015278		
TRIM61	-2.31469	-2.32768	-7.06112	-0.290638	-0.0729828	8.8569e-05	0.000292571	-1.86892	-2.14254
TRIM62	-4.35735	-1.64457	-0.586064	-0.217803	0.446171	-0.00387294	0.000985274	-1.61119	-0.958621
TRIM63			0.223078			3.34804e-05	0.000122608		
TRIM64B			-1.15196			4.12418e-06	-9.59025e-06		
TRIM64C						-0	-0		
TRIM64EP			-1.3581						
TRIM65	1.15902	1.69521	4.1247			-0.000444662	0.000675247		
TRIM66	4.82319	5.36988	2.66822			-0.0017776	0.00162562		
TRIM67	-4.35155	-3.12245	-5.79516	-0.443885	0.106306	0.00655933	0.00262985	-1.87817	-1.66948
TRIM68	2.9948	-0.266002	-0.582109	0.0305182	-0.668698	3.25412e-05	0.000310843	1.67404	0.417691
TRIM69			-1.52038						
TRIM7	1.39404	3.00396	-0.246045	0.348513	0.626216	0.0008119	0.000501286	5.11176	5.84759
TRIM71	0.591759	-0.988351	-4.82996	0.0859588	-0.666011			1.53718	0.560972
TRIM72			-1.89977			0.000275284	0.000314697		
TRIM73						0.00128565	0.000217406		
TRIM74			-0.913602			3.71067e-05	5.03841e-05		
TRIM75			1.22361						
TRIM77						2.70543e-05	0.000121287		
TRIM77P			-1.15412						
TRIM8			-6.79243			-0.00115249	0.000800098		
TRIM9	3.32334	3.87906	0.279047	0.530987	0.460452	0.0101993	0.0325248	6.82596	7.2317
TRIML1			0.245042			1.63416e-05	0.00016893		
TRIML2	4.91134	1.72056	-1.20392	0.341275	-0.511902	5.40828e-05	0.00167709	2.71561	1.62398
TRIO	-0.8794	0.0710104	-4.14848	0.19951	0.160489	0.0353304	0.0325752	1.54214	2.00624
TRIOBP			-2.10612			-7.25733e-05	-6.2845e-05		
TRIP10			2.57486			-0.000280432	-8.40516e-05		
TRIP11	-1.77871	1.24871	-2.15766	-0.22535	0.73833	-0.00324262	0.00607574	0.708198	1.61331
TRIP12	1.29177	-0.614438	-1.17137	-0.075514	-0.638202	-0.00415143	0.013428	-0.901237	-1.83359
TRIP13			-3.51439			0.000372586	0.000310242		
TRIP4	-3.95196	-1.33333	-3.19729	-0.292413	0.473908	0.00152961	0.0049624	-0.558268	0.245595
TRIP6	-3.98411	-3.81633	-3.41735	-0.42718	-0.516188	-0.00136648	-0.00030208	-0.812177	-1.22935
TRIQK	-0.208908	-0.55186	-3.04185			0.00183663	0.0049962		
TRIR	-0.28472	0.149845	-1.09684						
TRIT1	1.51884	2.50751	-3.42564	0.0252901	-0.00639905	0.00389584	0.00488392	2.33445	3.12809
TRMO	-1.77514	0.589067	-0.425029						
TRMT1	2.00589	2.57958	-0.290199			0.00148841	0.00342384		
TRMT10A	0.190651	1.42052	4.78175	-0.0588335	0.834852	-0.000749262	0.00065865	-3.27306	-1.22036
TRMT10B			-0.523021			-3.46193e-08	0.00426389		
TRMT10C	3.6451	2.50849	7.4462			0.000779836	0.00103054		
TRMT11	-0.307575	1.51046	-1.75249	0.0683645	0.669074	0.00248364	0.00633929	2.12685	3.02145
TRMT112	1.33275	-1.15008	-1.72052	-0.0127662	-0.641481	0.000298164	0.000724902	0.780474	-0.108063
TRMT112P6			0.66111						
TRMT12	1.4173	-0.438777	0.83954	0.124733	-0.636739	0.00147112	0.00145279	2.27581	0.832126
TRMT13	-4.60406	-2.52103	0.168035			-0.00289717	0.00296818		
TRMT1L	-1.75917	0.536438	2.74261			-0.000762004	0.00223085		
TRMT2A			1.70755			0.000269765	0.00110791		
TRMT2B	-4.63339	-0.199038	-4.1161	-0.212688	0.769081	-9.77813e-05	0.00113426	-2.93393	-0.892951
TRMT44	1.38792	1.83125	1.09239			0.00215163	0.00208281		
TRMT5	-1.06758	-1.89838	-5.58362			0.00045523	0.000863626		
TRMT6			-1.78646			0.000646008	0.000991396		
TRMT61A	1.06759	0.127494	0.657642			0.000118191	0.000747617		
TRMT61B	1.08278	2.1113	1.90152	-0.0440355	0.76527	0.00282283	0.0058495	-0.948149	0.0923579
TRMT9B	0.0634544	1.94197	2.12247	-0.0502506	0.861645			1.4915	2.3127
TRMU	1.48561	2.22602	4.38433	0.0459304	0.681392	0.00159841	0.00324265	-0.575132	0.135798
TRNAU1AP			-1.21586			0.00388306	0.00532996		
TRNP1	-2.37659	-0.208126	-4.5085	-0.101551	0.720025	0.00230124	0.00116783	-1.92777	-0.632728
TRNT1			-1.44687			0.00153865	0.00377724		
TRO	1.12873	-0.679228	-0.246299			0.00281388	0.00239673		
TROAP			0.064081			-4.35847e-06	-7.25489e-05		
TROVE2	-2.38654	-1.25154	-2.31996						
TRPA1			-0.56974			0.00020033	0.000117499		
TRPC1	-1.53011	-0.713783	-4.83849	-0.217264	-0.0840255	0.00745382	0.0170642	-0.346223	-0.100645
TRPC2			-2.21714						
TRPC3	-3.65738	0.670865	-2.39285	-0.129542	0.924461	0.00207879	0.00238779	-2.54377	0.108352
TRPC4	-2.26699	-3.53365	-6.3662	-0.25033	-0.616666	0.0127757	0.00914692	-3.62408	-3.95688
TRPC4AP			1.04105			-0.0066204	0.00770929		
TRPC5	3.4649	3.38107	0.912171	0.015442	0.0873462	0.0113171	0.0104519	2.68917	3.12112
TRPC5OS			-1.97493			0.000398656	0.000878185		
TRPC6	-0.216443	-1.23812	-2.94163	-0.446463	-0.533076	0.00302586	0.00388535	-2.01103	-2.75205
TRPC7			-1.40242			0.00198321	0.00132923		
TRPC7-AS1						0.000177599	0.000169491		
TRPC7-AS2						9.01776e-06	7.20353e-06		
TRPM1			-4.847						
TRPM2	1.12858	1.99143	5.28565	0.0619608	0.677201	0.00930508	0.00787029	-0.467104	0.160002
TRPM3	-2.74792	0.251394	-1.62243	-0.261696	0.788646	0.0174213	0.0251798	-1.48874	0.174011
TRPM4	0.064299	1.33265	2.05443			0.00118764	0.00129668		
TRPM5			-1.55976			3.61831e-05	1.45198e-05		
TRPM6			1.66681			-0.00447417	0.000764684		
TRPM7	2.61276	2.8473	1.01662	0.0750418	0.529496	0.00314878	0.0139489	2.38886	2.82259
TRPM8			2.4775			0.000153324	0.000381789		
TRPS1	-1.96856	-2.68567	-2.07821	-0.43269	-0.453491	-0.0184897	0.00651323	0.468239	0.2481
TRPT1	-0.371204	0.643576	1.27674	-0.183376	0.572215	-0.000383659	0.000272785	-1.93338	-1.17426
TRPV1			-1.66794			-0	0.000860993		
TRPV2	3.66016	0.700629	5.96303	0.371294	-0.623439	0.000560152	0.000741857	0.526525	-0.421859
TRPV3			4.18244			-0.00132458	0.000545629		
TRPV4			0.194415			4.94118e-05	0.000436352		
TRPV5	-0.604471	0.465831	0.045654	-0.314818	0.531342			-3.58565	-1.88923
TRPV6	-3.37597	-3.04396	-0.65951						
TRRAP	-0.53513	1.15567	-2.17271	-0.0939923	0.283713	0.00211694	0.00678157	1.12064	1.98431
TRUB1	4.61949	0.929777	-1.36679			0.00215575	0.00333501		
TRUB2			0.70558			9.35744e-05	0.00125706		
TSACC	-4.78709	-5.36312	-1.22738			9.74982e-05	0.000244405		
TSC1	4.57302	1.88827	0.531829			0.00461956	0.0071076		
TSC2			2.708			-0.00143282	0.00492671		
TSC22D1	-0.268936	1.44186	-1.08891	0.190856	0.679741	0.0207894	0.0180651	2.01678	2.69173
TSC22D2			2.90205			-0.00150304	0.0076611		
TSC22D3	0.913145	1.838	1.46724			-0.00437495	0.0012991		
TSC22D4			-1.30964			-0.0139056	-0.00317933		
TSEN15	0.353762	2.13257	1.90262	-0.145881	0.461952	-0.00353305	0.00154601	0.915362	1.52355
TSEN2	1.29482	2.72857	0.196134	0.244471	0.618046	0.00338274	0.00602053	4.17942	4.71757
TSEN34	0.845123	-1.09936	-3.6977	-0.0590874	-0.886652			2.5619	0.536076
TSEN54	-2.82178	0.0342957	-6.6055	-0.230233	0.469085	0.000525142	0.0023981	-1.56453	-0.589449
TSFM			1.91261			0.000861909	0.00119181		
TSG101	1.20111	-0.773553	-2.3973			0.00228943	0.00290713		
TSGA10			-0.965064			-0.0031836	0.00930456		
TSGA10IP			-1.162						
TSGA13			-2.31872			3.53308e-05	0.000194319		
TSHB			0.351438			1.14426e-05	-1.2628e-06		
TSHR			-4.87938			-7.47119e-05	0.00190068		
TSHZ1	0.223287	1.62307	0.916547	0.359819	0.427182	0.00103817	0.00361728	2.30486	3.2942
TSHZ2	5.53098	4.11427	0.740416	0.578656	0.0504794	0.00654181	0.0110265	4.76892	5.67645
TSHZ3	1.56478	2.74172	1.38813	0.492772	0.164594	0.0188367	0.0106875	5.96253	7.09558
TSIX			-2.20435			-7.65642e-05	0.00122707		
TSKS			-0.490599			7.78098e-05	0.000562849		
TSKU	-2.1409	-3.41061	-2.77066	-0.298739	-0.538701	0.000318349	0.000106476	-0.690955	-1.32018
TSLP			-4.47474			1.10438e-05	1.35511e-05		
TSN	2.9658	-0.178597	2.24121	0.201848	-0.60832	0.00113861	0.00214117	2.34265	1.04051
TSNARE1	-3.15918	-0.63955	-1.97232	-0.093978	0.652397	0.00134615	0.00401218	-0.74058	0.0230102
TSNAX			-2.58393			-0	-0		
TSNAXIP1	5.6392	5.37294	3.32074			0.00135234	0.00242797		
TSPAN1	-1.54311	0.246625	-0.044225	0.0845065	0.501148	0.000293507	0.000244499	-1.72486	-0.72907
TSPAN10			-2.44307						
TSPAN11	-1.54654	-2.18734	-7.97769	-0.277224	-0.545651	0.000833889	0.000695022	0.382694	-0.0254648
TSPAN12	-0.401584	-1.39328	-3.64487			-0.00177684	-9.12975e-05		
TSPAN13	2.80462	3.16306	1.98801	0.342998	0.502111	0.00778175	0.00610088	3.59189	4.10915
TSPAN14	1.52704	-0.418758	2.68404	0.27593	-0.750784	0.00973622	0.00335228	1.81834	0.43742
TSPAN15			1.06274			-0.0106142	-0.000666389		
TSPAN16			-1.93145			0.000330328	0.000684389		
TSPAN17	1.31375	-0.834615	3.88259			0.00253819	0.00224498		
TSPAN18	-0.177598	-1.4115	-4.97516	-0.399655	-0.705805	0.00451089	0.00153098	0.0263792	-0.698529
TSPAN19	1.02685	1.98454	0.477771			0.0001328	0.000409589		
TSPAN2	0.545617	-1.33379	-1.20866	-0.342597	-0.695059	0.00444685	0.00126213	-2.42164	-3.14149
TSPAN3	-1.57761	-2.74473	-6.35299			0.00280369	0.00427954		
TSPAN31	-0.0217958	-0.0841811	0.112508			0.000182628	0.00112012		
TSPAN32			-1.58884			4.4537e-05	1.17024e-05		
TSPAN33	7.6743	2.75969	4.20812	0.244941	-0.707179	0.000359139	0.00079655	8.3796	4.69896
TSPAN4	-3.71398	-3.75916	-6.84997	-0.360794	-0.73914	0.000840703	0.0005078	-1.82056	-2.20276
TSPAN5	3.57679	3.91446	2.75336	0.462889	0.281638	-0.0014692	0.0196388	2.27723	2.5745
TSPAN6	-1.57689	-2.37353	-4.46833	-0.247211	-0.716145	-0.000103331	-0.000372169	-0.88271	-1.58298
TSPAN7			0.183415			0.00512675	0.015835		
TSPAN8	-1.69913	-0.642344	-0.782164	-0.579955	0.247048	-2.09195e-05	0.000411335	-5.20863	-3.73852
TSPAN9	-0.331238	1.49088	-0.513337	-0.00257542	0.726605	0.00586189	0.00427905	-0.928056	0.0800689
TSPEAR						0.000176895	0.000600867		
TSPEAR-AS1						4.53391e-05	1.53172e-05		
TSPO	-3.01886	-3.94435	-1.71336			0.00022739	-0.00343818		
TSPO2			-2.73561			-1.62844e-07	7.04307e-07		
TSPOAP1	1.18857	-0.71085	-2.25216	0.247426	-0.78238			3.04426	0.997316
TSPOAP1-AS1	0.716393	1.69168							
TSPY1			1.69512			-0	-2.487e-06		
TSPY10						-0	-0		
TSPY2						-0	-7.37288e-06		
TSPY26P			-0.144659						
TSPY3						-0	-0		
TSPYL1	4.48794	4.51144	1.9282	0.395234	0.501831	0.00679736	0.0114149	1.42635	1.92956
TSPYL2	3.53607	3.01466	-3.17782	0.364302	-0.44061	0.00777162	0.00841005	4.02633	3.00385
TSPYL4	5.79531	6.04024		0.414748	0.595007	0.00515234	0.00538729	3.91287	4.83717
TSPYL5	0.789275	1.99874	1.70651			0.00128673	0.00123217		
TSPYL6			1.71624			1.44592e-05	2.30824e-05		
TSR1	0.201603	-0.704884	-2.03778			0.000839923	0.00117137		
TSR2	2.2072	-0.0621188	-1.00971			0.000662207	0.00160201		
TSR3	1.00961	-1.16661	0.351209			0.000470185	0.000860519		
TSSC4	3.55481	3.15087	5.27125			0.000115835	6.96399e-05		
TSSK1B			-4.55389			-0	-0		
TSSK2			0.574611			5.55031e-07	-1.57215e-06		
TSSK3			0.759028			-0.000450651	0.000216175		
TSSK4			-4.35073						
TSSK6			0.860998			-0.000106041	9.73169e-05		
TST			-4.03582			-0.00160673	-0.000165577		
TSTA3	3.52437	2.35222	6.43448						
TSTD1	0.371289	-1.18032		0.103005	-0.921328	7.50713e-05	-0.000124962	2.28492	0.391646
TSTD2	0.72823	2.07825	2.39875	0.0406816	0.535475	0.000974237	0.00304106	2.47906	3.6114
TSTD3	-2.84025	-3.42514							
TTBK1			-4.46224			0.00284717	0.00338492		
TTBK2	-0.975174	1.13357	1.78083	-0.0688929	0.852793	0.00454085	0.0148009	-0.903779	0.325211
TTC1	-0.810827	-1.9503	-3.75301	-0.0460324	-0.0642701	0.00317475	0.00580695	-2.9784	-3.46293
TTC12	0.295985	0.669649	2.59896	-0.214256	0.343993	-0.00197284	0.000713708	1.04761	1.31739
TTC13	0.802698	0.488683	-1.24943			0.00327551	0.00816305		
TTC14	-1.68469	-0.252033	-5.02771			0.00412625	0.0175117		
TTC16	-3.12417	-1.30507	-3.80364			-3.84553e-05	0.000195821		
TTC17	-3.40119	-0.629301	-4.51563			0.0021256	0.0168117		
TTC19			-0.953511			0.00399151	0.0116699		
TTC21A	1.96579	2.95299	-4.0046	0.0629537	0.0528869	0.00235529	0.00303429	2.94741	3.50093
TTC21B	-2.06828	1.44498	-4.82964	0.0424552	0.852863	0.00421751	0.0103284	-1.34264	0.501867
TTC22			-2.93809			0.000631541	0.000121692		
TTC23	-1.72762	-2.48335	-1.85229			-0.00384878	0.000638826		
TTC23L	-0.317845	-1.05812	-3.80965	-0.0808514	-0.561663	0.00137327	0.002927	0.816986	0.148909
TTC24			-1.98788						
