gene,gene_original,PLS1_z,PLS2_z
ESPL1,ESPL1,-1.834321,-2.607859
C3orf27,C3orf27,5.970822,-2.608327
PDCL,PDCL,8.017791,-2.608747
HP1BP3,HP1BP3,3.717502,-2.608959
GABPA,GABPA,8.76721,-2.60978
PLRG1,PLRG1,1.800701,-2.610424
ZC3H18,ZC3H18,4.572404,-2.610444
TLCD2,TLCD2,-5.665478,-2.610636
GLRA4,GLRA4,4.134823,-2.610753
SLC43A1,SLC43A1,8.360719,-2.610978
SLC25A3,SLC25A3,7.602202,-2.611487
SUMF1,SUMF1,-13.17728,-2.613255
RNASEH2C,RNASEH2C,-15.49502,-2.613863
CCDC112,CCDC112,-14.221937,-2.614277
WDR40B,WDR40B,3.934678,-2.616126
KIF21A,KIF21A,8.554717,-2.616592
SPINK7,SPINK7,6.770691,-2.617571
ZNF609,ZNF609,4.074907,-2.61877
S1PR4,S1PR4,1.436619,-2.618966
C17orf80,C17orf80,4.786358,-2.61967
BANF2,BANF2,4.011579,-2.62078
PPP1R3G,PPP1R3G,1.286983,-2.620786
CD74,CD74,-2.180288,-2.62147
PPIB,PPIB,-8.13181,-2.621495
NUDT7,NUDT7,-3.775,-2.621816
GABARAP,GABARAP,-9.468634,-2.62211
DCT,DCT,2.095405,-2.622632
ATP2A1,ATP2A1,8.627818,-2.622715
FBXO43,FBXO43,-0.156932,-2.622864
GPR19,GPR19,10.18228,-2.622963
ABI2,ABI2,-6.386776,-2.623429
GNPAT,GNPAT,5.018448,-2.624094
CCT6P1,CCT6P1,5.408657,-2.624504
PIGS,PIGS,-3.673218,-2.624754
CABP2,CABP2,4.85786,-2.62485
GADL1,GADL1,1.111728,-2.625096
FLJ40536,FLJ40536,4.202267,-2.625857
ADAMTS18,ADAMTS18,-1.507744,-2.626096
PCDH7,PCDH7,12.1038,-2.627471
LY6G6F,LY6G6F,4.40774,-2.628289
FAM83C,FAM83C,2.029457,-2.628434
AKT1,AKT1,5.193916,-2.628545
TRIM6,TRIM6,-14.48754,-2.628584
SLC17A8,SLC17A8,-12.126328,-2.629283
SH3GLB1,SH3GLB1,-10.022203,-2.630101
KRT74,KRT74,5.134244,-2.631377
INHBC,INHBC,4.397072,-2.631809
CDH11,CDH11,-8.061647,-2.631955
PATZ1,PATZ1,0.687504,-2.632277
BET3L,BET3L,1.113316,-2.63277
PPP1R1B,PPP1R1B,-6.071436,-2.633049
CCR5,CCR5,-2.861066,-2.633874
OR4N2,OR4N2,13.823708,-2.633875
ERBIN,ERBB2IP,2.578884,-2.634195
DYNC1H1,DYNC1H1,3.242816,-2.634505
CD46,CD46,9.525581,-2.634858
TGIF1,TGIF1,-2.27659,-2.635657
AKR7A2P1,AKR7A2P1,-18.816133,-2.635969
TCAIM,C3orf23,9.465304,-2.636053
SPTSSA,C14orf147,-4.925167,-2.636688
MEF2A,MEF2A,11.313157,-2.636866
GBP3,GBP3,0.62029,-2.636972
PCDHGA9,PCDHGA9,-2.936569,-2.637387
BMPR1A,BMPR1A,2.786711,-2.637522
CTC-463N11.3,CTC-463N11.3,3.370626,-2.637898
AC092070.4,AC092070.4,3.026077,-2.638257
GRIK2,GRIK2,-13.515419,-2.639045
C22orf39,C22orf39,-15.407995,-2.640304
ERGIC1,ERGIC1,4.330933,-2.640916
HPS5,HPS5,5.846527,-2.641811
ANGPTL1,ANGPTL1,-6.347021,-2.641897
TNS1,TNS1,8.516487,-2.642136
USP35,USP35,-1.080261,-2.642565
AGPAT5,AGPAT5,1.427643,-2.643026
C1orf81,C1orf81,1.406447,-2.643498
ZNRF2,ZNRF2,-1.668434,-2.644059
CLIP4,CLIP4,8.332329,-2.644814
NLRP4,NLRP4,2.98596,-2.645195
CREB3L4,CREB3L4,3.871253,-2.645327
LOC150622,LOC150622,4.186692,-2.645436
ATP6AP2,ATP6AP2,4.611616,-2.64557
MAPKAP1,MAPKAP1,-6.703478,-2.646173
ESRRA,ESRRA,12.898734,-2.64642
HADHA,HADHA,0.392542,-2.646562
SLC25A37,SLC25A37,19.721007,-2.647281
ETV3L,ETV3L,5.013764,-2.647322
LOC100128009,LOC100128009,2.441004,-2.647621
MPC1,BRP44L,9.090549,-2.64774
PRKD2,PRKD2,-5.723491,-2.647797
GAS5,GAS5,-1.117005,-2.648107
PRMT2,PRMT2,-14.277179,-2.648705
SCD,SCD,-0.692366,-2.649365
CHMP5,CHMP5,3.535568,-2.649621
RCCD1,RCCD1,6.474073,-2.650112
LOC646808,LOC646808,-4.781638,-2.650363
SENP6,SENP6,11.594342,-2.650437
IGF2R,IGF2R,0.118774,-2.650483
IQCF5,IQCF5,4.08142,-2.650748
WBP1L,C10orf26,2.780272,-2.650807
MOGAT2,MOGAT2,9.004927,-2.650811
BIRC3,BIRC3,-23.47719,-2.65131
IRF6,IRF6,5.056701,-2.651747
LAT2,LAT2,-3.603311,-2.65184
COMMD3,COMMD3,0.545784,-2.651851
LOC100131699,LOC100131699,-2.557977,-2.652038
PLXNA4,PLXNA4,10.840314,-2.653637
WDR49,WDR49,-1.94588,-2.653855
SRD5A1,SRD5A1,-0.737466,-2.654663
ZNF648,ZNF648,-0.539265,-2.654839
WNT16,WNT16,-11.713765,-2.655027
OR5I1,OR5I1,5.621962,-2.655069
ERCC8,ERCC8,-0.126708,-2.655323
SLC6A4,SLC6A4,4.827913,-2.655382
AIFM3,AIFM3,10.522633,-2.655689
HLA-DQA1,HLA-DQA1,-2.079741,-2.655911
LRRC37A16P,LRRC37A16P,8.978243,-2.656493
LOC399744,LOC399744,9.861681,-2.656826
FCER1A,FCER1A,1.609415,-2.657075
RP11-834C11.3,RP11-834C11.3,-9.925483,-2.657145
XPO1,XPO1,-0.698883,-2.657603
CHIA,CHIA,0.115395,-2.65763
ENO4,C10orf134,6.590174,-2.658463
LOC100129775,LOC100129775,5.172632,-2.658921
TNRC6B,TNRC6B,10.068141,-2.659904
LCE1A,LCE1A,3.620646,-2.660344
BEX3,NGFRAP1,-3.422841,-2.661133
MTNR1B,MTNR1B,3.40654,-2.66126
DLEU2,DLEU2,1.288291,-2.661912
RPGR,RPGR,19.228742,-2.662883
ZNF840,ZNF840,9.148301,-2.664073
RBM3,RBM3,-0.209298,-2.664122
RP11-431H16.2,RP11-431H16.2,-14.307673,-2.664463
GCG,GCG,1.856289,-2.665269
HTR1B,HTR1B,8.127026,-2.666129
LOC100131131,LOC100131131,2.758813,-2.666933
ANGPT1,ANGPT1,-1.551976,-2.667145
TDRD10,TDRD10,-1.058008,-2.667287
TTC38,TTC38,-7.242447,-2.667406
PHKA1,PHKA1,3.743405,-2.667727
KLF14,KLF14,6.612914,-2.667786
POLH,POLH,5.264962,-2.668665
LIN9,LIN9,13.420234,-2.66872
SERHL2,SERHL2,-1.661561,-2.668765
CDC42SE1,CDC42SE1,8.343113,-2.668992
IRGM,IRGM,3.510419,-2.669173
NDUFA1,NDUFA1,0.709693,-2.669315
NDUFV3,NDUFV3,-2.994029,-2.669762
SRGN,SRGN,3.044555,-2.669979
ZNF749,ZNF749,1.214516,-2.670099
CCND3,CCND3,-6.582303,-2.670709
MSRB2,MSRB2,-3.413819,-2.671147
SERPINB4,SERPINB4,1.647854,-2.671473
LOC643630,LOC643630,1.41813,-2.671712
RGL2,RGL2,8.21187,-2.671815
CLVS1,RLBP1L1,6.820039,-2.671988
PIN4P1,PIN4P1,9.827151,-2.672561
AKR1E2,AKR1CL2,1.114696,-2.672971
LRP5L,LRP5L,9.252544,-2.67301
ESYT2,ESYT2,8.215758,-2.673139
VCAM1,VCAM1,-1.189246,-2.673224
ABHD3,ABHD3,7.665378,-2.674946
PSMD10,PSMD10,-3.013951,-2.675444
ALX3,ALX3,15.097356,-2.675503
HPGD,HPGD,-6.913753,-2.675757
POM121L1P,POM121L1P,3.841535,-2.675978
TMCO2,TMCO2,2.990872,-2.676222
TMED7,TMED7,2.430681,-2.676411
PYGM,PYGM,2.916647,-2.676802
OR4A16,OR4A16,2.582986,-2.677044
SRGAP2C,SRGAP2C,1.115738,-2.677343
WASHC5,KIAA0196,-0.032956,-2.678292
AIDA,AIDA,3.01069,-2.679885
MYD88,MYD88,0.01245,-2.680477
DUS3L,DUS3L,6.412285,-2.681153
NUDT9,NUDT9,2.497841,-2.681698
LOC100129455,LOC100129455,6.330972,-2.682422
MGEA5,MGEA5,3.50265,-2.682555
LGALS12,LGALS12,7.75971,-2.683086
NOL3,NOL3,-0.268542,-2.683094
DYRK3,DYRK3,-15.034497,-2.68356
RP9P,RP9P,8.401688,-2.683709
TBX22,TBX22,4.490928,-2.684709
APCDD1,APCDD1,-8.406081,-2.684736
HS2ST1,HS2ST1,-8.637672,-2.685142
EFCAB12,C3orf25,3.774281,-2.685648
SCX,SCXB,10.788005,-2.685799
FBXL5,FBXL5,0.654411,-2.686306
FAM188B,FAM188B,13.394392,-2.686841
PATE4,PATE4,3.197297,-2.686901
C20orf144,C20orf144,2.609613,-2.686991
ARMC4,ARMC4,-1.675385,-2.68812
DHRS1,DHRS1,3.954202,-2.688123
TNFRSF8,TNFRSF8,1.042595,-2.688206
PPP1R12B,PPP1R12B,11.131244,-2.688549
RPL39L,RPL39L,-9.841265,-2.689174
SEPHS2,SEPHS2,9.121742,-2.689548
TCEA1P2,TCEA1P2,2.314892,-2.690241
BTAF1,BTAF1,7.684713,-2.690464
DVL1,DVL1,-4.453414,-2.690672
EIPR1,TSSC1,-8.238906,-2.690838
ASRGL1,ASRGL1,2.32127,-2.69144
TDRD3,TDRD3,11.097601,-2.692285
TLCD1,TLCD1,-9.341006,-2.692382
AC136604.1,AC136604.1,2.020967,-2.693108
CCDC142,CCDC142,5.475369,-2.693161
RBM34,RBM34,-1.669433,-2.69365
ZNF354B,ZNF354B,8.76771,-2.694472
KRTAP4-3,KRTAP4-3,3.168556,-2.694799
ASCL4,ASCL4,-0.57973,-2.694953
HCN3,HCN3,1.809139,-2.695133
MCM5,MCM5,6.615028,-2.695632
INTS4P1,INTS4L1,14.200433,-2.69617
MORC3,MORC3,3.898302,-2.696243
SPTLC1,SPTLC1,-4.026157,-2.697032
KIF7,KIF7,5.970673,-2.697202
C21orf116,C21orf116,5.287134,-2.697524
RABGAP1,RABGAP1,0.134948,-2.697773
TNIP1,TNIP1,12.518186,-2.697916
COMT,COMT,-0.979934,-2.698177
MYO9B,MYO9B,6.816385,-2.698734
CLIC1,CLIC1,2.325489,-2.698812
SLC6A6,SLC6A6,13.906746,-2.699066
LARS2,LARS2,-5.596442,-2.699525
EFTUD1,EFTUD1,1.451848,-2.700191
DCAF7,DCAF7,-12.099849,-2.700781
SLC27A2,SLC27A2,-11.510848,-2.700967
ANKRD20A5P,ANKRD20A5P,8.457027,-2.701084
CCDC58,CCDC58,14.063643,-2.701613
MLLT10,MLLT10,14.026184,-2.701946
TJP1,TJP1,7.54211,-2.70208
HOXC4,HOXC4,4.046517,-2.702341
GRTP1,GRTP1,-6.1357,-2.702502
GPR64,GPR64,3.673713,-2.702741
TENM4,ODZ4,8.735334,-2.702784
CYP4F2,CYP4F2,-0.894601,-2.703021
COL2A1,COL2A1,2.5132,-2.703207
MACROD1,MACROD1,8.337065,-2.703215
EFHB,EFHB,-10.190159,-2.703774
PTBP3,ROD1,-3.060119,-2.703839
TCF25,TCF25,0.61685,-2.704139
YTHDF3,YTHDF3,7.816189,-2.704198
NFE2L1,NFE2L1,2.969857,-2.704366
CCNH,CCNH,-13.535919,-2.704763
LRRC23,LRRC23,5.851289,-2.704788
ARMC1,ARMC1,7.581239,-2.704801
SP110,SP110,0.923405,-2.704957
KIAA2013,KIAA2013,3.565009,-2.705047
MERTK,MERTK,-2.30853,-2.705204
LOC728701,LOC728701,3.997178,-2.706598
BARX1,BARX1,4.452734,-2.706819
OR51Q1,OR51Q1,3.50928,-2.70711
ARHGAP27,SH3D20,14.503087,-2.707532
VEGFC,VEGFC,9.899203,-2.708934
WNK4,WNK4,1.327347,-2.710009
DENND1A,DENND1A,-5.511595,-2.710428
ATP6V0E2,ATP6V0E2,0.383971,-2.710684
PDXK,PDXK,4.678388,-2.711493
IST1,IST1,2.563956,-2.711862
PAGE2,PAGE2,5.016979,-2.712277
XRCC5,XRCC5,5.271678,-2.712429
RNF11,RNF11,-1.852638,-2.712776
KLK2,KLK2,3.044203,-2.713373
AC004790.2,AC004790.2,3.977522,-2.713448
ACAP3,ACAP3,0.566497,-2.713696
SLC25A16,SLC25A16,8.19456,-2.713702
GJB6,GJB6,-6.625319,-2.713911
NODAL,NODAL,3.771722,-2.713938
TRIM15,TRIM15,1.264255,-2.713976
ZNF154,ZNF154,3.270251,-2.714359
CATSPER2P1,CATSPER2P1,-2.488318,-2.714833
TAS2R14,TAS2R14,17.59532,-2.715079
LOC100292178,LOC100292178,1.289745,-2.715398
MIR4453HG,DKFZP434I0714,7.86946,-2.715476
RALGPS1,RALGPS1,8.841171,-2.717258
ANKRD42,ANKRD42,6.678836,-2.718083
MAGEA2,MAGEA2,2.647833,-2.71811
GNG4,GNG4,-16.410307,-2.718836
CHDH,CHDH,-9.065048,-2.71908
B4GALNT3,B4GALNT3,2.127519,-2.719645
SH3RF2,SH3RF2,11.369124,-2.719803
NTF3,NTF3,-1.943619,-2.720046
OR52N5,OR52N5,7.596687,-2.720446
AP3S1,AP3S1,-15.686866,-2.720755
MTF2,MTF2,3.505862,-2.72163
TP53BP2,TP53BP2,-10.109986,-2.72223
MUC4,MUC4,1.223771,-2.723493
C6orf221,C6orf221,-9.570652,-2.723514
IL17RB,IL17RB,-6.901562,-2.723805
PNPLA1,PNPLA1,0.710599,-2.72392
AC087309.1,AC087309.1,1.683882,-2.723935
PPIC,PPIC,6.915297,-2.724076
ZBTB40,ZBTB40,15.202813,-2.724374
C6orf132,C6orf132,2.754543,-2.724508
C7orf58,C7orf58,-4.015295,-2.724579
LOC595101,LOC595101,6.911094,-2.724646
TBC1D27P,TBC1D27,5.494706,-2.725418
ZC3H7B,ZC3H7B,11.229745,-2.725575
PBX2,PBX2,2.804718,-2.725816
PLUNC,PLUNC,5.317505,-2.726032
EYA1,EYA1,-3.660841,-2.726398
TNS3,TNS3,-8.542173,-2.726579
C16orf93,C16orf93,-19.873448,-2.726989
EXOC7,EXOC7,-2.146941,-2.727193
ECSCR,ECSCR,4.593454,-2.727427
ANKIB1,ANKIB1,-1.156124,-2.728295
TCERG1,TCERG1,12.845444,-2.728633
PFKL,PFKL,-7.928186,-2.728931
LOC100294403,LOC100294403,6.317203,-2.729572
LCE3E,LCE3E,4.435997,-2.729593
GALC,GALC,4.038078,-2.730385
PPARA,PPARA,-7.647648,-2.731255
AC105391.2,AC105391.2,4.378784,-2.731479
PDE12,PDE12,5.159085,-2.732617
ZC3H12A,ZC3H12A,9.050454,-2.735135
TMEM41A,TMEM41A,2.316518,-2.735181
MAP1A,MAP1A,5.690152,-2.735336
TSPO2,BZRPL1,4.44087,-2.735611
MPST,MPST,-1.001237,-2.735653
RAB35,RAB35,-7.298727,-2.735784
TMED5,TMED5,1.483906,-2.735815
NAA40,NAT11,8.118386,-2.736264
MAML3,MAML3,7.71222,-2.736422
CD4,CD4,-4.054147,-2.736465
LOC646043,LOC646043,2.637282,-2.736728
ESRP2,ESRP2,6.061481,-2.736851
PRB1,PRB1,10.279555,-2.738226
PTMA,PTMA,7.120889,-2.738291
KCNK13,KCNK13,-10.695869,-2.738342
TLR2,TLR2,-9.830735,-2.738414
GABRP,GABRP,4.797577,-2.739178
CD300A,CD300A,-6.364214,-2.740524
KCNIP1,KCNIP1,-1.800259,-2.741754
HIST2H3A,HIST2H3A,0.581588,-2.742174
ATXN10,ATXN10,-8.331068,-2.743429
OR3A3,OR3A3,2.590218,-2.743545
PNISR,SFRS18,10.974898,-2.743804
AKIRIN1,AKIRIN1,-11.198739,-2.743978
PCDHGA6,PCDHGA6,3.668137,-2.744798
ZNF629,ZNF629,10.415796,-2.744831
OR2A14,OR2A14,1.976588,-2.744878
WIPI2,WIPI2,-3.566738,-2.745911
ZNF578,ZNF578,2.818365,-2.746544
BRI3,BRI3,-3.747295,-2.746779
LINC00256A,LINC00256A,3.452282,-2.747299
IMMP2L,IMMP2L,-10.727635,-2.747411
FLJ39653,FLJ39653,1.038757,-2.747855
RACK1,GNB2L1,-0.289897,-2.748082
LYZL1,LYZL1,3.856959,-2.748206
SCGB1D1,SCGB1D1,-2.936009,-2.748885
LOC440311,LOC440311,12.890621,-2.750104
ZACN,ZACN,5.847254,-2.750341
OR52N2,OR52N2,3.051639,-2.750352
FCGR1A,FCGR1A,-10.140809,-2.750362
OR1N2,OR1N2,6.378193,-2.750543
OR14A16,OR14A16,4.837744,-2.750923
DBN1,DBN1,-4.075806,-2.751371
NADK2,C5orf33,-17.455534,-2.751604
UQCRBP1,UQCRBP1,3.705176,-2.752397
NUP43,NUP43,4.631282,-2.752725
AC138028.2,AC138028.2,5.562011,-2.75277
NAALAD2,NAALAD2,17.675015,-2.754275
APOBEC3A,APOBEC3A,2.311442,-2.754356
OR52I2,OR52I2,3.951508,-2.754693
CLDN8,CLDN8,3.285885,-2.755652
RBM5,RBM5,-3.362457,-2.755886
EXOSC10,EXOSC10,3.097218,-2.75605
NOX1,NOX1,3.806518,-2.75608
ESX1,ESX1,2.637851,-2.756257
RNF19B,RNF19B,10.407306,-2.756607
C8orf45,C8orf45,0.48343,-2.75711
KCNK5,KCNK5,7.040798,-2.757172
LOC652726,LOC652726,7.801244,-2.758013
H3F3B,H3F3B,1.438756,-2.759329
HCN2,HCN2,10.551345,-2.760302
MAB21L1,MAB21L1,6.240105,-2.761349
EIF4A1P4,EIF4A1P4,-5.460896,-2.761401
PSMD6,PSMD6,7.571371,-2.761891
MAD2L2,MAD2L2,-10.633115,-2.762272
FAM43A,FAM43A,10.593705,-2.762311
EFNA1,EFNA1,3.175061,-2.762408
PLK3,PLK3,6.974438,-2.762754
DDX19A,DDX19A,6.401113,-2.762784
MNX1,MNX1,2.274218,-2.763216
TMEM8B,TMEM8B,-2.775771,-2.764051
PSG6,PSG6,3.431912,-2.765318
POGZ,POGZ,10.895283,-2.765338
AC020663.1,AC020663.1,0.917872,-2.765402
ACTG1,ACTG1,-19.4203,-2.765831
WDR33,WDR33,9.28561,-2.765917
TMEM150A,TMEM150A,11.143535,-2.766245
IL2RG,IL2RG,3.578201,-2.766773
PFDN6,PFDN6,-1.437942,-2.766817
SNX25,SNX25,5.435289,-2.767468
CC2D1B,CC2D1B,5.847321,-2.767556
KIAA1609,KIAA1609,-5.106672,-2.767775
HIATL2,HIATL2,0.818751,-2.768107
GPX1,GPX1,3.000046,-2.768254
HORMAD1,HORMAD1,-0.431199,-2.768255
NPS,NPS,3.311421,-2.768407
TAS2R60,TAS2R60,1.714439,-2.76953
SCAMPER,SCAMPER,4.809569,-2.769562
SEC24B,SEC24B,10.693265,-2.76977
UBTD1,UBTD1,5.691131,-2.769812
SLC40A1,SLC40A1,-3.500772,-2.769876
FAM71E2,FAM71E2,2.949962,-2.770146
GALR3,GALR3,3.745972,-2.77054
TSKU,TSKU,-7.73713,-2.770655
ZNF512B,ZNF512B,-1.469602,-2.770737
LRP6,LRP6,0.290802,-2.77079
POLR1A,POLR1A,7.041756,-2.770806
PARD3B,PARD3B,-8.917002,-2.770989
LOC647252,LOC647252,1.678079,-2.77146
ST6GALNAC4,ST6GALNAC4,2.788453,-2.771637
COX7A2,COX7A2,0.133846,-2.771661
SRSF11,SFRS11,11.733007,-2.771779
NIPSNAP3B,NIPSNAP3B,-2.465353,-2.772215
OAZ1,OAZ1,-8.12747,-2.772641
LOC732272,LOC732272,-4.148263,-2.773182
DUX4L15,DUX4L15,3.931378,-2.773474
MXD4,MXD4,5.203765,-2.773674
IL18BP,IL18BP,1.056653,-2.774742
SRGAP1,SRGAP1,-8.919716,-2.774844
USMG5,USMG5,-1.169861,-2.774992
AGPAT4-IT1,AGPAT4-IT1,2.065897,-2.775817
CNGA2,CNGA2,5.061364,-2.776961
PRKACG,PRKACG,0.92861,-2.7792
SNAPC3,SNAPC3,4.717476,-2.779683
TRAF7,TRAF7,10.698569,-2.779876
FAM118A,FAM118A,6.672654,-2.779901
A2M,A2M,3.536424,-2.78008
ZNF75A,ZNF75A,9.364875,-2.780711
TTC7A,TTC7A,4.174093,-2.781496
NAA35,MAK10,-6.970215,-2.78193
LY9,LY9,-0.514085,-2.782044
SCGB2A2,SCGB2A2,4.074184,-2.782569
HNRNPAB,HNRNPAB,0.837956,-2.783145
IL18,IL18,-8.245853,-2.78364
B3GALNT2,B3GALNT2,15.058318,-2.783751
CLLU1,CLLU1,2.644526,-2.784043
POFUT2,POFUT2,-1.86539,-2.784157
ELK4,ELK4,6.411891,-2.785492
ZDHHC23,ZDHHC23,-5.527558,-2.78567
LY6G6E,LY6G6E,4.833246,-2.785822
CCDC18,CCDC18,-8.160547,-2.786361
EMC10,C19orf63,-0.012767,-2.788004
MXRA8,MXRA8,-4.058067,-2.788528
ACER1,ACER1,1.528409,-2.789165
FH,FH,5.704347,-2.789198
LOC729852,LOC729852,12.164459,-2.789518
NCF2,NCF2,-2.610107,-2.790128
RMC1,C18orf8,15.009175,-2.790195
P2RY10,P2RY10,2.44346,-2.790329
PODN,PODN,3.182823,-2.791183
APOA2,APOA2,-3.658377,-2.79125
DIMT1,DIMT1,1.240512,-2.792113
BCL11A,BCL11A,9.995194,-2.792593
BICDL1,CCDC64,5.536669,-2.792684
LRRC42,LRRC42,-16.963089,-2.793106
IL22RA2,IL22RA2,3.97865,-2.793303
ZNF92,ZNF92,9.350737,-2.793385
PNPLA4,PNPLA4,-14.459979,-2.79341
PHKA2,PHKA2,9.894804,-2.79391
CCDC92,CCDC92,5.00564,-2.795203
NES,NES,0.585633,-2.795432
CDYL2,CDYL2,0.713951,-2.795769
RIN2,RIN2,0.245368,-2.796129
DDX54,DDX54,-9.864384,-2.796268
ITGAE,ITGAE,2.218214,-2.796505
SEMA5B,SEMA5B,7.787323,-2.797726
CDS2,CDS2,-2.903854,-2.797893
EVX1,EVX1,3.717932,-2.797992
ASB10,ASB10,5.029346,-2.798105
BOD1L1,BOD1L,9.556212,-2.798774
OGN,OGN,-1.761531,-2.79932
ULK4,ULK4,1.695137,-2.799784
ALG1L2,ALG1L2,4.307207,-2.800055
FLJ90680,FLJ90680,4.081498,-2.800118
PIRT,PIRT,-3.780052,-2.80064
C11orf45,C11orf45,-6.507901,-2.800885
LOC100291926,LOC100291926,2.11403,-2.801097
LOC389607,LOC389607,7.782433,-2.801593
TMEM195,TMEM195,3.2329,-2.802074
TBC1D2B,TBC1D2B,3.870629,-2.802213
PIPOX,PIPOX,0.533152,-2.802287
MAGEB3,MAGEB3,3.437947,-2.802356
PRR10,PRR10,-2.451843,-2.802379
OR4N5,OR4N5,3.830681,-2.802486
FAM53C,FAM53C,-1.437657,-2.802927
AC011346.1,AC011346.1,4.751715,-2.802949
AC091152.2,AC091152.2,5.63666,-2.803367
LOC100287484,LOC100287484,3.734436,-2.803439
FAM71C,FAM71C,4.544974,-2.80352
C14orf180,C14orf180,2.48357,-2.803542
SUPT3H,SUPT3H,2.498997,-2.803547
GABARAPL2,GABARAPL2,-4.856659,-2.805333
C15orf33,C15orf33,-1.633045,-2.806182
ADM,ADM,10.721439,-2.806551
LOC100129361,LOC100129361,2.452391,-2.80657
SLC1A2,SLC1A2,-4.781312,-2.806858
TMEM163,TMEM163,4.955421,-2.807666
FASTKD1,FASTKD1,14.36233,-2.807802
COLQ,COLQ,1.19776,-2.808133
LOC100133008,LOC100133008,2.247147,-2.808233
USP33,USP33,12.328884,-2.808373
CCBE1,CCBE1,-12.221279,-2.80849
FAM96A,FAM96A,0.733917,-2.808774
PCK1,PCK1,7.232641,-2.80913
CYP2C9,CYP2C9,-1.870997,-2.809269
FAM155A,FAM155A,14.921192,-2.809338
TCEAL4,TCEAL4,1.086963,-2.809464
C2orf78,C2orf78,4.813831,-2.809714
MBIP,MBIP,-0.307494,-2.81108
PSMD4,PSMD4,-6.315857,-2.811324
KIDINS220,KIDINS220,-0.878847,-2.8115
ULK1,ULK1,5.179662,-2.811604
MATR3,MATR3,8.38749,-2.812051
NLGN1,NLGN1,1.833099,-2.812616
LY6G6D,LY6G6D,-1.051047,-2.812645
ARHGAP45,HMHA1,-4.537464,-2.813288
PYROXD2,PYROXD2,1.740807,-2.813294
FOXN2,FOXN2,3.437244,-2.814974
LOC392555,LOC392555,4.773236,-2.815143
HEATR7B1,HEATR7B1,1.140937,-2.815335
FEV,FEV,5.822894,-2.815896
LOC100130938,LOC100130938,0.379394,-2.815962
USP16,USP16,9.762228,-2.816171
RHAG,RHAG,4.315859,-2.816989
LOC388630,LOC388630,4.137164,-2.817031
CSNK1D,CSNK1D,-1.521084,-2.818102
ALCAM,ALCAM,-3.977383,-2.81902
LOC100294100,LOC100294100,1.287829,-2.819665
LCA5,LCA5,15.935159,-2.820079
AP003117.1,AP003117.1,0.215324,-2.820247
KRTAP5-10,KRTAP5-10,4.195082,-2.820993
SLC7A14,SLC7A14,-4.0363,-2.821237
AASS,AASS,-2.006571,-2.821628
CPSF4,CPSF4,-8.084323,-2.822005
LCN2,LCN2,-3.506327,-2.823435
CDHR1,PCDH21,-2.235067,-2.823493
ZNF485,ZNF485,8.268004,-2.823985
ZFP90,ZFP90,-1.789771,-2.824193
KCNJ16,KCNJ16,-2.085741,-2.825121
DST,DST,7.308997,-2.825132
ANKRD54,ANKRD54,-3.300886,-2.825159
SYMPK,SYMPK,6.033977,-2.825929
CRB3,CRB3,3.526957,-2.825943
LOC727941,LOC727941,3.531833,-2.826754
EIF4EBP1,EIF4EBP1,-10.881365,-2.827083
PIGZ,PIGZ,1.53996,-2.828001
UBE2U,UBE2U,5.181889,-2.828382
SNHG8,SNHG8,-13.832331,-2.828662
MVB12B,FAM125B,2.235423,-2.829266
KRTAP4-5,KRTAP4-5,4.26461,-2.830444
SLC5A3,SLC5A3,5.012709,-2.831855
NDUFB9,NDUFB9,7.197585,-2.832706
PLEKHA7,PLEKHA7,0.310468,-2.834039
GPR12,GPR12,3.566357,-2.834434
FLJ45248,FLJ45248,-9.523874,-2.835025
AC106739.1,AC106739.1,6.546852,-2.836404
ALKAL2,FAM150B,-15.630571,-2.836529
LINC00115,LINC00115,8.329048,-2.836645
ISM1,C20orf82,7.611447,-2.836664
CC2D2A,CC2D2A,-4.073895,-2.838311
UBE2J1,UBE2J1,-3.381387,-2.838445
ASB16,ASB16,3.583598,-2.83909
ADAM12,ADAM12,1.293294,-2.841058
ADORA2B,ADORA2B,-9.187415,-2.841426
CBR4,CBR4,5.055479,-2.841809
IL18R1,IL18R1,0.071197,-2.842309
C20orf79,C20orf79,3.008799,-2.842555
TBC1D13,TBC1D13,-6.473642,-2.84274
SLC8A3,SLC8A3,-5.439509,-2.842783
CAV3,CAV3,4.172857,-2.843212
MAP3K14,MAP3K14,10.804919,-2.843231
TAS2R45,TAS2R45,14.892998,-2.844211
DDIT4,DDIT4,-2.470112,-2.844468
COQ9,COQ9,4.791539,-2.84466
ASTN1,ASTN1,-7.01878,-2.845019
GOSR1,GOSR1,5.536546,-2.845062
LRRC4C,LRRC4C,2.838307,-2.845362
RAB29,RAB7L1,-4.854227,-2.846199
MGST3,MGST3,1.34616,-2.846231
OR8U8,OR8U8,3.852133,-2.846929
FYTTD1,FYTTD1,6.614606,-2.847072
BLCAP,BLCAP,-10.886958,-2.847364
OR51E2,OR51E2,5.756971,-2.848192
CBX6,CBX6,-1.819701,-2.84862
MAN2B1,MAN2B1,0.962716,-2.849118
NCAM1,NCAM1,-4.699757,-2.849278
RHBDD3,RHBDD3,9.372264,-2.849502
CCR2,CCR2,4.4135,-2.849877
SV2A,SV2A,12.796311,-2.849996
DLG5,DLG5,8.342484,-2.850211
