section	readout	atlas	construction	trait	method	estimate	se	p	n	note	source
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	dk	perregion	global_slope	CT	-0.038245	0.014653	0.072706	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	dk	1lmm	global_slope	PRSCS	-0.025161	0.014683	0.086685	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	dk	perregion	global_slope	PRSCS	-0.026123	0.014628	0.074211	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	dk	1lmm	global_slope	SBayesR	-0.021571	0.014755	0.14382	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	dk	perregion	global_slope	SBayesR	-0.02657	0.014695	0.070663	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	dk	1lmm	global_slope	SBayesRC	-0.023051	0.014653	0.11578	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_eur -> EUR	dk	perregion	global_slope	SBayesRC	-0.026976	0.014594	0.064623	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	dk	1lmm	global_slope	CT	-0.028687	0.01462	0.39847	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	dk	perregion	global_slope	CT	-0.023521	0.014439	0.82723	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	dk	1lmm	global_slope	PRSCS	-0.025803	0.014612	0.077493	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	dk	perregion	global_slope	PRSCS	-0.015783	0.014557	0.27833	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	dk	1lmm	global_slope	SBayesR	-0.036054	0.014774	0.014718	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	dk	perregion	global_slope	SBayesR	-0.028192	0.014724	0.055595	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	dk	1lmm	global_slope	SBayesRC	-0.030093	0.014686	0.040516	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): MDD_eur -> EUR	dk	perregion	global_slope	SBayesRC	-0.020666	0.014635	0.158	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	dk	1lmm	global_slope	CT	0.023504	0.014475	0.83598	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	dk	perregion	global_slope	CT	0.03375	0.014407	0.15356	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	dk	1lmm	global_slope	PRSCS	0.011984	0.014544	0.40998	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	dk	perregion	global_slope	PRSCS	0.023035	0.014482	0.11178	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	dk	1lmm	global_slope	SBayesR	0.0030764	0.014532	0.83236	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	dk	perregion	global_slope	SBayesR	0.0047011	0.014472	0.74531	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	dk	1lmm	global_slope	SBayesRC	0.011172	0.014492	0.44082	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ASD -> EUR	dk	perregion	global_slope	SBayesRC	0.011838	0.014429	0.41203	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ -> EUR	dk	1lmm	global_slope	CT	-0.043924	0.014472	0.019361	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ -> EUR	dk	perregion	global_slope	CT	-0.040142	0.014453	0.044028	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ -> EUR	dk	1lmm	global_slope	PRSCS	-0.03946	0.014461	0.0063853	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ -> EUR	dk	perregion	global_slope	PRSCS	-0.036333	0.014407	0.011712	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ -> EUR	dk	1lmm	global_slope	SBayesR	-0.031361	0.014476	0.030343	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ -> EUR	dk	perregion	global_slope	SBayesR	-0.024714	0.014424	0.086727	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ -> EUR	dk	1lmm	global_slope	SBayesRC	-0.033949	0.014473	0.019042	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ -> EUR	dk	perregion	global_slope	SBayesRC	-0.026352	0.014424	0.067788	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_noAPOE -> EUR	dk	1lmm	global_slope	CT	-0.030719	0.014523	0.27578	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_noAPOE -> EUR	dk	perregion	global_slope	CT	-0.035347	0.01446	0.11638	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_noAPOE -> EUR	dk	1lmm	global_slope	PRSCS	-0.023479	0.014501	0.1055	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_noAPOE -> EUR	dk	perregion	global_slope	PRSCS	-0.024332	0.01444	0.092046	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_noAPOE -> EUR	dk	1lmm	global_slope	SBayesR	-0.031339	0.014492	0.030642	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_noAPOE -> EUR	dk	perregion	global_slope	SBayesR	-0.02864	0.014435	0.047311	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_noAPOE -> EUR	dk	1lmm	global_slope	SBayesRC	-0.020927	0.014495	0.1489	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_noAPOE -> EUR	dk	perregion	global_slope	SBayesRC	-0.016827	0.014439	0.24392	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP -> EUR	dk	1lmm	global_slope	CT	-0.036722	0.01629	0.19388	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP -> EUR	dk	perregion	global_slope	CT	-0.039579	0.016221	0.11786	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP -> EUR	dk	1lmm	global_slope	PRSCS	-0.036765	0.015149	0.015275	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP -> EUR	dk	perregion	global_slope	PRSCS	-0.035786	0.015091	0.017767	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP -> EUR	dk	1lmm	global_slope	SBayesR	-0.03107	0.014506	0.032256	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP -> EUR	dk	perregion	global_slope	SBayesR	-0.023171	0.014454	0.10899	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP -> EUR	dk	1lmm	global_slope	SBayesRC	-0.030828	0.014506	0.033636	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP -> EUR	dk	perregion	global_slope	SBayesRC	-0.022146	0.014457	0.12562	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP_noAPOE -> EUR	dk	1lmm	global_slope	CT	-0.03512	0.016373	0.25608	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP_noAPOE -> EUR	dk	perregion	global_slope	CT	-0.039075	0.016303	0.13265	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP_noAPOE -> EUR	dk	1lmm	global_slope	PRSCS	-0.028203	0.01566	0.071787	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP_noAPOE -> EUR	dk	perregion	global_slope	PRSCS	-0.029802	0.015599	0.056143	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP_noAPOE -> EUR	dk	1lmm	global_slope	SBayesR	-0.027976	0.014964	0.061614	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP_noAPOE -> EUR	dk	perregion	global_slope	SBayesR	-0.024825	0.014906	0.095893	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP_noAPOE -> EUR	dk	1lmm	global_slope	SBayesRC	-0.014492	0.014789	0.32721	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): ALZ_IGAP_noAPOE -> EUR	dk	perregion	global_slope	SBayesRC	-0.005298	0.014732	0.71915	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): EA -> EUR	dk	1lmm	global_slope	CT	0.038753	0.014968	0.077284	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): EA -> EUR	dk	perregion	global_slope	CT	0.032161	0.014914	0.24885	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): EA -> EUR	dk	1lmm	global_slope	PRSCS	0.037973	0.014887	0.010786	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): EA -> EUR	dk	perregion	global_slope	PRSCS	0.033472	0.014832	0.024079	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): EA -> EUR	dk	1lmm	global_slope	SBayesR	0.036784	0.014915	0.013698	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): EA -> EUR	dk	perregion	global_slope	SBayesR	0.031792	0.014864	0.032507	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): EA -> EUR	dk	1lmm	global_slope	SBayesRC	0.0309	0.01491	0.038284	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): EA -> EUR	dk	perregion	global_slope	SBayesRC	0.029617	0.014855	0.04625	4308	score=raw	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
magma	MAGMA reverse: ALZ_noAPOE / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.0084461	0.009227	0.36002	18171	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ALZ_noAPOE / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.0086567	0.009226	0.34811	18177	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ALZ_noAPOE / global_slope	dk	perregion	global_slope	MAGMA	-0.0022718	0.0092367	0.80572	18171	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ALZ_noAPOE / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	-0.0024316	0.0092955	0.79365	18177	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ALZ / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.0073332	0.0093123	0.43102	18254	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ALZ / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.0075737	0.0093114	0.41602	18260	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ALZ / global_slope	dk	perregion	global_slope	MAGMA	-0.0055543	0.0093223	0.55132	18254	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ALZ / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	-0.0046662	0.0093823	0.61896	18260	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ASD / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	-0.0050117	0.0092876	0.58947	18206	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ASD / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	-0.0045305	0.0092868	0.62567	18210	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ASD / global_slope	dk	perregion	global_slope	MAGMA	-0.0071401	0.009244	0.43989	18206	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: ASD / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	-0.0096885	0.0092816	0.29658	18210	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: EA / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.028055	0.010395	0.0069647	18264	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: EA / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.027978	0.010392	0.0071054	18275	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: EA / global_slope	dk	perregion	global_slope	MAGMA	0.00085186	0.010309	0.93414	18264	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: EA / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	0.0063686	0.010362	0.53883	18275	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: MDD_EUR / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.033663	0.01097	0.0021548	18263	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: MDD_EUR / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.033792	0.010964	0.0020588	18275	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: MDD_EUR / global_slope	dk	perregion	global_slope	MAGMA	-0.010547	0.010921	0.33417	18263	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: MDD_EUR / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	-0.010655	0.010974	0.33156	18275	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: MDD_div / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.039083	0.011246	0.00051208	18228	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: MDD_div / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.039042	0.011244	0.00051777	18240	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: MDD_div / global_slope	dk	perregion	global_slope	MAGMA	-0.011102	0.011243	0.32342	18228	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: MDD_div / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	-0.012527	0.011299	0.26759	18240	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: PGC3_EUR / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.026454	0.011255	0.018764	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: PGC3_EUR / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.026441	0.011251	0.01878	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: PGC3_EUR / global_slope	dk	perregion	global_slope	MAGMA	0.010553	0.011154	0.34413	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: PGC3_EUR / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	0.0116	0.011185	0.2997	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: PGC3_primary / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.030404	0.011378	0.0075454	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: PGC3_primary / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.03007	0.011378	0.0082324	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: PGC3_primary / global_slope	dk	perregion	global_slope	MAGMA	0.012678	0.011323	0.2629	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: PGC3_primary / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	0.012759	0.011363	0.26151	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_EUR / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.022714	0.010956	0.038173	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_EUR / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.02256	0.010952	0.039425	18282	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_EUR / global_slope	dk	perregion	global_slope	MAGMA	0.015799	0.010918	0.1479	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_EUR / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	0.017698	0.010936	0.1056	18282	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_META / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.030264	0.010734	0.004815	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_META / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.030255	0.010731	0.0048197	18282	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_META / global_slope	dk	perregion	global_slope	MAGMA	0.013871	0.010671	0.19368	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_META / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	0.016975	0.010701	0.11271	18282	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_METAnaive / baseline_thickness	dk	perregion	baseline_thickness	MAGMA	0.029417	0.010638	0.0056948	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_METAnaive / baseline_thickness_1lmm	dk	1lmm	baseline_thickness	MAGMA	0.029133	0.010636	0.0061691	18277	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_METAnaive / global_slope	dk	perregion	global_slope	MAGMA	0.016373	0.01059	0.12209	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA reverse: SCZ25_METAnaive / global_slope_1lmm	dk	1lmm	global_slope	MAGMA	0.011807	0.010614	0.26599	18277	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ / ALZ	dk	1lmm	baseline_thickness	MAGMA	0.0056866	0.0075388	0.45067	18260	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ_noAPOE / ALZ_noAPOE	dk	1lmm	baseline_thickness	MAGMA	0.0063206	0.0076637	0.40953	18177	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ASD / ASD	dk	1lmm	baseline_thickness	MAGMA	-0.0055195	0.0076477	0.47047	18210	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: EA / EA	dk	1lmm	baseline_thickness	MAGMA	0.022198	0.0066386	0.00082878	18275	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_EUR / MDD_EUR	dk	1lmm	baseline_thickness	MAGMA	0.017524	0.0061417	0.0043338	18275	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_div / MDD_div	dk	1lmm	baseline_thickness	MAGMA	0.01908	0.0061031	0.001774	18240	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_EUR / PGC3_EUR	dk	1lmm	baseline_thickness	MAGMA	0.015364	0.0060616	0.011266	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_primary / PGC3_primary	dk	1lmm	baseline_thickness	MAGMA	0.019454	0.0059851	0.0011553	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_EUR / SCZ25_EUR	dk	1lmm	baseline_thickness	MAGMA	0.014801	0.0060282	0.014089	18282	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_META / SCZ25_META	dk	1lmm	baseline_thickness	MAGMA	0.018118	0.0060493	0.0027488	18282	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_METAnaive / SCZ25_METAnaive	dk	1lmm	baseline_thickness	MAGMA	0.016963	0.0061732	0.0060077	18277	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_expression	dk	1lmm	baseline_thickness	MAGMA	0.056267	0.11867	0.31771	56	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_finemap	dk	1lmm	baseline_thickness	MAGMA	0.11471	0.074464	0.061726	160	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_protein	dk	1lmm	baseline_thickness	MAGMA	-0.10513	0.26562	0.65387	10	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_highconf	dk	1lmm	baseline_thickness	MAGMA	0.069938	0.063876	0.13679	213	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool	dk	1lmm	baseline_thickness	MAGMA	0.0086621	0.026463	0.37171	1881	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool_not_hc	dk	1lmm	baseline_thickness	MAGMA	-0.0036681	0.027728	0.55262	1668	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_genesig	dk	1lmm	baseline_thickness	MAGMA	0.012515	0.050011	0.4012	704	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_locus_pool	dk	1lmm	baseline_thickness	MAGMA	0.105	0.046869	0.012545	858	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig	dk	1lmm	baseline_thickness	MAGMA	0.10457	0.04417	0.0089622	777	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig_new	dk	1lmm	baseline_thickness	MAGMA	0.12425	0.06232	0.023097	214	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool	dk	1lmm	baseline_thickness	MAGMA	0.062698	0.041647	0.066114	1103	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool_new	dk	1lmm	baseline_thickness	MAGMA	-0.0016391	0.062429	0.51047	302	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_locus_pool	dk	1lmm	baseline_thickness	MAGMA	0.17394	0.051654	0.00038032	455	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_pool_not_prio	dk	1lmm	baseline_thickness	MAGMA	0.18026	0.057977	0.00094015	354	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_finemap	dk	1lmm	baseline_thickness	MAGMA	0.077982	0.11324	0.24554	61	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_rare	dk	1lmm	baseline_thickness	MAGMA	0.24335	0.38387	0.26307	7	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_smr	dk	1lmm	baseline_thickness	MAGMA	0.10836	0.13518	0.21141	44	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised	dk	1lmm	baseline_thickness	MAGMA	0.093767	0.090093	0.149	101	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
