gene	thinning_Z_ds25	U_ds25_thinning	rank_ds25	decile_ds25
RPL6	-3.1926	-0.015147	11085	1
PSMA4	-3.1937	-0.014139	11086	1
SIRT2	-3.1972	-0.016639	11087	1
KRTAP9-4	-3.1976	-0.010614	11088	1
ELOVL7	-3.2006	-0.010884	11089	1
LRP5	-3.2007	-0.014546	11090	1
JPX	-3.2024	-0.014106	11091	1
BLVRB	-3.2033	-0.0085123	11092	1
GFM1	-3.207	-0.0081456	11093	1
ZCCHC10	-3.209	-0.010543	11094	1
RPL19P12	-3.2091	-0.010651	11095	1
CDK5RAP2	-3.2095	-0.018344	11096	1
GBP3	-3.2101	-0.015241	11097	1
HIST1H2BH	-3.2133	-0.012482	11098	1
PLEK	-3.2134	-0.014665	11099	1
HIST1H2BM	-3.2152	-0.011973	11100	1
CAVIN3	-3.2166	-0.014271	11101	1
NEB	-3.2175	-0.011353	11102	1
ZNF433-AS1	-3.218	-0.015345	11103	1
CAPZB	-3.2183	-0.0075265	11104	1
VEGFA	-3.2193	-0.013194	11105	1
MEG3	-3.2229	-0.017584	11106	1
PBLD	-3.2239	-0.012285	11107	1
TET2	-3.2251	-0.01692	11108	1
XIRP1	-3.2273	-0.010348	11109	1
CACNA1E	-3.2297	-0.015153	11110	1
NXT2	-3.2328	-0.011374	11111	1
GPRC5C	-3.2338	-0.01087	11112	1
PCDH7	-3.2355	-0.0082801	11113	1
FAM69C	-3.2361	-0.015899	11114	1
SIGLEC11	-3.2386	-0.0086898	11115	1
OR7E47P	-3.2392	-0.011477	11116	1
SPRY3	-3.2394	-0.0076574	11117	1
FOXN3	-3.2445	-0.0098194	11118	1
H2AFX	-3.2454	-0.013666	11120	1
KSR1	-3.2454	-0.014297	11120	1
HSPA4L	-3.2511	-0.0062709	11121	1
RXRA	-3.2512	-0.0059375	11122	1
AMD1	-3.2513	-0.0080477	11123	1
HEATR3	-3.254	-0.011375	11124	1
FBLN2	-3.256	-0.0070898	11125	1
WDTC1	-3.2604	-0.013232	11126	1
CCDC136	-3.2605	-0.0097502	11127	1
SAMD9L	-3.2615	-0.0078147	11128	1
CLIC6	-3.2628	-0.016504	11129	1
DAB1	-3.2637	-0.012236	11130	1
LINC00674	-3.2642	-0.012794	11131	1
ZNF277	-3.2668	-0.007564	11132	1
THAP6	-3.2673	-0.015145	11133	1
PRKX	-3.2676	-0.012365	11134	1
MFSD2A	-3.2677	-0.014469	11135	1
PLEKHH2	-3.2679	-0.015797	11136	1
NKAPL	-3.2695	-0.0086466	11137	1
PXDNL	-3.2723	-0.0090313	11138	1
LOC100294145	-3.2747	-0.0061117	11139	1
TPTE	-3.2757	-0.016315	11140	1
RPA4	-3.2759	-0.012474	11141	1
TLR2	-3.2774	-0.0071259	11142	1
TOP1MT	-3.2778	-0.016296	11143	1
ODF3L2	-3.2779	-0.013971	11144	1
DIP2A	-3.2785	-0.011985	11145	1
LINC01736	-3.2798	-0.0079335	11146	1
HIP1R	-3.2878	-0.014887	11147	1
RABEP2	-3.2912	-0.009794	11148	1
HEYL	-3.2916	-0.0073552	11149	1
BARD1	-3.2932	-0.015718	11150	1
RNASET2	-3.2939	-0.0068871	11151	1
MOBP	-3.2942	-0.015161	11152	1
SZRD1	-3.2951	-0.011909	11153	1
IMPA2	-3.2957	-0.017582	11154	1
ZZEF1	-3.2957	-0.0071979	11155	1
MEGF11	-3.297	-0.012201	11156	1
PRPF38B	-3.2976	-0.016798	11157	1
CISH	-3.2976	-0.017502	11158	1
PHACTR4	-3.3021	-0.013346	11159	1
HSDL2	-3.3025	-0.008715	11160	1
GIMAP2	-3.3067	-0.011197	11161	1
TAF3	-3.3072	-0.0085272	11162	1
GTF2H5	-3.3079	-0.0045508	11163	1
USP48	-3.3117	-0.012052	11164	1
ZFP36L2	-3.3139	-0.0076138	11165	1
OR8B8	-3.3142	-0.015688	11166	1
LCTL	-3.3166	-0.012016	11167	1
MYL3	-3.3179	-0.014461	11168	1
AIM2	-3.318	-0.015821	11169	1
SCD	-3.3197	-0.010478	11170	1
MBD6	-3.3246	-0.012048	11171	1
GCSH	-3.3247	-0.013983	11172	1
PMS2P3	-3.3254	-0.015154	11173	1
EIF2S3	-3.3258	-0.0081838	11174	1
CASP2	-3.3259	-0.015091	11175	1
HMG20B	-3.3264	-0.011257	11176	1
NPM1	-3.3276	-0.010134	11177	1
HERC2P2	-3.3293	-0.0083339	11178	1
USP15	-3.3304	-0.012239	11179	1
LOC101927550	-3.3323	-0.016828	11180	1
SLC50A1	-3.333	-0.013653	11181	1
IER3	-3.3341	-0.011198	11182	1
ADAM19	-3.3342	-0.017587	11183	1
TPR	-3.3356	-0.015102	11184	1
LOXHD1	-3.336	-0.011031	11185	1
ATPAF2	-3.3409	-0.0082704	11186	1
MYO1F	-3.3428	-0.0087298	11187	1
ESF1	-3.3431	-0.014633	11188	1
NAGA	-3.344	-0.016933	11189	1
LINC00842	-3.3446	-0.01599	11190	1
SEPT4	-3.3447	-0.013303	11191	1
PSAT1	-3.3479	-0.011463	11192	1
SLC2A8	-3.3497	-0.0058246	11193	1
DOT1L	-3.3522	-0.0076095	11194	1
ATP13A3	-3.3572	-0.006461	11195	1
FASTKD1	-3.3593	-0.0053051	11196	1
PDIA3	-3.3649	-0.013847	11197	1
GNA12	-3.3656	-0.0077388	11198	1
KIF6	-3.3664	-0.013099	11199	1
HSD17B4	-3.3674	-0.014502	11200	1
TBC1D31	-3.3677	-0.017149	11201	1
C20orf96	-3.3695	-0.01313	11202	1
ZBTB37	-3.3727	-0.0144	11203	1
RPS12	-3.3728	-0.011345	11204	1
USF2	-3.3731	-0.0086449	11205	1
TRPV6	-3.376	-0.013895	11206	1
WHAMMP2	-3.3809	-0.014432	11207	1
OTOS	-3.3815	-0.0096548	11208	1
SNX20	-3.3861	-0.011221	11209	1
CCZ1P-OR7E38P	-3.3864	-0.0086838	11210	1
ITM2A	-3.3898	-0.0092493	11211	1
DTX2P1-UPK3BP1-PMS2P11	-3.3905	-0.017158	11212	1
UFM1	-3.3964	-0.0095651	11213	1
ITGAM	-3.3988	-0.0078591	11214	1
SLC15A3	-3.3993	-0.013165	11215	1
FCGR3A	-3.3999	-0.01038	11216	1
SPAG16	-3.4009	-0.012003	11217	1
TTC17	-3.4012	-0.011053	11218	1
MLH1	-3.402	-0.011133	11219	1
IFI44	-3.4047	-0.015409	11220	1
ELMOD1	-3.4094	-0.01184	11221	1
TPT1	-3.4109	-0.0082756	11222	1
KLHL5	-3.4126	-0.013155	11223	1
RAB11B	-3.4148	-0.0077646	11224	1
FUCA2	-3.4175	-0.015869	11225	1
CCT6A	-3.4188	-0.01133	11226	1
IGSF9	-3.4198	-0.014585	11227	1
ZNF714	-3.4209	-0.010888	11228	1
CKS2	-3.4211	-0.012833	11229	1
MOB3C	-3.4257	-0.018004	11230	1
CREB3L2	-3.4266	-0.014561	11231	1
SEPT10	-3.4296	-0.01552	11232	1
CLGN	-3.4304	-0.0085035	11233	1
SPNS2	-3.4305	-0.0082121	11234	1
CDKN1A	-3.4312	-0.0085088	11235	1
CES2	-3.433	-0.015807	11236	1
MUS81	-3.4341	-0.01644	11237	1
EIF2D	-3.437	-0.012079	11238	1
SDCBP	-3.4394	-0.012983	11239	1
RPL29	-3.4396	-0.0076497	11240	1
PLEKHG4B	-3.4399	-0.011809	11241	1
NBPF11	-3.44	-0.014075	11242	1
B3GLCT	-3.4413	-0.0164	11243	1
INO80E	-3.4423	-0.013753	11244	1
FAM189A1	-3.4434	-0.011523	11245	1
ST3GAL6-AS1	-3.4447	-0.0068796	11246	1
CTBP1	-3.445	-0.011529	11247	1
EIF4G3	-3.4501	-0.009854	11248	1
HLA-DOB	-3.453	-0.013678	11249	1
CD99	-3.4558	-0.0090649	11250	1
CFAP53	-3.4558	-0.018652	11251	1
TENM1	-3.4576	-0.0088892	11252	1
BCHE	-3.4628	-0.0080976	11253	1
HDGFL2	-3.4633	-0.017307	11254	1
ASCC3	-3.4634	-0.017004	11255	1
MASP1	-3.4683	-0.012211	11256	1
TADA2B	-3.4695	-0.0094415	11257	1
CCDC50	-3.4699	-0.017393	11258	1
BBIP1	-3.4702	-0.017643	11259	1
SLC4A11	-3.4704	-0.010439	11260	1
STAG2	-3.4721	-0.017263	11261	1
WASHC3	-3.4753	-0.007206	11262	1
FKBP4	-3.4769	-0.014568	11263	1
MICU2	-3.4799	-0.014245	11264	1
CD27	-3.481	-0.015548	11265	1
ZNF883	-3.4812	-0.0088063	11266	1
UBE2D1	-3.4818	-0.0094852	11267	1
LOC101927596	-3.4821	-0.014429	11268	1
SMCHD1	-3.483	-0.011149	11269	1
KCNIP2	-3.4832	-0.014038	11270	1
PHF21B	-3.4855	-0.018683	11271	1
TMEM167A	-3.491	-0.012187	11272	1
HOXB13	-3.496	-0.015309	11273	1
ZNF516	-3.4975	-0.012135	11274	1
PAFAH2	-3.4976	-0.014083	11275	1
NOL3	-3.5004	-0.016308	11276	1
RASGRF1	-3.5007	-0.008977	11277	1
SCLT1	-3.5041	-0.010665	11278	1
HPGDS	-3.5053	-0.01007	11279	1
AVP	-3.5055	-0.018482	11280	1
PPP1R14B	-3.5056	-0.014618	11281	1
HS6ST2	-3.5081	-0.015962	11282	1
TPM1	-3.5108	-0.014656	11283	1
ABCA9	-3.517	-0.011241	11284	1
CHD1L	-3.5183	-0.014051	11285	1
CCDC74B	-3.5235	-0.015373	11286	1
PCBP2	-3.5354	-0.013057	11287	1
ANKRD20A12P	-3.5386	-0.010908	11288	1
SLC38A3	-3.5395	-0.012628	11289	1
NIFK	-3.5437	-0.014552	11290	1
ANKRD20A4-ANKRD20A20P	-3.5461	-0.010146	11291	1
FCER1G	-3.5473	-0.011988	11292	1
B3GNT5	-3.552	-0.0075288	11293	1
FAM13B	-3.5542	-0.012072	11294	1
BACE2	-3.557	-0.017274	11295	1
VWA8	-3.5576	-0.0095196	11296	1
CERS5	-3.5587	-0.016882	11297	1
KLHL33	-3.5595	-0.01533	11298	1
CCDC102A	-3.5602	-0.011746	11299	1
UNKL	-3.5732	-0.014097	11300	1
BCO2	-3.5733	-0.012731	11301	1
KRTAP10-10	-3.5762	-0.01771	11302	1
TDRD6	-3.5791	-0.0076103	11303	1
FHOD1	-3.5849	-0.015509	11304	1
ABHD17A	-3.5862	-0.0086974	11305	1
IP6K2	-3.5882	-0.010783	11306	1
SETD2	-3.5894	-0.014794	11307	1
TNFAIP8	-3.5917	-0.012844	11308	1
HMGN3	-3.593	-0.018798	11309	1
NDUFA7	-3.5935	-0.016451	11310	1
UBL7-AS1	-3.5963	-0.017686	11311	1
TBC1D3P5	-3.6029	-0.014967	11312	1
GPC2	-3.6029	-0.01012	11313	1
RNF135	-3.6062	-0.010095	11314	1
FAM196A	-3.6062	-0.016873	11315	1
KRT10	-3.6076	-0.01543	11316	1
CACTIN	-3.6098	-0.013415	11317	1
C5orf58	-3.6105	-0.016674	11318	1
TMEM244	-3.6115	-0.013951	11319	1
CCL19	-3.6158	-0.012781	11320	1
ID1	-3.6166	-0.01405	11321	1
MTIF3	-3.6167	-0.015981	11322	1
IL15RA	-3.6167	-0.01215	11323	1
REEP3	-3.6172	-0.01165	11324	1
ARIH2	-3.6193	-0.006513	11325	1
PACS2	-3.6199	-0.01745	11326	1
ZCCHC24	-3.6211	-0.01601	11327	1
SLC17A6	-3.6296	-0.012621	11328	1
LHFPL3	-3.6306	-0.0095309	11329	1
MBNL3	-3.6343	-0.0081122	11330	1
BCL2L12	-3.6362	-0.013939	11331	1
NEAT1	-3.6378	-0.012288	11332	1
TBX19	-3.64	-0.00958	11333	1
RPSA	-3.644	-0.017072	11334	1
LCP1	-3.6448	-0.0074986	11335	1
NBPF10	-3.6458	-0.016081	11336	1
NALT1	-3.6489	-0.01016	11337	1
SHMT1	-3.6491	-0.010353	11338	1
SPTB	-3.6532	-0.012042	11339	1
IL17RC	-3.6548	-0.011475	11340	1
TRPC3	-3.6574	-0.0058072	11341	1
MOSPD3	-3.6587	-0.01498	11342	1
LINC00886	-3.6609	-0.015106	11343	1
NAV2	-3.6623	-0.016249	11344	1
APPL2	-3.6666	-0.017168	11345	1
GREB1L	-3.6684	-0.016375	11346	1
IRF5	-3.6689	-0.014486	11348	1
MRPL1	-3.6689	-0.012403	11348	1
AIFM3	-3.6696	-0.013946	11349	1
WASHC2A	-3.672	-0.012389	11350	1
SNHG5	-3.6725	-0.011135	11351	1
PIK3AP1	-3.6733	-0.014228	11352	1
TLR1	-3.6749	-0.011496	11353	1
NKAPP1	-3.6762	-0.011381	11354	1
PTPRZ1	-3.6772	-0.0072186	11355	1
SRFBP1	-3.6784	-0.0078774	11356	1
EPHA8	-3.6854	-0.010661	11357	1
BCAS1	-3.6866	-0.017055	11358	1
METTL2A	-3.6867	-0.01315	11359	1
STAB1	-3.6872	-0.007204	11360	1
CSDC2	-3.6893	-0.012357	11361	1
C9orf16	-3.6927	-0.013938	11362	1
PRDM8	-3.6928	-0.0080646	11363	1
AASDH	-3.6989	-0.015843	11364	1
LY96	-3.7019	-0.013327	11365	1
CYP2J2	-3.706	-0.011665	11366	1
TMEM100	-3.7089	-0.011099	11367	1
RPL3	-3.7091	-0.014973	11368	1
CCDC58	-3.7135	-0.0069765	11369	1
TSPAN4	-3.714	-0.0076523	11370	1
TMEM35B	-3.7151	-0.016532	11371	1
LOC730183	-3.7159	-0.016979	11372	1
PCBD2	-3.7162	-0.0097688	11373	1
GNG7	-3.7163	-0.014468	11374	1
ZNF664	-3.7166	-0.017605	11375	1
SLC46A1	-3.7178	-0.015637	11376	1
NEDD4	-3.7185	-0.013019	11377	1
CPLX2	-3.7187	-0.013129	11378	1
KREMEN1	-3.7232	-0.01297	11379	1
PMS2P5	-3.7242	-0.017805	11380	1
SPARC	-3.7271	-0.012809	11381	1
CXCL3	-3.7291	-0.013034	11382	1
DNAH9	-3.7331	-0.012963	11383	1
FNDC11	-3.7351	-0.014	11384	1
SEPT6	-3.7381	-0.011347	11385	1
CRABP1	-3.7441	-0.011742	11386	1
PALMD	-3.75	-0.01088	11387	1
CCDC134	-3.7572	-0.013742	11388	1
DLC1	-3.7607	-0.018347	11389	1
ITPR2	-3.7615	-0.018336	11390	1
STK33	-3.7617	-0.016684	11391	1
AQP5	-3.7625	-0.014483	11392	1
RP9P	-3.7627	-0.014224	11393	1
HEATR5A	-3.7697	-0.013219	11394	1
RNF20	-3.7734	-0.016671	11395	1
PMS2P4	-3.7764	-0.017264	11396	1
EPB41L1	-3.7778	-0.0076119	11397	1
PPP6R1	-3.7786	-0.013303	11398	1
GLYCTK	-3.7801	-0.017654	11399	1
CRYGD	-3.7814	-0.017269	11400	1
KIAA0895	-3.7855	-0.01377	11401	1
OMG	-3.7921	-0.011118	11402	1
BID	-3.7927	-0.0078232	11403	1
GON7	-3.7929	-0.013706	11404	1
ATP6V0E1	-3.7941	-0.014408	11405	1
GNAL	-3.7972	-0.014773	11406	1
TMBIM4	-3.8039	-0.016722	11407	1
ITGA5	-3.8051	-0.014092	11408	1
LAT2	-3.8117	-0.0097642	11409	1
TPD52L1	-3.8133	-0.018524	11410	1
VSTM2B	-3.8179	-0.012409	11411	1
ZNF394	-3.8249	-0.0056299	11412	1
PSKH1	-3.8262	-0.014386	11413	1
MYOF	-3.8268	-0.016508	11414	1
SLC3A2	-3.8273	-0.011933	11415	1
ARL13B	-3.8305	-0.011702	11416	1
YAF2	-3.8329	-0.012921	11417	1
PYGO1	-3.8384	-0.01636	11418	1
CD84	-3.8419	-0.0083112	11419	1
EFHD2	-3.8422	-0.014114	11420	1
SCAMP1-AS1	-3.8444	-0.0099112	11421	1
LATS2	-3.8464	-0.015754	11422	1
HLA-DRB5	-3.8483	-0.014377	11423	1
LRRC4B	-3.8525	-0.01779	11424	1
TARS	-3.8544	-0.0090776	11425	1
MAP4K2	-3.8551	-0.0097513	11426	1
PDLIM4	-3.8626	-0.018098	11427	1
LIMA1	-3.8714	-0.013012	11428	1
UBAC1	-3.8741	-0.016437	11429	1
CBFB	-3.8828	-0.0068847	11430	1
DNAH12	-3.8834	-0.010926	11431	1
MROH6	-3.8872	-0.010014	11432	1
C11orf54	-3.8888	-0.0087528	11433	1
CACNG4	-3.8933	-0.011009	11434	1
ZHX2	-3.8937	-0.011645	11435	1
ZNF717	-3.8939	-0.016355	11436	1
CNFN	-3.8991	-0.014325	11437	1
LRRC37A4P	-3.9008	-0.0072169	11438	1
PTPRC	-3.9021	-0.0087162	11439	1
CRISPLD1	-3.9022	-0.011815	11440	1
ZNF638	-3.9043	-0.014582	11441	1
MTA2	-3.9084	-0.014378	11442	1
SEC11A	-3.9095	-0.014024	11443	1
MYT1L	-3.9105	-0.0085015	11444	1
TEAD3	-3.9124	-0.0094995	11445	1
C3AR1	-3.9124	-0.0147	11446	1
CSPP1	-3.9129	-0.017998	11447	1
VCAN	-3.9139	-0.012914	11448	1
PAICS	-3.9146	-0.016521	11449	1
ANGPTL2	-3.9147	-0.010932	11450	1
ST3GAL2	-3.9164	-0.015622	11451	1
FAIM	-3.925	-0.015234	11452	1
DYNLT1	-3.9268	-0.012344	11453	1
PTGER4P2-CDK2AP2P2	-3.9322	-0.015223	11454	1
SAT1	-3.9332	-0.015469	11455	1
CYB5R4	-3.934	-0.0097338	11456	1
ST3GAL6	-3.9352	-0.0062911	11457	1
TMEM179B	-3.9359	-0.011045	11458	1
MAML2	-3.9391	-0.010259	11459	1
UBN1	-3.9397	-0.0097765	11460	1
PRR29	-3.9402	-0.010151	11461	1
ZNF491	-3.9425	-0.011398	11462	1
ISM1	-3.9429	-0.014774	11463	1
ARHGAP18	-3.9445	-0.01329	11464	1
HEY2	-3.9449	-0.011127	11465	1
PRKAA1	-3.9458	-0.012194	11466	1
TRIP4	-3.952	-0.013858	11467	1
AKT1S1	-3.9533	-0.012088	11468	1
EEF1B2	-3.9534	-0.011367	11469	1
ZNF385A	-3.9553	-0.011042	11470	1
B3GNT9	-3.9569	-0.014617	11471	1
WDR45B	-3.9571	-0.015359	11472	1
PACSIN3	-3.958	-0.011211	11473	1
GIPR	-3.9597	-0.016482	11474	1
ANP32A	-3.9601	-0.016751	11475	1
S100A11	-3.9651	-0.015638	11476	1
RAB13	-3.9659	-0.011169	11477	1
ABHD17B	-3.967	-0.010575	11478	1
EAF2	-3.9726	-0.020189	11479	1
TMEM106A	-3.9756	-0.0074706	11480	1
KIAA1109	-3.9825	-0.012779	11481	1
TRIP6	-3.9841	-0.0082467	11482	1
CGN	-3.9867	-0.010871	11483	1
SMIM30	-3.9891	-0.01011	11484	1
STOM	-3.9957	-0.010937	11485	1
PELI2	-3.9977	-0.017337	11486	1
TMC8	-3.9983	-0.0077864	11487	1
MID1	-4	-0.01592	11488	1
NAT10	-4.0032	-0.01749	11489	1
C4orf33	-4.0036	-0.0078907	11490	1
SLAMF7	-4.0045	-0.01367	11491	1
CSNK1G2	-4.0076	-0.019066	11492	1
LRMDA	-4.0083	-0.0075397	11493	1
WHRN	-4.0095	-0.011865	11494	1
TNPO1	-4.01	-0.018821	11495	1
FAM168A	-4.0135	-0.018044	11496	1
MATN3	-4.0138	-0.019522	11497	1
BMP7	-4.019	-0.013492	11498	1
PSMG2	-4.0207	-0.013804	11499	1
ABCG2	-4.0221	-0.017009	11500	1
ZC3H18	-4.0232	-0.015543	11501	1
EMC2	-4.0278	-0.017584	11502	1
MSRB3	-4.0298	-0.0092821	11503	1
PMFBP1	-4.03	-0.016028	11504	1
C1orf54	-4.0321	-0.010758	11505	1
HLA-DRB1	-4.0419	-0.014075	11506	1
PEG10	-4.0449	-0.0092245	11507	1
CXCL2	-4.046	-0.0107	11508	1
TNFRSF10B	-4.0487	-0.015001	11509	1
BDKRB1	-4.0505	-0.014942	11510	1
HOMER3	-4.0526	-0.013635	11511	1
CHRNA3	-4.0558	-0.017776	11512	1
CCDC91	-4.0569	-0.016365	11513	1
PLEKHM1P1	-4.057	-0.010765	11514	1
ALX3	-4.0575	-0.011162	11515	1
CDK11B	-4.0653	-0.014039	11516	1
ROM1	-4.0669	-0.0096965	11517	1
PCM1	-4.0889	-0.019653	11518	1
DNAAF5	-4.091	-0.014089	11519	1
MITF	-4.0942	-0.012374	11520	1
IKBKB	-4.0957	-0.014828	11521	1
PCOLCE2	-4.0969	-0.016236	11522	1
RHBDF2	-4.1003	-0.0079767	11523	1
SOWAHC	-4.1011	-0.017012	11524	1
OTUD6A	-4.1072	-0.017595	11525	1
ZNF768	-4.1078	-0.015491	11526	1
SNRK	-4.1094	-0.010878	11527	1
LARP4	-4.1105	-0.011657	11528	1
ZNF195	-4.1115	-0.013716	11529	1
OXGR1	-4.1188	-0.012555	11530	1
CPNE3	-4.1227	-0.012902	11531	1
SERPINA1	-4.1303	-0.016709	11532	1
HHEX	-4.1305	-0.016051	11533	1
FOXN2	-4.1327	-0.014987	11534	1
TACC2	-4.1423	-0.014965	11535	1
C5orf56	-4.1551	-0.016023	11536	1
RPTOR	-4.1559	-0.01745	11537	1
CIPC	-4.1594	-0.012242	11538	1
HSBP1L1	-4.1599	-0.015031	11539	1
FAM57B	-4.16	-0.012885	11540	1
NKX3-1	-4.1609	-0.013234	11541	1
PTAFR	-4.1636	-0.019584	11542	1
CD226	-4.1667	-0.014961	11543	1
BAG3	-4.1674	-0.011293	11544	1
NAPSB	-4.1718	-0.017478	11545	1
FTSJ3	-4.1818	-0.012228	11546	1
CADM4	-4.1826	-0.0084373	11547	1
RALGAPA2	-4.1908	-0.011015	11548	1
C9orf78	-4.1936	-0.0113	11549	1
ZFP3	-4.1959	-0.010018	11550	1
RPS6KB2	-4.197	-0.01257	11551	1
SNRNP48	-4.2041	-0.014637	11552	1
PKD1P6-NPIPP1	-4.2079	-0.017413	11553	1
DNER	-4.2085	-0.012969	11554	1
HBP1	-4.2112	-0.013092	11555	1
FYN	-4.213	-0.014634	11556	1
LGALS4	-4.2134	-0.015765	11557	1
SAV1	-4.2135	-0.014137	11558	1
SKA2	-4.2135	-0.017001	11559	1
FOS	-4.2139	-0.014027	11560	1
IRX5	-4.2153	-0.015217	11561	1
RNASEL	-4.2175	-0.01767	11562	1
EEF1A2	-4.2178	-0.015823	11563	1
ERICH2	-4.2179	-0.013712	11564	1
GSTK1	-4.2232	-0.014311	11565	1
CMBL	-4.2238	-0.015219	11566	1
CEP68	-4.2243	-0.018404	11567	1
CXCL16	-4.2278	-0.014294	11568	1
CAPN15	-4.2318	-0.01222	11569	1
DDX55	-4.2348	-0.0077553	11570	1
LINC01088	-4.2383	-0.014268	11571	1
RASL11A	-4.2451	-0.013207	11572	1
MCM3AP-AS1	-4.2481	-0.010049	11573	1
BRSK2	-4.2492	-0.0067816	11574	1
SPA17	-4.2541	-0.018428	11575	1
CXorf38	-4.2597	-0.012596	11576	1
MOGAT2	-4.2634	-0.011698	11577	1
HYKK	-4.2659	-0.018016	11578	1
MGARP	-4.2695	-0.012268	11579	1
SERBP1	-4.2749	-0.019111	11580	1
DUSP1	-4.2789	-0.012556	11581	1
EIF3L	-4.281	-0.01628	11582	1
FAM221A	-4.2824	-0.013898	11583	1
IL18	-4.2831	-0.013004	11584	1
DARS	-4.2926	-0.012424	11585	1
PACSIN2	-4.2953	-0.016714	11586	1
EPCAM	-4.2956	-0.017444	11587	1
OXER1	-4.302	-0.013577	11588	1
POMC	-4.3032	-0.014368	11589	1
RPLP0P2	-4.3079	-0.01214	11590	1
EIF3E	-4.3207	-0.019759	11591	1
MED29	-4.3221	-0.012032	11592	1
EFNA2	-4.3227	-0.018473	11593	1
UTRN	-4.3233	-0.015805	11594	1
PXN	-4.3243	-0.01497	11595	1
LRRC46	-4.3287	-0.018213	11596	1
NES	-4.3295	-0.018127	11597	1
CAPRIN2	-4.3308	-0.019211	11598	1
SRRM3	-4.3345	-0.013273	11599	1
NRG2	-4.3361	-0.0093881	11600	1
LCA5	-4.338	-0.007433	11601	1
ARHGEF7	-4.3422	-0.0076139	11602	1
ELMOD3	-4.3424	-0.0074974	11603	1
SORBS3	-4.3459	-0.0096939	11604	1
TRIM67	-4.3515	-0.01826	11605	1
C9orf3	-4.3541	-0.0089117	11606	1
WARS2	-4.3552	-0.015579	11607	1
FSTL1	-4.3554	-0.011169	11608	1
PPP1R18	-4.3573	-0.013553	11609	1
TRIM62	-4.3574	-0.015549	11610	1
SORBS1	-4.3592	-0.01015	11611	1
SPINK8	-4.3611	-0.016418	11612	1
SVIP	-4.3613	-0.014815	11613	1
PDAP1	-4.3655	-0.013948	11614	1
DTD1	-4.3676	-0.016999	11615	1
PLEKHA4	-4.3706	-0.012786	11616	1
VAMP8	-4.3726	-0.0088056	11617	1
KRT3	-4.3735	-0.014869	11618	1
SPEF2	-4.3766	-0.012362	11619	1
TMEM61	-4.3767	-0.016314	11620	1
GABRA4	-4.3802	-0.013443	11621	1
AMOTL1	-4.383	-0.020889	11622	1
CTBP2	-4.3877	-0.014563	11623	1
ZFAS1	-4.3899	-0.015657	11624	1
AAMDC	-4.3935	-0.014552	11625	1
LOC220729	-4.3947	-0.0073357	11626	1
ACVR1	-4.3978	-0.014339	11627	1
PPIB	-4.4118	-0.011674	11628	1
ADGRG5	-4.4195	-0.015723	11629	1
SYNJ2BP	-4.4196	-0.019061	11630	1
ATP5S	-4.4216	-0.01817	11631	1
CABP7	-4.4219	-0.012025	11632	1
HLA-F-AS1	-4.4232	-0.012747	11633	1
DCN	-4.4232	-0.012818	11634	1
PRSS55	-4.4249	-0.017981	11635	1
C14orf177	-4.4307	-0.018102	11636	1
SPATA7	-4.4331	-0.019429	11637	1
SOX7	-4.4341	-0.014107	11638	1
PNPT1	-4.4367	-0.014008	11639	1
NFE2L2	-4.4408	-0.019217	11640	1
PRSS58	-4.4426	-0.015949	11641	1
SLC17A5	-4.4439	-0.015724	11642	1
LEPROT	-4.445	-0.013407	11643	1
UBA3	-4.4492	-0.0099758	11644	1
TAF1B	-4.45	-0.017859	11645	1
PKMYT1	-4.4557	-0.017031	11646	1
BANF1	-4.4583	-0.019412	11647	1
NAA16	-4.4636	-0.0076107	11648	1
EEF1D	-4.4656	-0.019713	11649	1
DCAF8L2	-4.4657	-0.012443	11650	1
MIRLET7BHG	-4.4685	-0.013216	11651	1
TEKT5	-4.4687	-0.017737	11652	1
BTN2A3P	-4.4744	-0.017045	11653	1
HLA-DPA1	-4.4755	-0.016084	11654	1
BPNT1	-4.4763	-0.016184	11655	1
SEC11C	-4.4874	-0.010727	11656	1
C22orf15	-4.4932	-0.018116	11657	1
ITFG2	-4.4953	-0.0094667	11658	1
TNFRSF12A	-4.4996	-0.020606	11659	1
CA5B	-4.5099	-0.011993	11660	1
FOXO1	-4.5121	-0.019217	11661	1
PRR16	-4.5125	-0.01247	11662	1
PPP4C	-4.5139	-0.019631	11663	1
SEPT2	-4.521	-0.0098665	11664	1
MRPS5	-4.5236	-0.013282	11665	1
C6orf48	-4.5236	-0.019732	11666	1
NCOA3	-4.5347	-0.0051839	11667	1
DAP3	-4.5352	-0.014684	11668	1
DDX24	-4.5392	-0.013309	11669	1
METRNL	-4.5446	-0.014889	11670	1
PCNA	-4.5458	-0.0094048	11671	1
ATF5	-4.5464	-0.014856	11672	1
PPP1R3D	-4.5516	-0.017715	11673	1
HEBP2	-4.5602	-0.015733	11674	1
ARID3B	-4.5628	-0.015398	11675	1
RNF212	-4.5713	-0.019535	11676	1
CHRM2	-4.5755	-0.010948	11677	1
SLC8B1	-4.5931	-0.016894	11678	1
VIM	-4.5945	-0.012442	11679	1
TPCN1	-4.5992	-0.017943	11680	1
HIST1H1C	-4.6	-0.020188	11681	1
DHRS3	-4.6021	-0.021236	11682	1
TRMT13	-4.6041	-0.017337	11683	1
KCNK12	-4.6041	-0.0076923	11684	1
WDFY4	-4.6076	-0.0068151	11685	1
