gene	thinning_Z_ds25	U_ds25_thinning	rank_ds25	decile_ds25
TRIT1	1.5188	0.0073232	3346	8
IDS	1.5166	0.0029181	3347	8
WFIKKN2	1.5165	0.008297	3348	8
POLDIP2	1.5159	0.0070661	3349	8
LINC01184	1.514	0.0072776	3350	8
C19orf73	1.5137	0.005177	3351	8
TMEM70	1.5125	0.010601	3352	8
EHD2	1.5121	0.0043977	3353	8
LZTR1	1.5116	0.0085594	3354	8
C2orf50	1.5112	0.0075151	3355	8
PPIL6	1.5107	0.0053997	3356	8
DACT1	1.5106	0.0050119	3357	8
MCM6	1.5101	0.0066041	3358	8
PHF23	1.5096	0.010308	3359	8
MTMR2	1.5096	0.0085945	3360	8
ACTN4	1.5074	0.0035384	3361	8
SUZ12	1.5062	0.0045714	3362	8
LRRTM3	1.5062	0.0058517	3363	8
HRK	1.5056	0.006422	3364	8
RBMX2	1.5052	0.0088628	3365	8
ZNF257	1.505	0.0059025	3366	8
SMC5	1.504	0.0062917	3367	8
NTMT1	1.5021	0.0090245	3368	8
MBNL2	1.5019	0.0025742	3369	8
PGAP3	1.5011	0.0097652	3370	8
UBAP1L	1.501	0.0027012	3371	8
ZNF385D	1.5003	0.0041675	3372	8
FNDC10	1.4997	0.0065755	3373	8
CTR9	1.4997	0.0037677	3374	8
NR1D2	1.4996	0.0024316	3375	8
ASNSP1	1.4989	0.010595	3376	8
PYCR1	1.4979	0.0022183	3377	8
KBTBD3	1.4973	0.0041503	3378	8
SLC25A26	1.4971	0.0045689	3379	8
LOC100129138	1.497	0.0058123	3380	8
ZNF337	1.4967	0.010338	3381	8
RFESD	1.4964	0.0081382	3382	8
CCDC32	1.496	0.0055345	3383	8
DGCR6L	1.4958	0.0051377	3384	8
HDGFL3	1.4958	0.0076732	3385	8
GIT1	1.4954	0.0064833	3386	8
PWP2	1.4949	0.0096776	3387	8
ARL6IP1	1.4948	0.0063373	3388	8
VARS	1.4942	0.010436	3389	8
LCE3C	1.4938	0.0082663	3390	8
HAPLN4	1.4923	0.0055478	3391	8
NPTN	1.4914	0.0052785	3392	8
RTKN2	1.4909	0.0026413	3393	8
ARFGAP1	1.4892	0.005445	3394	8
SORCS3	1.4889	0.0082888	3395	8
PAFAH1B1	1.4888	0.0074073	3396	8
AMZ2	1.488	0.0061582	3397	8
MFSD13A	1.487	0.0073885	3398	8
XPO1	1.486	0.0052808	3399	8
LOC100507599	1.486	0.0095973	3400	8
ZNF736	1.4859	0.005338	3401	8
TRMU	1.4856	0.0060972	3402	8
ALS2	1.4848	0.0045996	3403	8
PEG3-AS1	1.4845	0.0050935	3404	8
BIN3	1.4845	0.0052039	3405	8
ARHGEF12	1.4838	0.0037345	3406	8
ATP6V1C2	1.4838	0.0079276	3407	8
LOC145783	1.4822	0.0054287	3408	8
TUBD1	1.4801	0.0022898	3409	8
ACVR2B	1.48	0.0068192	3410	8
CASC15	1.4797	0.0076891	3411	8
PTPN20	1.4791	0.0080449	3412	8
CHD9	1.4786	0.0036444	3413	8
RAVER2	1.4772	0.00291	3414	8
CENPE	1.4765	0.0068467	3415	8
LNX2	1.4746	0.00578	3416	8
MEI1	1.4746	0.0096456	3417	8
STXBP1	1.4736	0.0051729	3418	8
NTM	1.4733	0.0060342	3419	8
CD2BP2	1.4723	0.0052651	3420	8
FDFT1	1.4722	0.0052347	3421	8
RNF215	1.4718	0.0067963	3422	8
GPATCH4	1.4714	0.0078193	3423	8
XYLT1	1.4711	0.0045847	3424	8
C18orf54	1.4697	0.0071469	3425	8
AP2M1	1.4683	0.0056288	3426	8
WDR46	1.4678	0.0084256	3427	8
LOC100507642	1.4676	0.0076285	3428	8
CCDC184	1.4667	0.0031698	3429	8
TMEM86A	1.4665	0.0089451	3430	8
CACNA2D2	1.4659	0.0037708	3431	8
TMEM38A	1.4658	0.0036194	3432	8
R3HCC1L	1.4648	0.0081922	3433	8
CFAP69	1.4648	0.0049871	3434	8
FBXL15	1.4647	0.0067823	3435	8
TMUB1	1.4642	0.0083735	3436	8
FAS	1.4641	0.0065458	3437	8
PPP2CA	1.4627	0.0074646	3438	8
PDE7A	1.4625	0.0037692	3439	8
KCNS1	1.4618	0.0060003	3440	8
PLS3	1.4612	0.0062805	3441	8
PCMT1	1.4609	0.0072101	3442	8
DGKI	1.4599	0.0049709	3443	8
RILPL1	1.4596	0.0022365	3444	8
ADAM22	1.4593	0.0047636	3445	8
CTIF	1.4567	0.0038741	3446	8
NIP7	1.4559	0.0055095	3447	8
AUH	1.4549	0.0079995	3448	8
LINC01554	1.4548	0.0074722	3449	8
CCSAP	1.4539	0.0077723	3450	8
NCLN	1.4525	0.0067501	3451	8
DACT3	1.4521	0.0042546	3452	8
LOC729732	1.452	0.0062566	3453	8
TIMM8A	1.4511	0.0094109	3454	8
C4orf47	1.451	0.0090787	3455	8
PELI3	1.4508	0.0049745	3456	8
PFKFB2	1.4503	0.0033101	3457	8
SP5	1.4496	0.0027663	3458	8
SLC45A4	1.4492	0.0033724	3459	8
QPCTL	1.4482	0.0068741	3460	8
CDKN2AIPNL	1.4474	0.0029542	3461	8
SYNE1	1.447	0.003258	3462	8
ZNF34	1.447	0.0039611	3463	8
BUD13	1.4469	0.0037145	3464	8
NKAIN1	1.446	0.010768	3465	8
NHP2	1.4456	0.0031427	3466	8
TTLL1	1.4435	0.0036608	3467	8
SATB1	1.4429	0.0059522	3468	8
ZNF524	1.442	0.0070643	3469	8
PRKACA	1.4412	0.010208	3470	8
C11orf74	1.4402	0.0076793	3471	8
CAMK1D	1.4401	0.0044377	3472	8
ELN	1.4392	0.0083232	3473	8
ARPC2	1.4392	0.004406	3474	8
NIT2	1.4377	0.0021621	3475	8
IQCC	1.4357	0.0045414	3476	8
MANEAL	1.4354	0.0034838	3477	8
MYO5C	1.4354	0.0071417	3478	8
CCDC103	1.4343	0.0029566	3479	8
TM9SF4	1.4321	0.0064086	3480.5	8
THEM6	1.4321	0.0082081	3480.5	8
PDE7B	1.4302	0.0064411	3482	8
TTI2	1.4299	0.0055667	3483	8
LINC00515	1.4298	0.0034815	3484	8
RND2	1.4292	0.0066624	3485	8
UBE2D2	1.4289	0.0033587	3486	8
MAP1B	1.4289	0.010088	3487	8
LINC00958	1.4279	0.0065085	3488	8
LOC101930085	1.4263	0.0053116	3489	8
DAPK3	1.4259	0.0062838	3490	8
PALM2	1.4258	0.0064362	3491	8
DCBLD2	1.4249	0.0024449	3492	8
LBH	1.4243	0.0097287	3493	8
LINC01637	1.4243	0.0018803	3494	8
POU6F1	1.4231	0.0017229	3495	8
TMEM14A	1.4227	0.009083	3496	8
AGMAT	1.4224	0.010322	3497	8
EGR1	1.4217	0.0039836	3498	8
ZNF132	1.4213	0.0052476	3499	8
ZNF581	1.4213	0.009139	3500	8
ADM5	1.421	0.0045374	3501	8
ITSN2	1.4207	0.0042278	3502	8
RBM5	1.4206	0.0077821	3503	8
GZF1	1.4205	0.0050586	3504	8
VCL	1.4202	0.0089913	3505	8
DYNC2LI1	1.4198	0.0077259	3506	8
PPT1	1.4181	0.0049791	3507	8
FOXP1	1.4181	0.0054465	3508	8
AAAS	1.4175	0.0054843	3509	8
TRMT12	1.4173	0.0057526	3510	8
TAF5	1.4167	0.0063718	3511	8
TAF9B	1.4158	0.0023382	3512	8
HRASLS	1.4147	0.0023824	3513	8
SOHLH1	1.4139	0.0039489	3514	8
C12orf60	1.4115	0.0074501	3515	8
TPTE2P5	1.4104	0.0039443	3516	8
THNSL1	1.4104	0.0065373	3517	8
PIAS1	1.4103	0.0074933	3518	8
CDCA7	1.4096	0.006023	3519	8
LYRM7	1.4078	0.0051692	3520.5	8
GLOD4	1.4078	0.0037671	3520.5	8
ZBED8	1.4071	0.0084058	3522	8
INTS9	1.4059	0.0037961	3523	8
PRR22	1.4056	0.0030045	3524	8
SLC25A23	1.404	0.0037012	3525	8
TBC1D13	1.4039	0.0035866	3526	8
CNOT6L	1.4039	0.0035763	3527	8
RPL41	1.4028	0.0036312	3528	8
RPS6KC1	1.4022	0.0056	3529	8
BCAR1	1.4004	0.0052986	3530	8
ELAC2	1.3999	0.005696	3531	8
CCDC126	1.3994	0.0033194	3532	8
TXLNB	1.3991	0.0054011	3533	8
RPIA	1.3988	0.0065437	3534	8
USP28	1.3981	0.0039943	3535	8
C2orf49	1.3981	0.0035018	3536	8
SRRM4	1.3973	0.0051284	3537	8
LIN54	1.3972	0.0076029	3538	8
CAVIN4	1.3967	0.0043838	3539	8
VSTM4	1.3966	0.0076997	3540	8
HRAS	1.3963	0.0023743	3541	8
DGUOK	1.396	0.0032486	3542	8
GPM6B	1.396	0.0025586	3543	8
PCGF3	1.3954	0.010151	3544	8
FZD5	1.3954	0.0062764	3545	8
CLBA1	1.3944	0.004916	3546	8
HAGHL	1.3941	0.0062605	3547	8
TRIM7	1.394	0.0055265	3548	8
SLC35F3	1.3933	0.0052226	3549	8
POU2F2	1.3932	0.0046525	3550	8
PYCR3	1.3924	0.004025	3551	8
LOC407835	1.3921	0.0092434	3552	8
PTRH1	1.392	0.0036262	3553	8
SRPK3	1.3917	0.007455	3554.5	8
MED27	1.3917	0.007371	3554.5	8
CFAP97	1.3912	0.0069077	3556	8
EIF2B5	1.3908	0.0052733	3557	8
SOCS7	1.3902	0.006762	3558	8
GNB3	1.3897	0.0039404	3559	8
TMED10	1.3888	0.0043473	3560	8
GPRIN1	1.3887	0.0052968	3561	8
THBS3	1.3886	0.0047492	3562	8
CDC37	1.3882	0.010967	3563	8
TRMT44	1.3879	0.0060802	3564	8
TAF1C	1.3875	0.0044739	3565	8
NRDC	1.3872	0.0067113	3566	8
CAMKK1	1.3871	0.0060832	3567	8
EIF3D	1.384	0.0046642	3568	8
SST	1.3837	0.0027018	3569	8
HACD1	1.3831	0.0049178	3570	8
TENM3	1.3828	0.0060298	3571	8
CHPT1	1.382	0.0044987	3572	8
LYPD6	1.3817	0.0078985	3573	8
CRYBB1	1.3817	0.0085676	3574	8
RRAS2	1.3812	0.0042478	3575	8
C1QL2	1.3808	0.0044916	3576	8
SMU1	1.3808	0.0068971	3577	8
TRIM54	1.3788	0.0046909	3578	8
C1RL	1.3786	0.0025464	3579	8
FECH	1.3776	0.0028866	3580	8
SLC16A7	1.377	0.0019507	3581	8
COMMD7	1.3766	0.0071983	3582	8
BAHCC1	1.3762	0.0082372	3583	8
KIF22	1.3751	0.0066542	3584	8
ISOC1	1.3746	0.0035238	3585	8
PCED1B	1.374	0.0024229	3586	8
SUMF1	1.3729	0.0028276	3587	8
ATF7IP2	1.3728	0.0078756	3588	8
MYH10	1.3725	0.0080951	3589	8
NDUFB2-AS1	1.3725	0.0039442	3590	8
CLEC4G	1.371	0.0040317	3591	8
ZFYVE28	1.3709	0.0024642	3592	8
SLC45A1	1.3702	0.0039517	3593	8
THAP3	1.3683	0.0054093	3594	8
FNDC9	1.3672	0.0084459	3595	8
NAA38	1.3667	0.0050388	3596	8
GRIN2B	1.3665	0.0057028	3597	8
CDH6	1.3665	0.010134	3598	8
LOC728485	1.3663	0.0078911	3599	8
GCHFR	1.3663	0.0090608	3600	8
WRAP73	1.3659	0.0040217	3601	8
GPNMB	1.3653	0.0042054	3602	8
ZZZ3	1.3644	0.0074365	3603	7
CDC42BPB	1.3637	0.0050026	3604	7
ZNF57	1.3627	0.0072159	3605	7
DUSP5P1	1.3625	0.0044863	3606	7
TNNT3	1.3619	0.0088852	3607	7
ING2	1.3618	0.0077292	3608	7
HINT1	1.3615	0.0044452	3609	7
LRRN2	1.36	0.0042797	3610	7
SPDYE5	1.3595	0.0067794	3611	7
BTD	1.3595	0.0063047	3612.5	7
KLF9	1.3595	0.0032001	3612.5	7
CD7	1.3587	0.0051988	3614	7
CMSS1	1.3566	0.0028058	3615	7
APOL1	1.3565	0.0063446	3616	7
PRRG3	1.3564	0.005256	3617	7
ZNF772	1.356	0.0069222	3618	7
CNEP1R1	1.3559	0.0049544	3619	7
GPC1	1.3547	0.0079719	3620	7
BIRC3	1.3546	0.0028625	3621	7
MTX3	1.352	0.0099552	3622	7
ATP8B1	1.352	0.0023589	3623	7
SNX33	1.3519	0.0080703	3624	7
SNAI3-AS1	1.3519	0.0054434	3625	7
ACADS	1.3518	0.0060876	3626	7
TAX1BP1	1.3509	0.0087014	3627	7
LAT	1.3491	0.0040292	3628	7
CD38	1.349	0.007452	3629	7
TRIM52	1.3489	0.0029995	3630	7
WNT10A	1.3486	0.0076491	3631	7
PPHLN1	1.3484	0.0044002	3632	7
RBFOX3	1.3483	0.0041519	3633	7
RFT1	1.3471	0.0069073	3634	7
LOC100507557	1.3462	0.004886	3635	7
TECPR2	1.345	0.0049379	3636	7
NSF	1.3435	0.0090978	3637	7
TUBGCP5	1.3433	0.0067272	3638	7
PNMA2	1.3426	0.0072712	3639	7
EXOC7	1.3419	0.0060347	3640	7
TEDC1	1.3417	0.007107	3641	7
LOC155060	1.3416	0.005788	3642	7
GTF2IRD1	1.3415	0.0055384	3643	7
KIAA1614	1.341	0.0034605	3644	7
GRIA3	1.3406	0.0078038	3645	7
EHBP1	1.3399	0.0044866	3646	7
PLXNC1	1.3391	0.0052476	3647	7
RBM15	1.3389	0.0047313	3648	7
DHRS11	1.3387	0.0085556	3649	7
DGCR8	1.3377	0.003855	3650	7
LOC101929066	1.3365	0.0069834	3651	7
HSPH1	1.3364	0.0066067	3652	7
FOSB	1.3359	0.0046691	3653	7
GLRX5	1.3358	0.0057434	3654	7
DDB1	1.3356	0.0043636	3655	7
PDGFD	1.3355	0.0074352	3656	7
NFS1	1.3346	0.0088294	3657	7
CYP26B1	1.3332	0.0052494	3658	7
FAM92A	1.3331	0.0065123	3659	7
TRMT112	1.3328	0.0029979	3660	7
ENO2	1.3325	0.0049958	3661	7
CTNNBL1	1.3318	0.0069533	3662	7
UBA52	1.3312	0.0027434	3663	7
VAC14	1.3312	0.006463	3664	7
FAM182A	1.3311	0.0050555	3665	7
DTNBP1	1.3309	0.002046	3666	7
SNTG2	1.3307	0.0051452	3667	7
SLX4	1.3306	0.0069989	3668	7
GGNBP2	1.3303	0.0081812	3669	7
SAT2	1.3289	0.0055092	3670	7
ZSCAN20	1.3281	0.0082051	3671	7
FOXRED1	1.328	0.0079559	3672	7
DNAJA2	1.3275	0.0069957	3673	7
KIAA1468	1.3273	0.0067134	3674	7
RHOJ	1.3271	0.0043448	3675	7
RPP25	1.3267	0.0047854	3676	7
PEBP4	1.3261	0.0090946	3677	7
NFE2L1	1.3258	0.0088476	3678	7
KIF21B	1.3252	0.0033988	3679	7
CALU	1.3238	0.0056502	3680	7
CCDC14	1.3237	0.0072343	3681	7
SLC37A1	1.3237	0.007454	3682	7
LOC339059	1.3224	0.006053	3683	7
COQ3	1.3208	0.0044982	3684	7
B3GALT4	1.3207	0.0088488	3685	7
OSBPL1A	1.32	0.0041352	3686	7
FLAD1	1.3198	0.0078674	3687	7
HCFC2	1.3197	0.0073093	3688	7
NR4A1	1.3194	0.0054385	3689	7
TFIP11	1.3168	0.0083394	3690	7
CASP8AP2	1.3166	0.0028881	3691	7
FKBP1B	1.3148	0.0024875	3692	7
FAM19A4	1.3144	0.0058636	3693	7
TSPAN17	1.3137	0.004986	3694	7
EFHB	1.3126	0.0046966	3695	7
ATG4B	1.3121	0.0083079	3696	7
PTPN2	1.3116	0.0025699	3697	7
AKAP12	1.3108	0.0092427	3698	7
HNRNPA3P1	1.3099	0.0065894	3699	7
ROCK2	1.3077	0.0042799	3700	7
NDUFB8	1.3077	0.0062426	3701	7
ICA1	1.3072	0.0020621	3702	7
PARP1	1.3054	0.0058017	3703	7
ZMYM4	1.3053	0.0043724	3704	7
PCSK5	1.3048	0.0040439	3705.5	7
ARMC7	1.3048	0.0072373	3705.5	7
PKD1	1.3042	0.0038525	3707	7
HSPA1L	1.3039	0.0063484	3708	7
SIRT4	1.3036	0.0035112	3709	7
LRP12	1.3031	0.0091905	3710	7
FIS1	1.3029	0.0067848	3711	7
CCNE1	1.3025	0.0051676	3712	7
SARDH	1.3021	0.0042743	3713	7
PWARSN	1.302	0.0071478	3714	7
RYBP	1.3014	0.0077799	3715	7
MED4	1.3002	0.0055481	3716	7
SPTSSB	1.2993	0.0020947	3717	7
OAZ2	1.2991	0.0052495	3718	7
FAM207A	1.299	0.002986	3719	7
CPSF6	1.299	0.0064956	3720	7
PLCXD3	1.2982	0.0085687	3721	7
CARMIL1	1.2957	0.006598	3722	7
TSEN2	1.2948	0.0043779	3723	7
THUMPD2	1.2923	0.0060642	3724	7
RNASEH2B	1.2919	0.0068525	3725	7
DCUN1D4	1.2919	0.0084976	3726	7
TRIP12	1.2918	0.0051208	3727	7
MICU3	1.2906	0.0037576	3728	7
ZIC1	1.2896	0.0065976	3729	7
ENPP7P13	1.2892	0.0080904	3730	7
TOE1	1.289	0.0058417	3731	7
ZNF500	1.288	0.003321	3732	7
SLC4A8	1.2877	0.0029543	3733	7
RAC1	1.2875	0.004797	3734	7
FRAS1	1.2874	0.0060472	3735	7
FBXO3	1.2866	0.0055317	3736	7
EED	1.2865	0.0042217	3737	7
GPX4	1.286	0.0057358	3738	7
PRRX1	1.2844	0.006434	3739	7
SLC27A2	1.2844	0.0047946	3740	7
FDPSP2	1.2842	0.0049249	3741	7
ADGRA1	1.2836	0.0043815	3742	7
ACD	1.2833	0.0065398	3743	7
PYGL	1.2832	0.0019785	3744	7
PPL	1.2827	0.004669	3745	7
RGS6	1.2823	0.0027613	3746	7
SESN2	1.2822	0.0055903	3747	7
ATP1A1	1.282	0.0063881	3748	7
IQCF3	1.2817	0.0045292	3749	7
GLIPR1	1.2795	0.0047177	3750	7
PGK1	1.2784	0.0059079	3751	7
RPAP3	1.278	0.0051741	3752	7
CCNB3	1.2771	0.0065959	3753	7
MYL6B	1.277	0.0034608	3754	7
PTPN9	1.2764	0.0076362	3755	7
FTHL17	1.2759	0.0071789	3756	7
RHOF	1.2753	0.0090823	3757	7
HTR2A	1.2753	0.0057436	3758	7
PARD6A	1.2751	0.0073594	3759	7
TMEM184C	1.2748	0.0056276	3760	7
TAS2R20	1.2743	0.004106	3761	7
TMEM8A	1.2742	0.0056329	3762	7
TRAF3	1.2741	0.0092764	3763	7
DPYSL3	1.2741	0.0030203	3764	7
SLCO4A1	1.274	0.0041547	3765	7
GOT1	1.2735	0.0073225	3766	7
LINC01551	1.2735	0.0052475	3767	7
SHD	1.2734	0.0031563	3768	7
PIP4P2	1.2733	0.0060457	3769	7
ZNF280B	1.2729	0.004213	3770	7
FAM69B	1.2727	0.0089006	3771	7
GPSM1	1.2717	0.0053202	3772	7
SYTL5	1.2712	0.0035842	3773	7
VPS11	1.2711	0.0047279	3774	7
SLC22A3	1.2709	0.0063544	3775	7
C11orf97	1.2704	0.0021867	3776	7
GABRG1	1.2699	0.0057191	3777	7
RFLNB	1.2692	0.0079462	3778	7
DNAJC21	1.2688	0.0063744	3779	7
CDV3	1.2676	0.0066453	3780	7
BAZ1B	1.2672	0.0037786	3781	7
ZMYM3	1.2669	0.0062921	3782	7
NPM3	1.2666	0.004413	3783	7
PFDN1	1.2665	0.0075965	3784	7
NEIL1	1.2665	0.0037719	3785	7
TXNDC9	1.2647	0.0064762	3786	7
BLVRA	1.2645	0.0084224	3787	7
NR3C2	1.2644	0.0021168	3788	7
CTU1	1.2644	0.0074015	3789	7
EIF4E1B	1.2643	0.0046778	3790	7
ATRX	1.2641	0.009022	3791	7
ARL6IP5	1.2638	0.005709	3792	7
SND1-IT1	1.2634	0.0042163	3793	7
SAP130	1.2625	0.0050308	3794	7
GLP2R	1.2625	0.0046892	3795	7
RBBP5	1.2615	0.0046346	3796.5	7
RPE	1.2615	0.0067702	3796.5	7
DMAC2	1.2605	0.0061098	3798	7
APOL2	1.2599	0.0044813	3799	7
STARD7-AS1	1.2599	0.0069103	3800	7
PGBD1	1.259	0.0048409	3801	7
CCER2	1.2588	0.0035393	3802	7
DYNC2H1	1.2585	0.0038232	3803	7
ZCCHC12	1.2579	0.0033392	3804	7
ATP6V1E1	1.257	0.0059135	3805	7
DSTN	1.2558	0.003391	3806	7
RAB40AL	1.2522	0.0028234	3807	7
PFDN2	1.252	0.0075861	3808	7
TACR2	1.2514	0.004926	3809	7
RNLS	1.2506	0.0031807	3810	7
PGP	1.2504	0.0069554	3811	7
OSTM1	1.2493	0.0064839	3812	7
DCSTAMP	1.2493	0.0062034	3813	7
POLR3GL	1.249	0.0043722	3814	7
USP51	1.2489	0.0068763	3815	7
MAN2B2	1.2482	0.0038239	3816	7
ARRB2	1.2474	0.0035688	3817	7
SNAPC4	1.2471	0.0071637	3818	7
ECHDC3	1.2467	0.0032608	3819	7
IMPAD1	1.2464	0.0061909	3820	7
C8orf44	1.2455	0.0065373	3821	7
FAAH	1.2451	0.0073495	3822	7
DDHD1	1.2449	0.0066194	3823	7
NOP16	1.2449	0.005694	3824	7
MIAT	1.2447	0.0027656	3825	7
GNB4	1.2444	0.0021871	3826	7
TMEM64	1.2444	0.0082173	3827	7
MESD	1.2443	0.00459	3828	7
NSMAF	1.2423	0.0035363	3829	7
GK3P	1.2411	0.004124	3830	7
OSTN	1.2401	0.00528	3831	7
ARFGAP3	1.2398	0.0038402	3832	7
CAPNS2	1.2391	0.0060844	3833	7
RNF19A	1.239	0.0057078	3834	7
RBM41	1.2381	0.0037639	3835	7
ECE1	1.2368	0.0043869	3836	7
FLII	1.2366	0.0081917	3837	7
PRKACB	1.2355	0.0059451	3838	7
SORCS2	1.2346	0.0047064	3839	7
LRRC4C	1.2329	0.0070486	3840	7
SH2B3	1.2319	0.0046986	3841	7
RALYL	1.2311	0.0071714	3842	7
VCP	1.231	0.0057485	3843	7
C11orf71	1.2301	0.0042901	3844	7
CNTNAP4	1.2298	0.0054427	3845	7
VWC2	1.2295	0.0021719	3846	7
TUBA1C	1.2284	0.0051985	3847	7
BEND3	1.2282	0.0060282	3848	7
LOC645166	1.228	0.0037603	3849	7
ZBTB33	1.2268	0.0061684	3850	7
CISD2	1.2263	0.0040005	3851	7
PHPT1	1.224	0.0022539	3852	7
SH3KBP1	1.2239	0.0064096	3853	7
COX17	1.2238	0.0047157	3854	7
CHMP6	1.2237	0.0072837	3855	7
KAZN	1.2236	0.0064901	3856	7
TMEM67	1.2236	0.0062874	3857	7
PFKM	1.2233	0.0071975	3858	7
SCGB3A1	1.2232	0.0080019	3859	7
TTTY14	1.2228	0.0056115	3860	7
CELF6	1.2225	0.0054037	3861	7
CTSH	1.222	0.0048198	3862	7
ZRANB3	1.2219	0.0059297	3863	7
FOXL2	1.2189	0.0069091	3864	7
ZNF669	1.2179	0.0055861	3865	7
SORL1	1.2176	0.0046902	3866	7
RASGEF1A	1.2175	0.0050376	3867	7
ATG16L1	1.217	0.0026404	3868	7
ERFE	1.2167	0.0035745	3869	7
TUFM	1.2163	0.0065252	3870	7
IDNK	1.2158	0.0032438	3871	7
DOCK3	1.2154	0.0039577	3872	7
PCDH18	1.2144	0.0075843	3873	7
ACADL	1.2139	0.0035738	3874	7
NDUFA13	1.2138	0.0048371	3875	7
ZFYVE21	1.2137	0.0044871	3876	7
PDE1A	1.2136	0.0048123	3877	7
COL16A1	1.2133	0.0064014	3878	7
PCDHB14	1.2126	0.0039877	3879	7
FAXC	1.2121	0.005254	3880	7
LOC441052	1.212	0.0032263	3881	7
C17orf51	1.2119	0.0065601	3882	7
BRAP	1.2112	0.0053996	3883	7
ZDHHC7	1.211	0.0046375	3884.5	7
RLBP1	1.211	0.0051465	3884.5	7
C1QL1	1.2098	0.002013	3886	7
RAD17	1.2076	0.0041407	3887	7
SLITRK3	1.2073	0.0030042	3888	7
STAU1	1.2065	0.0047839	3889	7
ZNF148	1.2045	0.0062201	3890	7
TNFSF12	1.2024	0.006319	3891	7
ZSCAN29	1.2021	0.0040396	3892	7
CHMP4A	1.2019	0.0035816	3893	7
GYG2	1.2015	0.0057905	3894	7
TSG101	1.2011	0.0041405	3895	7
PTBP2	1.2004	0.0029802	3896	7
CLDND2	1.1998	0.004006	3897	7
KIAA0368	1.199	0.0039619	3898	7
COL4A2	1.1989	0.0041307	3899	7
PINK1	1.1987	0.0076526	3900	7
SNX2	1.1987	0.0027665	3901	7
LDHC	1.1986	0.0057784	3902	7
ATOX1	1.1975	0.0029322	3903	7
IMP4	1.1972	0.0083169	3904	7
IGIP	1.1971	0.0052031	3905	7
CPNE7	1.1959	0.0032562	3906	7
ENTPD7	1.1948	0.0054129	3907	7
ARX	1.1944	0.0068127	3908	7
KHDC1L	1.1941	0.0085664	3909	7
SLC25A10	1.1939	0.0078507	3910	7
TRHDE	1.1933	0.0055022	3911	7
CIDEA	1.1921	0.0092065	3912	7
DICER1-AS1	1.1918	0.0046504	3913	7
LRP2	1.1899	0.0068933	3914	7
GABRA5	1.1897	0.0027271	3915	7
COL10A1	1.189	0.0051943	3916	7
HEY1	1.1886	0.0030132	3917	7
TSPOAP1	1.1886	0.0044685	3918	7
MAPK9	1.1885	0.0055141	3919	7
MT3	1.1878	0.0029648	3920	7
SNX7	1.1867	0.003468	3921	7
FRMPD1	1.1867	0.0056919	3922	7
ZNF654	1.1862	0.0027699	3923	7
C9orf50	1.1859	0.0081154	3924	7
SSX2IP	1.1857	0.0046172	3925	7
ICE1	1.1847	0.0029592	3926	7
KIF3A	1.1846	0.0060434	3927	7
ACOT2	1.1819	0.002273	3928	7
KIFC2	1.1815	0.0044402	3929	7
USP32P1	1.1803	0.0072356	3930	7
TAF1A	1.1797	0.007212	3931	7
KBTBD8	1.1792	0.0026303	3932	7
LOC100507351	1.1789	0.0043635	3933	7
JPT1	1.1779	0.0026762	3934	7
UBFD1	1.1776	0.0064613	3935	7
SEL1L	1.1761	0.0070577	3936	7
ZFYVE1	1.1756	0.0056619	3937	7
DNM1L	1.175	0.0082901	3938	7
LRCOL1	1.1736	0.0060931	3939	7
SYT12	1.1724	0.0038395	3940.5	7
HEATR4	1.1724	0.0041053	3940.5	7
SLC38A8	1.1714	0.0075927	3942	7
HIST1H4E	1.1696	0.0043042	3943	7
ZNF131	1.1687	0.0054116	3944	7
C2orf42	1.1687	0.0063336	3945	7
MRPL20	1.1684	0.0020408	3946	7
TCTN2	1.1671	0.0044051	3947	7
PTP4A1	1.1667	0.0059376	3948	7
FAM27E2	1.1652	0.0055054	3949	7
ALG1L	1.1648	0.0037666	3950	7
LGI3	1.1632	0.0042281	3951	7
WFDC12	1.163	0.0064468	3952	7
CCDC57	1.1626	0.0025971	3953.5	7
TC2N	1.1626	0.0047038	3953.5	7
PCDHB12	1.1617	0.0039126	3955	7
PPP1R3F	1.1617	0.0048826	3956	7
ARNTL2	1.1614	0.0051635	3957	7
IFT172	1.161	0.0020389	3958	7
CSMD1	1.1602	0.0057567	3959	7
ZCCHC14	1.1599	0.0075766	3960	7
ANO2	1.1595	0.0039113	3961	7
FBXO27	1.1593	0.0040662	3962	7
RFX7	1.1591	0.0049705	3963	7
TRIM65	1.159	0.0053038	3964	7
CHST7	1.1589	0.0037149	3965	7
CACNB3	1.158	0.0067201	3966	7
TUNAR	1.158	0.0040389	3967	7
CDK17	1.1578	0.0063903	3968	7
FAM104A	1.1576	0.0046993	3969	7
KCTD21	1.1572	0.0044478	3970	7
RHCE	1.1534	0.0073399	3971	7
DEPDC1	1.1515	0.0047479	3972	7
COA6	1.1511	0.0040669	3973	7
ADAMTSL2	1.1509	0.0071775	3974	7
PRKCQ-AS1	1.1502	0.0076126	3975	7
LOC727896	1.1495	0.0019802	3976	7
TYW5	1.1492	0.0038607	3977	7
COMMD4	1.1491	0.004513	3978	7
KCNA2	1.1487	0.0040246	3979	7
MAD1L1	1.1467	0.0064265	3980	7
CTSB	1.1465	0.0050124	3981	7
GART	1.1464	0.0031747	3982	7
FRMD5	1.1464	0.0034682	3983	7
