session	measure	max_abs_diff
sub-EH3T61EE/ses-00A	area_mm2	0.0
sub-EH3T61EE/ses-00A	gmv_mm3	0.0
sub-EH51X272/ses-06A	nverts	0.0
sub-EH51X272/ses-06A	thickness_mm	0.0
sub-EH51X272/ses-06A	area_mm2	0.0
sub-EH51X272/ses-06A	gmv_mm3	0.0
sub-EHDLCE0W/ses-00A	nverts	0.0
sub-EHDLCE0W/ses-00A	thickness_mm	0.0
sub-EHDLCE0W/ses-00A	area_mm2	0.0
sub-EHDLCE0W/ses-00A	gmv_mm3	0.0
sub-EHK3MYNR/ses-06A	nverts	0.0
sub-EHK3MYNR/ses-06A	thickness_mm	0.0
sub-EHK3MYNR/ses-06A	area_mm2	0.0
sub-EHK3MYNR/ses-06A	gmv_mm3	0.0
sub-EHLY59UX/ses-02A	nverts	0.0
sub-EHLY59UX/ses-02A	thickness_mm	0.0
sub-EHLY59UX/ses-02A	area_mm2	0.0
sub-EHLY59UX/ses-02A	gmv_mm3	0.0
sub-EHM6WFDX/ses-06A	nverts	0.0
sub-EHM6WFDX/ses-06A	thickness_mm	0.0
sub-EHM6WFDX/ses-06A	area_mm2	0.0
sub-EHM6WFDX/ses-06A	gmv_mm3	0.0
sub-EHP8VX1B/ses-02A	nverts	0.0
sub-EHP8VX1B/ses-02A	thickness_mm	0.0
sub-EHP8VX1B/ses-02A	area_mm2	0.0
sub-EHP8VX1B/ses-02A	gmv_mm3	0.0
sub-EHVK33X7/ses-06A	nverts	0.0
sub-EHVK33X7/ses-06A	thickness_mm	0.0
sub-EHVK33X7/ses-06A	area_mm2	0.0
sub-EHVK33X7/ses-06A	gmv_mm3	0.0
sub-EJ0L9HZA/ses-06A	nverts	0.0
sub-EJ0L9HZA/ses-06A	thickness_mm	0.0
sub-EJ0L9HZA/ses-06A	area_mm2	0.0
sub-EJ0L9HZA/ses-06A	gmv_mm3	0.0
sub-EJ2BUCAH/ses-00A	nverts	0.0
sub-EJ2BUCAH/ses-00A	thickness_mm	0.0
sub-EJ2BUCAH/ses-00A	area_mm2	0.0
sub-EJ2BUCAH/ses-00A	gmv_mm3	0.0
sub-EJ2BUCAH/ses-04A	nverts	0.0
sub-EJ2BUCAH/ses-04A	thickness_mm	0.0
sub-EJ2BUCAH/ses-04A	area_mm2	0.0
sub-EJ2BUCAH/ses-04A	gmv_mm3	0.0
sub-EJHM574R/ses-00A	nverts	0.0
sub-EJHM574R/ses-00A	thickness_mm	0.0
sub-EJHM574R/ses-00A	area_mm2	0.0
sub-EJHM574R/ses-00A	gmv_mm3	0.0
sub-EJHM574R/ses-04A	nverts	0.0
sub-EJHM574R/ses-04A	thickness_mm	0.0
sub-EJHM574R/ses-04A	area_mm2	0.0
sub-EJHM574R/ses-04A	gmv_mm3	0.0
sub-EJXM20D6/ses-04A	nverts	0.0
sub-EJXM20D6/ses-04A	thickness_mm	0.0
sub-EJXM20D6/ses-04A	area_mm2	0.0
sub-EJXM20D6/ses-04A	gmv_mm3	0.0
sub-EKJJFW9J/ses-00A	nverts	0.0
sub-EKJJFW9J/ses-00A	thickness_mm	0.0
sub-EKJJFW9J/ses-00A	area_mm2	0.0
sub-EKJJFW9J/ses-00A	gmv_mm3	0.0
sub-EKL2JGYR/ses-06A	nverts	0.0
sub-EKL2JGYR/ses-06A	thickness_mm	0.0
sub-EKL2JGYR/ses-06A	area_mm2	0.0
sub-EKL2JGYR/ses-06A	gmv_mm3	0.0
sub-EL21AUAJ/ses-02A	nverts	0.0
sub-EL21AUAJ/ses-02A	thickness_mm	0.0
sub-EL21AUAJ/ses-02A	area_mm2	0.0
sub-EL21AUAJ/ses-02A	gmv_mm3	0.0
sub-EL7GGP0Y/ses-06A	nverts	0.0
sub-EL7GGP0Y/ses-06A	thickness_mm	0.0
sub-EL7GGP0Y/ses-06A	area_mm2	0.0
sub-EL7GGP0Y/ses-06A	gmv_mm3	0.0
sub-EL8YUZKU/ses-06A	nverts	0.0
sub-EL8YUZKU/ses-06A	thickness_mm	0.0
sub-EL8YUZKU/ses-06A	area_mm2	0.0
sub-EL8YUZKU/ses-06A	gmv_mm3	0.0
sub-ELCKPTGB/ses-04A	nverts	0.0
sub-ELCKPTGB/ses-04A	thickness_mm	0.0
sub-ELCKPTGB/ses-04A	area_mm2	0.0
sub-ELCKPTGB/ses-04A	gmv_mm3	0.0
sub-ELK0KFTA/ses-00A	nverts	0.0
sub-ELK0KFTA/ses-00A	thickness_mm	0.0
sub-ELK0KFTA/ses-00A	area_mm2	0.0
sub-ELK0KFTA/ses-00A	gmv_mm3	0.0
sub-ELW92005/ses-00A	nverts	0.0
sub-ELW92005/ses-00A	thickness_mm	0.0
sub-ELW92005/ses-00A	area_mm2	0.0
sub-ELW92005/ses-00A	gmv_mm3	0.0
sub-ELW92005/ses-04A	nverts	0.0
sub-ELW92005/ses-04A	thickness_mm	0.0
sub-ELW92005/ses-04A	area_mm2	0.0
sub-ELW92005/ses-04A	gmv_mm3	0.0
sub-F1TB9CPJ/ses-06A	nverts	0.0
sub-F1TB9CPJ/ses-06A	thickness_mm	0.0
sub-F1TB9CPJ/ses-06A	area_mm2	0.0
sub-F1TB9CPJ/ses-06A	gmv_mm3	0.0
sub-F1W2BTPZ/ses-02A	nverts	0.0
sub-F1W2BTPZ/ses-02A	thickness_mm	0.0
sub-F1W2BTPZ/ses-02A	area_mm2	0.0
sub-F1W2BTPZ/ses-02A	gmv_mm3	0.0
sub-F20K5ZNE/ses-00A	nverts	0.0
sub-F20K5ZNE/ses-00A	thickness_mm	0.0
sub-F20K5ZNE/ses-00A	area_mm2	0.0
sub-F20K5ZNE/ses-00A	gmv_mm3	0.0
sub-F26CU0X0/ses-02A	nverts	0.0
sub-F26CU0X0/ses-02A	thickness_mm	0.0
sub-F26CU0X0/ses-02A	area_mm2	0.0
sub-F26CU0X0/ses-02A	gmv_mm3	0.0
sub-F26CU0X0/ses-06A	nverts	0.0
sub-F26CU0X0/ses-06A	thickness_mm	0.0
sub-F26CU0X0/ses-06A	area_mm2	0.0
sub-F26CU0X0/ses-06A	gmv_mm3	0.0
sub-F2BU99TZ/ses-04A	nverts	0.0
sub-F2BU99TZ/ses-04A	thickness_mm	0.0
sub-F2BU99TZ/ses-04A	area_mm2	0.0
sub-F2BU99TZ/ses-04A	gmv_mm3	0.0
sub-F2PT8GN5/ses-06A	nverts	0.0
sub-F2PT8GN5/ses-06A	thickness_mm	0.0
sub-F2PT8GN5/ses-06A	area_mm2	0.0
sub-F2PT8GN5/ses-06A	gmv_mm3	0.0
sub-F3A5KFBX/ses-04A	nverts	0.0
sub-F3A5KFBX/ses-04A	thickness_mm	0.0
sub-F3A5KFBX/ses-04A	area_mm2	0.0
sub-F3A5KFBX/ses-04A	gmv_mm3	0.0
sub-F3EWHDJR/ses-06A	nverts	0.0
sub-F3EWHDJR/ses-06A	thickness_mm	0.0
sub-F3EWHDJR/ses-06A	area_mm2	0.0
sub-F3EWHDJR/ses-06A	gmv_mm3	0.0
sub-F3MPP1ZN/ses-06A	nverts	0.0
sub-F3MPP1ZN/ses-06A	thickness_mm	0.0
sub-F3MPP1ZN/ses-06A	area_mm2	0.0
sub-F3MPP1ZN/ses-06A	gmv_mm3	0.0
sub-F3NXEU7J/ses-02A	nverts	0.0
sub-F3NXEU7J/ses-02A	thickness_mm	0.0
sub-F3NXEU7J/ses-02A	area_mm2	0.0
sub-F3NXEU7J/ses-02A	gmv_mm3	0.0
sub-F3R0FGHL/ses-06A	nverts	0.0
sub-F3R0FGHL/ses-06A	thickness_mm	0.0
sub-F3R0FGHL/ses-06A	area_mm2	0.0
sub-F3R0FGHL/ses-06A	gmv_mm3	0.0
sub-F3V98C81/ses-00A	nverts	0.0
sub-F3V98C81/ses-00A	thickness_mm	0.0
sub-F3V98C81/ses-00A	area_mm2	0.0
sub-F3V98C81/ses-00A	gmv_mm3	0.0
sub-F3V98C81/ses-04A	nverts	0.0
sub-F3V98C81/ses-04A	thickness_mm	0.0
sub-F3V98C81/ses-04A	area_mm2	0.0
sub-F3V98C81/ses-04A	gmv_mm3	0.0
sub-F3YGVG6M/ses-06A	nverts	0.0
sub-F3YGVG6M/ses-06A	thickness_mm	0.0
sub-F3YGVG6M/ses-06A	area_mm2	0.0
sub-F3YGVG6M/ses-06A	gmv_mm3	0.0
sub-F41DEHAC/ses-02A	nverts	0.0
sub-F41DEHAC/ses-02A	thickness_mm	0.0
sub-F41DEHAC/ses-02A	area_mm2	0.0
sub-F41DEHAC/ses-02A	gmv_mm3	0.0
sub-F41DEHAC/ses-06A	nverts	0.0
sub-F41DEHAC/ses-06A	thickness_mm	0.0
sub-F41DEHAC/ses-06A	area_mm2	0.0
sub-F41DEHAC/ses-06A	gmv_mm3	0.0
sub-F4ADZ6G5/ses-06A	nverts	0.0
sub-F4ADZ6G5/ses-06A	thickness_mm	0.0
sub-F4ADZ6G5/ses-06A	area_mm2	0.0
sub-F4ADZ6G5/ses-06A	gmv_mm3	0.0
sub-F4NKLBXV/ses-02A	nverts	0.0
sub-F4NKLBXV/ses-02A	thickness_mm	0.0
sub-F4NKLBXV/ses-02A	area_mm2	0.0
sub-F4NKLBXV/ses-02A	gmv_mm3	0.0
sub-F4P23JMZ/ses-00A	nverts	0.0
sub-F4P23JMZ/ses-00A	thickness_mm	0.0
sub-F4P23JMZ/ses-00A	area_mm2	0.0
sub-F4P23JMZ/ses-00A	gmv_mm3	0.0
sub-F4Z1R5WK/ses-04A	nverts	0.0
sub-F4Z1R5WK/ses-04A	thickness_mm	0.0
sub-F4Z1R5WK/ses-04A	area_mm2	0.0
sub-F4Z1R5WK/ses-04A	gmv_mm3	0.0
sub-F504BFVB/ses-06A	nverts	0.0
sub-F504BFVB/ses-06A	thickness_mm	0.0
sub-F504BFVB/ses-06A	area_mm2	0.0
sub-F504BFVB/ses-06A	gmv_mm3	0.0
sub-F53AN12Z/ses-06A	nverts	0.0
sub-F53AN12Z/ses-06A	thickness_mm	0.0
sub-F53AN12Z/ses-06A	area_mm2	0.0
sub-F53AN12Z/ses-06A	gmv_mm3	0.0
sub-F59ZM3ZJ/ses-02A	nverts	0.0
sub-F59ZM3ZJ/ses-02A	thickness_mm	0.0
sub-F59ZM3ZJ/ses-02A	area_mm2	0.0
sub-F59ZM3ZJ/ses-02A	gmv_mm3	0.0
sub-F5G6PA74/ses-00A	nverts	0.0
sub-F5G6PA74/ses-00A	thickness_mm	0.0
sub-F5G6PA74/ses-00A	area_mm2	0.0
sub-F5G6PA74/ses-00A	gmv_mm3	0.0
sub-F5G6PA74/ses-06A	nverts	0.0
sub-F5G6PA74/ses-06A	thickness_mm	0.0
sub-F5G6PA74/ses-06A	area_mm2	0.0
sub-F5G6PA74/ses-06A	gmv_mm3	0.0
sub-F5JAU1UT/ses-02A	nverts	0.0
sub-F5JAU1UT/ses-02A	thickness_mm	0.0
sub-F5JAU1UT/ses-02A	area_mm2	0.0
sub-F5JAU1UT/ses-02A	gmv_mm3	0.0
sub-F5PMDLB4/ses-02A	nverts	0.0
sub-F5PMDLB4/ses-02A	thickness_mm	0.0
sub-F5PMDLB4/ses-02A	area_mm2	0.0
sub-F5PMDLB4/ses-02A	gmv_mm3	0.0
sub-F5R46XKV/ses-04A	nverts	0.0
sub-F5R46XKV/ses-04A	thickness_mm	0.0
sub-F5R46XKV/ses-04A	area_mm2	0.0
sub-F5R46XKV/ses-04A	gmv_mm3	0.0
sub-F5YHY0Z0/ses-00A	nverts	0.0
sub-F5YHY0Z0/ses-00A	thickness_mm	0.0
sub-F5YHY0Z0/ses-00A	area_mm2	0.0
sub-F5YHY0Z0/ses-00A	gmv_mm3	0.0
sub-F61FJ1XR/ses-00A	nverts	0.0
sub-F61FJ1XR/ses-00A	thickness_mm	0.0
sub-F61FJ1XR/ses-00A	area_mm2	0.0
sub-F61FJ1XR/ses-00A	gmv_mm3	0.0
sub-F61FJ1XR/ses-06A	nverts	0.0
sub-F61FJ1XR/ses-06A	thickness_mm	0.0
sub-F61FJ1XR/ses-06A	area_mm2	0.0
sub-F61FJ1XR/ses-06A	gmv_mm3	0.0
sub-F6553H6E/ses-00A	nverts	0.0
sub-F6553H6E/ses-00A	thickness_mm	0.0
sub-F6553H6E/ses-00A	area_mm2	0.0
sub-F6553H6E/ses-00A	gmv_mm3	0.0
sub-F65R9VTJ/ses-04A	nverts	0.0
sub-F65R9VTJ/ses-04A	thickness_mm	0.0
sub-F65R9VTJ/ses-04A	area_mm2	0.0
sub-F65R9VTJ/ses-04A	gmv_mm3	0.0
sub-F6784XR4/ses-00A	nverts	0.0
sub-F6784XR4/ses-00A	thickness_mm	0.0
sub-F6784XR4/ses-00A	area_mm2	0.0
sub-F6784XR4/ses-00A	gmv_mm3	0.0
sub-F68FFNZG/ses-02A	nverts	0.0
sub-F68FFNZG/ses-02A	thickness_mm	0.0
sub-F68FFNZG/ses-02A	area_mm2	0.0
sub-F68FFNZG/ses-02A	gmv_mm3	0.0
sub-F6MPJW7M/ses-04A	nverts	0.0
sub-F6MPJW7M/ses-04A	thickness_mm	0.0
sub-F6MPJW7M/ses-04A	area_mm2	0.0
sub-F6MPJW7M/ses-04A	gmv_mm3	0.0
sub-F6ZPU6YK/ses-06A	nverts	0.0
sub-F6ZPU6YK/ses-06A	thickness_mm	0.0
sub-F6ZPU6YK/ses-06A	area_mm2	0.0
sub-F6ZPU6YK/ses-06A	gmv_mm3	0.0
sub-F719R612/ses-02A	nverts	0.0
sub-F719R612/ses-02A	thickness_mm	0.0
sub-F719R612/ses-02A	area_mm2	0.0
sub-F719R612/ses-02A	gmv_mm3	0.0
sub-F72J4L68/ses-02A	nverts	0.0
sub-F72J4L68/ses-02A	thickness_mm	0.0
sub-F72J4L68/ses-02A	area_mm2	0.0
sub-F72J4L68/ses-02A	gmv_mm3	0.0
sub-F735JEHL/ses-06A	nverts	0.0
sub-F735JEHL/ses-06A	thickness_mm	0.0
sub-F735JEHL/ses-06A	area_mm2	0.0
sub-F735JEHL/ses-06A	gmv_mm3	0.0
sub-F74AJ43P/ses-02A	nverts	0.0
sub-F74AJ43P/ses-02A	thickness_mm	0.0
sub-F74AJ43P/ses-02A	area_mm2	0.0
sub-F74AJ43P/ses-02A	gmv_mm3	0.0
sub-F79B3KEU/ses-00A	nverts	0.0
sub-F79B3KEU/ses-00A	thickness_mm	0.0
sub-F79B3KEU/ses-00A	area_mm2	0.0
sub-F79B3KEU/ses-00A	gmv_mm3	0.0
sub-F7E957WL/ses-04A	nverts	0.0
sub-F7E957WL/ses-04A	thickness_mm	0.0
sub-F7E957WL/ses-04A	area_mm2	0.0
sub-F7E957WL/ses-04A	gmv_mm3	0.0
sub-F7F6URTR/ses-00A	nverts	0.0
sub-F7F6URTR/ses-00A	thickness_mm	0.0
sub-F7F6URTR/ses-00A	area_mm2	0.0
sub-F7F6URTR/ses-00A	gmv_mm3	0.0
sub-F7K681U5/ses-00A	nverts	0.0
sub-F7K681U5/ses-00A	thickness_mm	0.0
sub-F7K681U5/ses-00A	area_mm2	0.0
sub-F7K681U5/ses-00A	gmv_mm3	0.0
sub-F7TYWYV2/ses-00A	nverts	0.0
sub-F7TYWYV2/ses-00A	thickness_mm	0.0
sub-F7TYWYV2/ses-00A	area_mm2	0.0
sub-F7TYWYV2/ses-00A	gmv_mm3	0.0
sub-F7TYWYV2/ses-04A	nverts	0.0
sub-F7TYWYV2/ses-04A	thickness_mm	0.0
sub-F7TYWYV2/ses-04A	area_mm2	0.0
sub-F7TYWYV2/ses-04A	gmv_mm3	0.0
sub-ZZLZCKAY/ses-02A	nverts	0.0
sub-ZZLZCKAY/ses-02A	thickness_mm	0.0
sub-ZZLZCKAY/ses-02A	area_mm2	0.0
sub-ZZLZCKAY/ses-02A	gmv_mm3	0.0
sub-ZZPKBDAC/ses-02A	nverts	0.0
sub-ZZPKBDAC/ses-02A	thickness_mm	0.0
sub-ZZPKBDAC/ses-02A	area_mm2	0.0
sub-ZZPKBDAC/ses-02A	gmv_mm3	0.0
sub-ZZZNB0XC/ses-00A	nverts	0.0
sub-ZZZNB0XC/ses-00A	thickness_mm	0.0
sub-ZZZNB0XC/ses-00A	area_mm2	0.0
sub-ZZZNB0XC/ses-00A	gmv_mm3	0.0
